,Arrival Standard Deviation,Departure Standard Deviation,capa_sd
0,2.500373146724536,1.681285011664901,5.168907643610615
1,2.478533059048927,1.6639511636340034,5.161200483089586
2,2.486265291948121,1.659153932883412,5.163841757736594
3,2.540324670003979,1.709381766881666,5.183124021079479
4,2.5258027799325253,1.6905035285632748,5.177869865791737
5,2.4900632398245515,1.744271483201458,5.165802801923477
6,2.4740424623838977,1.7458004838869412,5.160269971261137
7,2.4338142158137,1.8942486009630546,5.147684215793329
8,2.4541614043143625,1.8774062868967636,5.154492788519868
9,2.47249617869532,1.8918724532260283,5.160918332128774
10,2.421766576521425,1.833671781880049,5.143087990261472
11,2.3543846493821077,1.871254869879094,5.120826043736765
12,2.2851776300202498,1.8345199936486298,5.097898862976386
13,2.3105346828317264,1.8074067822650774,5.105898713910428
14,2.3685949866144056,1.817512660913851,5.125097688229871
15,2.3408038970485747,1.820361146917192,5.1159203182237
16,2.3408038970485747,1.8124816359177351,5.115856092803062
17,2.3408038970485747,1.8153721094887783,5.115879620617615
18,2.332287827475769,1.83901133987996,5.113272630618938
19,2.3161791556480384,1.8256220107796184,5.1078882153022285
20,2.3189653960249625,1.826100612472553,5.108802181021035
21,2.23645346454643,1.8196095785148247,5.082195693051866
22,2.2409254460550083,1.816514606153362,5.083588262848822
23,2.2370927329193644,1.766955557910351,5.081971721059569
24,2.3208593837318543,1.755095071068108,5.108850036953943
25,2.335366996206522,1.7536090011621948,5.113595658701157
26,2.3891189039836593,1.7545054886524654,5.131447963074646
27,2.445787322554525,1.7570345956585864,5.150651631000538
28,2.5300768892735266,1.757876947143708,5.179886780531815
29,2.5841155916808867,1.7831136492517359,5.199253846633647
30,2.6816543114436815,1.789811844084577,5.23474508306073
31,2.683861084672889,1.7907947607241406,5.235566937067099
32,2.707666937910637,1.8088639123595212,5.244526370063599
33,2.74889016956927,1.8372811407221008,5.260168584527847
34,2.747077491607447,1.8386131628328086,5.259497479108368
35,2.7828446277276306,1.8605774271319802,5.273193801640826
36,2.7685201766237757,1.9674685045687228,5.2686542588918215
37,2.7503565328472983,1.9600062900929038,5.261737104499322
38,2.7722274555198894,1.9828458096674286,5.270189778182872
39,2.7864633149597826,2.095698231588109,5.276593265096501
40,2.804063931656617,2.1947361325547656,5.284224599756981
41,2.796745729291512,2.2831364744294174,5.28229199639248
42,2.796745729291512,2.3277943729031954,5.282739429613716
43,2.7986245305919906,2.3266178091614043,5.283443806495991
44,2.7986245305919906,2.3266178091614043,5.283443806495991
45,2.7986245305919906,2.3266178091614043,5.283443806495991
46,2.7986245305919906,2.3266178091614043,5.283443806495991
47,2.7986245305919906,2.3266178091614043,5.283443806495991
48,2.7986245305919906,2.3266178091614043,5.283443806495991
49,2.7986245305919906,2.3266178091614043,5.283443806495991
50,2.7986245305919906,2.3266178091614043,5.283443806495991
51,2.7986245305919906,2.3266178091614043,5.283443806495991
52,2.7986245305919906,2.3266178091614043,5.283443806495991
53,2.7986245305919906,2.3266178091614043,5.283443806495991
54,2.7986245305919906,2.3266178091614043,5.283443806495991
55,2.7986245305919906,2.3266178091614043,5.283443806495991
56,2.7986245305919906,2.3266178091614043,5.283443806495991
57,2.7986245305919906,2.3266178091614043,5.283443806495991
58,2.7986245305919906,2.3266178091614043,5.283443806495991
59,2.7986245305919906,2.3266178091614043,5.283443806495991
60,2.7986245305919906,2.3266178091614043,5.283443806495991
61,2.7986245305919906,2.3266178091614043,5.283443806495991
62,2.7986245305919906,2.3266178091614043,5.283443806495991
63,2.7986245305919906,2.3266178091614043,5.283443806495991
64,2.7986245305919906,2.3266178091614043,5.283443806495991
65,2.7986245305919906,2.3266178091614043,5.283443806495991
66,2.7986245305919906,2.3266178091614043,5.283443806495991
67,2.7986245305919906,2.3266178091614043,5.283443806495991
68,2.7986245305919906,2.3266178091614043,5.283443806495991
69,2.7986245305919906,2.3266178091614043,5.283443806495991
70,2.7986245305919906,2.3266178091614043,5.283443806495991
71,2.7986245305919906,2.3266178091614043,5.283443806495991
72,2.7986245305919906,2.3266178091614043,5.283443806495991
73,2.7986245305919906,2.3266178091614043,5.283443806495991
74,2.7986245305919906,2.3266178091614043,5.283443806495991
75,2.7986245305919906,2.3266178091614043,5.283443806495991
76,2.7986245305919906,2.3266178091614043,5.283443806495991
77,2.7986245305919906,2.3266178091614043,5.283443806495991
78,2.7986245305919906,2.3266178091614043,5.283443806495991
79,2.7986245305919906,2.3266178091614043,5.283443806495991
80,2.7986245305919906,2.3266178091614043,5.283443806495991
