"TM","WD","WSPD","WS_GST","VIS","RVR1","RVR2","RVR3","RVR4","WC","TMP","TD","PS","PA","RN","HM","CA_TOT","CLA_1LYR","BASE_1LYR","CLF_1LYR","CLA_2LYR","BASE_2LYR","CLF_2LYR","CLA_3LYR","BASE_3LYR","CLF_3LYR","CLA_4LYR","BASE_4LYR","CLF_4LYR"
"2018113024","7","4","","1000","","","","","","30","-43","10275","10266","","58","5","4","30","6","5","200","0","","","","","",""
"2018120101","15","4","","1000","","","","","","31","-41","10273","10264","","59","7","5","40","6","7","200","0","","","","","",""
"2018120102","17","4","","1000","","","","","","37","-19","10269","10261","","67","7","7","200","0","","","","","","","","",""
"2018120103","9","5","","1000","","","","","","26","-20","10271","10262","","71","7","7","200","0","","","","","","","","",""
"2018120104","13","5","","1000","","","","","","28","-18","10265","10256","","71","7","7","200","0","","","","","","","","",""
"2018120105","10","5","","1000","","","","","","45","-16","10267","10259","","64","7","7","200","0","","","","","","","","",""
"2018120106","5","7","","1000","","","","","","42","-33","10270","10262","","58","7","7","200","0","","","","","","","","",""
"2018120107","7","4","","1000","","","","","","31","-29","10273","10264","","65","7","2","30","6","7","200","0","","","","","",""
"2018120108","5","4","","1000","","","","","","35","-33","10279","10270","","61","7","4","30","6","7","200","0","","","","","",""
"2018120109","6","3","","1000","","","","","","47","-30","10284","10276","","57","5","3","30","6","5","200","0","","","","","",""
"2018120110","5","4","","1000","","","","","","69","-21","10288","10280","","52","3","3","200","0","","","","","","","","",""
"2018120111","3","4","","1000","","","","","","85","-21","10289","10281","","47","2","2","200","0","","","","","","","","",""
"2018120112","3","5","","1000","","","","","","96","-26","10284","10276","","42","2","2","200","0","","","","","","","","",""
"2018120113","4","6","","1000","","","","","","96","-49","10279","10271","","35","3","3","200","0","","","","","","","","",""
"2018120114","3","4","","1000","","","","","","100","-64","10272","10264","","31","4","4","200","0","","","","","","","","",""
"2018120115","35","5","","1000","","","","","","101","-69","10269","10261","","29","4","4","200","0","","","","","","","","",""
"2018120116","34","6","","1000","","","","","","96","-50","10268","10260","","35","4","4","200","0","","","","","","","","",""
"2018120117","3","1","","1000","","","","","","81","-54","10268","10260","","38","3","3","200","0","","","","","","","","",""
"2018120118","2","2","","1000","","","","","","67","-47","10272","10264","","44","3","3","200","0","","","","","","","","",""
"2018120119","4","1","","1000","","","","","","49","-26","10274","10266","","58","4","4","200","0","","","","","","","","",""
"2018120120","3","2","","1000","","","","","","48","-43","10276","10268","","52","4","4","200","0","","","","","","","","",""
"2018120121","6","4","","1000","","","","","","53","-75","10276","10268","","39","3","3","200","0","","","","","","","","",""
