"TM","WD","WSPD","WS_GST","VIS","RVR1","RVR2","RVR3","RVR4","WC","TMP","TD","PS","PA","RN","HM","CA_TOT","CLA_1LYR","BASE_1LYR","CLF_1LYR","CLA_2LYR","BASE_2LYR","CLF_2LYR","CLA_3LYR","BASE_3LYR","CLF_3LYR","CLA_4LYR","BASE_4LYR","CLF_4LYR"
"2018022824","3","9","","1000","","","","","","27","5","10043","10035","","85","8","5","30","6","8","80","4","","","","","",""
"2018030101","29","7","","1000","","","","","","22","0","10051","10043","","86","8","5","35","6","8","80","4","","","","","",""
"2018030102","30","4","","1000","","","","","","18","1","10051","10043","","89","8","5","35","6","8","80","4","","","","","",""
"2018030103","28","6","","1000","","","","","","23","5","10051","10043","","88","8","2","15","7","5","25","6","8","80","4","","",""
"2018030104","25","13","","200","","","","","61","37","19","10041","10033","0","88","8","3","3","7","5","25","6","8","80","4","","",""
"2018030105","26","19","","200","","","","","60","39","23","10037","10029","10","89","8","2","4","7","5","25","6","8","80","4","","",""
"2018030106","29","19","","180","140","140","150","","10","24","4","10040","10032","0","87","8","3","7","7","5","25","6","8","80","4","","",""
"2018030107","30","20","","600","","","","","10","13","-16","10054","10046","","80","5","2","15","7","5","30","6","","","","","",""
"2018030108","31","28","40","700","","","","","10","-5","-54","10073","10065","","69","5","5","25","6","","","","","","","","",""
"2018030109","31","23","35","700","","","","","5","-8","-65","10097","10089","","65","1","1","30","6","","","","","","","","",""
"2018030110","31","21","","700","","","","","5","-7","-74","10116","10108","","60","0","","","","","","","","","","","",""
"2018030111","30","23","","1000","","","","","","-4","-91","10127","10118","","51","0","","","","","","","","","","","",""
"2018030112","30","22","","1000","","","","","","2","-94","10138","10130","","48","0","","","","","","","","","","","",""
"2018030113","30","23","","1000","","","","","","13","-98","10141","10133","","43","0","","","","","","","","","","","",""
"2018030114","29","19","","1000","","","","","","10","-103","10148","10140","","42","0","","","","","","","","","","","",""
"2018030115","30","19","","1000","","","","","","10","-109","10148","10140","","40","0","","","","","","","","","","","",""
"2018030116","30","21","32","1000","","","","","","3","-113","10150","10142","","41","0","","","","","","","","","","","",""
"2018030117","30","17","","1000","","","","","","0","-99","10160","10151","","47","0","","","","","","","","","","","",""
"2018030118","30","15","","1000","","","","","","-9","-107","10168","10159","","47","0","","","","","","","","","","","",""
"2018030119","30","15","","1000","","","","","","-14","-107","10179","10170","","49","0","","","","","","","","","","","",""
"2018030120","31","15","","1000","","","","","","-18","-108","10189","10180","","50","0","","","","","","","","","","","",""
"2018030121","32","14","","1000","","","","","","-24","-107","10202","10193","","53","0","","","","","","","","","","","",""
"2018030122","33","15","","1000","","","","","","-31","-117","10208","10199","","51","0","","","","","","","","","","","",""
"2018030123","33","18","","1000","","","","","","-32","-126","10209","10200","","48","0","","","","","","","","","","","",""
"2018030124","34","15","","1000","","","","","","-33","-132","10210","10201","","46","0","","","","","","","","","","","",""
"2018030201","36","10","","1000","","","","","","-36","-140","10208","10199","","44","0","","","","","","","","","","","",""
"2018030202","35","11","","1000","","","","","","-36","-165","10212","10203","","36","0","","","","","","","","","","","",""
"2018030203","34","12","","1000","","","","","","-41","-169","10206","10197","","36","0","","","","","","","","","","","",""
"2018030204","36","6","","1000","","","","","","-44","-177","10203","10194","","34","0","","","","","","","","","","","",""
"2018030205","2","4","","1000","","","","","","-48","-175","10202","10193","","36","0","","","","","","","","","","","",""
"2018030206","36","5","","1000","","","","","","-52","-179","10203","10194","","36","0","","","","","","","","","","","",""
"2018030207","9","2","","1000","","","","","","-56","-148","10204","10195","","48","0","","","","","","","","","","","",""
"2018030208","14","2","","1000","","","","","","-37","-157","10208","10199","","39","0","","","","","","","","","","","",""
"2018030209","21","1","","1000","","","","","","-19","-189","10212","10203","","26","0","","","","","","","","","","","",""
"2018030210","26","2","","1000","","","","","","-12","-196","10214","10205","","23","0","","","","","","","","","","","",""
"2018030211","21","4","","1000","","","","","","-5","-202","10211","10202","","21","0","","","","","","","","","","","",""
"2018030212","23","4","","1000","","","","","","4","-184","10208","10199","","23","0","","","","","","","","","","","",""
"2018030213","29","7","","1000","","","","","","9","-186","10200","10191","","22","1","1","170","0","","","","","","","","",""
"2018030214","35","3","","1000","","","","","","22","-155","10183","10175","","26","2","2","170","0","","","","","","","","",""
"2018030215","17","4","","1000","","","","","","23","-182","10179","10171","","20","1","1","170","0","","","","","","","","",""
"2018030216","30","7","","1000","","","","","","26","-149","10179","10171","","26","0","","","","","","","","","","","",""
"2018030217","32","5","","1000","","","","","","17","-130","10176","10168","","33","0","","","","","","","","","","","",""
"2018030218","32","4","","1000","","","","","","3","-132","10169","10160","","35","0","","","","","","","","","","","",""
