"TM","WD","WSPD","WS_GST","VIS","RVR1","RVR2","RVR3","RVR4","WC","TMP","TD","PS","PA","RN","HM","CA_TOT","CLA_1LYR","BASE_1LYR","CLF_1LYR","CLA_2LYR","BASE_2LYR","CLF_2LYR","CLA_3LYR","BASE_3LYR","CLF_3LYR","CLA_4LYR","BASE_4LYR","CLF_4LYR"
"2020063024","35","10","","1000","","","","","61","194","146","10018","10010","0","74","8","5","40","6","8","90","4","","","","","",""
"2020070101","34","7","","1000","","","","","60","196","146","10019","10011","0","73","8","5","40","6","8","90","4","","","","","",""
"2020070102","33","7","","1000","","","","","21","189","145","10020","10012","0","76","8","2","40","6","8","120","4","","","","","",""
"2020070103","29","3","","1000","","","","","","193","139","10018","10010","","71","8","8","160","4","","","","","","","","",""
"2020070104","33","3","","1000","","","","","","185","146","10021","10013","","78","8","8","130","4","","","","","","","","",""
"2020070105","34","5","","1000","","","","","","190","148","10026","10018","","77","8","2","50","6","8","120","4","","","","","",""
"2020070106","33","7","","1000","","","","","","194","155","10031","10023","","78","7","5","45","6","7","110","4","","","","","",""
"2020070107","30","5","","1000","","","","","21","202","154","10036","10028","0","74","8","6","45","6","8","110","4","","","","","",""
"2020070108","33","5","","600","","","","","61","198","160","10036","10028","10","79","8","4","15","7","6","40","6","8","100","4","","",""
"2020070109","23","4","","1000","","","","","21","195","159","10037","10029","5","80","8","1","10","7","6","45","6","8","100","4","","",""
"2020070110","23","5","","1000","","","","","","195","159","10039","10031","","80","8","1","6","7","6","30","6","8","100","4","","",""
"2020070111","22","5","","1000","","","","","","213","153","10040","10032","","69","7","5","25","6","7","100","4","","","","","",""
"2020070112","22","7","","1000","","","","","","220","138","10041","10033","","60","7","5","25","6","7","100","4","","","","","",""
"2020070113","21","5","","1000","","","","","","217","147","10043","10035","","64","8","2","15","7","5","30","6","8","100","4","","",""
"2020070114","20","4","","1000","","","","","","221","155","10042","10034","","66","8","2","10","7","5","30","6","8","100","4","","",""
"2020070115","17","7","","1000","","","","","","218","153","10045","10037","","67","8","4","12","7","8","30","6","","","","","",""
"2020070116","17","6","","1000","","","","","","223","164","10049","10041","","69","8","2","15","7","8","30","6","","","","","",""
"2020070117","19","5","","800","","","","","10","217","164","10051","10043","","72","8","2","15","7","8","25","6","","","","","",""
"2020070118","19","4","","500","","","","","10","215","170","10054","10046","","76","8","4","15","7","8","25","6","","","","","",""
"2020070119","17","8","","450","","","","","10","208","166","10059","10051","","77","7","4","15","7","7","25","6","","","","","",""
"2020070120","18","9","","400","","","","","10","206","168","10064","10056","","79","7","4","15","7","7","25","6","","","","","",""
"2020070121","17","6","","300","","","","","10","203","167","10071","10063","","80","7","3","15","7","7","25","6","","","","","",""
"2020070122","16","3","","300","","","","","10","204","169","10079","10071","","80","7","3","15","7","7","25","6","","","","","",""
"2020070123","20","4","","300","","","","","10","207","169","10083","10075","","79","7","3","15","7","7","25","6","","","","","",""
"2020070124","16","6","","280","","","","","10","205","170","10085","10077","","80","7","3","12","7","7","25","6","","","","","",""
"2020070201","18","6","","220","","","","","10","198","167","10085","10077","","82","7","3","8","7","7","25","6","","","","","",""
"2020070202","18","5","","200","","","","","10","195","167","10084","10076","","84","7","5","8","7","7","20","6","","","","","",""
"2020070203","18","5","","200","","","","","10","200","168","10088","10080","","82","8","5","8","7","8","15","6","","","","","",""
"2020070204","17","6","","200","","","","","10","201","166","10093","10085","","81","8","8","8","7","","","","","","","","",""
"2020070205","18","6","","200","","","","","10","203","166","10094","10086","","79","8","8","8","7","","","","","","","","",""
"2020070206","14","5","","230","","","","","10","205","168","10096","10088","","79","8","8","8","7","","","","","","","","",""
"2020070207","15","7","","200","","","","","10","207","169","10102","10094","","79","8","8","8","7","","","","","","","","",""
"2020070208","14","7","","250","","","","","10","215","170","10105","10097","","76","8","8","10","7","","","","","","","","",""
"2020070209","15","6","","350","","","","","10","227","174","10110","10102","","72","6","6","15","7","","","","","","","","",""
"2020070210","13","6","","350","","","","","5","235","166","10112","10104","","65","5","3","15","7","5","25","6","","","","","",""
"2020070211","15","8","","400","","","","","5","249","163","10113","10105","","59","4","4","25","6","","","","","","","","",""
"2020070212","16","7","","400","","","","","5","255","168","10113","10105","","59","4","4","25","6","","","","","","","","",""
"2020070213","16","4","","400","","","","","5","260","169","10108","10100","","57","4","4","25","6","","","","","","","","",""
"2020070214","18","5","","500","","","","","5","263","159","10106","10098","","53","4","4","25","6","","","","","","","","",""
"2020070215","32","8","","500","","","","","5","275","170","10103","10095","","53","3","3","30","6","","","","","","","","",""
"2020070216","31","8","","500","","","","","5","271","164","10102","10094","","52","2","2","30","6","","","","","","","","",""
"2020070217","30","8","","500","","","","","5","247","174","10102","10094","","64","2","2","180","0","","","","","","","","",""
"2020070218","30","7","","500","","","","","5","231","175","10103","10095","","71","4","4","180","0","","","","","","","","",""
"2020070219","30","8","","1000","","","","","","221","167","10109","10101","","72","4","4","180","0","","","","","","","","",""
"2020070220","28","8","","1000","","","","","","210","162","10115","10107","","74","3","3","180","0","","","","","","","","",""
"2020070221","29","4","","1000","","","","","","201","169","10121","10113","","82","4","4","200","0","","","","","","","","",""
"2020070222","31","2","","1000","","","","","","200","168","10128","10120","","82","4","4","200","0","","","","","","","","",""
"2020070223","7","2","","1000","","","","","","208","168","10126","10118","","78","5","5","200","0","","","","","","","","",""
"2020070224","10","1","","600","","","","","10","207","161","10127","10119","","75","5","5","200","0","","","","","","","","",""
"2020070301","6","3","","500","","","","","10","209","166","10122","10114","","76","4","4","200","0","","","","","","","","",""
"2020070302","16","1","","500","","","","","10","209","167","10124","10116","","77","5","5","200","0","","","","","","","","",""
"2020070303","15","1","","400","","","","","10","205","172","10121","10113","","82","5","3","65","6","5","200","0","","","","","",""
"2020070304","4","2","","400","","","","","10","206","165","10120","10112","","77","5","5","200","0","","","","","","","","",""
"2020070305","6","4","","250","","","","","10","207","174","10115","10107","","82","8","8","200","2","","","","","","","","",""
"2020070306","6","4","","230","","","","","10","211","176","10117","10109","","80","4","4","200","0","","","","","","","","",""
"2020070307","6","4","","250","","","","","10","223","182","10117","10109","","78","3","3","200","0","","","","","","","","",""
"2020070308","13","4","","270","","","","","5","242","179","10118","10110","","68","3","3","200","0","","","","","","","","",""
"2020070309","11","6","","600","","","","","5","260","162","10114","10106","","55","3","3","200","0","","","","","","","","",""
"2020070310","12","6","","800","","","","","5","269","162","10108","10100","","52","2","2","200","0","","","","","","","","",""
"2020070311","13","7","","900","","","","","5","278","164","10102","10094","","50","3","1","35","6","3","200","0","","","","","",""
"2020070312","16","7","","900","","","","","5","288","150","10099","10091","","43","3","1","30","8","3","200","0","","","","","",""
