"TM","WD","WSPD","WS_GST","VIS","RVR1","RVR2","RVR3","RVR4","WC","TMP","TD","PS","PA","RN","HM","CA_TOT","CLA_1LYR","BASE_1LYR","CLF_1LYR","CLA_2LYR","BASE_2LYR","CLF_2LYR","CLA_3LYR","BASE_3LYR","CLF_3LYR","CLA_4LYR","BASE_4LYR","CLF_4LYR"
"2018033124","11","2","","1000","","","","","","104","46","10185","10177","","67","4","2","20","6","4","120","3","","","","","",""
"2018040101","12","3","","1000","","","","","","108","45","10183","10175","","65","5","2","18","7","5","120","3","","","","","",""
"2018040102","9","3","","1000","","","","","","111","49","10180","10172","","66","3","3","18","7","","","","","","","","",""
"2018040103","5","5","","1000","","","","","","121","49","10178","10170","","62","6","6","15","7","","","","","","","","",""
"2018040104","5","4","","900","","","","","5","119","54","10178","10170","","64","4","4","15","7","","","","","","","","",""
"2018040105","5","4","","700","","","","","5","114","56","10177","10169","","68","4","4","15","7","","","","","","","","",""
"2018040106","5","4","","600","","","","","5","115","57","10180","10172","","68","6","4","15","7","6","120","3","","","","","",""
"2018040107","13","5","","480","","","","","60","116","80","10180","10172","0","79","8","4","15","7","8","80","4","","","","","",""
"2018040108","16","11","","500","","","","","10","113","68","10173","10165","0","74","8","4","15","7","8","100","4","","","","","",""
"2018040109","16","10","","1000","","","","","","127","70","10174","10166","","69","7","2","15","7","4","25","6","7","120","3","","",""
"2018040110","16","5","","700","","","","","5","132","68","10180","10172","","65","7","4","25","6","7","120","3","","","","","",""
"2018040111","17","10","","1000","","","","","","151","57","10175","10167","","53","7","4","25","6","7","120","3","","","","","",""
"2018040112","17","11","","800","","","","","5","154","86","10169","10161","","64","7","4","25","6","7","120","3","","","","","",""
"2018040113","18","10","","600","","","","","5","145","106","10169","10161","","77","7","4","25","6","7","120","3","","","","","",""
"2018040114","18","7","","450","","","","","10","148","112","10166","10158","","79","7","3","4","7","7","25","6","","","","","",""
"2018040115","17","11","","450","","","","","10","148","116","10157","10149","","81","7","3","2","7","7","25","6","","","","","",""
"2018040116","18","9","","300","","","","","10","143","116","10152","10144","","84","7","4","2","7","7","25","6","","","","","",""
"2018040117","18","6","","420","","","","","10","141","116","10150","10142","","85","7","4","1","7","7","25","6","","","","","",""
"2018040118","20","5","","200","200","200","100","","41","136","112","10152","10144","","86","7","4","1","7","7","25","6","","","","","",""
"2018040119","19","4","","200","200","200","120","","10","139","116","10157","10149","","86","7","4","1","7","7","25","6","","","","","",""
