"TM","WD","WSPD","WS_GST","VIS","RVR1","RVR2","RVR3","RVR4","WC","TMP","TD","PS","PA","RN","HM","CA_TOT","CLA_1LYR","BASE_1LYR","CLF_1LYR","CLA_2LYR","BASE_2LYR","CLF_2LYR","CLA_3LYR","BASE_3LYR","CLF_3LYR","CLA_4LYR","BASE_4LYR","CLF_4LYR"
"2020103124","22","6","","1000","","","","","","159","106","10217","10209","","71","8","4","30","6","8","80","4","","","","","",""
"2020110101","23","8","20","1000","","","","","","160","114","10214","10206","","74","8","5","25","6","8","80","4","","","","","",""
"2020110102","22","8","","1000","","","","","","161","119","10214","10206","","76","8","6","25","6","8","80","4","","","","","",""
"2020110103","23","8","21","1000","","","","","","160","125","10210","10202","","80","8","6","25","6","8","80","4","","","","","",""
"2020110104","22","9","","1000","","","","","","161","123","10205","10197","","78","8","6","25","6","8","80","4","","","","","",""
"2020110105","21","9","","1000","","","","","61","155","132","10201","10193","10","86","8","3","18","7","6","25","6","8","70","5","","",""
"2020110106","21","9","","1000","","","","","61","159","130","10199","10191","15","83","8","2","15","7","6","25","6","8","70","5","","",""
"2020110107","21","14","26","1000","","","","","60","148","132","10197","10189","15","90","8","4","10","7","6","25","6","8","70","5","","",""
"2020110108","20","8","","1000","","","","","60","147","127","10200","10192","0","88","8","4","10","7","6","20","6","8","70","4","","",""
"2020110109","21","10","","1000","","","","","60","156","132","10201","10193","0","85","8","4","11","7","6","20","6","8","70","4","","",""
"2020110110","20","12","","1000","","","","","21","153","130","10198","10190","0","86","8","4","11","7","6","20","6","8","80","4","","",""
"2020110111","20","10","","1000","","","","","","157","134","10194","10186","","86","8","4","9","7","6","20","6","8","60","5","","",""
"2020110112","23","7","","180","","","","","63","135","128","10192","10184","110","96","8","4","6","7","6","20","6","8","50","5","","",""
"2020110113","22","6","","160","","","","","61","142","131","10186","10178","20","93","8","2","5","7","6","20","6","8","50","5","","",""
"2020110114","24","5","","220","","","","","60","145","132","10181","10173","5","92","8","2","10","7","6","25","6","8","60","5","","",""
"2020110115","24","8","","240","","","","","61","152","136","10181","10173","5","90","8","1","11","7","5","25","6","8","60","5","","",""
"2020110116","24","11","","320","","","","","10","155","135","10181","10173","0","88","6","2","10","7","4","20","6","6","110","3","","",""
"2020110117","25","9","","300","","","","","10","153","129","10182","10174","","86","7","2","10","7","4","20","6","7","150","3","","",""
"2020110118","26","6","","320","","","","","10","148","125","10183","10175","","86","6","1","10","7","6","180","0","","","","","",""
"2020110119","26","7","","900","","","","","5","145","87","10191","10183","","68","6","6","200","0","","","","","","","","",""
