"TM","WD","WSPD","WS_GST","VIS","RVR1","RVR2","RVR3","RVR4","WC","TMP","TD","PS","PA","RN","HM","CA_TOT","CLA_1LYR","BASE_1LYR","CLF_1LYR","CLA_2LYR","BASE_2LYR","CLF_2LYR","CLA_3LYR","BASE_3LYR","CLF_3LYR","CLA_4LYR","BASE_4LYR","CLF_4LYR"
"2020073124","20","4","","350","","","","","60","237","212","10128","10120","0","86","8","5","1","7","7","30","6","8","70","5","","",""
"2020080101","20","5","","400","","","","","41","241","216","10126","10118","0","86","8","5","2","7","7","30","6","8","70","5","","",""
"2020080102","17","6","","400","110","200","200","","41","242","217","10121","10113","","86","8","5","2","7","7","30","6","8","70","5","","",""
"2020080103","18","7","","40","55","55","100","","60","240","216","10120","10112","0","87","8","5","2","7","7","30","6","8","70","5","","",""
"2020080104","16","8","","350","","","","","60","241","217","10115","10107","5","87","8","8","4","7","","","","","","","","",""
"2020080105","16","9","","600","","","","","60","240","215","10113","10105","0","86","8","6","5","7","7","30","6","8","70","5","","",""
"2020080106","15","11","","700","","","","","10","242","217","10112","10104","0","86","8","6","4","7","7","20","6","8","70","5","","",""
"2020080107","17","11","","450","","","","","60","245","219","10111","10103","0","86","8","8","5","7","","","","","","","","",""
"2020080108","18","13","","600","","","","","61","243","217","10112","10104","15","86","8","6","5","7","7","20","6","8","70","5","","",""
"2020080109","17","10","","800","","","","","61","246","218","10112","10104","5","84","8","6","7","7","7","20","6","8","70","5","","",""
"2020080110","19","8","","600","","","","","61","251","222","10111","10103","5","84","8","5","6","7","7","20","6","8","70","5","","",""
"2020080111","21","7","","900","","","","","63","249","219","10106","10098","35","83","8","4","8","7","7","20","6","8","70","5","","",""
"2020080112","22","8","","1000","","","","","61","254","215","10101","10093","0","79","8","3","10","7","7","30","6","8","70","4","","",""
"2020080113","21","6","","1000","","","","","21","245","207","10096","10088","10","79","8","3","10","7","7","30","6","8","70","4","","",""
"2020080114","21","7","","1000","","","","","61","251","215","10095","10087","0","81","8","4","10","7","7","30","6","8","70","4","","",""
"2020080115","20","9","","800","","","","","63","251","220","10087","10079","30","83","8","5","10","7","7","30","6","8","70","5","","",""
"2020080116","18","9","","1000","","","","","60","250","215","10079","10071","5","81","8","3","10","7","5","30","6","8","80","4","","",""
"2020080117","16","8","","1000","","","","","21","257","222","10076","10068","0","81","8","3","15","7","5","40","6","8","100","4","","",""
"2020080118","18","11","","1000","","","","","","257","217","10072","10064","","78","7","5","20","6","7","80","4","","","","","",""
"2020080119","21","9","","1000","","","","","","243","203","10081","10073","","79","7","4","15","7","5","30","6","7","80","3","","",""
"2020080120","21","8","","1000","","","","","","240","199","10087","10079","","78","8","4","15","7","5","30","6","8","80","4","","",""
"2020080121","21","7","","1000","","","","","60","236","201","10090","10082","0","81","8","3","15","7","5","30","6","8","80","4","","",""
"2020080122","21","6","","1000","","","","","21","234","206","10091","10083","30","84","8","4","7","7","6","20","6","8","80","4","","",""
