"TM","WD","WSPD","WS_GST","VIS","RVR1","RVR2","RVR3","RVR4","WC","TMP","TD","PS","PA","RN","HM","CA_TOT","CLA_1LYR","BASE_1LYR","CLF_1LYR","CLA_2LYR","BASE_2LYR","CLF_2LYR","CLA_3LYR","BASE_3LYR","CLF_3LYR","CLA_4LYR","BASE_4LYR","CLF_4LYR"
"2018093024","30","15","","1000","","","","","","172","27","10050","10042","","38","1","1","40","6","","","","","","","","",""
"2018100101","31","15","","1000","","","","","","169","37","10047","10039","","41","1","1","40","6","","","","","","","","",""
"2018100102","32","12","","1000","","","","","","150","45","10052","10044","","50","3","1","40","6","3","150","3","","","","","",""
"2018100103","32","8","","1000","","","","","","154","38","10055","10047","","46","5","3","40","6","5","120","3","","","","","",""
"2018100104","32","8","","1000","","","","","21","156","49","10054","10046","0","49","7","3","40","6","7","120","3","","","","","",""
"2018100105","31","12","","1000","","","","","","158","43","10058","10050","","46","8","3","40","6","8","100","4","","","","","",""
"2018100106","31","13","","1000","","","","","","155","40","10062","10054","","46","5","3","40","6","5","120","3","","","","","",""
"2018100107","32","11","","1000","","","","","","153","44","10066","10058","","48","5","3","40","6","5","120","3","","","","","",""
"2018100108","32","11","","1000","","","","","","159","49","10071","10063","","48","2","2","40","6","","","","","","","","",""
"2018100109","31","16","","1000","","","","","","172","45","10076","10068","","43","4","2","40","6","4","100","3","","","","","",""
"2018100110","31","15","","1000","","","","","","173","36","10081","10073","","40","5","3","40","6","5","100","3","","","","","",""
"2018100111","30","16","","1000","","","","","","191","45","10081","10073","","38","4","4","40","6","","","","","","","","",""
"2018100112","30","17","","1000","","","","","","193","45","10078","10070","","38","4","4","40","6","","","","","","","","",""
"2018100113","29","16","","1000","","","","","","196","18","10075","10067","","31","3","3","40","6","","","","","","","","",""
"2018100114","29","16","","1000","","","","","","184","39","10076","10068","","38","6","4","30","6","6","100","3","","","","","",""
"2018100115","29","11","","1000","","","","","","185","58","10070","10062","","43","5","3","30","6","5","100","3","","","","","",""
"2018100116","28","10","","1000","","","","","25","169","94","10073","10065","0","61","7","4","25","6","7","80","3","","","","","",""
"2018100117","30","12","","1000","","","","","","169","91","10081","10073","","60","7","5","25","6","7","80","3","","","","","",""
"2018100118","32","11","","1000","","","","","","168","87","10092","10084","","59","7","4","25","6","7","80","3","","","","","",""
"2018100119","33","13","","1000","","","","","","161","75","10103","10095","","57","5","5","30","6","","","","","","","","",""
"2018100120","33","15","","1000","","","","","","157","69","10114","10106","","56","2","2","30","6","","","","","","","","",""
"2018100121","34","13","","1000","","","","","","155","70","10126","10118","","57","1","1","30","6","","","","","","","","",""
"2018100122","35","12","","1000","","","","","","153","70","10132","10124","","58","1","1","30","6","","","","","","","","",""
"2018100123","34","12","","1000","","","","","","148","75","10138","10130","","62","1","1","30","6","","","","","","","","",""
"2018100124","35","12","","1000","","","","","","148","71","10142","10134","","60","0","","","","","","","","","","","",""
"2018100201","34","9","","1000","","","","","","149","81","10149","10141","","64","0","","","","","","","","","","","",""
"2018100202","35","6","","1000","","","","","","139","83","10151","10143","","69","0","","","","","","","","","","","",""
"2018100203","36","4","","1000","","","","","","139","82","10154","10146","","68","0","","","","","","","","","","","",""
"2018100204","36","3","","1000","","","","","","136","82","10153","10145","","70","0","","","","","","","","","","","",""
"2018100205","7","2","","1000","","","","","","124","75","10155","10147","","72","0","","","","","","","","","","","",""
"2018100206","36","2","","1000","","","","","","120","80","10163","10155","","76","0","","","","","","","","","","","",""
"2018100207","11","2","","1000","","","","","","121","79","10167","10159","","75","1","1","30","6","","","","","","","","",""
"2018100208","15","2","","1000","","","","","","158","75","10175","10167","","58","0","","","","","","","","","","","",""
"2018100209","4","2","","1000","","","","","","164","67","10181","10173","","53","0","","","","","","","","","","","",""
"2018100210","36","3","","1000","","","","","","180","56","10185","10177","","44","0","","","","","","","","","","","",""
"2018100211","31","5","","1000","","","","","","187","59","10185","10177","","43","0","","","","","","","","","","","",""
"2018100212","31","7","","1000","","","","","","191","56","10183","10175","","41","1","1","30","6","","","","","","","","",""
"2018100213","30","8","","1000","","","","","","195","59","10181","10173","","41","1","1","30","6","","","","","","","","",""
"2018100214","28","8","","1000","","","","","","196","53","10176","10168","","39","1","1","30","6","","","","","","","","",""
"2018100215","28","7","","1000","","","","","","198","51","10174","10166","","38","1","1","30","6","","","","","","","","",""
"2018100216","29","8","","1000","","","","","","198","61","10174","10166","","41","1","1","30","6","","","","","","","","",""
"2018100217","26","7","","1000","","","","","","193","69","10178","10170","","45","1","1","30","6","","","","","","","","",""
"2018100218","26","7","","1000","","","","","","185","73","10180","10172","","48","0","","","","","","","","","","","",""
"2018100219","25","5","","1000","","","","","","181","78","10185","10177","","51","0","","","","","","","","","","","",""
"2018100220","26","6","","1000","","","","","","182","83","10188","10180","","53","0","","","","","","","","","","","",""
"2018100221","26","5","","1000","","","","","","181","91","10193","10185","","56","0","","","","","","","","","","","",""
"2018100222","26","5","","1000","","","","","","182","96","10196","10188","","57","0","","","","","","","","","","","",""
"2018100223","27","4","","1000","","","","","","179","99","10196","10188","","59","0","","","","","","","","","","","",""
"2018100224","28","3","","1000","","","","","","175","108","10196","10188","","65","0","","","","","","","","","","","",""
"2018100301","36","2","","1000","","","","","","151","107","10201","10193","","75","0","","","","","","","","","","","",""
"2018100302","6","4","","1000","","","","","","148","108","10203","10195","","77","0","","","","","","","","","","","",""
"2018100303","3","2","","1000","","","","","","136","91","10204","10196","","74","0","","","","","","","","","","","",""
"2018100304","4","4","","450","","","","","10","137","108","10205","10197","","82","0","","","","","","","","","","","",""
"2018100305","9","2","","900","","","","","10","125","97","10208","10200","","83","0","","","","","","","","","","","",""
"2018100306","5","5","","700","","","","","10","122","94","10213","10205","","83","0","","","","","","","","","","","",""
"2018100307","5","5","","700","","","","","10","130","99","10217","10209","","82","0","","","","","","","","","","","",""
"2018100308","5","7","","700","","","","","10","144","105","10222","10214","","77","0","","","","","","","","","","","",""
"2018100309","5","6","","900","","","","","10","163","109","10229","10221","","71","0","","","","","","","","","","","",""
"2018100310","4","2","","1000","","","","","","190","99","10233","10225","","55","0","","","","","","","","","","","",""
"2018100311","2","3","","1000","","","","","","200","78","10232","10224","","45","0","","","","","","","","","","","",""
"2018100312","33","6","","1000","","","","","","213","55","10231","10223","","36","0","","","","","","","","","","","",""
