"TM","WD","WSPD","WS_GST","VIS","RVR1","RVR2","RVR3","RVR4","WC","TMP","TD","PS","PA","RN","HM","CA_TOT","CLA_1LYR","BASE_1LYR","CLF_1LYR","CLA_2LYR","BASE_2LYR","CLF_2LYR","CLA_3LYR","BASE_3LYR","CLF_3LYR","CLA_4LYR","BASE_4LYR","CLF_4LYR"
"2019043024","29","9","","1000","","","","","","117","64","10086","10078","","70","6","6","150","3","","","","","","","","",""
"2019050101","28","7","","1000","","","","","","113","70","10085","10077","","75","6","4","40","6","6","150","3","","","","","",""
"2019050102","29","10","","1000","","","","","","109","69","10081","10073","","77","6","4","40","6","6","150","3","","","","","",""
"2019050103","28","7","","1000","","","","","","107","70","10078","10070","","78","2","2","40","6","","","","","","","","",""
"2019050104","2","2","","1000","","","","","","106","66","10078","10070","","76","3","3","50","6","","","","","","","","",""
"2019050105","28","5","","1000","","","","","","105","67","10078","10070","","77","2","2","40","6","","","","","","","","",""
"2019050106","22","3","","1000","","","","","","103","70","10079","10071","","80","2","2","30","6","","","","","","","","",""
"2019050107","24","4","","1000","","","","","","107","79","10086","10078","","83","2","2","30","6","","","","","","","","",""
"2019050108","24","5","","800","","","","","10","116","85","10086","10078","","81","3","1","3","7","3","30","6","","","","","",""
"2019050109","29","9","","700","","","","","10","121","83","10088","10080","","77","3","2","1","7","3","30","6","","","","","",""
"2019050110","28","11","","700","","","","","10","119","82","10093","10085","","78","3","2","1","7","3","180","0","","","","","",""
"2019050111","29","10","","1000","","","","","","151","87","10091","10083","","66","3","2","5","7","3","180","0","","","","","",""
"2019050112","28","8","","800","","","","","5","162","91","10085","10077","","63","1","1","5","7","","","","","","","","",""
"2019050113","25","10","","800","","","","","5","165","90","10077","10069","","61","0","","","","","","","","","","","",""
"2019050114","25","13","","700","","","","","5","168","89","10070","10062","","60","0","","","","","","","","","","","",""
"2019050115","26","15","","700","","","","","5","170","83","10060","10052","","57","0","","","","","","","","","","","",""
"2019050116","26","12","","700","","","","","5","164","79","10052","10044","","57","0","","","","","","","","","","","",""
"2019050117","29","13","","700","","","","","5","176","60","10048","10040","","47","0","","","","","","","","","","","",""
"2019050118","31","16","","700","","","","","5","188","30","10046","10038","","35","0","","","","","","","","","","","",""
"2019050119","31","14","","700","","","","","5","181","27","10049","10041","","36","0","","","","","","","","","","","",""
"2019050120","32","14","","1000","","","","","6","172","7","10059","10051","","33","0","","","","","","","","","","","",""
"2019050121","33","14","","1000","","","","","6","164","-18","10073","10065","","29","0","","","","","","","","","","","",""
"2019050122","27","7","","1000","","","","","6","160","-4","10079","10071","","33","0","","","","","","","","","","","",""
"2019050123","30","11","","1000","","","","","6","156","-4","10079","10071","","33","0","","","","","","","","","","","",""
"2019050124","30","9","","1000","","","","","","138","26","10084","10076","","47","0","","","","","","","","","","","",""
"2019050201","27","5","","1000","","","","","","131","36","10090","10082","","52","0","","","","","","","","","","","",""
"2019050202","31","4","","1000","","","","","","132","20","10092","10084","","47","0","","","","","","","","","","","",""
"2019050203","32","5","","1000","","","","","","122","25","10095","10087","","51","0","","","","","","","","","","","",""
"2019050204","33","9","","1000","","","","","","104","38","10099","10091","","64","0","","","","","","","","","","","",""
"2019050205","21","1","","1000","","","","","","114","40","10103","10095","","60","0","","","","","","","","","","","",""
