"TM","WD","WSPD","WS_GST","VIS","RVR1","RVR2","RVR3","RVR4","WC","TMP","TD","PS","PA","RN","HM","CA_TOT","CLA_1LYR","BASE_1LYR","CLF_1LYR","CLA_2LYR","BASE_2LYR","CLF_2LYR","CLA_3LYR","BASE_3LYR","CLF_3LYR","CLA_4LYR","BASE_4LYR","CLF_4LYR"
"2019022824","33","4","","350","","","","","10","25","-17","10208","10200","","73","0","","","","","","","","","","","",""
"2019030101","33","4","","250","","","","","10","13","-21","10212","10203","","78","0","","","","","","","","","","","",""
"2019030102","32","2","","250","","","","","10","16","-16","10215","10206","","79","0","","","","","","","","","","","",""
"2019030103","24","1","","300","","","","","10","2","-29","10220","10211","","79","0","","","","","","","","","","","",""
"2019030104","0","0","","300","","","","","10","0","-26","10222","10213","","82","0","","","","","","","","","","","",""
"2019030105","30","3","","500","","","","","5","17","-37","10224","10215","","67","0","","","","","","","","","","","",""
"2019030106","28","3","","500","","","","","5","22","-20","10227","10218","","73","0","","","","","","","","","","","",""
"2019030107","25","2","","500","","","","","10","15","-27","10227","10218","","73","0","","","","","","","","","","","",""
"2019030108","15","1","","420","","","","","10","15","-28","10233","10224","","73","0","","","","","","","","","","","",""
"2019030109","11","1","","420","","","","","10","46","-1","10236","10228","","71","0","","","","","","","","","","","",""
"2019030110","29","2","","420","","","","","5","58","0","10236","10228","","66","0","","","","","","","","","","","",""
"2019030111","3","2","","350","","","","","5","77","-6","10232","10224","","55","0","","","","","","","","","","","",""
"2019030112","29","5","","350","","","","","5","89","-5","10226","10218","","51","0","","","","","","","","","","","",""
"2019030113","28","6","","350","","","","","5","94","-17","10222","10214","","46","0","","","","","","","","","","","",""
"2019030114","28","8","","350","","","","","5","89","-27","10220","10212","","44","2","2","40","6","","","","","","","","",""
"2019030115","28","8","","420","","","","","5","92","-73","10217","10209","","30","1","1","40","6","","","","","","","","",""
"2019030116","28","10","","500","","","","","5","85","-61","10217","10209","","35","0","","","","","","","","","","","",""
"2019030117","25","8","","420","","","","","5","76","-42","10217","10209","","43","0","","","","","","","","","","","",""
"2019030118","25","8","","300","","","","","5","56","-15","10223","10215","","60","0","","","","","","","","","","","",""
"2019030119","27","7","","200","","","","","10","50","1","10229","10221","","70","0","","","","","","","","","","","",""
"2019030120","31","5","","200","","","","","10","42","4","10232","10224","","76","2","2","200","0","","","","","","","","",""
"2019030121","33","3","","110","130","130","110","","10","36","10","10231","10223","","83","4","4","200","0","","","","","","","","",""
"2019030122","3","6","","190","200","200","140","","10","22","-12","10225","10216","","78","3","3","200","0","","","","","","","","",""
"2019030123","4","6","","220","","","","","10","28","-14","10224","10216","","74","3","3","200","0","","","","","","","","",""
"2019030124","16","4","","280","","","","","10","29","-34","10223","10215","","63","3","3","200","0","","","","","","","","",""
"2019030201","15","3","","220","150","160","140","","10","17","-13","10223","10214","","80","3","3","200","0","","","","","","","","",""
"2019030202","21","2","","180","","","","","10","10","-12","10227","10218","","84","3","3","200","0","","","","","","","","",""
"2019030203","36","3","","110","160","140","120","","41","3","-17","10222","10213","","86","3","3","200","0","","","","","","","","",""
"2019030204","30","3","","110","100","100","110","","41","-5","-23","10216","10207","","87","3","3","200","0","","","","","","","","",""
"2019030205","6","4","","120","150","180","100","","41","9","-8","10213","10204","","88","3","2","20","6","3","200","0","","","","","",""
"2019030206","3","2","","180","","","","","10","1","-22","10216","10207","","84","3","3","200","0","","","","","","","","",""
"2019030207","3","3","","140","160","200","120","","10","-5","-32","10219","10210","","81","5","5","200","0","","","","","","","","",""
"2019030208","12","4","","250","200","200","8","","41","5","-30","10219","10210","","77","5","5","200","0","","","","","","","","",""
"2019030209","4","4","","190","","","","","41","26","-6","10219","10211","","79","4","2","1","7","4","200","0","","","","","",""
"2019030210","4","4","","250","","","","","41","44","6","10219","10211","","76","4","2","1","7","4","180","0","","","","","",""
"2019030211","3","4","","250","","","","","5","76","-9","10217","10209","","54","4","4","200","0","","","","","","","","",""
"2019030212","1","4","","330","","","","","5","97","-36","10206","10198","","39","6","6","200","0","","","","","","","","",""
"2019030213","35","5","","420","","","","","5","110","-48","10197","10189","","33","6","6","180","0","","","","","","","","",""
"2019030214","31","6","","420","","","","","5","108","-39","10185","10177","","35","7","7","180","0","","","","","","","","",""
"2019030215","30","6","","500","","","","","5","104","-53","10182","10174","","33","7","2","30","6","7","200","0","","","","","",""
"2019030216","30","7","","600","","","","","5","96","-48","10178","10170","","36","7","2","30","6","7","200","0","","","","","",""
"2019030217","31","6","","600","","","","","5","85","-45","10176","10168","","39","7","7","200","0","","","","","","","","",""
"2019030218","32","4","","600","","","","","5","82","-41","10175","10167","","41","7","7","200","0","","","","","","","","",""
"2019030219","30","4","","600","","","","","5","70","-42","10176","10168","","44","7","7","200","0","","","","","","","","",""
"2019030220","29","4","","700","","","","","5","67","-54","10178","10170","","42","7","7","200","0","","","","","","","","",""
"2019030221","32","6","","600","","","","","5","50","-27","10181","10173","","57","7","7","200","0","","","","","","","","",""
"2019030222","33","5","","500","","","","","5","47","-28","10179","10171","","58","7","7","200","0","","","","","","","","",""
"2019030223","32","2","","500","","","","","5","40","-30","10176","10168","","60","7","7","200","0","","","","","","","","",""
"2019030224","33","2","","600","","","","","5","40","-30","10173","10165","","60","7","7","200","0","","","","","","","","",""
"2019030301","34","1","","400","","","","","5","20","-28","10172","10164","","70","7","7","200","0","","","","","","","","",""
"2019030302","0","0","","450","","","","","5","18","-35","10171","10163","","68","7","7","200","0","","","","","","","","",""
"2019030303","29","1","","400","","","","","10","18","-31","10170","10162","","69","7","7","200","0","","","","","","","","",""
"2019030304","36","2","","400","","","","","5","6","-38","10166","10157","","72","7","7","200","0","","","","","","","","",""
"2019030305","4","3","","300","","","","","10","24","-8","10159","10151","","79","2","2","200","0","","","","","","","","",""
"2019030306","35","1","","350","","","","","10","0","-47","10156","10147","","70","2","2","200","0","","","","","","","","",""
"2019030307","4","2","","600","","","","","5","19","-56","10153","10145","","57","2","2","200","0","","","","","","","","",""
"2019030308","6","4","","700","","","","","5","34","-55","10155","10147","","52","4","4","200","0","","","","","","","","",""
"2019030309","4","8","","700","","","","","5","56","-51","10155","10147","","46","1","1","200","0","","","","","","","","",""
"2019030310","4","6","","1000","","","","","","92","-65","10153","10145","","32","1","1","200","0","","","","","","","","",""
"2019030311","3","9","","1000","","","","","","100","-85","10146","10138","","26","1","1","200","0","","","","","","","","",""
"2019030312","35","6","","1000","","","","","","114","-80","10149","10141","","25","4","4","200","0","","","","","","","","",""
"2019030313","31","5","","800","","","","","5","128","-46","10138","10130","","29","4","1","50","6","4","180","0","","","","","",""
"2019030314","32","7","","800","","","","","5","123","-56","10125","10117","","28","3","2","30","6","3","180","0","","","","","",""
"2019030315","28","6","","600","","","","","5","118","-28","10117","10109","","36","5","1","30","6","3","100","3","5","180","0","","",""
"2019030316","28","6","","600","","","","","5","107","-17","10115","10107","","42","5","2","25","6","3","100","3","5","180","0","","",""
"2019030317","29","6","","600","","","","","5","106","-28","10113","10105","","39","5","2","30","6","3","100","3","5","180","0","","",""
"2019030318","31","7","","450","","","","","5","91","-23","10113","10105","","45","5","2","30","6","5","180","0","","","","","",""
"2019030319","29","6","","300","","","","","5","68","-6","10115","10107","","59","5","2","30","6","3","140","3","5","180","0","","",""
"2019030320","32","5","","280","","","","","5","54","-3","10115","10107","","66","5","2","30","6","3","140","3","5","180","0","","",""
"2019030321","32","7","","250","","","","","5","59","3","10113","10105","","67","7","2","30","6","4","130","3","7","180","0","","",""
"2019030322","30","4","","230","","","","","5","64","4","10115","10107","","66","7","2","30","6","4","140","3","7","180","0","","",""
"2019030323","33","1","","200","","","","","5","57","0","10116","10108","","67","7","3","30","6","5","140","3","7","180","0","","",""
"2019030324","33","6","","200","","","","","10","48","-2","10112","10104","","70","7","1","30","6","5","150","3","7","180","0","","",""
"2019030401","30","3","","200","","","","","10","53","5","10110","10102","","71","7","3","30","6","5","150","3","7","180","0","","",""
"2019030402","24","2","","180","","","","","10","48","2","10112","10104","","72","7","2","30","6","5","150","3","7","180","0","","",""
"2019030403","29","3","","180","","","","","10","47","0","10109","10101","","71","7","2","25","6","5","140","3","7","180","0","","",""
"2019030404","30","3","","180","","","","","10","45","1","10107","10099","","73","7","2","25","6","4","140","3","7","180","0","","",""
"2019030405","32","5","","180","","","","","10","34","-7","10109","10101","","74","7","2","30","6","7","200","0","","","","","",""
"2019030406","34","2","","180","","","","","10","33","-3","10115","10107","","77","6","2","140","3","6","200","0","","","","","",""
"2019030407","0","0","","180","","","","","10","39","-4","10118","10110","","73","6","2","40","6","6","180","0","","","","","",""
"2019030408","1","1","","180","","","","","5","49","-7","10125","10117","","67","6","6","200","0","","","","","","","","",""
"2019030409","5","2","","220","","","","","5","64","-1","10134","10126","","63","2","2","200","0","","","","","","","","",""
"2019030410","2","2","","280","","","","","5","85","-20","10140","10132","","47","1","1","200","0","","","","","","","","",""
"2019030411","30","3","","350","","","","","5","105","-20","10141","10133","","41","0","","","","","","","","","","","",""
"2019030412","30","7","","300","","","","","5","106","-16","10143","10135","","42","1","1","150","3","","","","","","","","",""
"2019030413","30","7","","400","","","","","5","117","-19","10141","10133","","38","1","1","200","0","","","","","","","","",""
"2019030414","28","8","","450","","","","","5","123","-50","10138","10130","","29","0","","","","","","","","","","","",""
"2019030415","28","11","","350","","","","","5","118","-25","10139","10131","","37","0","","","","","","","","","","","",""
"2019030416","28","10","","300","","","","","5","114","-11","10144","10136","","42","0","","","","","","","","","","","",""
"2019030417","28","10","","260","","","","","5","90","0","10147","10139","","53","0","","","","","","","","","","","",""
"2019030418","29","6","","200","","","","","5","75","10","10153","10145","","64","0","","","","","","","","","","","",""
"2019030419","30","5","","170","","","","","5","70","13","10161","10153","","67","1","1","30","6","","","","","","","","",""
"2019030420","27","6","","130","140","140","140","","5","60","14","10168","10160","","72","0","","","","","","","","","","","",""
"2019030421","26","10","","130","150","150","140","","5","60","17","10176","10168","","74","2","2","30","6","","","","","","","","",""
"2019030422","26","9","","130","140","140","130","","5","56","21","10182","10174","","78","2","2","30","6","","","","","","","","",""
"2019030423","25","10","","120","120","120","110","","10","49","23","10186","10178","","84","2","2","20","6","","","","","","","","",""
"2019030424","25","11","","140","130","140","150","","10","56","23","10185","10177","","79","2","2","25","6","","","","","","","","",""
"2019030501","24","7","","130","110","120","130","","10","46","23","10187","10179","","85","2","2","25","6","","","","","","","","",""
"2019030502","23","7","","120","130","130","130","","10","51","28","10191","10183","","85","3","3","25","6","","","","","","","","",""
"2019030503","23","5","","140","140","150","150","","10","46","22","10193","10185","","84","3","1","5","7","3","20","6","","","","","",""
"2019030504","23","7","","140","150","150","160","","10","43","19","10196","10188","","84","3","1","5","7","3","20","6","","","","","",""
