"TM","WD","WSPD","WS_GST","VIS","RVR1","RVR2","RVR3","RVR4","WC","TMP","TD","PS","PA","RN","HM","CA_TOT","CLA_1LYR","BASE_1LYR","CLF_1LYR","CLA_2LYR","BASE_2LYR","CLF_2LYR","CLA_3LYR","BASE_3LYR","CLF_3LYR","CLA_4LYR","BASE_4LYR","CLF_4LYR"
"2019033124","30","12","","1000","","","","","","46","-55","10233","10225","","48","0","","","","","","","","","","","",""
"2019040101","30","11","","1000","","","","","","41","-39","10232","10224","","56","0","","","","","","","","","","","",""
"2019040102","30","12","","1000","","","","","","41","-41","10230","10222","","55","0","","","","","","","","","","","",""
"2019040103","30","10","","1000","","","","","","39","-33","10229","10221","","59","0","","","","","","","","","","","",""
"2019040104","31","10","","1000","","","","","","40","-33","10228","10220","","58","0","","","","","","","","","","","",""
"2019040105","31","10","","1000","","","","","","40","-27","10231","10223","","61","0","","","","","","","","","","","",""
"2019040106","33","8","","1000","","","","","","20","-34","10234","10225","","67","0","","","","","","","","","","","",""
"2019040107","31","6","","1000","","","","","","37","-37","10239","10231","","58","0","","","","","","","","","","","",""
"2019040108","33","11","","1000","","","","","","50","-35","10245","10237","","54","1","1","100","3","","","","","","","","",""
"2019040109","33","10","","1000","","","","","","61","-52","10247","10239","","44","2","2","100","3","","","","","","","","",""
"2019040110","34","10","","1000","","","","","","74","-89","10251","10243","","30","4","1","35","6","4","100","3","","","","","",""
"2019040111","34","7","","1000","","","","","","75","-105","10248","10240","","26","7","1","40","6","4","90","3","7","180","0","","",""
"2019040112","29","7","","1000","","","","","","86","-116","10241","10233","","22","7","1","45","6","7","80","3","","","","","",""
"2019040113","28","9","","1000","","","","","","86","-167","10236","10228","","15","6","1","40","6","3","80","3","6","180","0","","",""
"2019040114","25","11","","1000","","","","","","80","-100","10230","10222","","27","6","1","40","6","3","80","3","6","180","0","","",""
"2019040115","25","11","","1000","","","","","","85","-86","10222","10214","","29","3","1","80","3","3","180","0","","","","","",""
"2019040116","26","15","","1000","","","","","","86","-81","10219","10211","","30","1","1","120","3","","","","","","","","",""
"2019040117","24","16","","1000","","","","","","81","-82","10217","10209","","31","1","1","120","3","","","","","","","","",""
"2019040118","24","13","","1000","","","","","","74","-69","10216","10208","","35","1","1","80","3","","","","","","","","",""
"2019040119","25","13","","1000","","","","","","65","-68","10215","10207","","38","1","1","80","3","","","","","","","","",""
"2019040120","25","10","","1000","","","","","","61","-57","10219","10211","","42","0","","","","","","","","","","","",""
"2019040121","27","12","","1000","","","","","","58","-48","10225","10217","","46","0","","","","","","","","","","","",""
"2019040122","28","10","","1000","","","","","","55","-31","10227","10219","","54","0","","","","","","","","","","","",""
"2019040123","30","11","","1000","","","","","","53","-25","10229","10221","","57","0","","","","","","","","","","","",""
"2019040124","32","5","","1000","","","","","","50","-40","10233","10225","","52","0","","","","","","","","","","","",""
"2019040201","30","5","","1000","","","","","","38","-44","10234","10226","","55","0","","","","","","","","","","","",""
"2019040202","27","6","","1000","","","","","","44","-28","10232","10224","","59","0","","","","","","","","","","","",""
"2019040203","28","8","","1000","","","","","","39","-19","10233","10225","","65","0","","","","","","","","","","","",""
"2019040204","29","7","","1000","","","","","","40","-28","10233","10225","","61","0","","","","","","","","","","","",""
"2019040205","30","7","","1000","","","","","","40","-24","10231","10223","","63","0","","","","","","","","","","","",""
"2019040206","27","6","","1000","","","","","","37","-19","10230","10222","","66","0","","","","","","","","","","","",""
"2019040207","29","3","","1000","","","","","","41","-11","10235","10227","","68","0","","","","","","","","","","","",""
"2019040208","33","10","","1000","","","","","","57","-5","10241","10233","","64","0","","","","","","","","","","","",""
"2019040209","32","8","","1000","","","","","","65","-31","10245","10237","","50","0","","","","","","","","","","","",""
"2019040210","33","6","","1000","","","","","","75","-33","10246","10238","","46","0","","","","","","","","","","","",""
"2019040211","30","9","","1000","","","","","","80","-41","10245","10237","","42","0","","","","","","","","","","","",""
"2019040212","29","11","","1000","","","","","","88","-49","10242","10234","","37","0","","","","","","","","","","","",""
"2019040213","28","13","","1000","","","","","","99","-37","10237","10229","","38","0","","","","","","","","","","","",""
"2019040214","27","12","","1000","","","","","","102","-79","10230","10222","","27","0","","","","","","","","","","","",""
"2019040215","28","13","","1000","","","","","","107","-73","10224","10216","","27","0","","","","","","","","","","","",""
"2019040216","26","14","","1000","","","","","","95","-92","10221","10213","","26","0","","","","","","","","","","","",""
"2019040217","26","13","","1000","","","","","","85","-66","10221","10213","","34","0","","","","","","","","","","","",""
"2019040218","27","13","","1000","","","","","","82","-95","10221","10213","","27","0","","","","","","","","","","","",""
"2019040219","26","14","","1000","","","","","","66","-42","10223","10215","","46","0","","","","","","","","","","","",""
"2019040220","30","15","","1000","","","","","","69","-38","10229","10221","","46","0","","","","","","","","","","","",""
"2019040221","30","14","","1000","","","","","","68","-49","10237","10229","","43","0","","","","","","","","","","","",""
"2019040222","31","7","","1000","","","","","","62","-15","10244","10236","","58","0","","","","","","","","","","","",""
"2019040223","28","7","","1000","","","","","","58","5","10244","10236","","69","0","","","","","","","","","","","",""
"2019040224","29","9","","1000","","","","","","56","9","10244","10236","","72","0","","","","","","","","","","","",""
"2019040301","28","10","","1000","","","","","","56","13","10244","10236","","74","0","","","","","","","","","","","",""
"2019040302","30","8","","1000","","","","","","52","12","10241","10233","","76","0","","","","","","","","","","","",""
"2019040303","2","3","","1000","","","","","","42","8","10242","10234","","79","0","","","","","","","","","","","",""
"2019040304","34","1","","1000","","","","","","40","10","10240","10232","","81","0","","","","","","","","","","","",""
"2019040305","6","4","","1000","","","","","","33","5","10241","10233","","82","0","","","","","","","","","","","",""
"2019040306","9","2","","700","","","","","10","30","5","10246","10238","","83","0","","","","","","","","","","","",""
"2019040307","5","3","","1000","","","","","","24","1","10251","10242","","85","0","","","","","","","","","","","",""
"2019040308","5","3","","900","","","","","10","53","14","10250","10242","","76","0","","","","","","","","","","","",""
"2019040309","14","2","","800","","","","","10","77","19","10252","10244","","67","1","1","30","6","","","","","","","","",""
"2019040310","18","3","","1000","","","","","","83","8","10255","10247","","59","1","1","30","6","","","","","","","","",""
"2019040311","28","6","","1000","","","","","","98","22","10254","10246","","59","3","3","30","6","","","","","","","","",""
"2019040312","29","9","","1000","","","","","","101","-25","10252","10244","","41","1","1","30","6","","","","","","","","",""
"2019040313","29","10","","1000","","","","","","113","-51","10248","10240","","31","0","","","","","","","","","","","",""
"2019040314","28","13","","1000","","","","","","109","-61","10241","10233","","30","0","","","","","","","","","","","",""
"2019040315","27","12","","1000","","","","","","106","-68","10237","10229","","29","0","","","","","","","","","","","",""
"2019040316","26","14","","1000","","","","","","92","-32","10230","10222","","41","0","","","","","","","","","","","",""
"2019040317","25","13","","1000","","","","","","87","-39","10228","10220","","41","0","","","","","","","","","","","",""
"2019040318","25","11","","1000","","","","","","81","-42","10222","10214","","41","0","","","","","","","","","","","",""
"2019040319","27","9","","1000","","","","","","70","-40","10222","10214","","45","0","","","","","","","","","","","",""
"2019040320","28","13","","1000","","","","","","69","-26","10226","10218","","51","0","","","","","","","","","","","",""
"2019040321","28","11","","1000","","","","","","64","-23","10228","10220","","53","0","","","","","","","","","","","",""
"2019040322","28","6","","1000","","","","","","60","-18","10228","10220","","57","0","","","","","","","","","","","",""
"2019040323","29","5","","1000","","","","","","59","-17","10229","10221","","58","0","","","","","","","","","","","",""
"2019040324","28","8","","1000","","","","","","55","-11","10232","10224","","62","0","","","","","","","","","","","",""
"2019040401","22","3","","1000","","","","","","53","-7","10234","10226","","65","0","","","","","","","","","","","",""
"2019040402","17","2","","1000","","","","","","35","-4","10228","10220","","75","0","","","","","","","","","","","",""
"2019040403","20","4","","1000","","","","","","42","6","10225","10217","","78","0","","","","","","","","","","","",""
"2019040404","15","5","","1000","","","","","","20","-9","10219","10210","","81","0","","","","","","","","","","","",""
"2019040405","18","9","","1000","","","","","","44","17","10213","10205","","83","0","","","","","","","","","","","",""
"2019040406","16","7","","800","","","","","10","43","18","10212","10204","","84","0","","","","","","","","","","","",""
"2019040407","17","9","","1000","","","","","","49","19","10212","10204","","81","0","","","","","","","","","","","",""
"2019040408","18","9","","1000","","","","","","62","26","10212","10204","","78","0","","","","","","","","","","","",""
"2019040409","16","11","","1000","","","","","","77","30","10207","10199","","72","0","","","","","","","","","","","",""
"2019040410","19","11","","1000","","","","","","94","30","10208","10200","","64","0","","","","","","","","","","","",""
"2019040411","21","12","","1000","","","","","","110","7","10201","10193","","49","0","","","","","","","","","","","",""
"2019040412","22","13","","1000","","","","","","118","5","10194","10186","","46","0","","","","","","","","","","","",""
"2019040413","22","18","30","1000","","","","","","114","6","10185","10177","","47","0","","","","","","","","","","","",""
"2019040414","22","17","","1000","","","","","","111","5","10180","10172","","48","0","","","","","","","","","","","",""
"2019040415","21","15","","1000","","","","","","115","7","10167","10159","","47","0","","","","","","","","","","","",""
"2019040416","22","15","","1000","","","","","","107","5","10158","10150","","50","0","","","","","","","","","","","",""
"2019040417","21","15","","1000","","","","","","101","14","10147","10139","","55","0","","","","","","","","","","","",""
"2019040418","21","14","","1000","","","","","","89","22","10139","10131","","63","0","","","","","","","","","","","",""
"2019040419","20","10","","1000","","","","","","82","14","10139","10131","","62","2","2","200","0","","","","","","","","",""
"2019040420","21","11","","1000","","","","","","82","5","10140","10132","","59","2","2","200","0","","","","","","","","",""
"2019040421","20","12","","1000","","","","","","76","15","10140","10132","","65","2","2","200","0","","","","","","","","",""
"2019040422","19","12","","1000","","","","","","77","14","10140","10132","","64","2","2","200","0","","","","","","","","",""
"2019040423","18","10","","1000","","","","","","74","10","10133","10125","","64","2","2","200","0","","","","","","","","",""
"2019040424","19","11","","1000","","","","","","74","10","10137","10129","","64","2","2","200","0","","","","","","","","",""
"2019040501","19","13","","1000","","","","","","71","29","10123","10115","","75","3","1","30","6","3","200","0","","","","","",""
"2019040502","20","13","","1000","","","","","","75","39","10117","10109","","78","4","2","12","7","4","40","6","","","","","",""
"2019040503","19","10","","1000","","","","","","75","37","10112","10104","","77","4","2","12","7","4","40","6","","","","","",""
"2019040504","21","11","","1000","","","","","","79","45","10103","10095","","79","6","3","12","7","6","25","6","","","","","",""
"2019040505","21","12","","800","","","","","10","82","51","10097","10089","","81","7","4","8","7","7","22","6","","","","","",""
"2019040506","22","11","","700","","","","","10","80","54","10094","10086","","84","7","4","5","7","7","20","6","","","","","",""
"2019040507","24","11","","380","","","","","10","83","56","10098","10090","","83","7","6","5","7","7","20","6","","","","","",""
"2019040508","27","7","","450","","","","","10","90","57","10100","10092","","80","7","5","13","7","7","30","6","","","","","",""
"2019040509","28","8","","600","","","","","10","101","57","10101","10093","","74","3","1","10","7","3","25","6","","","","","",""
"2019040510","29","9","","700","","","","","5","109","51","10104","10096","","67","1","1","25","6","","","","","","","","",""
"2019040511","28","11","","900","","","","","5","118","53","10106","10098","","64","1","1","30","6","","","","","","","","",""
"2019040512","27","12","","900","","","","","5","137","-16","10101","10093","","34","1","1","30","6","","","","","","","","",""
"2019040513","27","14","","1000","","","","","","143","-56","10099","10091","","25","3","1","30","6","3","90","3","","","","","",""
"2019040514","27","14","","1000","","","","","6","144","-42","10096","10088","","27","3","1","30","6","3","200","0","","","","","",""
"2019040515","25","15","","1000","","","","","","138","-40","10091","10083","","29","1","1","200","0","","","","","","","","",""
"2019040516","27","20","","1000","","","","","","132","-54","10089","10081","","27","1","1","40","6","","","","","","","","",""
"2019040517","27","15","","1000","","","","","","124","-28","10090","10082","","34","1","1","200","0","","","","","","","","",""
"2019040518","27","15","","1000","","","","","","110","-41","10094","10086","","34","2","2","200","0","","","","","","","","",""
"2019040519","29","12","","1000","","","","","","98","-23","10097","10089","","42","3","2","140","3","3","200","0","","","","","",""
"2019040520","29","13","","1000","","","","","","90","-6","10108","10100","","51","0","","","","","","","","","","","",""
"2019040521","28","13","","1000","","","","","","83","7","10119","10111","","59","1","1","200","0","","","","","","","","",""
"2019040522","30","10","","1000","","","","","","81","-1","10128","10120","","56","1","1","200","0","","","","","","","","",""
"2019040523","33","9","","1000","","","","","","82","-27","10130","10122","","46","1","1","200","0","","","","","","","","",""
"2019040524","30","4","","1000","","","","","","74","-1","10133","10125","","59","1","1","200","0","","","","","","","","",""
"2019040601","33","4","","1000","","","","","","53","-9","10135","10127","","64","1","1","200","0","","","","","","","","",""
"2019040602","30","4","","1000","","","","","","67","-29","10136","10128","","50","2","2","120","3","","","","","","","","",""
"2019040603","19","3","","1000","","","","","","46","-22","10137","10129","","61","2","2","120","3","","","","","","","","",""
"2019040604","14","3","","1000","","","","","","48","-14","10134","10126","","64","2","2","120","3","","","","","","","","",""
"2019040605","6","3","","1000","","","","","","47","-17","10131","10123","","63","2","2","110","3","","","","","","","","",""
"2019040606","10","2","","1000","","","","","","50","-9","10133","10125","","65","5","5","110","3","","","","","","","","",""
"2019040607","15","6","","1000","","","","","","61","19","10135","10127","","74","6","6","100","3","","","","","","","","",""
"2019040608","15","8","","1000","","","","","","72","17","10135","10127","","68","4","4","100","3","","","","","","","","",""
"2019040609","15","7","","1000","","","","","","78","26","10135","10127","","70","7","7","90","3","","","","","","","","",""
"2019040610","19","2","","1000","","","","","","83","8","10144","10136","","59","7","7","90","3","","","","","","","","",""
"2019040611","14","4","","1000","","","","","","87","13","10134","10126","","60","7","7","80","3","","","","","","","","",""
"2019040612","14","4","","1000","","","","","","90","13","10131","10123","","58","8","8","70","4","","","","","","","","",""
"2019040613","36","3","","1000","","","","","","98","-3","10134","10126","","49","8","8","80","4","","","","","","","","",""
"2019040614","4","6","","1000","","","","","","97","3","10127","10119","","52","8","8","80","4","","","","","","","","",""
"2019040615","4","7","","1000","","","","","","98","-15","10119","10111","","45","8","1","30","6","8","70","4","","","","","",""
"2019040616","5","8","","1000","","","","","21","95","-6","10105","10097","0","49","8","2","30","6","8","70","4","","","","","",""
"2019040617","6","5","","1000","","","","","60","94","-25","10104","10096","0","43","8","4","40","6","8","80","4","","","","","",""
"2019040618","5","4","","1000","","","","","21","98","-22","10104","10096","0","43","8","5","45","6","8","80","4","","","","","",""
"2019040619","6","7","","1000","","","","","","103","-29","10104","10096","","39","8","5","45","6","8","80","4","","","","","",""
"2019040620","4","11","","1000","","","","","","101","9","10108","10100","","53","8","5","45","6","8","80","4","","","","","",""
"2019040621","5","11","","1000","","","","","","97","12","10114","10106","","56","8","8","40","6","","","","","","","","",""
"2019040622","6","7","","1000","","","","","","99","8","10113","10105","","53","8","7","40","6","8","100","4","","","","","",""
"2019040623","6","6","","1000","","","","","","100","8","10112","10104","","53","8","7","50","6","8","100","4","","","","","",""
"2019040624","5","5","","1000","","","","","","92","20","10114","10106","","61","7","7","60","6","","","","","","","","",""
"2019040701","4","6","","1000","","","","","","88","26","10120","10112","","65","7","7","70","3","","","","","","","","",""
"2019040702","3","8","","1000","","","","","","80","28","10119","10111","","70","6","6","80","3","","","","","","","","",""
"2019040703","4","8","","1000","","","","","","68","23","10118","10110","","73","6","6","80","3","","","","","","","","",""
"2019040704","4","8","","1000","","","","","","64","30","10117","10109","","79","0","","","","","","","","","","","",""
"2019040705","4","7","","1000","","","","","","58","27","10117","10109","","80","0","","","","","","","","","","","",""
"2019040706","4","4","","1000","","","","","","52","25","10121","10113","","83","0","","","","","","","","","","","",""
"2019040707","3","7","","1000","","","","","","59","31","10126","10118","","82","2","2","200","0","","","","","","","","",""
"2019040708","4","7","","1000","","","","","","75","35","10132","10124","","76","5","1","140","3","5","200","0","","","","","",""
"2019040709","2","6","","1000","","","","","","99","25","10128","10120","","60","1","1","200","0","","","","","","","","",""
"2019040710","1","5","","1000","","","","","","117","12","10132","10124","","48","2","2","200","0","","","","","","","","",""
"2019040711","33","8","","1000","","","","","","131","-9","10126","10118","","38","4","4","200","0","","","","","","","","",""
"2019040712","4","3","","1000","","","","","","147","-46","10119","10111","","26","4","4","200","0","","","","","","","","",""
"2019040713","34","5","","1000","","","","","","160","-56","10109","10101","","22","3","3","200","0","","","","","","","","",""
"2019040714","33","8","","1000","","","","","","175","-47","10098","10090","","22","3","3","200","0","","","","","","","","",""
"2019040715","30","9","","1000","","","","","","163","-52","10093","10085","","22","6","3","120","3","6","200","0","","","","","",""
"2019040716","29","13","","1000","","","","","","152","-38","10092","10084","","27","6","2","120","3","6","200","0","","","","","",""
"2019040717","29","10","","1000","","","","","","141","-50","10090","10082","","26","6","6","200","0","","","","","","","","",""
"2019040718","29","15","","1000","","","","","","119","-44","10092","10084","","32","6","6","200","0","","","","","","","","",""
"2019040719","30","9","","1000","","","","","","107","-30","10096","10088","","38","4","4","200","0","","","","","","","","",""
"2019040720","31","4","","1000","","","","","","100","-36","10100","10092","","38","4","4","200","0","","","","","","","","",""
"2019040721","32","9","","1000","","","","","","99","-28","10110","10102","","41","0","","","","","","","","","","","",""
"2019040722","31","5","","1000","","","","","","91","2","10116","10108","","54","0","","","","","","","","","","","",""
"2019040723","31","3","","1000","","","","","","91","2","10117","10109","","54","0","","","","","","","","","","","",""
"2019040724","34","10","","1000","","","","","","77","-2","10122","10114","","57","0","","","","","","","","","","","",""
"2019040801","31","7","","1000","","","","","","88","-7","10128","10120","","51","4","4","120","3","","","","","","","","",""
"2019040802","31","3","","1000","","","","","","85","-20","10123","10115","","47","5","5","120","3","","","","","","","","",""
"2019040803","36","3","","1000","","","","","","80","-50","10123","10115","","39","0","","","","","","","","","","","",""
"2019040804","34","2","","1000","","","","","","64","-25","10124","10116","","53","0","","","","","","","","","","","",""
"2019040805","32","7","","1000","","","","","","67","-37","10132","10124","","47","0","","","","","","","","","","","",""
"2019040806","31","9","","1000","","","","","","68","-32","10135","10127","","49","1","1","110","3","","","","","","","","",""
"2019040807","32","8","","1000","","","","","","75","-14","10149","10141","","53","1","1","200","0","","","","","","","","",""
"2019040808","31","6","","1000","","","","","","88","-32","10156","10148","","43","2","2","100","3","","","","","","","","",""
"2019040809","32","9","","1000","","","","","","104","-56","10163","10155","","32","0","","","","","","","","","","","",""
"2019040810","33","9","","1000","","","","","","111","-61","10168","10160","","29","3","3","200","0","","","","","","","","",""
"2019040811","31","10","","1000","","","","","","121","-51","10169","10161","","29","5","5","200","0","","","","","","","","",""
"2019040812","30","9","","1000","","","","","","132","-47","10162","10154","","28","2","2","200","0","","","","","","","","",""
"2019040813","30","9","","1000","","","","","","138","-70","10156","10148","","23","2","2","200","0","","","","","","","","",""
"2019040814","25","12","","1000","","","","","","139","-47","10158","10150","","27","2","2","200","0","","","","","","","","",""
"2019040815","28","14","","1000","","","","","","141","-79","10155","10147","","21","3","3","200","0","","","","","","","","",""
"2019040816","25","15","","1000","","","","","","116","-12","10156","10148","","41","5","5","200","0","","","","","","","","",""
"2019040817","25","17","","1000","","","","","","121","-53","10157","10149","","29","5","5","200","0","","","","","","","","",""
"2019040818","25","12","","1000","","","","","","107","-51","10161","10153","","32","5","5","200","0","","","","","","","","",""
"2019040819","26","8","","1000","","","","","","95","-14","10166","10158","","46","6","6","200","0","","","","","","","","",""
"2019040820","28","6","","1000","","","","","","97","-9","10171","10163","","47","7","7","200","0","","","","","","","","",""
"2019040821","30","4","","1000","","","","","","91","2","10179","10171","","54","7","7","200","0","","","","","","","","",""
"2019040822","36","5","","1000","","","","","","84","3","10184","10176","","57","7","7","200","0","","","","","","","","",""
"2019040823","1","2","","1000","","","","","","95","-44","10187","10179","","37","7","7","200","0","","","","","","","","",""
"2019040824","2","2","","1000","","","","","","85","-43","10192","10184","","40","7","7","200","0","","","","","","","","",""
"2019040901","7","1","","1000","","","","","","79","-35","10191","10183","","44","7","7","200","0","","","","","","","","",""
"2019040902","9","2","","1000","","","","","","85","-64","10188","10180","","34","7","7","150","3","","","","","","","","",""
"2019040903","13","4","","1000","","","","","","66","7","10188","10180","","66","7","7","150","3","","","","","","","","",""
"2019040904","13","4","","800","","","","","10","71","25","10188","10180","","73","7","7","150","3","","","","","","","","",""
"2019040905","7","3","","1000","","","","","","76","22","10186","10178","","69","7","7","150","3","","","","","","","","",""
"2019040906","5","7","","1000","","","","","","72","-9","10180","10172","","56","7","7","180","0","","","","","","","","",""
"2019040907","5","6","","1000","","","","","","81","-10","10182","10174","","52","6","6","150","3","","","","","","","","",""
"2019040908","5","7","","1000","","","","","","109","-51","10183","10175","","32","6","6","130","3","","","","","","","","",""
"2019040909","10","9","","1000","","","","","","115","-70","10187","10179","","27","6","6","110","3","","","","","","","","",""
"2019040910","8","7","","1000","","","","","","122","-74","10190","10182","","25","8","2","40","6","8","90","4","","","","","",""
"2019040911","9","9","","1000","","","","","","130","-86","10181","10173","","21","8","2","40","6","8","90","4","","","","","",""
"2019040912","10","9","","1000","","","","","","142","-90","10169","10161","","19","8","2","40","6","8","90","4","","","","","",""
"2019040913","11","8","","1000","","","","","","135","-86","10160","10152","","21","8","2","40","6","8","90","4","","","","","",""
"2019040914","6","10","","1000","","","","","21","146","-94","10148","10140","0","18","8","3","40","6","8","90","4","","","","","",""
"2019040915","7","10","","1000","","","","","","140","-99","10145","10137","","18","8","2","40","6","8","80","4","","","","","",""
"2019040916","8","7","","1000","","","","","60","130","-57","10142","10134","0","27","8","3","40","6","8","80","4","","","","","",""
"2019040917","11","14","","1000","","","","","61","96","1","10139","10131","0","52","8","1","10","7","4","40","6","8","80","4","","",""
"2019040918","7","13","","1000","","","","","63","74","33","10142","10134","25","76","8","2","5","7","5","30","6","8","80","5","","",""
"2019040919","7","14","","1000","","","","","61","64","32","10138","10130","20","80","8","2","10","7","5","30","6","8","80","5","","",""
"2019040920","6","13","","800","","","","","63","66","36","10133","10125","25","81","8","2","10","7","5","30","6","8","80","5","","",""
"2019040921","6","8","","800","","","","","61","65","36","10140","10132","20","82","8","2","10","7","5","30","6","8","80","5","","",""
"2019040922","6","11","","800","","","","","61","61","34","10133","10125","15","83","8","2","15","7","5","30","6","8","80","5","","",""
"2019040923","6","13","","800","","","","","61","54","28","10122","10114","15","84","8","2","15","7","5","30","6","8","80","5","","",""
"2019040924","6","11","","800","","","","","61","51","27","10119","10111","15","84","8","2","15","7","5","30","6","8","80","5","","",""
"2019041001","5","11","","800","","","","","61","51","26","10115","10107","5","84","8","2","10","7","5","30","6","8","80","5","","",""
"2019041002","5","11","","500","","","","","61","48","28","10114","10106","0","87","8","2","10","7","5","30","6","8","80","5","","",""
"2019041003","5","11","","420","","","","","61","47","28","10111","10103","10","88","8","3","5","7","5","30","6","8","80","5","","",""
"2019041004","4","11","","800","","","","","61","49","29","10115","10107","5","87","8","3","8","7","5","30","6","8","80","4","","",""
"2019041005","5","10","","600","","","","","61","48","28","10117","10109","0","87","8","3","8","7","5","30","6","8","80","4","","",""
"2019041006","6","8","","800","","","","","61","49","28","10116","10108","5","86","8","2","8","7","5","40","6","8","80","4","","",""
"2019041007","6","9","","1000","","","","","60","52","29","10118","10110","0","85","8","2","15","7","5","30","6","8","80","4","","",""
"2019041008","2","6","","1000","","","","","21","56","28","10132","10124","0","82","8","5","30","6","8","80","4","","","","","",""
