"TM","WD","WSPD","WS_GST","VIS","RVR1","RVR2","RVR3","RVR4","WC","TMP","TD","PS","PA","RN","HM","CA_TOT","CLA_1LYR","BASE_1LYR","CLF_1LYR","CLA_2LYR","BASE_2LYR","CLF_2LYR","CLA_3LYR","BASE_3LYR","CLF_3LYR","CLA_4LYR","BASE_4LYR","CLF_4LYR"
"2019113024","9","3","","1000","","","","","","58","1","10268","10260","","67","8","3","30","6","8","80","4","","","","","",""
"2019120101","8","1","","1000","","","","","60","52","10","10263","10255","0","74","8","4","30","6","8","80","4","","","","","",""
"2019120102","9","2","","1000","","","","","61","53","12","10258","10250","0","75","8","6","25","6","8","80","4","","","","","",""
"2019120103","6","3","","1000","","","","","61","50","16","10256","10248","0","78","8","6","25","6","8","80","4","","","","","",""
"2019120104","10","1","","1000","","","","","61","53","13","10251","10243","0","75","8","6","25","6","8","80","4","","","","","",""
"2019120105","11","1","","1000","","","","","61","55","18","10249","10241","0","77","8","6","25","6","8","80","4","","","","","",""
"2019120106","12","4","","1000","","","","","61","57","25","10246","10238","0","80","8","6","25","6","8","80","4","","","","","",""
"2019120107","11","4","","1000","","","","","61","58","29","10245","10237","0","81","8","6","25","6","8","80","4","","","","","",""
"2019120108","6","5","","1000","","","","","21","59","31","10242","10234","0","82","8","5","30","6","8","80","4","","","","","",""
"2019120109","6","5","","600","","","","","60","59","32","10243","10235","0","83","8","5","30","6","8","80","4","","","","","",""
"2019120110","5","4","","300","","","","","61","57","35","10243","10235","5","86","8","5","25","6","8","80","4","","","","","",""
"2019120111","5","6","","300","","","","","61","64","41","10236","10228","5","85","8","5","25","6","8","80","4","","","","","",""
"2019120112","5","7","","220","","","","","61","65","47","10224","10216","0","88","8","1","10","7","5","25","6","8","70","5","","",""
"2019120113","4","7","","220","","","","","61","58","40","10215","10207","5","88","8","2","7","7","5","25","6","8","70","5","","",""
"2019120114","3","7","","220","","","","","61","52","35","10212","10204","5","89","8","3","5","7","6","20","6","8","70","5","","",""
"2019120115","4","6","","250","","","","","61","53","35","10210","10202","5","88","8","3","5","7","6","20","6","8","70","5","","",""
"2019120116","1","7","","400","","","","","61","54","29","10208","10200","5","84","8","1","10","7","6","25","6","8","70","5","","",""
"2019120117","35","9","","400","","","","","61","48","23","10207","10199","0","84","8","4","10","7","6","25","6","8","70","5","","",""
"2019120118","36","7","","450","","","","","61","41","19","10205","10197","0","86","8","4","10","7","6","25","6","8","70","5","","",""
"2019120119","36","5","","900","","","","","60","37","6","10207","10199","0","80","8","3","10","7","6","25","6","8","70","5","","",""
"2019120120","4","4","","900","","","","","60","36","1","10203","10195","0","78","8","5","25","6","8","80","4","","","","","",""
"2019120121","35","5","","1000","","","","","21","37","-4","10206","10198","0","74","7","4","30","6","7","110","3","","","","","",""
"2019120122","36","6","","1000","","","","","","41","-17","10206","10198","","65","7","4","30","6","7","110","3","","","","","",""
"2019120123","31","10","","1000","","","","","","39","-30","10206","10198","","60","7","5","120","3","7","180","0","","","","","",""
"2019120124","32","15","","1000","","","","","","32","-23","10208","10200","","67","7","2","120","3","7","200","0","","","","","",""
"2019120201","33","16","","1000","","","","","","32","-27","10204","10196","","65","7","2","120","3","7","200","0","","","","","",""
"2019120202","32","16","","1000","","","","","","26","-32","10202","10194","","65","7","2","120","3","7","200","0","","","","","",""
"2019120203","35","8","","1000","","","","","","20","-28","10203","10195","","70","7","7","220","0","","","","","","","","",""
"2019120204","35","9","","1000","","","","","","13","-31","10201","10192","","72","3","3","220","0","","","","","","","","",""
"2019120205","35","7","","1000","","","","","","9","-32","10206","10197","","73","2","2","200","0","","","","","","","","",""
"2019120206","32","9","","1000","","","","","","8","-37","10208","10199","","72","4","1","30","6","4","200","0","","","","","",""
"2019120207","32","15","","1000","","","","","","13","-73","10212","10203","","52","3","1","30","6","3","200","0","","","","","",""
"2019120208","32","14","","1000","","","","","","9","-69","10220","10211","","56","0","","","","","","","","","","","",""
"2019120209","32","16","","1000","","","","","","13","-94","10227","10218","","45","0","","","","","","","","","","","",""
"2019120210","33","17","","1000","","","","","","20","-102","10235","10226","","40","0","","","","","","","","","","","",""
"2019120211","34","12","","1000","","","","","","26","-111","10233","10225","","35","0","","","","","","","","","","","",""
"2019120212","32","12","","1000","","","","","","26","-98","10229","10221","","39","0","","","","","","","","","","","",""
"2019120213","31","14","","1000","","","","","","25","-67","10228","10220","","51","4","4","40","6","","","","","","","","",""
"2019120214","31","17","","1000","","","","","","20","-67","10229","10220","","52","4","4","30","6","","","","","","","","",""
"2019120215","32","15","","1000","","","","","","17","-71","10231","10222","","52","3","3","30","6","","","","","","","","",""
"2019120216","31","12","","1000","","","","","","15","-99","10236","10227","","42","3","3","40","6","","","","","","","","",""
"2019120217","32","16","","1000","","","","","","5","-92","10240","10231","","48","2","2","40","6","","","","","","","","",""
"2019120218","32","13","","1000","","","","","","0","-105","10250","10241","","45","2","2","40","6","","","","","","","","",""
"2019120219","36","8","","1000","","","","","","-10","-105","10258","10249","","48","2","2","40","6","","","","","","","","",""
"2019120220","1","4","","1000","","","","","","-19","-99","10260","10251","","54","6","6","40","6","","","","","","","","",""
"2019120221","3","5","","1000","","","","","71","-7","-100","10264","10255","0","49","8","6","40","6","8","70","4","","","","","",""
"2019120222","4","3","","1000","","","","","70","-13","-80","10264","10255","0","60","8","6","30","6","8","70","4","","","","","",""
"2019120223","12","3","","1000","","","","","70","-17","-80","10264","10255","0","62","8","5","30","6","8","70","4","","","","","",""
"2019120224","14","2","","1000","","","","","22","-20","-88","10268","10259","0","59","7","3","30","6","7","70","4","","","","","",""
"2019120301","6","4","","1000","","","","","","-30","-91","10264","10255","","62","3","3","80","3","","","","","","","","",""
"2019120302","6","6","","1000","","","","","","-38","-98","10264","10255","","63","0","","","","","","","","","","","",""
"2019120303","14","2","","1000","","","","","","-42","-100","10263","10254","","63","0","","","","","","","","","","","",""
"2019120304","13","4","","1000","","","","","","-31","-94","10256","10247","","61","1","1","70","3","","","","","","","","",""
"2019120305","13","3","","1000","","","","","","-30","-85","10252","10243","","66","3","3","80","3","","","","","","","","",""
"2019120306","14","4","","1000","","","","","","-27","-70","10251","10242","","72","4","4","70","3","","","","","","","","",""
"2019120307","13","4","","1000","","","","","","-22","-60","10251","10242","","75","3","3","70","3","","","","","","","","",""
"2019120308","16","9","","1000","","","","","","0","-40","10253","10244","","74","2","2","70","3","","","","","","","","",""
"2019120309","14","8","","1000","","","","","","20","-11","10253","10244","","79","6","6","30","6","","","","","","","","",""
"2019120310","12","9","","1000","","","","","","32","-6","10251","10243","","76","6","6","30","6","","","","","","","","",""
"2019120311","8","5","","1000","","","","","21","63","3","10252","10244","0","66","6","5","30","6","6","80","3","","","","","",""
"2019120312","33","7","","1000","","","","","21","50","1","10248","10240","0","71","6","4","45","6","6","80","3","","","","","",""
"2019120313","36","5","","1000","","","","","21","39","-7","10246","10238","0","72","7","7","45","6","","","","","","","","",""
"2019120314","32","4","","1000","","","","","","45","-9","10243","10235","","68","7","7","45","6","","","","","","","","",""
