,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD
0,AAR284,SFO,00:05,23:30,00:04
1,PAC214,CVG,00:05,00:05,00:38
2,KAL315,PVG,00:10,00:50,01:00
3,AAR951,HAN,00:15,23:55,00:14
4,AJX8480,OKA,00:15,00:15,01:07
5,ETD873,AUH,00:15,00:15,00:16
6,KAL361,HAN,00:20,23:30,00:19
7,TAX703,DMK,00:20,00:20,00:30
8,SIA007,SIN,00:25,00:25,01:33
9,SIA603,SIN,00:25,23:05,00:23
10,KAL271,ATL,00:30,23:25,00:27
11,QTR859,DOH,00:30,00:30,00:57
12,KAL277,GDL,00:35,23:40,00:33
13,THY91,IST,00:40,00:40,00:54
14,KAL319,CAN,00:50,00:55,00:51
15,KLM856,AMS,00:55,00:55,01:24
16,AAR987,PVG,01:05,01:05,01:36
17,UAE323,DXB,01:10,23:50,01:03
18,UAE329,DXB,01:10,01:10,01:59
19,CES2004,KMG,01:45,01:10,02:32
20,VJC839,CXR,01:50,01:50,02:24
21,KAL249,JFK,01:55,01:55,02:27
22,AZG129,GYD,02:00,04:00,05:34
23,GEC8387,FRA,02:10,02:27,02:44
24,CEB187,MNL,02:30,02:30,03:21
25,GAP2483,TAG,02:30,02:30,03:01
26,KAL541,OSL,02:50,02:50,03:14
27,CLX734,LUX,03:10,03:30,04:38
28,CKK258,PVG,04:20,06:30,06:54
29,HKE615,HKG,04:55,04:55,05:01
30,QTR8981,DOH,05:00,05:00,05:13
31,PAC769,HKG,05:15,05:25,05:27
32,PAC735,HKG,05:25,05:15,06:24
33,LNI2736,BTH,06:00,06:00,06:12
34,PIC195,DAD,06:10,06:10,06:45
35,VJC881,DAD,06:15,06:15,06:37
36,AAV601,CEB,06:20,07:50,07:33
37,AAV705,KLO,06:20,06:20,07:22
38,JCC802,REP,06:20,06:20,06:41
39,VJC963,HAN,06:25,06:25,06:59
40,CRK627,HKG,06:30,06:30,06:56
41,ESR633,OKA,06:30,06:30,06:52
42,HVN9409,PQC,06:40,06:40,07:11
43,AAV701,KLO,06:45,06:45,07:48
44,VJC865,SGN,06:45,06:45,07:39
