,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD
0,AJX8480,OKA,00:05,00:05,00:21
1,AZG126,GYD,00:05,00:05,00:07
2,THY91,IST,00:05,23:55,00:13
3,UAE323,DXB,00:05,23:55,00:03
4,CRK623,HKG,00:10,23:35,00:18
5,GTI947,HKG,00:15,04:45,04:59
6,KAL473,MLE,00:15,23:50,00:10
7,SIA007,SIN,00:35,00:35,00:43
8,QTR859,DOH,00:45,00:45,00:57
9,KLM856,AMS,00:55,00:55,01:07
10,ETD873,AUH,01:00,01:00,01:03
11,AAR987,PVG,01:05,01:05,01:19
12,ETH673,ADD,01:05,01:05,01:46
13,TAX703,DMK,01:05,01:45,01:44
14,VJC839,CXR,01:50,01:50,02:01
15,GEC8385,FRA,02:05,02:05,02:03
16,KAL335,PVG,02:05,02:05,01:59
17,KAL8541,OSL,02:10,02:10,02:08
18,SHU5435,VVO,02:15,02:15,02:14
19,GAP2483,TAG,02:45,02:45,02:44
20,PAC715,PVG,02:50,02:50,03:02
21,CEB187,MNL,03:05,03:05,03:16
22,KAL595,ZAZ,03:25,03:25,03:27
23,CKK258,PVG,04:10,04:10,04:11
24,PAC225,CVG,04:35,04:35,04:57
25,PAC997,PVG,05:00,05:00,05:30
26,PAC969,HKG,05:15,05:15,05:39
27,HKE603,HKG,05:25,05:25,05:27
28,AAV601,CEB,06:15,06:20,06:44
29,VJC881,DAD,06:15,06:15,06:51
30,AAV605,CEB,06:20,06:15,07:00
31,VJC963,HAN,06:25,06:25,06:38
32,AAR8533,PUS,06:30,,06:30
33,ABW147,SVO,06:30,06:30,06:41
34,JJA1408,FUK,06:30,06:30,06:57
35,JJA049M,TNN,06:35,06:35,06:36
36,CRK647,HKG,06:45,06:45,06:55
37,VJC865,SGN,06:45,06:45,07:50
38,TWB671,KHH,07:00,07:00,07:04
39,VJC879,DAD,07:00,07:00,07:11
40,EVA149,TPE,07:10,07:10,07:19
41,JJA1304,KIX,07:10,07:10,07:26
42,JNA261,KKJ,07:10,07:10,07:22
43,JNA221,FUK,07:15,07:15,07:24
44,VJC925,HPH,07:15,07:15,07:39
45,AAR731,SGN,07:20,07:20,07:42
46,ASV722,NGS,07:20,07:20,07:46
47,JNA077,DAD,07:20,07:20,07:57
48,TWB237,NGO,07:20,07:20,07:34
49,JNA201,NRT,07:25,07:25,07:43
50,TWB297,OIT,07:25,07:25,07:31
51,APJ012,KIX,07:30,07:30,07:37
52,JNA085,DAD,07:30,07:30,07:58
53,KAL1411,TAE,07:30,,07:48
54,ESR621,CTS,07:40,07:40,07:52
55,AAR701,MNL,07:45,11:00,11:48
56,CES5050,YNT,07:45,07:45,07:54
57,TWB125,DAD,07:45,08:15,08:35
58,TWB201,NRT,07:45,07:45,08:00
59,JNA081,TPE,07:50,07:50,08:05
60,JNA211,KIX,07:50,07:50,08:16
61,AAR112,KIX,07:55,07:55,08:11
62,AMU825,MFM,07:55,07:55,08:07
63,ESR601,NRT,08:00,08:00,08:14
64,KAL621,MNL,08:00,08:00,08:17
65,KAL747,OKJ,08:00,08:00,08:19
66,KAL787,FUK,08:00,08:00,08:21
67,KAL809,CGO,08:00,08:00,08:22
68,TWB281,KIX,08:00,08:00,08:02
69,ESR641,FUK,08:05,08:05,08:23
70,KAL831,SHE,08:05,08:05,08:28
71,KAL845,TAO,08:05,08:05,08:25
72,ASV762,KIX,08:10,08:10,08:37
73,KAL479,HAN,08:10,08:10,08:30
74,KAL603,HKG,08:10,08:10,08:38
75,PAL467,MNL,08:10,08:10,08:20
76,AAR122,NGO,08:15,08:15,08:25
77,AAR327,TSN,08:15,08:15,08:31
78,AAR331,PEK,08:20,08:20,08:37
79,AAR727,HAN,08:20,08:20,08:44
80,JJA8401,TAO,08:20,08:20,08:33
81,JNA231,CTS,08:20,08:20,08:50
82,KAL1401,PUS,08:25,,08:41
83,AAR793,FRA,08:30,09:00,09:23
84,CES2044,TAO,08:30,08:30,08:42
85,JJA1102,NRT,08:30,08:30,08:48
86,KAL893,PVG,08:30,08:30,08:52
87,PAL485,CEB,08:30,08:30,08:40
88,AAR353,CKG,08:35,08:35,08:46
89,AAR369,CAN,08:40,08:40,08:59
90,CPA415,HKG,08:40,08:40,08:49
91,KAL813,HFE,08:40,08:40,09:05
92,KAL827,SZX,08:40,08:40,08:56
93,AAR132,FUK,08:45,08:45,09:01
94,CDG4620,TAO,08:45,08:45,08:48
95,ESR611,KIX,08:45,08:45,08:58
96,KAL823,MDG,08:45,08:45,09:03
97,KAL865,CAN,08:50,08:50,09:14
98,AAR351,YNJ,08:55,11:00,11:41
99,CES5052,PVG,08:55,08:55,09:01
100,AAR102,NRT,09:00,09:00,09:17
101,AAR303,CGQ,09:00,09:00,09:27
102,AAR309,WEH,09:00,09:00,09:09
103,AAR361,PVG,09:00,09:00,09:21
104,AAR721,HKG,09:00,09:00,09:29
105,SIA607,SIN,09:00,09:00,09:18
106,AAR2421,SEA,09:05,10:05,10:07
107,AAR301,DLC,09:05,09:05,09:12
108,AAR317,TAO,09:05,09:05,09:20
109,AAR576,UUS,09:05,09:05,09:20
110,AFR267,CDG,09:05,09:05,09:16
111,JJA2601,TPE,09:05,09:05,09:36
112,KAL657,BKK,09:05,09:05,09:25
113,KAL881,WUH,09:05,09:05,09:30
114,ASV732,HIJ,09:10,09:10,09:22
115,CPA421,HKG,09:10,10:30,10:49
116,ESR931,HKG,09:10,10:00,10:40
117,JJA1302,KIX,09:10,09:10,09:25
118,KAL681,SGN,09:10,09:10,09:32
119,AAR172,OKA,09:15,09:15,09:38
120,KAL805,TSN,09:15,09:15,09:34
121,KAL807,XIY,09:15,09:15,09:40
122,KAL035,ATL,09:20,09:20,09:45
123,AIH231,YNT,09:30,09:30,09:49
124,JJA3402,SPN,09:30,09:30,09:47
