,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD
0,AAR383,SIN,00:05,23:40,00:10
1,AAR951,HAN,00:05,23:40,00:02
2,AJX8480,OKA,00:05,00:05,00:30
3,CDG8096,TAO,00:05,00:45,00:58
4,CLX635,LUX,00:05,23:45,00:03
5,KAL473,MLE,00:05,23:50,00:05
6,THY91,IST,00:05,23:55,00:08
7,MAS039,KUL,00:10,00:10,00:16
8,PAC715,PVG,00:20,08:00,08:41
9,SIA007,SIN,00:35,00:35,00:37
10,KZR960,ALA,00:40,00:40,00:56
11,QTR859,DOH,00:45,00:45,00:42
12,KLM856,AMS,00:55,00:55,01:12
13,ETD873,AUH,01:00,01:00,01:06
14,AAR987,PVG,01:05,03:20,03:16
15,ETH673,ADD,01:05,01:05,01:14
16,TAX703,DMK,01:05,01:05,01:18
17,GTI511,PVG,01:15,01:25,01:33
18,ABW392,SVO,01:50,01:50,01:53
19,VJC839,CXR,01:50,01:50,02:09
20,GEC8387,FRA,02:05,02:05,01:50
21,KAL249,JFK,02:05,02:05,02:07
22,SHU5435,VVO,02:15,02:15,02:12
23,GAP2483,TAG,02:45,02:45,02:42
24,CEB187,MNL,03:05,03:05,03:29
25,PAC225,CVG,04:35,04:35,05:06
26,CKK258,PVG,04:55,07:40,08:29
27,PAC997,PVG,05:00,05:15,05:55
28,PAC969,HKG,05:15,05:15,05:34
29,VJC881,DAD,06:15,06:15,06:35
30,AAV605,CEB,06:20,06:20,06:32
31,HVN441,CXR,06:20,06:20,06:30
32,JJA5162,VVO,06:20,06:20,06:34
33,JNA209,NRT,06:20,06:20,06:44
34,VJC963,HAN,06:25,06:25,06:41
35,AAR8533,PUS,06:30,,06:37
36,CRK647,HKG,06:30,06:30,06:39
37,JJA1408,FUK,06:30,06:30,06:55
38,JJA1304,KIX,06:45,06:45,07:01
39,VJC865,SGN,06:45,06:45,07:04
40,AIH231,YNT,06:55,06:55,07:07
41,TWB671,KHH,07:00,07:00,07:09
42,VJC879,DAD,07:00,07:00,07:53
43,ESR633,OKA,07:05,07:05,07:13
44,JNA221,FUK,07:05,07:05,07:21
45,EVA149,TPE,07:10,07:10,07:24
46,JJA2201,BKK,07:10,08:25,08:25
47,JNA261,KKJ,07:10,07:10,07:34
48,VJC925,HPH,07:15,07:15,07:26
49,AAR731,SGN,07:20,07:20,07:32
50,JNA077,DAD,07:20,07:20,07:45
51,TWB297,OIT,07:20,07:20,07:30
52,ASV726,KMJ,07:25,07:25,07:51
53,ASV762,KIX,07:25,07:25,08:30
54,JNA201,NRT,07:25,07:25,07:47
55,TWB125,DAD,07:25,07:25,07:38
56,APJ012,KIX,07:30,07:30,07:42
57,JNA645,GUM,07:30,07:30,07:57
58,KAL1411,TAE,07:30,,07:48
59,KAL535,FRA,07:30,09:26,09:26
60,ESR621,CTS,07:40,07:40,07:59
61,AAR701,MNL,07:45,07:45,08:13
62,CES5050,YNT,07:45,07:45,07:55
63,TWB201,NRT,07:45,07:45,08:02
64,JNA081,TPE,07:50,07:50,08:05
65,JNA211,KIX,07:50,07:50,08:24
66,AAR112,KIX,07:55,07:55,08:10
67,AMU825,MFM,07:55,07:55,08:10
68,ESR601,NRT,08:00,08:00,08:13
69,KAL621,MNL,08:00,08:00,08:23
70,KAL747,OKJ,08:00,08:00,08:21
71,KAL787,FUK,08:00,08:00,08:18
72,KAL809,CGO,08:00,08:00,08:21
73,TWB281,KIX,08:00,08:30,08:45
74,KAL831,SHE,08:05,08:05,08:27
75,KAL845,TAO,08:05,08:05,08:37
76,AIH221,TAO,08:10,09:30,10:08
77,KAL479,HAN,08:10,08:10,08:35
78,KAL603,HKG,08:10,08:10,08:39
79,PAL467,MNL,08:10,08:10,08:19
80,AAR122,NGO,08:15,08:15,08:27
81,AAR327,TSN,08:15,08:15,08:33
82,AAR331,PEK,08:20,08:20,08:43
83,AAR727,HAN,08:20,08:20,08:47
84,JJA8401,TAO,08:20,08:20,08:46
85,JNA231,CTS,08:20,08:20,08:35
86,KAL1401,PUS,08:25,,08:49
87,PAL475,PPS,08:25,10:50,11:06
88,AAR793,FRA,08:30,09:30,09:43
89,CES2044,TAO,08:30,08:30,08:49
90,JJA1102,NRT,08:30,08:30,08:51
91,KAL893,PVG,08:30,08:30,09:11
92,PAL485,CEB,08:30,08:30,08:31
93,AAR369,CAN,08:40,08:40,09:05
94,CPA415,HKG,08:40,08:40,08:51
95,ESR641,FUK,08:40,08:40,08:56
96,KAL813,HFE,08:40,08:40,08:59
97,KAL827,SZX,08:40,08:40,09:17
98,AAR132,FUK,08:45,08:45,09:02
99,CDG4620,TAO,08:45,08:45,08:53
100,ESR611,KIX,08:45,08:45,08:54
101,KAL823,MDG,08:45,08:45,09:01
102,KAL865,CAN,08:50,08:50,09:32
103,AAR351,YNJ,08:55,08:55,09:09
104,CES5052,PVG,08:55,08:55,09:40
105,UPS186,ANC,08:55,08:55,09:12
106,AAR102,NRT,09:00,09:00,09:15
107,AAR303,CGQ,09:00,09:00,09:19
108,AAR309,WEH,09:00,09:00,09:22
109,AAR361,PVG,09:00,10:00,10:10
110,AAR721,HKG,09:00,09:00,09:24
111,KAL819,CSX,09:00,09:00,09:31
112,SIA607,SIN,09:00,09:00,09:07
113,AAR301,DLC,09:05,10:45,11:09
114,AAR317,TAO,09:05,09:05,09:34
115,AAR576,UUS,09:05,09:05,09:18
116,AFR267,CDG,09:05,09:05,09:56
117,JJA2601,TPE,09:05,09:05,09:14
118,KAL657,BKK,09:05,09:05,09:36
119,KAL881,WUH,09:05,09:05,09:38
120,ASV732,HIJ,09:10,09:10,09:29
121,CPA421,HKG,09:10,09:10,09:28
122,ESR931,HKG,09:10,09:10,09:46
123,JJA1302,KIX,09:10,09:10,09:20
124,KAL681,SGN,09:10,09:10,09:42
125,AAR172,OKA,09:15,09:15,09:48
126,KAL805,TSN,09:15,09:15,09:53
127,KAL807,XIY,09:15,09:15,09:49
128,KAL031,DFW,09:20,09:20,09:38
129,KAL035,ATL,09:20,09:20,09:54
130,AAR789,MXP,09:30,09:30,10:01
131,JJA3402,SPN,09:30,09:30,09:42
132,JNA113,HKG,09:30,09:30,10:06
133,AAR337,YNZ,09:35,09:35,10:04
134,JJA1402,FUK,09:35,09:35,09:45
135,KAL073,YYZ,09:35,09:35,10:01
136,KAL723,KIX,09:35,09:35,10:04
137,KAL891,YNJ,09:35,09:35,10:11
138,THA659,BKK,09:35,09:35,09:54
139,ASV712,FSZ,09:40,09:40,10:11
140,JNA641,GUM,09:40,09:40,09:59
141,AJX8476,NRT,09:45,09:45,10:07
142,KAL113,GUM,09:45,09:45,10:09
143,XAX507,KUL,09:45,09:45,09:58
144,KAL613,HKG,09:50,09:50,10:13
145,JJA2101,HKG,09:55,09:55,10:20
146,AAR347,XIY,10:00,10:00,10:16
147,AAR371,SZX,10:00,10:00,10:18
148,AAR711,TPE,10:00,10:00,10:23
