,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD
0,AAR248,ATL,00:05,00:00,00:27
1,AAR383,SIN,00:05,00:10,00:29
2,AAR387,HAN,00:05,23:50,00:17
3,AJX8480,OKA,00:05,00:05,00:34
4,THY91,IST,00:05,23:55,00:04
5,UAE323,DXB,00:05,23:55,00:09
6,XAX509,KUL,00:05,23:25,00:02
7,SIA007,SIN,00:35,00:35,00:41
8,QTR859,DOH,00:45,00:45,00:43
9,KLM856,AMS,00:55,00:55,01:18
10,ETD873,AUH,01:00,01:00,01:13
11,AAR987,PVG,01:05,01:30,01:51
12,TAX703,DMK,01:05,01:40,01:46
13,GTI511,PVG,01:15,01:25,01:49
14,ABW392,SVO,01:50,01:50,01:57
15,VJC839,CXR,01:50,01:50,02:01
16,KAL249,JFK,02:05,02:05,02:20
17,SHU5435,VVO,02:15,02:15,02:24
18,GAP2483,TAG,02:45,02:45,02:53
19,CEB187,MNL,03:05,03:05,03:14
20,CKK258,PVG,04:25,04:25,04:39
21,PAC225,CVG,04:35,04:35,04:58
22,PAC997,PVG,05:00,06:15,06:43
23,PAC969,HKG,05:15,05:15,05:28
24,JJA9392,GMP,05:30,05:30,05:49
25,AAV601,CEB,06:15,06:15,07:26
26,VJC881,DAD,06:15,06:15,07:21
27,AAV605,CEB,06:20,06:20,06:30
28,HVN441,CXR,06:20,06:20,06:36
29,VJC963,HAN,06:25,06:25,06:32
30,AAR8533,PUS,06:30,,06:39
31,CRK647,HKG,06:30,06:30,06:28
32,VJC865,SGN,06:45,06:45,07:02
33,TWB671,KHH,07:00,07:00,07:06
34,VJC879,DAD,07:00,07:00,07:19
35,ASV762,KIX,07:05,07:05,07:32
36,EVA149,TPE,07:10,07:10,07:24
37,JJA1304,KIX,07:10,07:10,07:17
38,JNA261,KKJ,07:10,07:10,07:44
39,JNA221,FUK,07:15,07:15,07:40
40,VJC925,HPH,07:15,07:15,07:36
41,AAR731,SGN,07:20,07:20,07:49
42,JNA077,DAD,07:20,07:20,07:51
43,TWB237,NGO,07:20,07:20,07:29
44,TWB297,OIT,07:20,07:20,07:34
45,ASV726,KMJ,07:25,07:25,07:38
46,JNA201,NRT,07:25,07:25,07:58
47,TWB125,DAD,07:25,07:25,07:42
48,APJ012,KIX,07:30,07:30,07:47
49,JNA085,DAD,07:30,07:30,08:03
50,KAL1411,TAE,07:30,,07:53
51,KAL535,FRA,07:30,07:30,07:56
52,ESR621,CTS,07:40,07:40,08:01
53,AAR701,MNL,07:45,07:45,08:16
54,CES5050,YNT,07:45,08:45,08:38
55,TWB201,NRT,07:45,07:45,08:05
56,JNA081,TPE,07:50,07:50,08:36
57,JNA211,KIX,07:50,07:50,08:11
58,AAR112,KIX,07:55,07:55,08:15
59,AMU825,MFM,07:55,07:55,08:07
60,ESR601,NRT,08:00,08:00,08:20
61,KAL621,MNL,08:00,08:00,08:22
62,KAL747,OKJ,08:00,09:00,09:37
63,KAL787,FUK,08:00,08:00,08:17
64,KAL809,CGO,08:00,08:00,08:20
65,TWB281,KIX,08:00,08:00,08:09
66,AAR2821,LAX,08:05,11:40,12:01
67,KAL831,SHE,08:05,08:05,08:31
68,KAL845,TAO,08:05,08:05,08:28
69,KAL479,HAN,08:10,08:10,08:26
70,KAL603,HKG,08:10,08:10,08:33
71,PAL467,MNL,08:10,,08:24
72,AAR122,NGO,08:15,08:15,08:26
73,AAR327,TSN,08:15,08:15,08:34
74,AAR331,PEK,08:20,08:20,08:45
75,AAR727,HAN,08:20,08:20,08:43
76,JJA8401,TAO,08:20,08:20,08:41
77,JNA231,CTS,08:20,08:20,08:37
78,KAL1401,PUS,08:25,,08:43
79,AAR793,FRA,08:30,08:30,08:57
80,CES2044,TAO,08:30,08:30,08:49
81,JJA1102,NRT,08:30,08:30,08:40
82,KAL893,PVG,08:30,08:30,08:54
83,PAL485,CEB,08:30,08:30,08:47
84,AAR369,CAN,08:40,08:40,08:59
85,CPA415,HKG,08:40,08:40,08:51
86,ESR641,FUK,08:40,08:40,08:55
87,KAL813,HFE,08:40,08:40,09:02
88,KAL827,SZX,08:40,08:40,09:07
89,AAR132,FUK,08:45,08:45,09:01
90,CDG4620,TAO,08:45,08:45,08:52
91,ESR611,KIX,08:45,08:45,08:51
92,KAL823,MDG,08:45,08:45,09:04
93,KAL865,CAN,08:50,08:50,09:14
94,AAR351,YNJ,08:55,08:55,09:24
95,CES5052,PVG,08:55,08:55,09:09
96,UPS186,ANC,08:55,08:55,09:00
97,AAR102,NRT,09:00,09:00,09:15
98,AAR303,CGQ,09:00,09:00,09:12
99,AAR309,WEH,09:00,09:00,09:28
100,AAR361,PVG,09:00,09:00,09:18
101,AAR721,HKG,09:00,09:00,09:31
102,KAL819,CSX,09:00,09:00,09:20
103,SIA607,SIN,09:00,09:00,09:16
104,AAR301,DLC,09:05,10:05,10:10
105,AAR317,TAO,09:05,09:05,09:35
106,AAR576,UUS,09:05,09:05,09:18
107,AFR267,CDG,09:05,09:05,09:39
108,JJA2601,TPE,09:05,09:05,09:22
109,KAL657,BKK,09:05,09:05,09:44
110,KAL881,WUH,09:05,09:05,09:32
111,ASV732,HIJ,09:10,09:10,09:21
112,CPA421,HKG,09:10,09:10,09:37
113,ESR931,HKG,09:10,09:10,09:26
114,JJA1302,KIX,09:10,09:10,09:23
115,KAL681,SGN,09:10,09:10,09:48
116,AAR172,OKA,09:15,09:15,09:41
117,KAL805,TSN,09:15,09:15,09:46
118,KAL807,XIY,09:15,09:15,09:49
119,KAL031,DFW,09:20,09:20,09:50
120,KAL035,ATL,09:20,09:20,10:05
121,AAR789,MXP,09:30,10:00,10:26
122,JJA3402,SPN,09:30,09:30,09:41
123,JNA113,HKG,09:30,09:30,09:51
124,AAR337,YNZ,09:35,09:35,09:43
125,JJA1402,FUK,09:35,09:35,09:53
126,KAL073,YYZ,09:35,09:35,09:58
127,KAL141F,PUS,09:35,09:35,09:51
128,KAL723,KIX,09:35,09:35,10:01
129,KAL825,YNJ,09:35,09:35,10:07
130,THA659,BKK,09:35,09:35,09:53
131,ASV712,FSZ,09:40,09:40,09:56
132,JNA641,GUM,09:40,09:40,10:03
133,AJX8476,NRT,09:45,09:45,09:46
134,KAL113,GUM,09:45,09:45,10:11
135,XAX507,KUL,09:45,09:45,09:55
136,KAL613,HKG,09:50,09:50,10:09
137,JJA2101,HKG,09:55,09:55,10:14
138,AAR347,XIY,10:00,10:00,10:17
139,AAR371,SZX,10:00,10:00,10:12
140,AAR711,TPE,10:00,10:15,10:41
141,ASV752,NRT,10:00,10:00,10:31
142,KAL081,JFK,10:00,10:00,10:34
143,AIH231,YNT,10:05,10:05,10:29
144,ESR661,KMI,10:05,10:05,10:08
145,HVN417,HAN,10:05,10:05,10:18
146,KAL763,KIJ,10:05,10:05,10:16
147,TWB291,FUK,10:05,10:05,10:19
148,APJ002,KIX,10:10,10:10,10:22
149,JJA8501,WEH,10:10,10:10,10:35
150,KAL703,NRT,10:10,10:10,10:28
151,KAL765,CTS,10:10,10:10,10:25
152,KAL981,VVO,10:10,10:10,10:33
153,AAR3533,CKG,10:15,10:15,10:37
154,HVN409,SGN,10:15,10:15,10:24
155,AAR551,IST,10:20,10:20,11:02
156,FIN42,HEL,10:20,10:20,10:38
157,KAL887,XMN,10:20,10:20,10:43
158,THA629,BKK,10:20,10:20,10:31
159,JNA281,KIX,10:30,10:30,10:44
160,KAL093,IAD,10:30,10:30,10:47
161,BAW18,LHR,10:35,10:35,10:48
162,GIA879,CGK,10:35,10:35,10:46
163,JJA1106,NRT,10:35,10:35,10:50
164,JJA3102,GUM,10:35,10:35,10:42
165,JNA245,OKA,10:35,10:35,11:13
166,KAL691,TPE,10:35,10:35,10:52
167,TWB251,CTS,10:35,10:35,10:37
168,AAR997,TSN,10:40,12:00,12:18
169,JJA2901,DAD,10:40,10:40,10:59
170,JJA8701,YNT,10:40,10:40,10:57
171,KAL037,ORD,10:40,10:40,11:09
172,KAL483,HAN,10:40,10:40,11:08
173,KAL741,NGO,10:40,10:40,11:06
174,LAO922,VTE,10:40,10:40,10:50
175,AAR363,PVG,10:45,10:45,11:24
176,ASV744,YGJ,10:50,10:50,11:04
177,LOT98,WAW,10:55,10:55,11:19
178,JJA2001,MFM,11:00,11:00,11:11
179,MAS067,KUL,11:00,11:00,11:16
180,QTR8873,DOH,11:00,13:50,14:21
181,VJC961,HAN,11:05,11:05,11:18
182,JJA1602,NGO,11:10,11:10,11:21
183,KAL461,DAD,11:10,11:10,11:30
184,KAL897,PVG,11:10,11:10,11:43
185,TWB611,WNZ,11:10,11:10,11:26
186,AAR222,JFK,11:15,11:15,11:51
187,CSN340,HAK,11:15,11:15,11:28
188,TAX701,DMK,11:15,11:15,11:40
189,CSN686,DLC,11:20,11:20,11:34
190,HVN431,DAD,11:20,11:20,11:32
191,SIA008,LAX,11:20,11:20,11:41
192,THA689,BKK,11:20,11:20,11:47
193,GIA871,DPS,11:25,11:25,11:36
194,KAL317,TSN,11:25,11:25,11:38
195,CAL165,KHH,11:30,11:30,11:45
196,ESR631,OKA,11:30,11:30,11:54
197,KAL913,MAD,11:35,11:35,11:59
198,VJC863,SGN,11:40,11:40,11:56
199,CDG4096,TNA,11:45,11:45,11:49
200,GCR7994,TSN,11:45,11:45,12:03
201,CES2040,TAO,11:55,11:55,12:49
202,EVA187,RMQ,11:55,11:55,12:13
203,PAC949,HKG,11:55,11:55,12:16
204,CES550,YNT,12:00,12:00,12:22
205,JNA223,FUK,12:00,12:00,12:24
206,PAL5469,MNL,12:00,12:00,12:20
207,UIA169,TPE,12:00,12:00,12:11
208,UPS11,SDF,12:05,11:50,12:09
209,AAR339,HRB,12:10,12:10,12:26
210,CDG4618,TAO,12:15,13:23,13:23
211,CES580,NKG,12:15,12:15,12:35
212,DLH719,MUC,12:15,12:15,12:46
213,JJA1902,CTS,12:20,12:20,12:34
214,KAL917,ZRH,12:20,12:20,13:06
215,AAR359,HGH,12:25,12:25,12:52
216,CSN314,PVG,12:25,12:25,12:32
217,KAL795,CTS,12:25,12:25,12:40
218,TWB283,KIX,12:25,12:25,12:37
219,AAR134,FUK,12:30,12:30,12:59
220,AAR349,NKG,12:30,12:30,13:11
221,AAR561,FCO,12:30,12:30,12:56
222,UPS174,ANC,12:30,12:30,12:29
223,CAL161,TPE,12:35,12:35,12:43
224,KAL863,TSN,12:35,12:35,13:00
225,KAL9925,TBS,12:35,12:35,13:27
226,CCA172,TSN,12:45,12:45,13:03
227,CSN682,SHE,12:45,12:45,13:19
228,HKE619,HKG,12:45,12:45,12:55
229,CSA191,PRG,12:50,12:50,13:17
230,CSN6088,MDG,12:50,12:50,13:13
231,KAL905,FRA,12:50,12:50,13:39
232,APG885,MNL,12:55,12:55,13:09
233,CES5042,PVG,12:55,12:55,13:42
234,JJA5102,VVO,12:55,12:55,13:30
235,AAR333,PEK,13:00,13:00,13:57
236,KAL481,DEL,13:00,13:30,13:59
237,KAL869,DLC,13:00,13:00,13:44
238,KZR910,ALA,13:00,14:10,14:10
239,SHU5451,KHV,13:00,13:00,13:02
240,CCA124,PEK,13:05,13:05,13:33
241,CCA140,HGH,13:05,13:05,13:24
242,JJA1704,MYJ,13:05,13:05,13:18
243,KAL841,TAO,13:05,13:05,13:36
244,SHU5437,VVO,13:05,13:05,13:21
245,CES2034,TAO,13:10,13:10,13:49
246,FDX5230,IND,13:10,13:10,13:37
247,KAL847,TNA,13:10,13:10,13:47
248,UPS64,ANC,13:10,13:50,14:23
249,AFL251,SVO,13:15,13:15,14:19
250,ASV764,KIX,13:15,13:15,13:31
251,KAL907,LHR,13:15,13:15,14:01
252,CSN688,CGQ,13:20,13:20,13:53
253,KAL901,CDG,13:20,13:20,14:06
254,KAL551,NRT,13:25,13:25,13:35
255,KAL601,HKG,13:25,13:25,14:03
256,KAL951,DXB,13:25,13:25,14:29
257,JJA1802,OKA,13:30,13:30,13:51
258,CPA439,HKG,13:35,13:35,13:55
259,JNA213,KIX,13:45,13:45,13:57
260,AAR541,FRA,13:50,15:10,15:28
261,CCA136,PEK,13:50,13:50,14:14
262,KAL503,CDG,13:50,13:50,14:39
263,GEC8387,FRA,13:55,13:55,14:55
264,CDG4088,TAO,14:00,14:00,14:16
265,KAL789,FUK,14:00,14:00,14:18
266,FDX5392,MEM,14:05,14:05,14:27
267,KAL925,AMS,14:05,14:05,14:25
268,TWB271,OKA,14:05,14:05,14:11
269,KAL553,KIX,14:10,14:10,14:25
270,KAL839,WEH,14:10,14:10,15:36
271,CES2018,WEH,14:15,14:15,14:58
272,CES5022,TAO,14:15,14:15,14:32
273,KAL931,FCO,14:15,14:15,15:07
274,AAR174,CTS,14:20,14:20,14:32
275,AAR307,YNT,14:20,14:20,14:43
276,AAR319,TAO,14:20,14:20,15:01
277,AAR713,TPE,14:20,14:20,14:41
278,CCA144,YNJ,14:20,14:20,14:36
279,DLH713,FRA,14:20,14:20,14:49
280,MGL306,ULN,14:20,14:20,15:18
281,JNA203,NRT,14:25,14:25,14:41
282,AAR521,LHR,14:30,14:30,14:45
283,KAL017,LAX,14:30,14:30,15:05
284,AIH233,YNT,14:35,14:35,15:21
285,CSN6074,YNJ,14:35,14:35,14:52
286,KAL833,SHE,14:35,14:35,15:23
287,ESR643,FUK,14:40,14:40,15:14
288,KAL643,SIN,14:45,14:45,15:12
289,KAL957,TLV,14:45,14:45,15:40
290,TWB295,HSG,14:45,14:45,15:10
291,AAR365,PVG,14:50,14:50,15:26
292,CSN338,CAN,14:55,14:55,15:03
293,CSZ9034,SZX,14:55,14:55,15:16
294,AAR152,SDJ,15:00,15:00,15:38
295,AAR202,LAX,15:00,16:00,17:03
296,TWB203,NRT,15:00,15:00,15:33
297,AAR114,KIX,15:05,15:55,16:25
298,AMU819,MFM,15:05,15:05,15:31
299,CPA411,HKG,15:05,15:05,15:44
300,JJA1104,NRT,15:05,15:05,15:42
301,ASV766,KIX,15:10,15:10,15:49
302,ESR603,NRT,15:10,15:10,15:46
303,APJ006,KIX,15:15,15:15,15:52
304,KAL725,KIX,15:20,15:20,15:56
305,ACA064,YVR,15:25,15:25,16:03
306,JJA1308,KIX,15:25,15:25,16:09
307,AAR335,PEK,15:30,15:30,15:50
308,CDG4082,TAO,15:30,15:30,16:13
309,ESR613,KIX,15:30,15:30,16:00
310,JJA1404,FUK,15:30,15:30,15:54
311,KAL627,CGK,15:30,15:30,15:58
312,JJA8503,WEH,15:35,15:35,16:01
313,KAL735,OKA,15:40,15:40,16:19
314,TWB285,KIX,15:40,15:40,16:05
315,AAR106,NRT,15:55,15:55,16:21
316,CES268,YNT,15:55,15:55,16:40
317,JNA227,FUK,15:55,15:55,16:15
318,SBI556,VVO,15:55,15:55,16:11
319,AAR124,NGO,16:00,16:00,16:17
320,JJA1406,FUK,16:00,16:00,16:23
321,KAL023,SFO,16:00,16:00,16:34
322,JNA283,KIX,16:05,16:05,16:28
323,KAL633,DPS,16:05,16:05,16:44
324,KAL693,TPE,16:05,16:05,16:30
325,AAR751,SIN,16:10,16:10,16:38
326,CSZ9032,SZX,16:10,16:10,16:47
327,JNA263,KKJ,16:10,16:10,16:32
328,AAR801A,GMP,16:15,16:48,16:48
329,CSN3066,CSX,16:15,16:15,16:36
330,HKE631,HKG,16:15,16:15,16:56
331,APJ906,OKA,16:20,17:20,17:38
332,CES5034,PVG,16:20,16:20,16:52
333,CSN3062,CAN,16:25,16:25,16:42
334,XAX505,KUL,16:25,16:25,16:54
335,CES560,TAO,16:35,16:35,16:58
336,CRK629,HKG,16:35,16:35,16:50
337,KAL671,KUL,16:35,16:35,17:05
338,UAL892,SFO,16:35,16:45,17:11
339,CCA132,PEK,16:40,16:40,17:01
340,SIA609,SIN,16:40,16:40,17:09
341,CDG4722,TAO,16:45,16:45,17:18
342,JNA225,FUK,16:50,16:50,17:15
343,CQH8560,PVG,16:55,16:55,17:07
344,JJA1306,KIX,17:00,17:00,17:13
345,ASV754,NRT,17:05,17:05,17:34
346,AAR761,CGK,17:15,17:15,17:26
347,KAL1405,PUS,17:15,,17:41
348,AAR118,KIX,17:20,17:20,17:47
349,AAL280,DFW,17:25,17:25,17:51
350,JNA079,DAD,17:25,17:25,17:39
351,ASV501,REP,17:30,17:30,17:45
352,CSN696,DLC,17:30,17:30,17:36
353,ESR511,BKK,17:30,17:30,17:44
354,KAL1462,GMP,17:30,19:35,19:53
355,THA635,BKK,17:30,17:30,17:49
356,KAL651,BKK,17:35,17:35,18:11
357,KAL001,HNL,17:40,17:40,18:00
358,CCA126,PEK,17:50,17:50,17:58
359,KAL929,LED,17:50,17:50,18:07
360,TWB131,VTE,17:50,17:50,18:33
361,HVN405,SGN,17:55,17:55,18:02
362,ACA062,YYZ,18:00,18:00,18:09
363,JJA1608,NGO,18:00,18:00,18:05
364,TWB301,GUM,18:00,18:00,18:15
365,HVN415,HAN,18:05,18:05,18:13
366,KAL629,DPS,18:05,18:05,18:30
367,TWB121,SGN,18:05,18:05,19:15
368,KAL883,URC,18:10,18:10,18:25
369,AAR136,FUK,18:15,18:15,18:27
370,AAR272,SEA,18:15,18:35,18:56
371,AAR577,ALA,18:20,18:20,18:38
372,KAL019,SEA,18:20,18:40,19:06
373,KAL1403,PUS,18:20,,18:43
374,KAL683,SGN,18:20,18:20,18:42
375,CSH828,PVG,18:25,18:25,18:40
376,TWB293,FUK,18:25,18:25,18:47
377,AAR739,PNH,18:30,18:30,18:49
378,ESR591,DAD,18:30,18:30,18:45
379,KAL705,NRT,18:35,18:35,19:11
380,KAL781,FUK,18:35,18:45,19:15
381,DAL26,ATL,18:40,18:40,19:01
382,KAL121,SYD,18:40,18:40,19:04
383,KAL463,DAD,18:40,18:40,19:03
384,KAL471,RGN,18:40,18:40,18:58
385,KAL641,SIN,18:40,18:40,19:11
386,KAL667,CNX,18:40,18:40,19:09
387,KAL689,PNH,18:40,18:40,19:13
388,KAL853,PEK,18:40,18:40,19:06
389,KAL623,MNL,18:45,18:45,19:19
390,AAR108,NRT,18:50,18:50,19:14
391,AAR755,DAD,18:50,18:50,19:05
392,KAL071,YVR,18:50,18:50,19:23
393,AAR703,MNL,18:55,18:55,19:22
394,KAL895,PVG,18:55,18:55,19:36
395,TWB307,SPN,19:00,19:00,19:09
396,JNA061,BKI,19:05,19:05,19:28
397,KAL637,HKT,19:05,19:05,19:34
398,KAL679,HAN,19:05,19:05,19:26
399,KAL751,NGO,19:05,19:05,19:37
400,KAL867,ULN,19:05,19:05,19:32
401,JJA2305,MNL,19:10,19:10,19:30
402,JJA2501,BKI,19:10,19:10,19:24
403,KAL721,KIX,19:15,19:15,19:41
404,AAR116,KIX,19:20,19:20,19:44
405,AAR8531,PUS,19:20,,19:27
406,DAL198,SEA,19:20,19:20,19:29
407,AAR735,SGN,19:25,19:25,19:38
408,KAL137,NAN,19:25,19:25,19:49
409,AAR236,ORD,19:30,20:00,20:24
410,AAR733,HAN,19:30,19:30,19:51
411,AAR741,BKK,19:30,19:30,19:45
412,ESR501,BKI,19:30,19:30,19:48
413,KAL085,JFK,19:30,19:30,19:56
414,KAL111,GUM,19:35,19:35,19:59
415,KAL1407,PUS,19:35,,20:09
416,KAL1413,TAE,19:35,,19:51
417,KAL685,SGN,19:35,19:35,19:58
418,JNA051,VTE,19:40,19:40,20:03
419,KAL011,LAX,19:40,19:40,20:06
420,EVA159,TPE,19:45,19:45,20:19
421,JJA4303,VTE,19:45,19:45,20:01
422,KAL607,HKG,19:45,19:45,20:18
423,KAL659,BKK,19:45,19:45,20:05
424,AAR747,HKT,19:50,19:50,20:13
425,ASV511,BKI,19:50,19:50,20:11
426,CSN684,HRB,19:55,19:55,19:55
427,JNA001,BKK,19:55,19:55,20:15
428,AAR323,CTU,20:00,20:00,20:08
429,AAR367,PVG,20:00,20:00,20:28
430,AAR601,SYD,20:00,20:00,20:21
431,KAL025,SFO,20:00,20:00,20:19
432,JJA2203,BKK,20:05,20:05,20:24
433,KAL631,CEB,20:05,20:05,20:26
434,AAR767,DEL,20:10,20:10,20:22
435,ASV531,HKG,20:10,20:10,20:33
436,CPA419,HKG,20:15,20:15,20:30
437,AAR232,HNL,20:20,20:20,20:38
438,JJA3106,GUM,20:20,20:20,20:36
439,JNA025,CEB,20:25,20:25,20:37
440,TWB101,BKK,20:25,20:25,20:43
441,TWB127,DAD,20:25,20:25,21:10
442,AAR325,KWL,20:30,20:30,20:41
443,AAR625,SPN,20:30,20:45,21:22
444,AAR745,HKG,20:30,20:30,20:39
445,CYZ202,XIY,20:30,20:30,21:03
446,ESR593,DAD,20:30,20:30,20:58
447,KAL467,CXR,20:30,20:30,20:54
448,KAL719,HND,20:30,20:30,20:56
449,ESR513,BKK,20:35,20:35,21:14
450,JJA2405,CEB,20:35,20:35,21:04
451,JNA057,HAN,20:35,20:35,21:20
452,KAL677,ROR,20:35,20:35,20:52
453,PAL469,MNL,20:35,20:35,20:46
454,AAR204,LAX,20:40,20:40,21:12
