,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD
0,AAR789,MXP,00:05,23:30,00:17
1,CSN316,PEK,00:05,00:25,00:25
2,FDX5924,MEM,00:05,23:05,00:32
3,THY91,IST,00:05,23:55,00:39
4,UAE323,DXB,00:05,23:55,00:28
5,XAX509,KUL,00:05,23:25,00:08
6,PAC717,PVG,00:20,23:00,23:32
7,KAL857,PEK,00:30,23:55,00:55
8,SIA007,SIN,00:35,00:35,00:45
9,QTR859,DOH,00:45,00:45,01:18
10,KLM856,AMS,00:55,00:55,01:08
11,ETD873,AUH,01:00,01:00,01:28
12,AAR987,PVG,01:05,01:05,01:14
13,TAX703,DMK,01:05,01:05,01:12
14,CQH8790,SJW,01:40,01:15,01:58
15,ABW692,KJA,01:50,01:50,02:05
16,VJC839,CXR,01:50,01:50,01:52
17,GEC8385,FRA,02:05,02:05,01:55
18,KAL335,PVG,02:05,02:05,02:18
19,SHU5435,VVO,02:15,02:15,02:12
20,QTR8983,DOH,02:30,03:00,03:29
21,GAP2483,TAG,02:45,02:45,02:48
22,AAR286,SFO,02:50,07:10,07:34
23,CEB187,MNL,03:05,03:05,03:11
24,AJX8478,NRT,04:55,04:55,04:57
25,CKK258,PVG,04:55,04:35,04:47
26,KAL361D,HAN,04:55,04:55,05:00
27,PAC227,CVG,05:00,05:00,05:08
28,HKE603,HKG,05:25,05:25,05:28
29,AAV601,CEB,06:15,06:15,06:26
30,VJC881,DAD,06:15,07:25,08:15
31,AAV605,CEB,06:20,06:20,06:28
32,HVN441,CXR,06:20,06:20,06:31
33,VJC963,HAN,06:25,06:25,07:16
34,AAR8533,PUS,06:30,06:30,06:40
35,CRK647,HKG,06:30,06:30,06:35
36,VJC865,SGN,06:45,06:45,07:05
37,THY6487,IST,06:55,06:55,07:23
38,JJA1300,KIX,07:00,08:07,08:07
39,SBI502,OVB,07:00,07:00,07:36
40,VJC879,DAD,07:00,07:50,08:10
41,ASV762,KIX,07:05,07:05,07:28
42,UPS99,ANC,07:05,07:05,07:13
43,EVA149,TPE,07:10,07:10,07:18
44,JJA1304,KIX,07:10,07:10,07:20
45,JNA261,KKJ,07:10,08:10,08:34
46,JNA221,FUK,07:15,07:15,07:26
47,VJC925,HPH,07:15,07:15,07:42
48,AAR731,SGN,07:20,07:20,07:47
49,JNA077,DAD,07:20,07:20,07:54
50,ASV726,KMJ,07:25,07:25,07:48
51,JNA201,NRT,07:25,07:25,07:50
52,TWB297,OIT,07:25,07:25,07:44
53,TWB669,RMQ,07:25,07:25,07:38
54,APJ012,KIX,07:30,07:30,08:02
55,JNA085,DAD,07:30,07:30,08:00
56,KAL1411,TAE,07:30,,07:52
57,KAL529,FRA,07:30,07:30,07:40
58,ESR621,CTS,07:40,07:40,07:58
59,AAR701,MNL,07:45,07:45,08:05
60,CES5050,YNT,07:45,07:45,07:56
61,TWB125,DAD,07:45,07:45,08:03
62,TWB201,NRT,07:45,07:45,08:10
63,JNA081,TPE,07:50,07:50,08:21
64,JNA211,KIX,07:50,09:20,09:46
65,TWB605,TNA,07:50,08:20,08:40
66,AAR112,KIX,07:55,07:55,08:16
67,AMU825,MFM,07:55,07:55,08:32
68,ASV714,FSZ,07:55,07:55,08:19
69,KAL775,KMQ,07:55,07:55,08:27
70,ESR601,NRT,08:00,08:00,08:21
71,KAL621,MNL,08:00,08:00,08:24
72,KAL747,OKJ,08:00,08:00,08:24
73,KAL787,FUK,08:00,08:00,08:29
74,KAL809,CGO,08:00,08:00,08:23
75,TWB281,KIX,08:00,08:00,08:13
76,ASV722,NGS,08:05,08:05,08:26
77,ESR881,TPE,08:05,08:05,08:28
78,KAL831,SHE,08:05,08:05,08:26
79,KAL845,TAO,08:05,08:05,08:33
80,KAL479,HAN,08:10,08:10,08:35
81,KAL603,HKG,08:10,08:10,08:38
82,PAL467,MNL,08:10,08:10,08:19
83,AAR122,NGO,08:15,08:15,08:31
84,AAR327,TSN,08:15,08:15,08:30
85,AAR331,PEK,08:20,08:20,08:47
86,AAR727,HAN,08:20,08:20,08:36
87,JJA8401,TAO,08:20,08:20,08:44
88,JNA231,CTS,08:20,08:20,08:41
89,KAL1401,PUS,08:25,,08:46
90,AAR793,FRA,08:30,10:10,10:27
91,AAR951,HAN,08:30,08:30,08:54
92,CES2044,TAO,08:30,08:30,08:49
93,JJA1102,NRT,08:30,08:30,08:44
94,KAL893,PVG,08:30,08:30,08:51
95,PAL485,CEB,08:30,08:30,08:42
96,AAR353,CKG,08:35,08:35,08:57
97,AAR369,CAN,08:40,08:40,09:05
98,CPA415,HKG,08:40,08:40,08:58
99,ESR641,FUK,08:40,08:40,08:55
100,KAL813,HFE,08:40,08:40,09:00
101,KAL827,SZX,08:40,08:40,09:03
102,AAR132,FUK,08:45,08:45,09:07
103,CDG4620,TAO,08:45,08:45,08:52
104,ESR611,KIX,08:45,08:45,08:57
105,KAL823,MDG,08:45,08:45,09:07
106,KAL865,CAN,08:50,08:50,09:18
107,AAR351,YNJ,08:55,08:55,09:11
108,CES5052,PVG,08:55,08:55,09:09
109,AAR102,NRT,09:00,09:00,09:20
110,AAR303,CGQ,09:00,09:00,09:15
111,AAR361,PVG,09:00,09:00,09:16
112,AAR721,HKG,09:00,09:00,09:13
113,KAL819,CSX,09:00,09:00,09:22
114,SIA607,SIN,09:00,09:00,09:21
115,AAR301,DLC,09:05,09:05,09:29
116,AAR317,TAO,09:05,09:05,09:25
117,AFR267,CDG,09:05,09:05,09:31
118,JJA2601,TPE,09:05,09:05,09:38
119,KAL657,BKK,09:05,09:05,09:44
120,KAL881,WUH,09:05,09:05,09:34
121,PAC968,LAX,09:05,09:35,09:49
122,ASV732,HIJ,09:10,09:10,09:25
123,CPA421,HKG,09:10,09:10,09:27
124,ESR931,HKG,09:10,09:10,09:36
125,JJA1302,KIX,09:10,09:10,09:28
126,KAL681,SGN,09:10,09:10,09:40
127,AAR172,OKA,09:15,09:15,09:47
128,KAL805,TSN,09:15,09:15,09:42
129,KAL807,XIY,09:15,09:15,09:52
130,KAL031,DFW,09:20,09:20,09:38
131,KAL035,ATL,09:20,09:20,09:51
132,JJA3402,SPN,09:30,09:30,09:34
133,JNA113,HKG,09:30,09:30,10:15
134,AAR152,SDJ,09:35,09:35,09:54
135,JJA1402,FUK,09:35,09:35,09:44
136,KAL073,YYZ,09:35,09:35,10:02
137,KAL723,KIX,09:35,09:35,09:56
138,KAL825,YNJ,09:35,09:35,09:55
139,THA659,BKK,09:35,09:35,09:49
140,JNA641,GUM,09:40,09:40,10:05
141,KAL113,GUM,09:45,09:45,10:07
142,XAX507,KUL,09:45,12:45,13:27
143,KAL283,ORD,09:50,09:50,10:15
