,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD
0,AAR286,SFO,00:05,23:30,00:52
1,AAR383,SIN,00:05,23:40,00:26
2,CKS9077,ANC,00:05,21:30,21:51
3,GTI2628,JFK,00:05,01:00,00:49
4,KAL473,MLE,00:05,23:50,00:11
5,KAL859,PEK,00:05,23:55,00:46
6,UAE323,DXB,00:05,23:55,00:04
7,MAS039,KUL,00:10,00:10,00:19
8,KAL395,SGN,00:15,23:35,00:07
9,PAC717,PVG,00:20,00:20,00:31
10,QTR8983,DOH,00:20,14:10,15:03
11,SIA007,SIN,00:35,00:35,00:44
12,QTR859,DOH,00:45,00:45,00:54
13,FDX5016,KIX,00:55,00:55,00:55
14,ETD873,AUH,01:00,01:00,01:12
15,AAR987,PVG,01:05,01:05,01:50
16,TAX703,DMK,01:05,01:05,01:18
17,MGL308,ULN,01:35,01:35,01:48
18,ABW692,SVO,01:50,02:05,02:08
19,VJC839,CXR,01:50,01:50,02:05
20,GEC8385,FRA,02:05,02:05,01:54
21,KAL335,PVG,02:05,02:05,02:26
22,SHU5435,VVO,02:15,02:15,02:12
23,CEB187,MNL,03:05,03:05,03:19
24,CKK258,PVG,04:00,04:30,04:47
25,AJX8478,NRT,04:55,04:55,05:06
26,PAC227,CVG,05:00,05:00,04:45
27,HKE603,HKG,05:25,05:25,05:26
28,CAL2163,TPE,06:00,06:00,06:08
29,JJA5162,VVO,06:00,06:00,06:18
30,AAV601,CEB,06:15,09:00,09:31
31,VJC881,DAD,06:15,06:15,06:54
32,AAV605,CEB,06:20,06:15,06:38
33,CAL2161,TPE,06:20,06:20,06:45
34,HVN441,CXR,06:20,06:20,06:48
35,HVN9435,DAD,06:20,06:20,06:40
36,JNA209,NRT,06:20,06:20,06:43
37,VJC963,HAN,06:25,06:25,07:09
38,AAR8533,PUS,06:30,06:30,06:34
39,CRK647,HKG,06:30,06:30,06:58
40,JJA1304,KIX,06:30,06:30,06:52
41,VJC865,SGN,06:45,06:45,07:05
42,JJA1904,CTS,06:50,06:50,07:03
43,THY6487,IST,06:55,07:40,08:30
44,SBI502,OVB,07:00,08:25,08:42
45,VJC879,DAD,07:00,07:00,07:13
46,UPS99,ANC,07:05,07:05,07:48
47,EVA149,TPE,07:10,07:10,07:25
48,JJA2201,BKK,07:10,07:10,07:31
49,JNA261,KKJ,07:10,07:10,07:28
50,JNA221,FUK,07:15,07:15,07:33
51,VJC925,HPH,07:15,07:15,08:03
52,AAR731,SGN,07:20,07:20,07:50
53,JNA077,DAD,07:20,07:20,07:37
54,ASV726,KMJ,07:25,07:25,08:09
55,ASV762,KIX,07:25,08:05,08:37
56,JNA201,NRT,07:25,07:25,07:52
57,TWB297,OIT,07:25,07:25,07:43
58,TWB669,RMQ,07:25,07:25,07:41
59,APJ012,KIX,07:30,07:30,08:00
60,JNA645,GUM,07:30,07:30,07:58
61,KAL1411,TAE,07:30,,07:46
62,KAL8535,FRA,07:30,07:30,07:54
63,ESR621,CTS,07:40,07:40,07:56
64,AAR701,MNL,07:45,07:45,08:09
65,CES5050,YNT,07:45,07:45,08:05
66,TWB125,DAD,07:45,07:45,08:01
67,TWB201,NRT,07:45,07:45,08:07
68,JNA081,TPE,07:50,07:50,08:21
69,JNA211,KIX,07:50,07:50,08:11
70,TWB605,TNA,07:50,07:50,08:47
71,AAR112,KIX,07:55,07:55,08:17
72,AMU825,MFM,07:55,07:55,08:13
73,KAL775,KMQ,07:55,07:55,08:26
74,ESR601,NRT,08:00,08:00,08:29
75,KAL621,MNL,08:00,08:00,08:29
76,KAL747,OKJ,08:00,08:00,08:22
77,KAL787,FUK,08:00,08:00,08:19
78,KAL809,CGO,08:00,08:00,08:15
79,TWB281,KIX,08:00,08:00,08:14
80,ASV702,TAK,08:05,08:05,08:50
