,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD
0,AAR951,HAN,00:05,23:55,00:07
1,AJX8480,OKA,00:15,00:15,00:13
2,ETD873,AUH,00:15,00:15,00:10
3,TAX703,DMK,00:20,00:20,00:24
4,SIA007,SIN,00:25,00:25,00:44
5,KAL011,LAX,00:30,23:30,00:47
6,QTR859,DOH,00:30,00:30,00:22
7,THY91,IST,00:40,00:40,00:40
8,KLM856,AMS,00:55,00:55,00:58
9,AAR987,PVG,01:05,01:05,01:07
10,PAC717,PVG,01:15,01:10,01:31
11,VJC839,CXR,01:50,01:50,02:00
12,KAL335,PVG,02:05,02:05,02:15
13,GEC8385,FRA,02:10,02:10,02:12
14,CEB187,MNL,02:30,03:30,03:58
15,GAP2483,TAG,02:30,02:30,02:37
16,KAL541,OSL,02:50,02:50,03:04
17,CKK258,PVG,03:30,03:30,04:08
18,HKE615,HKG,04:55,04:55,04:51
19,CKS9157,HAN,05:00,05:00,05:10
20,PAC997,PVG,05:00,14:45,15:02
21,AAR801A,GMP,05:20,05:50,06:20
22,PAC225,CVG,05:30,05:30,05:48
23,PAC959,HKG,05:45,05:47,06:17
24,JJA9392,GMP,06:00,06:00,06:04
25,SWM212,REP,06:10,06:10,06:28
26,VJC881,DAD,06:15,06:15,06:40
27,AAV601,CEB,06:20,06:20,06:32
28,AAV705,KLO,06:20,06:20,06:46
29,VJC963,HAN,06:25,06:25,07:08
30,CRK627,HKG,06:30,06:30,06:42
31,ESR633,OKA,06:30,06:30,06:44
32,AAV701,KLO,06:45,06:45,06:57
33,VJC865,SGN,06:45,06:45,07:02
34,VJC879,DAD,06:45,06:45,07:34
35,APG037,KLO,06:55,06:55,07:03
36,EVA149,TPE,07:00,07:00,07:13
37,JJA1304,KIX,07:00,07:00,07:16
38,TWB205,NRT,07:00,07:00,07:19
39,ASV762,KIX,07:05,07:05,07:42
40,JNA221,FUK,07:05,07:05,07:27
41,VJC925,HPH,07:15,07:15,07:40
42,TWB297,OIT,07:20,07:20,07:38
43,CES5050,YNT,07:25,07:25,07:24
44,ESR621,CTS,07:25,07:25,07:37
45,TWB671,KHH,07:25,07:25,07:29
46,AAR731,SGN,07:30,07:30,07:51
