,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD
0,AJX8480,OKA,00:05,00:05,00:07
1,AZG122,GYD,00:05,00:00,00:13
2,CDG4778,TAO,00:05,23:30,00:05
3,CKS9077,ANC,00:05,00:05,00:21
4,KAL319,CAN,00:05,00:30,00:51
5,KAL859,PEK,00:05,23:55,00:10
6,UAE323,DXB,00:05,23:55,00:02
7,PAC717,PVG,00:20,00:25,00:42
8,SIA007,SIN,00:35,00:35,00:45
9,QTR859,DOH,00:45,00:45,00:40
10,KLM856,AMS,00:55,00:55,00:58
11,ETD873,AUH,01:00,01:00,01:06
12,AAR987,PVG,01:05,04:45,04:59
13,TAX703,DMK,01:05,01:05,01:13
14,SOO7970,HKG,01:15,01:15,01:54
15,GTI515,PVG,01:40,01:40,02:06
16,VJC839,CXR,01:50,01:50,01:51
17,GTI2688,JFK,02:00,02:15,02:46
18,GEC8385,FRA,02:05,02:05,02:13
19,KAL335,PVG,02:05,02:05,03:05
20,SHU5435,VVO,02:15,02:15,02:15
21,KAL541,OSL,02:30,02:30,02:51
22,CEB187,MNL,03:05,03:05,03:20
23,CKK258,PVG,04:15,04:15,04:41
24,PAC225,CVG,04:35,04:35,05:06
25,PAC997,PVG,05:00,05:00,05:27
26,PAC969,HKG,05:15,05:15,05:31
27,HKE603,HKG,05:25,05:25,05:29
28,VJC881,DAD,06:15,06:15,06:26
29,AAV605,CEB,06:20,06:20,06:29
30,HVN441,CXR,06:20,06:20,06:32
31,JJA1408,FUK,06:20,06:20,06:35
32,JNA209,NRT,06:20,06:20,06:40
33,SWM212,REP,06:25,06:25,06:37
34,VJC963,HAN,06:25,06:25,06:42
35,AAR8533,PUS,06:30,,06:33
36,ASV722,NGS,06:30,06:30,06:45
37,CRK647,HKG,06:45,06:45,06:49
38,JJA1304,KIX,06:45,06:45,06:58
39,VJC865,SGN,06:45,06:45,07:01
40,KAL141F,PUS,06:50,06:50,07:04
41,VJC879,DAD,07:00,07:00,07:18
42,JNA077,DAD,07:05,07:05,07:25
43,JNA221,FUK,07:05,07:45,08:05
44,EVA149,TPE,07:10,07:10,07:28
45,JJA2201,BKK,07:10,07:10,07:34
46,JNA261,KKJ,07:10,07:10,07:20
47,VJC925,HPH,07:15,07:15,07:32
48,AAR731,SGN,07:20,07:20,07:44
49,ASV762,KIX,07:25,07:25,07:50
50,JNA201,NRT,07:25,07:25,08:00
51,TWB297,OIT,07:25,07:25,07:38
52,TWB669,RMQ,07:25,07:25,07:40
53,APJ012,KIX,07:30,07:30,07:42
54,JNA645,GUM,07:30,07:30,07:46
55,KAL1411,TAE,07:30,,07:48
56,KAL529,FRA,07:30,07:30,07:30
57,ESR621,CTS,07:40,07:40,07:53
58,AAR701,MNL,07:45,07:45,08:11
59,CES5050,YNT,07:45,07:45,08:03
60,TWB125,DAD,07:45,07:45,07:55
61,TWB201,NRT,07:45,07:45,07:57
62,JNA081,TPE,07:50,09:40,09:57
63,JNA211,KIX,07:50,07:50,08:18
64,TWB273,HSG,07:50,09:10,09:22
65,AAR112,KIX,07:55,07:55,08:08
66,AMU825,MFM,07:55,07:55,08:07
67,ESR601,NRT,08:00,08:00,08:25
68,KAL621,MNL,08:00,08:00,08:21
69,KAL747,OKJ,08:00,08:00,08:22
70,KAL787,FUK,08:00,08:00,08:19
71,KAL809,CGO,08:00,08:00,08:35
72,TWB281,KIX,08:00,08:00,08:14
73,ESR881,TPE,08:05,08:05,08:25
74,KAL831,SHE,08:05,08:05,08:23
75,KAL845,TAO,08:05,08:05,08:31
76,JJA942F,CJJ,08:10,10:30,10:44
77,KAL479,HAN,08:10,08:10,08:29
78,KAL603,HKG,08:10,08:10,08:36
79,PAL467,MNL,08:10,08:10,08:16
80,AAR122,NGO,08:15,08:15,08:28
81,AAR327,TSN,08:15,08:15,08:27
82,AAR331,PEK,08:20,08:20,08:38
83,AAR727,HAN,08:20,08:20,08:40
84,JJA8401,TAO,08:20,08:20,08:43
85,JNA231,CTS,08:20,08:20,08:38
86,ASV702,TAK,08:25,08:25,08:41
87,KAL1401,PUS,08:25,08:51,09:07
88,PAL475,PPS,08:25,08:25,08:19
89,AAR795,FRA,08:30,08:30,08:56
90,CES2044,TAO,08:30,08:30,08:52
91,JJA1102,NRT,08:30,08:30,09:17
92,KAL893,PVG,08:30,08:30,08:53
93,PAL485,CEB,08:30,08:30,08:33
94,AAR353,CKG,08:35,08:35,08:47
95,AAR369,CAN,08:40,08:40,08:59
96,CPA415,HKG,08:40,08:40,08:50
97,ESR641,FUK,08:40,09:15,09:25
98,KAL827,SZX,08:40,08:40,09:05
99,AAR132,FUK,08:45,08:45,08:57
100,CDG4620,TAO,08:45,08:45,08:45
101,ESR611,KIX,08:45,08:45,09:01
102,KAL865,CAN,08:50,08:50,09:18
103,AAR351,YNJ,08:55,08:55,09:03
104,CES5052,PVG,08:55,08:55,09:10
105,UPS186,ANC,08:55,08:55,09:00
106,AAR102,NRT,09:00,09:00,09:14
107,AAR303,CGQ,09:00,09:00,09:13
108,AAR309,WEH,09:00,09:00,09:34
109,AAR361,PVG,09:00,09:00,09:27
110,AAR721,HKG,09:00,09:00,09:32
111,KAL819,CSX,09:00,09:00,09:16
112,SIA607,SIN,09:00,09:00,09:14
113,AAR301,DLC,09:05,09:05,09:19
114,AAR317,TAO,09:05,09:05,09:37
115,AFR267,CDG,09:05,09:05,09:22
116,JJA2601,TPE,09:05,09:05,09:21
117,JNA205,NRT,09:05,09:05,09:30
118,KAL657,BKK,09:05,09:05,09:30
119,KAL775,KMQ,09:05,09:05,09:20
120,KAL881,WUH,09:05,09:05,09:25
121,CPA421,HKG,09:10,09:10,09:24
122,ESR931,HKG,09:10,09:10,09:41
123,GTI2828,LAX,09:10,13:30,13:40
124,JJA1302,KIX,09:10,09:10,09:27
125,KAL681,SGN,09:10,09:10,09:35
126,AAR172,OKA,09:15,09:15,09:39
127,KAL805,TSN,09:15,09:15,09:46
128,KAL807,XIY,09:15,09:15,09:43
129,KAL031,DFW,09:20,09:20,09:37
130,KAL035,ATL,09:20,09:20,09:43
131,KAL785,KOJ,09:20,09:20,09:33
132,JJA3402,SPN,09:30,,
133,JNA113,HKG,09:30,09:30,09:48
134,AAR152,SDJ,09:35,09:35,09:46
135,JJA1402,FUK,09:35,09:35,09:49
136,KAL073,YYZ,09:35,09:35,09:58
137,KAL723,KIX,09:35,09:35,09:54
138,KAL891,YNJ,09:35,09:35,09:50
139,THA659,BKK,09:35,09:35,09:51
140,AAR158,KMI,09:40,09:40,09:56
141,JNA641,GUM,09:40,09:40,09:52
142,AJX8476,NRT,09:45,09:45,10:01
143,KAL113,GUM,09:45,09:45,10:12
144,XAX507,KUL,09:45,09:45,09:54
145,KAL613,HKG,09:50,09:50,10:14
146,JJA2101,HKG,09:55,09:55,10:11
147,AAR371,SZX,10:00,10:00,10:16
148,AAR711,TPE,10:00,10:00,10:19
149,AAR891A,CJU,10:00,10:00,10:02
150,ASV752,NRT,10:00,10:00,10:25
151,KAL081,JFK,10:00,10:00,10:33
152,HVN417,HAN,10:05,10:05,10:09
153,KAL767,AOJ,10:05,10:05,10:27
154,TWB291,FUK,10:05,10:05,10:17
155,APJ002,KIX,10:10,10:10,10:19
156,JJA8501,WEH,10:10,10:10,10:33
157,JJA8901,JMU,10:10,10:10,10:31
158,KAL703,NRT,10:10,10:10,10:37
159,KAL765,CTS,10:10,10:10,10:30
160,KAL981,VVO,10:10,10:10,10:40
161,AAR531,VCE,10:15,10:15,10:27
162,CPA417,HKG,10:15,10:15,10:28
163,DLH739,MUC,10:15,10:15,10:22
164,HVN409,SGN,10:15,10:15,10:48
165,JNA281,KIX,10:15,10:15,10:22
166,FIN42,HEL,10:20,10:20,10:36
167,KAL887,XMN,10:20,10:20,10:42
168,THA629,BKK,10:20,10:20,10:38
169,KAL093,IAD,10:30,10:30,10:58
170,BAW18,LHR,10:35,10:35,11:08
171,DAL158,DTW,10:35,10:35,10:39
172,GIA879,CGK,10:35,10:35,10:46
173,JJA1106,NRT,10:35,10:35,11:03
174,JJA3102,GUM,10:35,10:35,10:47
175,JNA245,OKA,10:35,10:35,10:50
176,KAL691,TPE,10:35,10:35,10:54
177,AAR997,TSN,10:40,14:30,15:09
178,JJA2901,DAD,10:40,10:40,11:00
179,JJA8701,YNT,10:40,10:40,10:52
180,KAL037,ORD,10:40,11:00,11:32
181,KAL483,HAN,10:40,12:10,12:52
182,KAL741,NGO,10:40,10:40,10:55
183,KAL855,PEK,10:40,10:40,11:26
184,SBI502,OVB,10:40,10:40,11:19
185,AAR363,PVG,10:45,10:45,11:17
186,AAR572,KHV,11:00,12:00,12:09
187,JJA2001,MFM,11:00,11:00,11:13
188,KAL8287,ORD,11:00,11:00,11:15
189,MAS067,KUL,11:00,11:00,11:21
190,VJC961,HAN,11:05,11:05,11:10
191,JJA1602,NGO,11:10,11:10,11:28
192,KAL461,DAD,11:10,11:10,11:30
193,KAL897,PVG,11:10,11:10,11:38
194,CSN340,HAK,11:15,11:15,11:24
195,TAX701,DMK,11:15,11:15,11:36
196,CSN686,DLC,11:20,11:20,11:34
197,HVN431,DAD,11:20,11:20,11:42
198,SIA008,LAX,11:20,11:20,11:40
199,KAL317,TSN,11:25,11:25,12:19
200,AIH233,YNT,11:30,12:30,13:04
201,CAL165,KHH,11:30,11:30,11:46
202,ESR631,OKA,11:30,11:30,11:44
203,AAR222,JFK,11:35,11:35,11:50
204,AAR985,YNT,11:35,11:35,11:52
205,VJC863,SGN,11:40,11:40,11:54
206,CDG4096,TNA,11:45,11:45,11:48
207,GCR7994,TSN,11:45,11:45,12:47
208,KAL509,ARN,11:50,11:50,12:32
209,QTR8983,DOH,11:50,16:10,17:24
210,CES2040,TAO,11:55,11:55,12:00
211,PAC237,HKG,11:55,11:55,12:11
212,AAR541,FRA,12:00,12:00,12:23
213,CES550,YNT,12:00,12:00,12:26
214,EVA169,TPE,12:00,12:00,12:16
215,JNA223,FUK,12:00,12:40,13:02
216,UPS11,SDF,12:05,11:50,12:42
217,AAR339,HRB,12:10,13:30,14:22
218,CDG4618,TAO,12:15,12:15,12:36
219,CES218,YNZ,12:15,12:15,12:29
220,CES5086,TNA,12:15,12:15,12:50
221,JJA1902,CTS,12:20,12:20,12:31
222,AAR359,HGH,12:25,12:25,13:03
223,AMX091,MEX,12:25,12:25,12:40
224,CSN314,PVG,12:25,12:25,12:35
225,KAL795,CTS,12:25,12:25,12:57
226,TWB283,KIX,12:25,12:25,13:00
227,AAR134,FUK,12:30,12:30,12:38
228,AAR349,NKG,12:30,12:30,13:01
229,AAR501,CDG,12:30,13:36,13:36
230,UPS174,ANC,12:30,12:30,12:54
231,CAL161,TPE,12:35,12:35,12:59
232,JJA5102,VVO,12:35,12:35,13:08
233,CCA172,TSN,12:45,12:45,13:31
234,CSN682,SHE,12:45,12:45,13:10
235,HKE619,HKG,12:45,12:45,13:06
236,KAL935,PRG,12:45,12:45,13:14
237,KAL905,FRA,12:50,12:50,13:16
238,KAL937,VIE,12:50,12:50,13:26
239,APG885,MNL,12:55,12:55,13:21
240,CES5042,PVG,12:55,12:55,13:19
241,TWB9207,NRT,12:55,12:55,13:07
