,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD
0,AJX8480,OKA,00:05,00:05,00:12
1,KAL319,CAN,00:05,23:20,00:02
2,KAL473,MLE,00:05,23:50,00:05
3,PAC947,HKG,00:05,00:05,00:07
4,UAE323,DXB,00:05,23:55,00:01
5,PAC715,PVG,00:20,00:20,00:33
6,SIA007,SIN,00:35,00:35,00:47
7,QTR859,DOH,00:45,00:45,00:59
8,KLM856,AMS,00:55,00:55,01:04
9,ETD873,AUH,01:00,01:00,01:12
10,AAR987,PVG,01:05,01:05,01:18
11,ETH673,ADD,01:05,01:05,01:25
12,TAX703,DMK,01:05,01:05,01:15
13,MGL308,ULN,01:35,01:35,01:49
14,VJC839,CXR,01:50,01:50,01:54
15,CDG8066,TNA,02:00,02:00,02:21
16,GEC8385,FRA,02:05,02:05,02:08
17,KAL335,PVG,02:05,02:05,02:10
18,SHU5435,VVO,02:15,02:15,02:23
19,KAL541,OSL,02:30,02:30,02:40
20,CKS2827,LAX,02:40,07:00,07:15
21,GAP2483,TAG,02:45,02:45,02:47
22,CEB187,MNL,03:05,06:00,05:51
23,KAL595,ZAZ,03:25,04:25,04:20
24,CKK258,PVG,04:15,04:20,04:43
25,PAC225,CVG,04:35,05:05,05:03
26,PAC997,PVG,05:00,05:00,05:24
27,PAC969,HKG,05:15,05:15,05:31
28,HKE603,HKG,05:25,05:25,05:28
29,MGL310,ULN,05:35,05:35,06:02
30,KAL1462,GMP,05:40,05:40,05:54
31,JJA5162,VVO,06:00,06:00,06:16
32,PIC195,DAD,06:10,06:10,06:30
33,AAV601,CEB,06:15,06:15,06:28
34,JJA1304,KIX,06:15,06:15,06:25
35,VJC881,DAD,06:15,06:15,06:35
36,AAV605,CEB,06:20,06:20,06:37
37,JJA3400,SPN,06:20,06:35,06:55
38,JNA209,NRT,06:20,06:20,06:43
39,VJC963,HAN,06:25,06:25,07:07
40,AAR8533,PUS,06:30,,06:39
41,ABW147,SVO,06:30,20:55,21:33
42,JJA1408,FUK,06:30,06:30,06:33
43,JNA207,NRT,06:30,06:30,06:47
44,KAL9791,CTS,06:35,06:35,06:50
45,TWB9253,AKJ,06:35,06:35,06:40
46,CRK647,HKG,06:45,06:45,06:45
47,VJC865,SGN,06:45,06:45,07:17
48,TWB205,NRT,06:55,07:25,07:58
49,VJC879,DAD,07:00,07:00,07:09
50,ESR633,OKA,07:05,07:05,07:20
51,EVA149,TPE,07:10,07:10,07:13
52,JJA2201,BKK,07:10,07:10,07:22
53,JNA261,KKJ,07:10,07:10,07:30
54,JNA221,FUK,07:15,07:15,07:26
55,VJC925,HPH,07:15,07:15,07:24
