,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,TAX702,DMK,00:05,00:03,00:03
1,GEC8386,FRA,00:15,00:00,00:00
2,GEC8390,FRA,00:45,00:38,00:38
3,KAL854,PEK,01:00,00:31,00:31
4,QTR8982,DOH,01:05,00:47,00:47
5,VJC974,PQC,01:10,01:05,01:05
6,JJA8404,TAO,01:30,01:13,01:13
7,CKK257,PVG,01:50,02:38,02:38
8,GTI2678,JFK,02:25,20:37,20:37
9,KAL868,ULN,03:25,03:10,03:10
10,PAC582,CVG,03:30,03:18,03:18
11,PAC997,LAX,03:35,03:21,03:21
12,UPS33,ONT,03:45,03:45,03:45
13,AAR235,ORD,04:00,03:24,03:24
14,KAL624,MNL,04:00,04:44,04:44
15,KAL012,LAX,04:10,04:00,04:00
16,JNA062,BKI,04:15,03:41,03:41
17,KAL086,JFK,04:15,03:51,03:51
18,AAR203,LAX,04:20,04:19,04:19
19,CRK646,HKG,04:25,03:47,03:47
20,HVN440,CXR,04:25,03:56,03:56
21,AAR211,SFO,04:30,03:35,03:35
22,AAR704,MNL,04:30,04:24,04:24
23,AAV600,CEB,04:30,04:04,04:04
24,KAL026,SFO,04:30,04:09,04:09
25,PAC717,LAX,04:30,10:55,10:55
26,PIC1194,DAD,04:30,04:06,04:06
27,VJC836,CXR,04:30,04:17,04:17
28,APJ809,HND,04:35,04:39,04:39
29,JJA2306,MNL,04:40,04:14,04:14
30,DAL27,ATL,04:45,04:11,04:11
31,CES2023,CSX,04:50,04:55,04:55
32,KAL720,HND,04:50,04:27,04:27
33,AAR324,CTU,04:55,04:50,04:50
34,AAV700,KLO,04:55,04:37,04:37
35,KAL680,HAN,04:55,04:47,04:47
36,ESR592,DAD,05:00,04:29,04:29
37,KAL658,BKK,05:00,04:34,04:34
38,SWM211,REP,05:00,04:52,04:52
39,TWB132,VTE,05:00,04:22,04:22
40,KAL886,KMG,05:05,04:42,04:42
41,TWB302,GUM,05:05,04:32,04:32
42,VJC880,DAD,05:05,04:59,04:59
43,AAR326,KWL,05:15,05:22,05:22
44,KAL608,HKG,05:20,05:14,05:14
45,CPA412,HKG,05:25,05:58,05:58
46,VJC864,SGN,05:25,06:21,06:21
47,VJC962,HAN,05:25,05:07,05:07
48,AAR358,CAN,05:30,05:26,05:26
49,HVN416,HAN,05:30,05:06,05:06
50,KAL650,MNL,05:30,05:13,05:13
51,KAL464,DAD,05:35,05:02,05:02
52,KAL632,CEB,05:35,05:17,05:17
53,AAR756,DAD,05:40,05:12,05:12
54,AMU826,MFM,05:40,05:24,05:24
55,JNA004,BKK,05:40,05:29,05:29
56,AAR734,HAN,05:45,05:40,05:40
57,JNA052,VTE,05:45,05:10,05:10
58,KAL644,SIN,05:45,05:19,05:19
59,ASV532,HKG,05:50,05:47,05:47
60,PAL466,MNL,05:50,05:15,05:15
61,APG036,KLO,05:55,05:21,05:21
62,JJA2108,HKG,05:55,06:09,06:09
63,PAL484,CEB,06:00,05:24,05:24
64,VJC878,DAD,06:00,06:50,06:50
65,VJC926,HPH,06:00,05:34,05:34
66,JJA4206,CNX,06:05,05:52,05:52
67,THA688,BKK,06:05,05:56,05:56
68,TWB148,CRK,06:05,05:18,05:18
69,KAL684,SGN,06:10,06:00,06:00
70,KAL668,CNX,06:15,06:03,06:03
71,ESR512,BKK,06:20,06:45,06:45
72,KAL112,GUM,06:20,05:44,05:44
73,KAL612,HKG,06:20,06:32,06:32
74,AAR746,HKG,06:25,06:08,06:08
75,JNA024,CRK,06:25,06:44,06:44
76,JNA058,HAN,06:25,06:30,06:30
77,AAR708,CRK,06:30,06:23,06:23
78,AAR970,HKG,06:30,06:40,06:40
79,HVN408,SGN,06:30,06:12,06:12
80,MAS066,KUL,06:30,06:19,06:19
81,AAR752,SIN,06:35,06:46,06:46
82,JNA122,MFM,06:35,06:35,06:35
83,THA658,BKK,06:35,06:05,06:05
84,AAR626,SPN,06:40,06:12,06:12
85,ESR502,BKI,06:40,06:13,06:13
86,JJA3105,GUM,06:40,06:06,06:06
87,KAL652,BKK,06:40,06:16,06:16
88,RBA651,BWN,06:40,06:18,06:18
89,JJA4304,VTE,06:45,06:48,06:48
90,KAL690,PNH,06:45,06:37,06:37
91,ASV101,GUM,06:50,07:43,07:43
92,KAL628,CGK,06:50,06:16,06:16
93,AAR742,BKK,06:55,07:01,07:01
94,AAR988,PVG,06:55,07:30,07:30
