,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,ETH673,NRT,00:05,23:52,00:02
1,PAC961,CVG,00:05,00:11,00:11
2,PAC213,CVG,00:35,12:50,12:50
3,KAL854,PEK,00:45,02:01,02:01
4,KAL594,FRA,01:30,00:58,00:58
5,CKK257,PVG,02:40,02:31,02:31
6,KAL868,ULN,03:25,03:01,03:01
7,PAC224,CVG,03:35,03:37,03:37
8,PAC997,LAX,03:35,03:53,03:53
9,AAR235,ORD,04:00,04:13,04:13
10,JNA080,DAD,04:05,03:03,03:03
11,KAL086,JFK,04:10,04:34,04:34
12,JJA2306,MNL,04:15,04:58,04:58
13,KAL624,MNL,04:15,04:54,04:54
14,AAR203,LAX,04:20,03:57,03:57
15,APJ809,HND,04:25,04:45,04:45
16,CRK646,HKG,04:25,03:41,03:41
17,AAR211,SFO,04:30,04:04,04:04
18,HVN440,CXR,04:30,05:08,05:08
19,JJA4206,CNX,04:30,03:55,03:55
20,KAL026,SFO,04:30,04:17,04:17
21,VJC836,CXR,04:30,05:05,05:05
22,KAL720,HND,04:35,04:10,04:10
23,TAX704,DMK,04:35,04:08,04:08
24,AAR322,CSX,04:40,05:06,05:06
25,AAR704,MNL,04:40,04:19,04:19
26,GTI2458,LAX,04:40,08:39,08:39
27,TWB302,GUM,04:45,04:30,04:30
28,AAR324,CTU,04:50,04:39,04:39
29,HYT9033,YIW,04:50,12:55,12:55
30,KAL012,LAX,04:50,04:36,04:36
31,KAL886,KMG,04:50,04:22,04:22
32,AAV700,KLO,04:55,04:24,04:24
33,KAL006,LAS,04:55,05:00,05:00
34,KAL8208,LAX,04:55,07:00,07:00
35,AAV600,CEB,05:00,04:44,04:44
36,ESR592,DAD,05:00,04:28,04:28
37,ESR992,VVO,05:00,04:00,04:00
38,TWB132,VTE,05:00,04:32,04:32
39,VJC880,DAD,05:00,05:30,05:30
40,AAR326,KWL,05:05,05:02,05:02
41,KAL696,KTM,05:05,04:52,04:52
42,AAR746,HKG,05:10,04:48,04:48
43,JNA064,BKI,05:10,04:42,04:42
44,CES2023,CSX,05:20,05:12,05:12
45,PAL466,MNL,05:20,05:34,05:34
46,TWB308,SPN,05:20,05:23,05:23
47,APG036,KLO,05:25,04:56,04:56
48,KAL2974,BKI,05:25,06:32,06:32
49,KAL464,DAD,05:25,05:25,05:25
50,KAL608,HKG,05:25,04:50,04:50
51,KAL680,HAN,05:25,05:19,05:19
52,VJC864,SGN,05:25,05:13,05:13
53,ASV502,HKG,05:30,05:10,05:10
54,VJC962,HAN,05:30,05:27,05:27
55,AAR734,HAN,05:40,06:15,06:15
56,DLH718,MUC,05:40,05:03,05:03
57,HVN6416,HAN,05:40,05:28,05:28
58,AAR356,CAN,05:45,06:13,06:13
59,TWB108,MFM,05:45,06:03,06:03
60,HVN416,HAN,05:50,05:21,05:21
61,AAR756,DAD,05:55,05:01,05:01
62,CPA412,HKG,05:55,06:22,06:22
63,JNA040,KLO,05:55,05:48,05:48
64,KAL112,GUM,05:55,06:13,06:13
65,KAL316,PVG,05:55,05:44,05:44
66,ESR512,BKK,06:00,05:32,05:32
67,KAL612,HKG,06:00,05:51,05:51
