,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,EVA150,TPE,00:05,00:01,00:01
1,KAL854,PEK,01:00,00:32,00:32
2,JJA8404,TAO,01:30,01:08,01:08
3,GTI2918,JFK,02:25,21:24,21:24
4,PAC582,CVG,03:30,03:40,03:40
5,KAL624,MNL,04:00,04:11,04:11
6,JNA062,BKI,04:15,04:06,04:06
7,HKE614,HKG,04:20,04:14,04:14
8,CRK646,HKG,04:25,03:33,03:33
9,HVN440,CXR,04:25,05:05,05:05
10,AAR704,MNL,04:30,04:26,04:26
11,AAV600,CEB,04:30,04:23,04:23
12,PIC1194,DAD,04:30,04:32,04:32
13,VJC836,CXR,04:30,06:25,06:25
14,APJ809,HND,04:35,04:28,04:28
15,JJA2306,MNL,04:40,04:01,04:01
16,KAL152,KWE,04:40,04:16,04:16
17,CES2023,CSX,04:50,05:38,05:38
18,KAL720,HND,04:50,04:36,04:36
19,AAR324,CTU,04:55,04:59,04:59
20,AAV700,KLO,04:55,04:19,04:19
21,KAL680,HAN,04:55,04:39,04:39
22,AAR235,ORD,05:00,04:03,04:03
23,AAR322,CSX,05:00,04:44,04:44
24,AAR746,HKG,05:00,04:46,04:46
25,ESR592,DAD,05:00,04:53,04:53
26,KAL658,BKK,05:00,04:50,04:50
27,TWB132,VTE,05:00,04:30,04:30
28,KAL886,KMG,05:05,04:56,04:56
29,TWB302,GUM,05:05,04:41,04:41
30,VJC880,DAD,05:05,05:17,05:17
31,KAL012,LAX,05:10,05:22,05:22
32,KAL006,LAS,05:15,05:25,05:25
33,KAL086,JFK,05:15,04:34,04:34
34,AAR203,LAX,05:20,05:21,05:21
35,KAL608,HKG,05:20,05:14,05:14
36,CPA412,HKG,05:25,05:24,05:24
37,SWM211,REP,05:25,05:11,05:11
38,VJC864,SGN,05:25,07:05,07:05
39,VJC962,HAN,05:25,05:50,05:50
40,AAR211,SFO,05:30,05:35,05:35
41,AAR358,CAN,05:30,05:29,05:29
42,ASV532,HKG,05:30,06:18,06:18
43,HVN416,HAN,05:30,05:27,05:27
44,KAL026,SFO,05:30,06:02,06:02
45,KAL650,MNL,05:30,05:42,05:42
46,KAL696,KTM,05:30,05:20,05:20
47,ASV542,KLO,05:35,05:08,05:08
48,KAL464,DAD,05:35,05:45,05:45
49,KAL632,CEB,05:35,05:39,05:39
50,AAR756,DAD,05:40,05:28,05:28
51,AMU826,MFM,05:40,05:31,05:31
52,JNA004,BKK,05:40,05:36,05:36
53,AAR734,HAN,05:45,05:41,05:41
54,DAL27,ATL,05:45,04:49,04:49
55,JNA052,VTE,05:45,05:56,05:56
56,KAL644,SIN,05:45,05:32,05:32
57,PAL466,MNL,05:50,06:16,06:16
58,APG036,KLO,05:55,05:48,05:48
59,JJA2108,HKG,05:55,06:10,06:10
60,KAL482,DEL,06:00,06:12,06:12
61,PAL484,CEB,06:00,06:42,06:42
62,VJC878,DAD,06:00,06:19,06:19
63,VJC926,HPH,06:00,05:47,05:44
64,JJA4206,CNX,06:05,06:21,06:21
65,THA688,BKK,06:05,05:53,05:53
66,TWB148,CRK,06:05,05:37,05:37
67,KAL684,SGN,06:10,06:07,06:07
68,TWB108,MFM,06:10,06:05,06:05
69,KAL668,CNX,06:15,06:00,06:00
70,ASV101,GUM,06:20,06:57,06:57
71,ESR512,BKK,06:20,05:46,05:46
72,JNA026,CEB,06:20,06:31,06:31
73,KAL112,GUM,06:20,06:27,06:27
74,KAL612,HKG,06:20,06:39,06:39
75,JNA024,CRK,06:25,06:29,06:29
76,JNA058,HAN,06:25,06:30,06:30
77,AAR708,CRK,06:30,06:23,06:23
