,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA,Arrival_STT
204,HKE618,HKG,12:00,11:42,11:42,착륙
205,KAL748,OKJ,12:00,12:17,12:17,착륙
206,KAL788,FUK,12:00,11:48,11:48,착륙
207,CCA139,HGH,12:05,11:59,11:59,착륙
208,KAL952,DXB,12:05,12:19,12:19,착륙
209,PAC751,CVG,12:05,11:57,11:57,착륙
210,APG884,MNL,12:10,11:54,11:54,착륙
211,CES2033,TAO,12:10,11:26,11:26,착륙
212,KAL846,TAO,12:10,11:56,11:56,착륙
213,SHU5436,VVO,12:10,11:46,11:46,착륙
214,AAR310,WEH,12:20,12:03,12:03,착륙
215,CSN687,CGQ,12:20,12:12,12:12,착륙
216,ESR642,FUK,12:20,11:31,11:31,착륙
217,JJA8402,TAO,12:20,12:07,12:07,착륙
218,SHU5496,UUS,12:25,12:05,12:05,착륙
219,CPA438,HKG,12:35,12:09,12:09,착륙
220,JNA212,KIX,12:35,12:39,12:39,착륙
221,AAR111,KIX,12:40,12:40,12:40,착륙
222,AAR247,ATL,12:40,11:53,11:53,착륙
223,AAR302,DLC,12:40,13:42,13:42,지연
224,CDG4087,TAO,12:50,12:35,12:35,착륙
225,MGL301,ULN,12:50,12:22,12:22,착륙
226,AAR318,TAO,12:55,12:51,12:51,착륙
227,KAL906,FRA,12:55,13:05,13:05,착륙
228,AAR131,FUK,13:00,12:50,12:50,착륙
229,AAR328,TSN,13:00,12:37,12:37,착륙
230,ESR612,KIX,13:00,13:08,13:08,착륙
231,AAR121,NGO,13:05,12:42,12:42,착륙
232,ASV731,HIJ,13:10,12:55,12:55,착륙
233,CCA143,YNJ,13:10,13:00,13:00,착륙
234,TWB282,KIX,13:10,13:03,13:03,착륙
235,CES2017,WEH,13:15,12:58,12:58,착륙
236,CES5021,TAO,13:15,12:28,12:28,착륙
237,KAL832,SHE,13:15,13:19,13:19,착륙
238,JNA202,NRT,13:20,13:40,13:40,착륙
239,CSN6073,YNJ,13:25,12:46,12:46,착륙
240,KAL956,IST,13:25,12:54,12:54,착륙
241,PAC997,LAX,13:30,13:54,13:54,착륙
242,AIH232,YNT,13:35,13:52,13:52,착륙
243,KAL656,BOM,13:35,13:36,13:36,착륙
244,CCA439,CKG,13:40,12:48,12:48,착륙
245,TWB292,FUK,13:45,13:34,13:34,착륙
246,AAR332,PEK,13:50,13:24,13:24,착륙
247,JJA1301,KIX,13:50,13:30,13:30,착륙
248,AAR562,FCO,13:55,14:01,14:01,착륙
249,ACA063,YVR,13:55,13:56,13:56,착륙
250,CSN337,CAN,13:55,13:38,13:38,착륙
251,CSZ9033,SZX,13:55,14:12,14:12,착륙
252,AAR338,YNZ,14:00,13:46,13:46,착륙
253,JJA8502,WEH,14:00,14:08,14:08,착륙
254,JNA082,TPE,14:00,14:23,14:23,착륙
255,AMU820,MFM,14:05,13:59,13:59,착륙
256,CPA410,HKG,14:05,13:50,13:50,착륙
257,ESR622,CTS,14:10,14:06,14:06,착륙
258,ESR662,KMI,14:10,14:21,14:21,착륙
259,JJA1401,FUK,14:10,14:03,14:03,착륙
260,KAL806,TSN,14:10,14:59,14:59,착륙
261,KAL810,CGO,14:10,13:58,13:58,착륙
262,KAL724,KIX,14:15,14:18,14:18,착륙
263,TWB672,KHH,14:15,13:32,13:32,착륙
264,KAL894,PVG,14:20,14:27,14:27,착륙
265,APJ005,KIX,14:25,14:40,14:40,착륙
266,AAR304,CGQ,14:30,14:10,14:10,착륙
267,AAR362,PVG,14:30,14:46,14:46,착륙
268,CDG4081,TAO,14:30,14:45,14:45,착륙
269,JJA1101,NRT,14:30,14:38,14:38,착륙
270,ESR602,NRT,14:35,14:24,14:24,착륙
271,GTI654,HKG,14:35,14:31,14:31,착륙
272,JJA8702,YNT,14:35,14:48,14:48,착륙
273,KAL908,LHR,14:35,15:37,15:37,지연
274,TWB202,NRT,14:40,14:29,14:29,착륙
275,KLM855,AMS,14:50,14:52,14:52,착륙
276,UAL893,SFO,14:50,15:09,15:09,착륙
277,AAR352,YNJ,14:55,14:36,14:36,착륙
278,CES267,YNT,14:55,17:08,17:08,지연
279,KAL814,HFE,14:55,14:34,14:34,착륙
280,JNA282,KIX,15:00,15:29,15:29,착륙
281,KAL902,CDG,15:00,16:35,16:35,지연
282,AAR171,OKA,15:05,14:54,14:54,착륙
283,JJA2602,TPE,15:05,15:06,15:06,착륙
284,JNA232,CTS,15:10,15:04,15:04,착륙
285,KAL824,MDG,15:10,15:05,15:05,착륙
286,AAL281,DFW,15:15,14:42,14:42,착륙
287,CSN3065,CSX,15:15,15:12,15:12,착륙
288,CES5033,PVG,15:20,15:07,15:07,착륙
289,KAL074,YYZ,15:20,14:57,14:57,착륙
290,KAL764,KIJ,15:20,15:35,15:35,착륙
291,XAX504,KUL,15:20,15:27,15:20,착륙
292,CCA131,PEK,15:25,14:50,14:50,착륙
293,CSN3061,CAN,15:25,15:14,15:14,착륙
294,APJ905,OKA,15:30,15:26,15:26,착륙
295,CES559,TAO,15:35,15:48,15:48,착륙
296,CRK628,HKG,15:35,15:17,15:17,착륙
297,SIA600,SIN,15:35,15:01,15:01,착륙
298,JNA224,FUK,15:40,15:33,15:33,착륙
299,KAL742,NGO,15:40,15:25,15:25,착륙
300,CDG4721,TAO,15:45,16:11,16:11,착륙
301,DAL199,SEA,15:45,15:30,15:30,착륙
302,AAR101,NRT,15:50,15:55,15:55,착륙
303,AAR522,LHR,15:50,16:04,16:04,착륙
304,JJA1601,NGO,15:50,15:53,15:53,착륙
305,KAL686,SGN,15:50,15:38,15:38,착륙
306,KAL932,FCO,15:50,17:28,17:28,지연
307,AAR364,PVG,15:55,15:50,15:50,착륙
308,CQH8559,PVG,15:55,15:53,15:53,착륙
309,KAL826,YNJ,15:55,15:34,15:34,착륙
310,HVN404,SGN,16:00,15:46,15:46,착륙
311,KAL882,WUH,16:00,15:32,15:32,착륙
312,KAL368,PEN,16:05,15:22,15:22,착륙
313,KAL036,ATL,16:10,15:51,15:51,착륙
314,KAL916,BCN,16:10,16:08,16:08,착륙
315,JNA246,OKA,16:15,16:03,16:03,착륙
316,THA634,BKK,16:15,16:06,16:06,착륙
317,AAR133,FUK,16:20,15:56,15:56,착륙
318,ASV751,NRT,16:20,16:14,16:14,착륙
319,KAL121T,GMP,16:20,16:15,16:15,착륙
320,KAL038,ORD,16:25,15:44,15:44,착륙
321,ACA061,YYZ,16:30,16:02,16:02,착륙
322,AFR264,CDG,16:30,18:40,18:31,지연
323,CSN695,DLC,16:30,16:32,16:32,착륙
324,DAL159,DTW,16:30,16:40,16:40,착륙
325,JJA1105,NRT,16:30,16:36,16:36,착륙
326,KAL704,NRT,16:30,16:05,16:05,착륙
327,AAR712,TPE,16:35,16:00,16:00,착륙
328,CCA125,PEK,16:35,15:58,15:58,착륙
329,HVN414,HAN,16:35,16:38,16:38,착륙
330,ASV741,YGJ,16:40,16:24,16:24,착륙
331,KAL032,DFW,16:40,16:07,16:07,착륙
332,AAR502,CDG,16:45,18:02,18:02,지연
333,KAL898,PVG,16:45,16:22,16:22,착륙
334,AAR702,MNL,16:50,16:55,16:55,착륙
335,JJA1703,MYJ,16:50,16:52,16:52,착륙
336,KAL094,IAD,16:50,16:33,16:33,착륙
337,KAL808,XIY,16:50,16:25,16:25,착륙
338,KAL982,VVO,16:50,17:07,17:07,착륙
339,TWB252,CTS,16:50,16:47,16:47,착륙
340,KAL604,HKG,16:55,16:54,16:54,착륙
341,KAL870,DLC,16:55,17:00,17:00,착륙
342,THY90,IST,16:55,16:56,16:56,착륙
343,TWB612,WNZ,16:55,16:59,16:59,착륙
344,UAE322,DXB,16:55,16:54,17:03,착륙
345,AAR348,XIY,17:00,16:49,16:49,착륙
346,AAR354,CKG,17:00,16:29,16:29,착륙
347,AAR370,CAN,17:00,16:28,16:28,착륙
348,KAL692,TPE,17:00,16:32,16:32,착륙
349,QTR858,DOH,17:00,17:14,17:14,착륙
350,TWB284,KIX,17:00,16:43,16:43,착륙
351,AAR221,JFK,17:10,16:07,16:46,착륙
352,AAR231,HNL,17:10,16:41,16:41,착륙
353,AAR942,JFK,17:10,17:47,17:47,착륙
354,KAL766,CTS,17:15,16:50,16:50,착륙
355,KAL866,CAN,17:15,17:02,17:02,착륙
356,KAL082,JFK,17:20,17:05,17:05,착륙
357,KAL1408,PUS,17:20,17:22,17:22,착륙
358,KAL622,MNL,17:20,17:04,17:04,착륙
359,AIH234,YNT,17:25,18:26,18:26,지연
360,CSH827,PVG,17:25,17:33,17:33,착륙
361,KAL024,SFO,17:25,17:26,17:26,착륙
362,KAL842,TAO,17:25,17:39,17:39,착륙
363,AAR201,LAX,17:35,17:38,17:38,착륙
364,ESR632,OKA,17:35,16:51,16:51,착륙
365,JNA078,DAD,17:35,17:19,17:19,착륙
366,KAL124,BNE,17:35,17:12,17:12,착륙
367,KAL660,BKK,17:35,17:21,17:21,착륙
368,KAL864,TSN,17:35,17:10,17:10,착륙
369,AAR575,UUS,17:40,17:21,17:21,착륙
370,AAR722,HKG,17:40,17:41,17:41,착륙
371,ESR932,HKG,17:40,17:31,17:31,착륙
372,KAL840,WEH,17:40,18:17,18:17,착륙
373,AAR271,SEA,17:45,17:09,17:09,착륙
374,KAL020,SEA,17:45,17:18,17:18,착륙
375,KAL122,SYD,17:45,17:29,17:29,착륙
376,KAL828,SZX,17:45,17:16,17:16,착륙
377,KAL888,XMN,17:45,17:59,17:59,착륙
378,AAR308,YNT,17:50,18:06,18:06,착륙
379,KAL018,LAX,17:50,17:34,17:34,착륙
380,KAL054,HNL,17:50,17:35,17:35,착륙
381,KAL072,YVR,17:50,17:24,17:24,착륙
382,KAL848,TNA,17:50,18:00,18:00,착륙
383,KAL790,FUK,17:55,17:42,17:42,착륙
384,TWB126,DAD,17:55,17:27,17:27,착륙
385,AAR998,TSN,18:00,18:19,18:19,착륙
386,KAL1414,TAE,18:00,17:40,17:40,착륙
387,ASV763,KIX,18:05,17:45,17:45,착륙
388,JNA086,DAD,18:05,17:43,17:43,착륙
389,JNA114,HKG,18:05,17:51,17:51,착륙
390,JNA264,KKJ,18:05,17:36,17:36,착륙
391,AAR340,HRB,18:10,18:11,18:11,착륙
392,AAR350,NKG,18:10,18:10,18:10,착륙
393,AAR360,HGH,18:10,17:48,17:48,착륙
394,JJA2102,HKG,18:15,17:53,17:53,착륙
395,AAR334,PEK,18:20,19:05,19:05,착륙
396,ESR644,FUK,18:20,17:57,17:57,착륙
397,AAR372,SZX,18:30,18:30,18:30,착륙
398,AAR728,HAN,18:30,18:03,18:03,착륙
399,ESR812,TNA,18:30,18:43,18:43,착륙
400,JNA214,KIX,18:30,18:17,18:17,착륙
401,AAR384,SIN,18:35,17:54,17:54,착륙
402,KAL480,HAN,18:35,18:06,18:06,착륙
403,TWB296,HSG,18:35,18:08,18:08,착륙
404,AAR320,TAO,18:45,18:15,18:15,착륙
405,EVA160,TPE,18:45,18:14,18:14,착륙
406,KAL318,TSN,18:45,19:12,19:12,착륙
407,KAL614,HKG,18:45,18:20,18:20,착륙
408,AAR113,KIX,18:50,18:48,18:48,착륙
409,ASV765,KIX,18:50,18:29,18:29,착륙
410,CSN6087,MDG,18:55,18:27,18:27,착륙
411,JJA1801,OKA,18:55,18:54,18:54,착륙
412,JJA8504,WEH,18:55,19:24,19:24,착륙
413,AAR602,SYD,19:00,18:34,18:34,착륙
414,JJA2002,MFM,19:00,19:03,19:03,착륙
415,ASV703,TAK,19:05,18:45,18:45,착륙
416,CPA418,HKG,19:05,18:40,18:40,착륙
417,JJA1403,FUK,19:05,19:16,19:16,착륙
418,JJA1901,CTS,19:10,18:52,18:52,착륙
419,JJA5101,VVO,19:10,19:10,19:10,착륙
420,AAR366,PVG,19:20,20:24,20:24,지연
421,AAR732,SGN,19:25,18:59,18:59,착륙
422,KAL796,CTS,19:25,19:14,19:14,착륙
423,AAR8534,PUS,19:30,19:08,19:08,착륙
424,CYZ201,XIY,19:30,18:57,18:57,착륙
425,KAL130,AKL,19:35,19:01,19:01,착륙
426,PAL468,MNL,19:35,18:50,18:50,착륙
427,TWB272,OKA,19:35,19:27,19:27,착륙
428,JNA228,FUK,19:40,19:34,19:34,착륙
429,CAL162,TPE,19:45,19:29,19:29,착륙
430,EVA172,KHH,19:45,19:20,19:20,착륙
431,JJA3401,SPN,19:45,19:22,19:22,착륙
432,CXA871,XMN,19:50,20:37,20:37,착륙
433,UPS173,ANC,19:50,19:45,19:45,착륙
434,APG9048,CEB,19:55,19:31,19:31,착륙
435,CSC8903,CTU,19:55,19:36,19:36,착륙
436,ESR614,KIX,19:55,20:09,20:09,착륙
437,KAL002,HNL,19:55,19:54,19:54,착륙
438,TWB286,KIX,19:55,19:52,19:52,착륙
439,APJ009,KIX,20:00,19:41,19:41,착륙
440,ETH608,ADD,20:00,20:28,20:28,착륙
441,KAL834,SHE,20:00,20:47,20:47,착륙
442,CSN369,PVG,20:05,19:18,19:18,착륙
443,FDX5924,OAK,20:05,19:50,19:50,착륙
444,JNA642,GUM,20:05,19:57,19:57,착륙
445,PAC916,HKG,20:05,20:15,20:15,착륙
446,JJA1307,KIX,20:10,19:39,19:39,착륙
447,KAL726,KIX,20:10,20:20,20:20,착륙
448,THA628,BKK,20:10,19:43,19:43,착륙
449,CPA430,HKG,20:15,19:48,19:48,착륙
450,AAR714,TPE,20:20,20:11,20:11,착륙
451,JJA4502,KHH,20:20,20:02,20:02,착륙
452,CPA035,HKG,20:25,20:26,20:26,착륙
453,JNA204,NRT,20:35,21:00,21:00,착륙
454,JNA226,FUK,20:35,20:30,20:30,착륙
455,JNA284,KIX,20:35,21:30,21:30,착륙
456,CES2043,TAO,20:40,21:13,21:13,착륙
457,CSN671,SHE,20:40,21:43,21:43,지연
458,UPS185,ANC,20:40,20:18,20:18,착륙
459,CDG4619,TAO,20:45,21:15,21:15,착륙
460,CES5051,PVG,20:45,22:02,22:02,지연
461,CSN339,HAK,20:45,20:33,20:33,착륙
462,KAL114,GUM,20:45,20:13,20:13,착륙
463,JJA2902,DAD,20:50,21:06,21:06,착륙
464,AAR123,NGO,20:55,20:44,20:44,착륙
465,CSN675,DLC,20:55,20:53,20:53,착륙
466,JJA3101,GUM,21:00,20:35,20:35,착륙
467,CES5049,YNT,21:05,23:45,23:45,지연
468,KAL274,VCP,21:05,20:55,20:55,착륙
469,CQH8789,SJW,21:10,20:22,20:22,착륙
470,CSN315,PEK,21:10,21:18,21:18,착륙
471,JJA1103,NRT,21:10,21:02,21:02,착륙
472,AAR151,SDJ,21:15,21:10,21:10,착륙
473,CEB128,CEB,21:15,21:47,21:47,착륙
474,ESR604,NRT,21:15,21:25,21:25,착륙
475,KAL552,NRT,21:15,21:31,21:31,착륙
476,KAL682,SGN,21:25,20:42,20:42,착륙
477,AAR173,CTS,21:30,21:46,21:46,착륙
478,CSN8409,WUH,21:35,20:50,20:50,착륙
479,KAL736,OKA,21:35,21:23,21:23,착륙
480,CDG4707,YNT,21:40,23:54,23:54,지연
481,JJA1305,KIX,21:40,21:36,21:36,착륙
482,JJA1405,FUK,21:40,21:20,21:20,착륙
483,KAL484,HAN,21:40,21:23,21:23,착륙
484,SBI559,VVO,21:40,21:38,21:38,착륙
485,HKE626,HKG,21:45,21:40,21:40,착륙
486,SYL535,UUD,21:45,21:34,21:34,착륙
487,APJ011,KIX,21:50,21:56,21:56,착륙
488,CDG4777,TAO,21:55,22:18,22:18,착륙
489,AAR105,NRT,22:05,21:54,21:54,착륙
490,AAR117,KIX,22:05,22:10,22:10,착륙
491,KAL462,DAD,22:05,22:08,22:08,착륙
492,AAR135,FUK,22:10,21:49,21:49,착륙
493,SIA602,SIN,22:15,22:00,22:00,착륙
494,TWB294,FUK,22:25,22:12,22:12,착륙
495,AJX8475,NRT,22:30,22:20,22:20,착륙
496,KAL694,TPE,22:30,23:30,23:30,지연
497,KAL602,HKG,22:35,22:26,22:26,착륙
498,KAL782,FUK,22:35,22:15,22:15,착륙
499,CEB188,MNL,22:40,23:42,23:42,지연
500,ASV753,NRT,22:50,22:48,22:48,착륙
501,GAP2482,TAG,23:00,22:41,22:41,착륙
502,GTI528,ORD,23:05,23:01,23:01,착륙
503,SIA007,LAX,23:05,22:35,22:35,착륙
504,PAC717,LAX,23:30,23:34,23:34,착륙
505,TAX702,DMK,23:35,23:57,23:57,착륙
506,GEC8384,FRA,23:50,23:51,23:51,착륙
507,KAL288,ORD,23:55,23:36,23:36,착륙
508,SHU5434,VVO,23:55,23:49,23:49,착륙
