,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,GEC8390,FRA,00:45,00:29,00:29
1,KAL854,PEK,01:00,00:42,00:42
2,QTR8980,DOH,01:05,01:25,01:25
3,JJA8404,TAO,01:30,01:33,01:33
4,GTI2818,LAX,01:35,14:43,14:43
5,CKK257,PVG,01:50,02:26,02:26
6,GTI2678,JFK,02:25,16:12,16:12
7,KAL868,ULN,03:25,04:13,04:13
8,PAC582,CVG,03:30,03:48,03:48
9,KAL624,MNL,04:00,03:31,03:31
10,JNA062,BKI,04:15,03:52,03:52
11,HKE614,HKG,04:20,03:54,03:54
12,CRK646,HKG,04:25,04:15,04:15
13,HVN440,CXR,04:25,04:59,04:59
14,AAR704,MNL,04:30,03:58,03:58
15,AAV600,CEB,04:30,04:01,04:01
16,PAC717,LAX,04:30,12:25,12:25
17,PIC1194,DAD,04:30,04:04,04:04
18,VJC836,CXR,04:30,04:53,04:53
19,APJ809,HND,04:35,04:45,04:45
20,JJA2306,MNL,04:40,03:46,03:46
21,KAL152,KWE,04:40,04:25,04:25
22,CES2023,CSX,04:50,06:19,06:19
23,KAL720,HND,04:50,04:18,04:18
24,AAR324,CTU,04:55,04:55,04:55
25,AAV700,KLO,04:55,04:30,04:30
26,KAL680,HAN,04:55,04:43,04:43
27,AAR235,ORD,05:00,04:20,04:20
28,AAR322,CSX,05:00,04:49,04:49
29,ESR592,DAD,05:00,04:28,04:28
30,KAL658,BKK,05:00,05:31,05:31
31,TWB132,VTE,05:00,04:23,04:23
32,KAL886,KMG,05:05,04:34,04:34
33,TWB302,GUM,05:05,04:38,04:38
34,VJC880,DAD,05:05,05:01,05:01
35,KAL012,LAX,05:10,05:35,05:35
36,KAL006,LAS,05:15,04:35,04:35
37,KAL086,JFK,05:15,04:32,04:32
38,AAR203,LAX,05:20,05:13,05:13
39,KAL608,HKG,05:20,05:07,05:07
40,CPA412,HKG,05:25,05:11,05:11
41,SWM211,REP,05:25,04:57,04:57
42,VJC864,SGN,05:25,06:13,06:13
