,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,ABW392,SVO,00:05,00:01,00:01
1,EVA150,TPE,00:05,00:07,00:07
2,WGN8188,KWI,00:05,00:03,00:03
3,KAL854,PEK,00:45,00:28,00:28
4,APJ701,CTS,01:10,00:48,00:48
5,PAC963,CVG,01:15,02:19,02:19
6,KAL471,ICN,02:10,01:51,01:51
7,CKK257,PVG,02:40,02:49,02:49
8,CLX6353,LUX,03:00,03:28,03:28
9,KAL868,ULN,03:25,03:10,03:10
10,PAC224,CVG,03:35,03:47,03:47
11,PAC997,LAX,03:35,04:39,04:39
12,UPS33,ONT,03:35,03:45,03:45
13,AAR235,ORD,04:00,04:17,04:17
14,DAL27,ATL,04:00,03:23,03:23
15,JNA080,DAD,04:05,03:07,03:07
16,KAL086,JFK,04:10,03:40,03:40
17,JJA2306,MNL,04:15,04:25,04:25
18,KAL624,MNL,04:15,04:30,04:30
19,AAR203,LAX,04:20,03:26,03:26
20,KAL026,SFO,04:20,04:05,04:05
21,APJ809,HND,04:25,04:19,04:19
22,CRK646,HKG,04:25,03:53,03:53
23,AAR211,SFO,04:30,03:15,03:15
24,HVN440,CXR,04:30,07:05,07:05
25,JJA4206,CNX,04:30,03:51,03:51
26,VJC836,CXR,04:30,04:54,04:54
27,KAL720,HND,04:35,04:11,04:11
28,AAR322,CSX,04:40,04:50,04:50
29,AAR704,MNL,04:40,04:33,04:33
30,TWB302,GUM,04:45,04:23,04:23
31,AAR324,CTU,04:50,04:28,04:28
32,AAV704,KLO,04:50,05:03,05:03
33,KAL012,LAX,04:50,03:38,04:47
34,KAL886,KMG,04:50,04:14,04:14
35,AAV700,KLO,04:55,04:44,04:44
36,AAV600,CEB,05:00,05:11,05:11
37,ESR592,DAD,05:00,04:42,04:42
38,ESR992,VVO,05:00,04:08,04:08
39,TWB132,VTE,05:00,04:38,04:38
40,VJC880,DAD,05:00,04:59,04:59
41,AAR326,KWL,05:05,04:35,04:35
42,AAR746,HKG,05:10,05:05,05:05
43,JNA064,BKI,05:10,05:01,05:01
44,CES2023,CSX,05:20,04:52,04:52
45,PAL466,MNL,05:20,05:09,05:09
46,TWB308,SPN,05:20,05:22,05:22
47,APG036,KLO,05:25,05:17,05:17
48,KAL464,DAD,05:25,05:07,05:07
49,KAL608,HKG,05:25,05:13,05:13
50,KAL680,HAN,05:25,04:57,04:57
51,VJC864,SGN,05:25,06:06,06:06
52,ASV502,HKG,05:30,05:20,05:20
53,VJC962,HAN,05:30,05:34,05:34
54,AAR734,HAN,05:40,05:41,05:41
55,DLH718,MUC,05:40,05:15,05:15
56,AAR358,CAN,05:45,05:19,05:19
57,KAL316,PVG,05:45,05:57,05:57
58,HVN416,HAN,05:50,07:16,07:16
59,AAR756,DAD,05:55,05:28,05:28
60,CES2015,KWL,05:55,07:14,07:14
61,CPA412,HKG,05:55,06:27,06:27
62,JNA040,KLO,05:55,05:31,05:31
63,KAL112,GUM,05:55,06:04,06:04
64,ESR512,BKK,06:00,05:37,05:37
65,KAL612,HKG,06:00,05:49,05:49
66,KAL644,SIN,06:00,05:45,05:45
67,THA688,BKK,06:00,06:09,06:09
68,VJC878,DAD,06:00,07:43,07:43
69,JJA2108,HKG,06:05,06:39,06:39
70,JNA122,MFM,06:05,06:20,06:20
71,KAL658,BKK,06:10,06:02,06:02
72,VJC926,HPH,06:15,05:26,05:26
73,AAR752,SIN,06:20,06:14,06:14
74,TWB108,MFM,06:20,06:51,06:51
75,JJA2508,BKI,06:25,06:19,06:19
76,KAL632,CEB,06:25,06:59,06:59
77,PAL484,CEB,06:25,06:00,06:00
78,AAR626,SPN,06:30,06:12,06:12
79,AAR970,HKG,06:30,06:53,06:53
80,JNA024,CRK,06:30,06:14,06:14
81,PAL488,KLO,06:30,05:53,05:53
82,THA658,BKK,06:35,06:11,06:11
83,TWB128,DAD,06:35,08:05,08:05
84,HVN408,SGN,06:40,06:16,06:16
85,HVN430,DAD,06:40,06:34,06:34
