,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,EVA150,TPE,00:05,00:01,00:01
1,KAL854,PEK,00:45,00:31,00:31
2,VJC974,PQC,00:50,00:46,00:46
3,RSD45,VVO,01:00,00:39,00:41
4,PAC963,CVG,01:15,01:42,01:42
5,KLM856,ICN,02:30,02:50,02:50
6,CKK257,PVG,02:40,14:40,14:40
7,KAL868,ULN,03:25,03:01,03:01
8,PAC224,CVG,03:35,03:49,03:49
9,PAC997,LAX,03:35,03:46,03:46
10,UPS33,ONT,03:35,03:35,03:35
11,AAR235,ORD,04:00,04:03,04:03
12,DAL27,ATL,04:00,03:42,03:42
13,JNA080,DAD,04:05,04:42,04:42
14,KAL086,JFK,04:10,04:00,04:00
15,JJA2306,MNL,04:15,04:08,04:08
16,KAL624,MNL,04:15,04:18,04:18
17,AAR203,LAX,04:20,04:12,04:12
18,APJ809,HND,04:25,04:26,04:26
19,CRK646,HKG,04:25,03:44,03:44
20,AAR211,SFO,04:30,03:40,03:40
21,HVN440,CXR,04:30,04:14,04:14
22,JJA4206,CNX,04:30,03:38,03:38
23,KAL026,SFO,04:30,04:23,04:23
24,VJC836,CXR,04:30,06:42,06:42
25,KAL720,HND,04:35,04:16,04:16
26,AAR322,CSX,04:40,05:48,05:48
27,AAR704,MNL,04:40,04:29,04:29
28,TWB302,GUM,04:45,04:58,04:58
29,AAR324,CTU,04:50,04:38,04:38
30,KAL012,LAX,04:50,04:54,04:54
31,KAL886,KMG,04:50,05:04,05:04
32,AAV700,KLO,04:55,04:06,04:06
33,AAV600,CEB,05:00,04:46,04:46
34,ESR592,DAD,05:00,04:39,04:39
35,ESR992,VVO,05:00,04:35,04:35
36,TWB132,VTE,05:00,06:59,06:59
37,VJC880,DAD,05:00,05:40,05:40
38,AAR326,KWL,05:05,04:56,04:56
39,AAR746,HKG,05:10,04:33,04:33
40,JNA064,BKI,05:10,05:21,05:21
41,CES2023,CSX,05:20,04:51,04:51
42,PAL466,MNL,05:20,05:38,05:38
43,TWB308,SPN,05:20,05:08,05:08
44,APG036,KLO,05:25,05:00,05:00
45,KAL464,DAD,05:25,05:02,05:02
46,KAL608,HKG,05:25,05:10,05:10
47,KAL680,HAN,05:25,05:06,05:06
48,KAL9674,BKI,05:25,05:33,05:33
49,VJC864,SGN,05:25,05:23,05:23
50,ASV502,HKG,05:30,05:17,05:17
51,KAL542,OSL,05:30,04:44,04:44
52,VJC962,HAN,05:30,05:29,05:29
53,AAR734,HAN,05:40,06:15,06:15
54,DLH718,MUC,05:40,05:19,05:19
55,AAR358,CAN,05:45,05:36,05:36
56,KAL316,PVG,05:45,05:52,05:52
57,HVN416,HAN,05:50,05:31,05:31
58,AAR756,DAD,05:55,05:14,05:14
59,CES2015,KWL,05:55,06:07,06:07
60,CPA412,HKG,05:55,05:44,05:44
61,JNA040,KLO,05:55,05:27,05:27
62,KAL112,GUM,05:55,05:50,05:50
63,ESR512,BKK,06:00,05:35,05:35
64,KAL612,HKG,06:00,05:54,05:54
65,KAL644,SIN,06:00,05:42,05:42
66,THA688,BKK,06:00,05:56,05:56
67,VJC878,DAD,06:00,06:46,06:46
68,JJA2108,HKG,06:05,07:12,07:12
69,JNA122,MFM,06:05,07:19,07:19
70,KAL658,BKK,06:10,05:45,05:45
71,ESR572,PPS,06:15,06:11,06:11
72,VJC926,HPH,06:15,05:25,05:25
73,AAR752,SIN,06:20,05:58,05:58
74,JJA2508,BKI,06:25,07:03,07:03
75,KAL632,CEB,06:25,06:33,06:33
76,PAL484,CEB,06:25,06:04,06:04
77,AAR626,SPN,06:30,06:14,06:14
78,AAR970,HKG,06:30,06:30,06:30
79,JNA024,CRK,06:30,06:27,06:27
80,PAL488,KLO,06:30,05:12,05:12
81,THA658,BKK,06:35,06:09,06:09
82,TWB128,DAD,06:35,07:24,07:24
83,HVN408,SGN,06:40,06:03,06:03
84,HVN430,DAD,06:40,06:13,06:13
85,JNA062,BKI,06:40,06:26,06:26
86,KAL684,SGN,06:40,06:18,06:18
87,KAL690,PNH,06:40,06:38,06:38
88,ESR594,DAD,06:45,07:09,07:09
89,KAL668,CNX,06:45,06:01,06:01
90,ASV102,GUM,06:50,06:49,06:49
91,KAL672,KUL,06:50,06:21,06:21
92,RBA651,BWN,06:50,06:31,06:31
93,ASV546,REP,06:55,07:26,07:26
94,JJA2406,CEB,06:55,07:15,07:15
95,JJA3105,GUM,06:55,06:56,06:56
96,KAL652,BKK,06:55,06:34,06:34
97,THA656,BKK,06:55,06:23,06:23
98,AAR988,PVG,07:00,07:59,07:59
99,JJA4604,CRK,07:00,07:05,07:05
100,AAR708,CRK,07:05,06:40,06:40
101,JNA096,JHB,07:05,07:07,07:07
102,LAO921,VTE,07:05,06:47,06:47
103,AAR736,SGN,07:10,06:52,06:52
