,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD,Departure_STT
82,AAR327,TSN,08:10,08:10,08:47,이륙
83,JJA1102,NRT,08:10,08:10,08:38,이륙
84,KAL479,HAN,08:10,08:10,08:40,이륙
85,PAL467,MNL,08:10,08:10,08:25,이륙
86,AAR122,NGO,08:15,08:15,08:58,이륙
87,KAL827,SZX,08:15,08:15,08:42,이륙
88,AAR727,HAN,08:20,08:20,08:52,이륙
89,JJA8401,TAO,08:20,08:20,09:00,이륙
90,KAL1401,PUS,08:25,09:15,09:46,지연
91,KAL603,HKG,08:25,08:25,09:04,이륙
92,AAR353,CKG,08:30,08:30,08:59,이륙
93,AAR795,FRA,08:30,08:30,08:57,이륙
94,ASV744,YGJ,08:30,08:30,08:42,이륙
95,CES2044,TAO,08:30,08:30,08:49,이륙
96,JNA021,CEB,08:30,08:30,09:02,이륙
97,JNA231,CTS,08:35,08:35,09:01,이륙
98,KAL893,PVG,08:35,08:35,08:54,이륙
99,AAR369,CAN,08:40,09:43,09:43,지연
100,ESR601,NRT,08:40,08:40,09:09,이륙
101,CDG4620,TAO,08:45,08:45,09:12,이륙
102,CPA415,HKG,08:45,08:45,10:00,지연
103,KAL785,KOJ,08:45,08:45,09:12,이륙
104,AAR576,UUS,08:50,08:50,09:48,이륙
105,KAL831,SHE,08:50,08:50,09:32,이륙
106,UPS186,ANC,08:50,08:50,09:57,지연
107,CES5052,PVG,08:55,08:55,09:10,이륙
108,AAR102,NRT,09:00,09:00,09:42,이륙
109,AAR132,FUK,09:00,09:00,09:15,이륙
110,AAR309,WEH,09:00,09:00,09:19,이륙
111,AAR317,TAO,09:00,09:00,09:29,이륙
112,AAR721,HKG,09:00,09:00,09:23,이륙
113,KAL691,TPE,09:00,09:30,10:26,지연
114,KAL723,KIX,09:00,09:00,10:12,지연
115,KAL865,CAN,09:00,09:30,09:55,이륙
116,SIA607,SIN,09:00,09:00,09:16,이륙
117,AAR284,SFO,09:05,10:30,11:14,지연
118,AAR303,CGQ,09:05,09:05,09:47,이륙
119,AAR361,PVG,09:05,09:05,09:21,이륙
120,ESR611,KIX,09:05,09:05,09:23,이륙
121,KAL657,BKK,09:05,09:05,09:45,이륙
122,KAL845,TAO,09:05,09:05,09:50,이륙
123,ASV732,HIJ,09:10,09:10,09:54,이륙
124,ESR931,HKG,09:10,09:10,09:27,이륙
125,JJA1302,KIX,09:10,09:10,09:51,이륙
126,KAL681,SGN,09:10,09:10,10:31,지연
127,KAL825,YNJ,09:10,09:10,10:24,지연
128,JNA285,KIX,09:15,09:15,09:39,이륙
129,KAL113,GUM,09:15,09:45,10:03,이륙
130,AAR351,YNJ,09:20,09:20,10:02,이륙
131,CPA421,HKG,09:20,09:20,10:10,이륙
132,KAL807,XIY,09:20,09:20,10:21,지연
133,KAL809,CGO,09:20,09:20,10:41,지연
134,JNA113,HKG,09:25,09:25,09:52,이륙
135,AAR301,DLC,09:30,10:40,11:24,지연
136,AJX8476,NRT,09:30,09:30,09:30,이륙
137,KAL461,DAD,09:30,09:30,10:49,지연
138,AAR337,YNZ,09:35,09:35,10:08,이륙
139,AAR551,IST,09:35,09:35,10:05,이륙
140,ASV712,FSZ,09:35,09:35,10:08,이륙
141,ESR641,FUK,09:35,10:15,10:33,이륙
142,ESR661,KMI,09:35,09:50,10:57,지연
143,JNA641,GUM,09:35,09:35,09:57,이륙
144,KAL035,ATL,09:35,09:35,10:24,이륙
145,KAL085D,JFK,09:35,09:35,10:00,
146,THA659,BKK,09:35,09:35,09:54,이륙
147,XAX507,KUL,09:35,09:35,10:14,이륙
148,AAR172,OKA,09:40,09:40,10:12,이륙
149,JNA081,TPE,09:40,09:40,10:06,이륙
150,KAL483,HAN,09:40,09:40,10:46,지연
151,AAR371,SZX,09:55,09:55,10:28,이륙
152,AFR267,CDG,09:55,09:55,10:18,이륙
153,JJA2101,HKG,09:55,09:55,10:16,이륙
154,AAR711,TPE,10:00,10:00,10:33,이륙
155,ASV752,NRT,10:00,10:00,10:31,이륙
156,JJA8501,WEH,10:00,10:00,10:38,이륙
157,KAL081D,JFK,10:00,11:00,12:42,
158,JJA3102,GUM,10:05,10:05,10:28,이륙
159,KAL763,KIJ,10:05,10:05,10:46,이륙
160,KAL765,CTS,10:05,10:05,10:52,이륙
161,KAL823,MDG,10:05,10:05,10:44,이륙
162,KAL887,XMN,10:05,10:45,11:37,지연
163,KAL981,VVO,10:05,10:05,11:16,지연
164,TWB291,FUK,10:05,10:05,10:26,이륙
165,CPA417,HKG,10:10,10:10,10:35,이륙
166,JJA3402,SPN,10:10,10:10,10:35,이륙
167,JNA245,OKA,10:10,10:10,11:43,지연
168,KAL703,NRT,10:10,10:10,11:29,지연
169,HVN409,SGN,10:15,10:15,10:36,이륙
170,KAL093,IAD,10:15,10:15,11:02,이륙
171,KAL805,TSN,10:15,11:05,12:12,지연
172,KAL073,YYZ,10:20,10:20,13:01,지연
173,APJ002,KIX,10:25,10:40,11:10,이륙
174,AAR572,KHV,10:30,12:00,13:04,지연
175,JAL954,NRT,10:30,10:30,10:49,이륙
176,JNA039,KLO,10:30,10:30,12:14,지연
177,TWB285,KIX,10:30,10:30,10:59,이륙
178,GIA879,CGK,10:35,10:35,11:18,이륙
179,HVN417,HAN,10:35,10:35,10:57,이륙
180,JJA1106,NRT,10:35,10:35,10:55,이륙
181,JJA1402,FUK,10:35,10:35,11:21,이륙
182,KAL741,NGO,10:35,11:05,12:47,지연
183,KAL037,ORD,10:40,10:40,12:25,지연
184,KAL767,AOJ,10:40,10:40,11:06,이륙
185,HVN431,DAD,10:45,10:45,11:04,이륙
186,JJA2601,TPE,10:45,10:45,11:12,이륙
187,AAR222,JFK,10:50,10:50,11:25,이륙
188,AAR363,PVG,10:50,10:50,11:47,이륙
189,THA629,BKK,10:50,10:50,11:50,지연
190,VJC863,SGN,10:50,10:50,11:35,이륙
191,BAW18,LHR,10:55,10:55,11:08,이륙
192,CSN340,HAK,10:55,11:58,11:58,지연
193,AAR541,FRA,11:00,11:00,11:31,이륙
194,JJA2001,MFM,11:00,11:00,12:02,지연
195,KAL031,DFW,11:00,11:00,12:35,지연
196,KAL613,HKG,11:00,11:00,12:52,지연
197,MAS067,KUL,11:00,11:00,12:00,지연
198,AAR985,YNT,11:05,11:05,11:45,이륙
199,AAR997,TSN,11:05,14:00,15:16,지연
200,FIN42,HEL,11:05,11:05,11:41,이륙
201,KAL727,KIX,11:05,11:05,12:31,지연
202,KAL745,FUK,11:05,11:05,12:09,지연
203,VJC961,HAN,11:05,11:05,11:54,이륙
204,AIH233,YNT,11:10,11:10,11:27,이륙
205,LOT98,WAW,11:10,11:10,11:19,이륙
206,SBI502,OVB,11:10,11:10,11:52,이륙
207,TWB251,CTS,11:10,11:10,11:40,이륙
208,DAL158,DTW,11:15,12:00,12:50,지연
209,CSN686,DLC,11:20,11:20,11:56,이륙
210,SWM214,REP,11:20,11:20,12:04,이륙
211,TAX701,DMK,11:20,11:20,12:08,이륙
212,AAR158,KMI,11:30,13:06,13:06,지연
213,ESR631,OKA,11:30,11:30,12:23,이륙
214,KAL317,TSN,11:30,11:30,12:05,이륙
215,ASV521,MFM,11:35,11:35,12:29,이륙
216,KAL897,PVG,11:35,11:35,12:21,이륙
217,EVA169,TPE,11:40,11:40,12:15,이륙
218,JJA2901,DAD,11:40,11:40,12:19,이륙
219,CAL165,KHH,11:45,11:45,12:27,이륙
220,CDG4096,TNA,11:45,11:45,12:17,이륙
221,LAO922,VTE,11:50,11:50,12:37,이륙
222,CES2040,TAO,11:55,11:55,12:45,이륙
223,CES550,YNT,12:00,12:00,12:39,이륙
224,CSN314,PVG,12:00,12:00,12:33,이륙
225,GIA871,DPS,12:00,12:00,12:41,이륙
226,JNA223,FUK,12:00,12:00,12:49,이륙
227,JJA1902,CTS,12:05,12:05,12:58,이륙
228,GCR7994,TSN,12:10,12:10,13:16,지연
229,CES580,NKG,12:15,12:15,13:12,이륙
230,CDG4618,TAO,12:20,12:20,13:00,이륙
231,AAR339,HRB,12:25,12:25,13:23,이륙
232,CAL161,TPE,12:25,12:25,13:02,이륙
233,GTI525,CGO,12:25,15:45,16:20,지연
234,JJA1602,NGO,12:25,12:25,13:03,이륙
235,AAR359,HGH,12:30,12:30,13:06,이륙
236,AAR501,CDG,12:30,12:30,13:08,이륙
237,AAR767,DEL,12:30,12:30,13:14,이륙
238,DLH719,MUC,12:30,12:30,12:56,이륙
239,JJA5102,VVO,12:30,13:35,13:46,지연
240,TWB283,KIX,12:30,12:30,13:08,이륙
241,AAR561,FCO,12:35,14:10,15:02,지연
242,HKE619,HKG,12:35,12:35,13:10,이륙
243,KAL817,TXN,12:35,12:35,13:32,이륙
244,AAR134,FUK,12:40,12:40,13:13,이륙
245,AAR349,NKG,12:40,12:40,13:30,이륙
246,SIA008,LAX,12:40,12:40,13:11,이륙
247,CCA172,TSN,12:45,12:45,13:34,이륙
248,CSN682,SHE,12:45,12:45,13:26,이륙
249,KAL481,DEL,12:45,12:45,13:21,이륙
250,KAL913,MAD,12:45,14:00,14:52,지연
251,KAL951,DXB,12:45,12:45,13:49,지연
252,CCA140,HGH,12:50,12:50,13:24,이륙
253,CSN6088,MDG,12:50,12:50,13:44,이륙
254,KAL869,DLC,12:50,12:50,14:25,지연
255,KAL935,PRG,12:50,12:50,13:54,지연
256,APG885,MNL,12:55,13:15,13:58,지연
257,CES5042,PVG,12:55,12:55,13:39,이륙
258,AAR333,PEK,13:00,14:00,13:52,이륙
259,KAL867,ULN,13:00,13:00,14:41,지연
260,KAL907,LHR,13:00,13:00,14:17,지연
261,KZR910,ALA,13:00,13:00,13:19,이륙
262,SHU5497,UUS,13:00,13:00,13:28,이륙
263,CCA124,PEK,13:05,14:10,14:14,지연
264,JNA721,KKJ,13:05,13:05,13:15,이륙
265,KAL923,SVO,13:05,13:05,14:21,지연
266,ASV764,KIX,13:10,13:10,13:25,이륙
267,KAL789,FUK,13:10,15:10,15:47,지연
268,KAL841,TAO,13:10,13:10,14:55,지연
269,CES2034,TAO,13:15,13:15,13:41,이륙
270,KAL933,ZRH,13:15,13:15,14:31,지연
271,AFL251,SVO,13:20,13:20,14:11,이륙
272,CSN688,CGQ,13:20,13:20,14:04,이륙
273,EVA171,KHH,13:20,13:20,13:36,이륙
274,MGL302,ULN,13:20,13:20,14:02,이륙
275,KAL905,FRA,13:25,13:25,15:12,지연
276,JJA1802,OKA,13:30,13:50,14:18,이륙
277,KAL551,NRT,13:30,13:30,13:43,이륙
278,CCA136,PEK,13:35,13:35,14:07,이륙
279,KAL695,KTM,13:35,13:35,14:00,이륙
280,KAL839,WEH,13:35,13:35,14:36,지연
281,SHU5437,VVO,13:35,13:35,13:47,이륙
282,KAL601,HKG,13:45,13:45,14:46,지연
283,AAR713,TPE,14:00,14:00,14:23,이륙
284,CDG4088,TAO,14:00,14:00,14:28,이륙
285,CES2018,WEH,14:00,14:00,14:45,이륙
286,KAL901,CDG,14:00,14:00,15:08,지연
287,ASV784,UBJ,14:05,14:20,14:28,이륙
288,CCA144,YNJ,14:05,14:05,14:33,이륙
289,AAR114,KIX,14:10,15:00,15:52,지연
290,AAR365,PVG,14:10,14:10,14:43,이륙
291,KAL1403,PUS,14:10,14:10,14:19,이륙
292,AAR319,TAO,14:15,14:15,14:48,이륙
293,TWB271,OKA,14:15,14:15,14:38,이륙
294,AAR307,YNT,14:20,14:20,14:57,이륙
295,CES5022,TAO,14:20,15:20,15:26,지연
296,JNA213,KIX,14:20,14:20,14:25,이륙
297,KAL3795,HKD,14:20,14:20,14:41,이륙
298,KAL643,SIN,14:20,14:20,15:45,지연
299,AAR521,LHR,14:30,15:20,16:00,지연
300,KAL833,SHE,14:30,16:00,16:40,지연
301,KAL925,AMS,14:30,14:30,15:22,이륙
302,CSN6074,YNJ,14:35,14:35,15:05,이륙
303,ESR613,KIX,14:35,14:45,15:28,이륙
304,JJA4501,KHH,14:35,14:35,15:14,이륙
305,AAR202,LAX,14:40,14:40,15:06,이륙
306,ESR651,KOJ,14:45,14:45,15:54,지연
307,CSN338,CAN,14:50,14:50,15:18,이륙
308,JJA1104,NRT,14:50,15:05,15:43,이륙
309,KAL553,KIX,14:50,14:50,14:59,이륙
310,TWB295,HSG,14:50,14:50,15:20,이륙
311,CSZ9034,SZX,14:55,14:55,15:24,이륙
312,KAL017,LAX,15:00,15:00,15:36,이륙
313,KAL503,CDG,15:00,15:00,15:32,이륙
314,KAL957,TLV,15:00,15:00,15:56,이륙
315,AAR174,CTS,15:05,15:05,15:49,이륙
316,AAR335,PEK,15:05,15:05,15:41,이륙
317,AMU819,MFM,15:05,15:05,15:30,이륙
318,CPA411,HKG,15:05,15:05,15:34,이륙
319,JNA283,KIX,15:05,15:05,15:58,이륙
320,AAR106,NRT,15:10,16:25,16:26,지연
321,CCA132,PEK,15:10,16:15,16:16,지연
322,KAL725,KIX,15:10,15:10,15:39,이륙
323,KAL931,FCO,15:10,15:10,16:23,지연
324,DLH713,FRA,15:20,15:20,16:07,이륙
325,CDG4082,TAO,15:25,15:25,16:03,이륙
326,ESR615,KIX,15:25,15:25,16:01,이륙
327,JJA8503,WEH,15:25,15:25,16:13,이륙
328,AAR124,NGO,15:30,15:30,16:22,이륙
329,APJ006,KIX,15:30,15:50,16:42,지연
330,FDX5230,MEM,15:30,15:30,16:11,이륙
331,JJA1404,FUK,15:30,16:30,16:32,지연
332,KAL735,OKA,15:30,15:30,16:18,이륙
333,CSN3066,CSX,15:35,15:35,16:09,이륙
334,JNA203,NRT,15:35,15:35,16:15,이륙
335,KAL627,CGK,15:35,16:55,17:21,지연
336,ESR603,NRT,15:40,15:40,16:30,이륙
337,ESR643,FUK,15:50,16:25,16:52,지연
338,CCA440,CKG,15:55,15:55,16:28,이륙
339,XAX505,KUL,15:55,16:45,17:11,지연
340,KAL023,SFO,16:00,16:00,16:58,이륙
341,SBI556,VVO,16:00,16:00,16:35,이륙
342,CES268,YNT,16:05,16:05,16:46,이륙
343,JJA1406,FUK,16:05,16:05,16:34,이륙
344,PAC237,HKG,16:05,16:05,16:48,이륙
345,CRK629,HKG,16:10,16:10,16:38,이륙
346,CSN3062,CAN,16:15,16:15,16:56,이륙
347,AAR751,SIN,16:20,17:10,17:26,지연
348,CES5034,PVG,16:20,16:20,16:44,이륙
349,KAL633,DPS,16:25,16:25,16:54,이륙
350,TAX709,DMK,16:25,16:25,17:03,이륙
351,KAL693,TPE,16:30,16:30,17:01,이륙
352,SIA609,SIN,16:35,16:35,16:50,이륙
353,APJ906,OKA,16:40,16:40,17:23,이륙
354,ASV754,NRT,16:40,16:40,17:09,이륙
355,CES560,TAO,16:40,16:40,17:05,이륙
356,JJA4205,CNX,16:50,16:50,17:06,이륙
357,KAL671,KUL,16:50,16:50,17:14,이륙
358,APG039,KLO,16:55,16:55,17:19,이륙
359,JJA1306,KIX,16:55,17:30,17:42,이륙
360,AAR761,CGK,17:00,17:20,18:33,지연
361,JNA051,VTE,17:00,17:00,17:30,이륙
362,ACA062,YYZ,17:05,17:50,18:14,지연
363,CCA802,TSN,17:05,17:05,17:17,이륙
364,ESR511,BKK,17:05,17:05,17:28,이륙
365,KAL129,AKL,17:05,17:55,18:29,지연
366,MDA263,RMQ,17:05,17:05,17:12,이륙
367,KAL1405,PUS,17:15,17:45,18:12,지연
368,KAL651,BKK,17:15,19:15,20:30,지연
369,KAL001,HNL,17:20,17:20,17:48,이륙
370,JNA003,BKK,17:25,17:25,17:44,이륙
371,TWB293,FUK,17:25,17:25,17:50,이륙
372,CSN696,DLC,17:30,17:30,17:32,이륙
373,THA635,BKK,17:30,17:30,17:46,이륙
374,TWB131,VTE,17:35,17:35,18:08,이륙
375,JNA071,HKT,17:45,17:45,17:53,이륙
376,JNA225,FUK,17:45,17:45,18:04,이륙
377,AAR7475,CNX,17:55,17:55,18:27,이륙
378,ACA064,YVR,17:55,18:25,19:16,지연
379,HVN405,SGN,17:55,17:55,18:10,이륙
380,JJA1608,NGO,18:00,18:00,18:23,이륙
381,JNA061,BKI,18:00,18:00,18:16,이륙
382,KAL629,DPS,18:00,18:30,19:46,지연
383,TWB301,GUM,18:00,18:00,18:25,이륙
384,HVN415,HAN,18:05,18:05,18:21,이륙
385,UAL892,SFO,18:05,18:05,18:06,이륙
386,CCA126,PEK,18:10,18:10,18:19,이륙
387,KAL683,SGN,18:10,18:10,18:58,이륙
388,AAR136,FUK,18:15,18:15,18:56,이륙
389,AAR272,SEA,18:20,19:30,20:05,지연
390,ESR591,DAD,18:20,18:20,18:31,이륙
391,CSH828,PVG,18:25,18:25,18:40,이륙
392,KAL019,SEA,18:25,18:25,19:10,이륙
393,KAL471,RGN,18:30,18:30,19:11,이륙
394,KAL689,PNH,18:30,19:00,19:39,지연
395,AAL280,DFW,18:35,18:35,19:07,이륙
396,DAL26,ATL,18:35,19:10,19:43,지연
397,KAL463,DAD,18:35,18:35,19:19,이륙
398,KAL641,SIN,18:35,19:15,20:26,지연
399,AAR741,BKK,18:40,18:40,19:29,이륙
400,KAL071,YVR,18:40,18:40,19:52,지연
401,KAL637,HKT,18:40,19:15,19:58,지연
402,KAL667,CNX,18:40,18:40,20:09,지연
403,KAL679,HAN,18:40,18:40,19:21,이륙
404,AAR755,DAD,18:45,18:45,19:08,이륙
405,KAL121,SYD,18:45,18:45,19:31,이륙
406,KAL705,NRT,18:45,18:45,19:45,지연
407,KAL781,FUK,18:45,18:45,19:49,지연
408,AAR108,NRT,18:50,18:50,19:27,이륙
409,KAL653,BKK,18:50,18:50,20:07,지연
410,KAL795,CTS,18:50,18:50,19:48,이륙
411,CSN370,PVG,18:55,18:55,19:16,이륙
412,KAL623,MNL,18:55,19:10,20:19,지연
413,ESR501,BKI,19:00,19:00,19:23,이륙
414,JJA2305,MNL,19:00,19:00,19:14,이륙
415,KAL751,NGO,19:00,19:00,19:33,이륙
416,KAL853,PEK,19:00,19:00,20:38,지연
417,DAL198,SEA,19:05,19:05,19:22,이륙
418,KAL721,KIX,19:05,19:05,20:13,지연
419,KAL895,PVG,19:05,19:05,19:43,이륙
420,AAR116,KIX,19:10,19:10,19:36,이륙
421,AAR7315,PQC,19:10,19:10,19:35,이륙
422,JJA4303,VTE,19:10,19:10,19:51,이륙
423,KAL685,SGN,19:10,20:00,20:42,지연
424,AAR735,SGN,19:15,19:15,19:48,이륙
425,ASV501,REP,19:15,19:15,19:26,이륙
426,AAR703,MNL,19:20,19:50,20:06,이륙
427,AAR8531,PUS,19:20,19:40,19:59,지연
428,KAL1415,TAE,19:25,19:25,19:55,지연
429,AAR733,HAN,19:30,19:30,20:02,이륙
430,AAR747,HKT,19:30,21:10,22:06,지연
431,JJA2203,BKK,19:30,19:30,20:00,이륙
432,KAL085,JFK,19:30,19:30,20:45,지연
433,AAR739,PNH,19:35,19:35,20:15,이륙
434,AAR745,HKG,19:35,22:50,23:43,지연
435,JNA063,BKI,19:35,19:35,19:55,이륙
436,JNA601,HNL,19:35,19:35,20:02,이륙
437,KAL111,GUM,19:35,19:35,20:28,이륙
438,KAL123,BNE,19:35,20:05,21:03,지연
439,KAL1407,PUS,19:35,19:35,20:38,지연
440,JNA057,HAN,19:40,19:40,20:11,이륙
441,KAL631,CEB,19:40,19:40,20:44,지연
442,EVA159,TPE,19:45,19:45,20:21,이륙
443,TWB307,SPN,19:45,19:45,19:57,이륙
444,CPA419,HKG,19:50,19:50,20:17,이륙
445,JJA2501,BKI,19:50,19:50,20:24,이륙
446,AAR367,PVG,20:00,20:00,20:28,이륙
447,AAR601,SYD,20:00,20:00,20:31,이륙
448,ASV511,BKI,20:00,20:00,20:35,이륙
449,CSN684,HRB,20:00,20:00,20:04,이륙
450,KAL011,LAX,20:00,20:40,21:44,지연
451,KAL607,HKG,20:00,20:00,21:22,지연
452,CQH8790,SJW,20:05,20:05,20:13,이륙
453,JNA025,CEB,20:05,20:05,20:40,이륙
454,KAL025,SFO,20:05,21:05,22:08,지연
455,TWB101,BKK,20:05,20:05,20:37,이륙
456,ASV531,HKG,20:10,20:10,20:33,이륙
457,JJA3106,GUM,20:10,20:10,20:18,이륙
458,KAL659,BKK,20:15,21:15,21:57,지연
459,UPS188,CTU,20:15,20:15,20:22,이륙
460,AAR232,HNL,20:20,21:20,22:04,지연
461,AAR625,SPN,20:20,20:50,21:33,지연
462,CXA872,XMN,20:20,20:20,20:51,이륙
463,JJA2405,CEB,20:20,20:20,20:48,이륙
464,PAL469,MNL,20:25,20:25,20:46,이륙
465,AAR325,KWL,20:30,20:30,20:50,이륙
466,ESR503,BKI,20:35,20:35,20:56,이륙
467,JJA2205,BKK,20:35,20:35,21:11,이륙
468,KAL053,HNL,20:35,21:15,22:27,지연
469,KAL467,CXR,20:35,20:35,21:26,이륙
470,TWB121,SGN,20:35,20:35,21:01,이륙
471,AAR204,LAX,20:40,21:40,21:52,지연
472,AAR212,SFO,20:40,21:40,22:22,지연
473,AAR743,BKK,20:40,21:30,22:24,지연
474,CSN672,SHE,20:40,20:40,20:52,이륙
475,KAL719,HND,20:40,22:05,22:12,지연
476,KAL9677,VTE,20:40,21:30,21:39,이륙
477,ASV102,GUM,20:45,20:45,21:07,이륙
478,ESR593,DAD,20:45,20:45,21:05,이륙
479,APJ010,KIX,20:50,21:30,22:18,지연
480,ESR541,HAN,20:50,20:50,21:43,이륙
481,ETH609,ADD,20:50,20:50,20:59,이륙
482,CSC8904,CTU,20:55,20:55,21:08,이륙
483,ESR513,BKK,20:55,20:55,21:14,이륙
484,AHK119,HKG,21:00,21:00,20:54,이륙
485,ESR505,BKI,21:00,21:00,21:29,이륙
486,CAL163,TPE,21:05,21:05,21:31,이륙
487,PAC934,SZX,21:05,21:05,21:36,이륙
488,TWB127,DAD,21:05,21:05,21:40,이륙
489,AAR709,CEB,21:10,21:10,21:49,이륙
490,CDG4778,TAO,21:10,21:10,21:20,이륙
491,JNA059,DAD,21:10,21:10,21:51,이륙
492,JNA651,SPN,21:10,21:10,21:24,이륙
493,JJA2803,HAN,21:15,22:20,22:20,지연
494,AAR178,HND,21:25,21:25,21:55,이륙
495,JJA2107,HKG,21:25,22:25,22:35,지연
496,JJA4703,SGN,21:25,21:25,22:10,이륙
497,THA657,BKK,21:25,21:25,21:59,이륙
498,AAR707,CRK,21:30,22:30,22:38,지연
499,AAR969,HKG,21:30,21:30,21:47,이륙
500,JJA2903,DAD,21:30,21:30,22:01,이륙
501,ESR595,DAD,21:35,21:35,22:16,이륙
502,TWB107,MFM,21:35,23:50,23:55,지연
503,ASV541,KLO,21:40,21:40,22:14,이륙
504,JNA023,CRK,21:45,22:20,22:57,지연
505,JJA2565,BKI,21:50,23:15,23:08,지연
506,JJA3108,GUM,21:50,21:50,22:37,이륙
507,AAR993,CAN,22:00,22:00,22:26,이륙
508,HAL460,HNL,22:00,22:00,22:33,이륙
509,KAL395,SGN,22:00,22:30,23:19,지연
510,UPS26,SDF,22:00,22:00,22:29,이륙
511,CSN676,DLC,22:05,22:05,22:31,이륙
512,HKE627,HKG,22:05,22:05,23:05,지연
513,KAL051,HNL,22:05,22:05,23:46,지연
514,AAR609,ROR,22:10,22:10,22:48,이륙
515,JJA3404,SPN,22:10,22:10,22:53,이륙
