,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,PAC213,CVG,00:15,00:39,00:39
1,GTI2918,SEA,00:20,00:18,00:18
2,KAL854,PEK,01:00,00:35,00:35
3,AAR281,LAX,01:45,02:20,02:20
4,CKK257,PVG,01:50,01:59,01:59
5,VJC974,PQC,02:00,01:45,01:45
6,KAL594,FRA,02:40,02:40,02:40
7,PAC997,LAX,03:30,03:47,03:47
8,KAL164,DYG,03:40,03:16,03:16
9,SOO7923,CVG,03:55,04:08,04:08
10,BAV492,CXR,04:20,04:21,04:21
11,KAL624,MNL,04:20,04:06,04:06
12,PAC224,CVG,04:20,03:52,03:52
13,APJ809,HND,04:25,04:14,04:14
14,CRK646,HKG,04:25,03:34,03:34
15,HVN440,CXR,04:25,04:13,04:13
16,QTR8980,DOH,04:25,03:55,03:55
17,AAV600,CEB,04:30,04:16,04:16
18,VJC836,CXR,04:30,05:18,05:18
19,JJA2306,MNL,04:40,03:45,03:45
20,KAL658,BKK,04:45,04:32,04:32
21,CES2023,CSX,04:50,05:07,05:07
22,KAL720,HND,04:50,04:28,04:28
23,UZB3597,TAS,04:50,17:45,17:45
24,AAR324,CTU,04:55,04:44,04:44
25,AAV700,KLO,04:55,04:57,04:57
26,KAL680,HAN,04:55,04:42,04:42
27,AAR322,CSX,05:00,04:30,04:30
28,AAR704,MNL,05:00,04:24,04:24
29,AAR746,HKG,05:00,04:40,04:40
30,ESR592,DAD,05:00,04:38,04:38
31,TWB132,VTE,05:00,04:36,04:36
32,KAL886,KMG,05:05,04:50,04:50
33,TWB302,GUM,05:05,04:26,04:26
34,VJC880,DAD,05:05,05:13,05:13
35,KAL012,LAX,05:10,05:48,05:48
36,AAR223,JFK,05:15,03:53,04:10
37,KAL006,LAS,05:15,05:54,05:54
38,KAL086,JFK,05:15,04:34,04:34
39,AAR203,LAX,05:20,05:50,05:50
40,KAL608,HKG,05:20,05:12,05:12
41,VJC864,SGN,05:25,05:38,05:38
42,VJC962,HAN,05:25,05:26,05:26
43,AAR211,SFO,05:30,05:42,05:42
44,AAR356,CAN,05:30,05:00,05:00
45,ASV502,HKG,05:30,05:05,05:05
46,CPA412,HKG,05:30,05:40,05:40
47,HVN416,HAN,05:30,05:15,05:15
48,KAL026,SFO,05:30,05:20,05:20
49,KAL696,KTM,05:30,05:03,05:03
50,KAL464,DAD,05:35,05:21,05:21
51,KAL632,CEB,05:35,05:28,05:28
52,AAR756,DAD,05:40,05:33,05:33
53,JNA004,BKK,05:40,05:35,05:35
54,KAL650,MNL,05:40,05:15,05:15
55,AAR734,HAN,05:45,05:21,05:21
56,DAL27,ATL,05:45,05:23,05:23
57,KAL644,SIN,05:45,06:01,06:01
58,PAL466,MNL,05:50,05:24,05:24
59,APG036,KLO,05:55,05:32,05:32
60,JJA2108,HKG,05:55,05:29,05:29
