,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA,Arrival_STT
56,AAR734,HAN,05:40,06:56,06:56,지연
57,AMU826,MFM,05:40,05:40,05:40,착륙
58,AAR356,CAN,05:45,07:03,07:03,지연
59,CPA412,HKG,05:45,05:27,,결항
60,HVN416,HAN,05:50,05:45,05:45,착륙
61,AAR756,DAD,05:55,05:50,05:50,착륙
62,KAL112,GUM,05:55,06:05,06:05,착륙
63,KAL316,PVG,05:55,05:38,05:38,착륙
64,KAL644,SIN,05:55,05:52,05:52,착륙
65,AMX090,MEX,06:00,05:59,05:59,착륙
66,ESR512,BKK,06:00,05:47,05:47,착륙
67,VJC878,DAD,06:00,06:11,06:11,착륙
68,AAR740,PNH,06:05,06:32,06:32,착륙
69,JJA2108,HKG,06:05,06:44,06:44,착륙
70,JNA122,MFM,06:05,07:23,07:23,지연
71,TWB122,SGN,06:05,08:04,08:04,지연
72,AAR752,SIN,06:10,06:17,06:17,착륙
73,JJA2004,MFM,06:10,06:22,06:22,착륙
74,KAL652,BKK,06:10,06:01,06:01,착륙
75,JNA024,CRK,06:15,07:00,07:00,착륙
76,VJC926,HPH,06:15,05:43,05:43,착륙
77,AAR3243,CTU,06:20,07:44,07:44,지연
78,JJA2502,BKI,06:25,06:09,06:09,착륙
79,JNA062,BKI,06:25,06:24,06:24,착륙
80,KAL632,CEB,06:25,06:48,06:48,착륙
81,PAL484,CEB,06:25,06:14,06:14,착륙
82,AAR626,SPN,06:30,06:38,06:38,착륙
83,AAR970,HKG,06:30,07:07,07:07,착륙
84,JNA096,JHB,06:30,07:12,07:12,착륙
85,PAL474,PPS,06:30,06:28,06:28,착륙
86,KAL690,PNH,06:35,06:53,06:53,착륙
87,KZR209,TSE,06:35,06:16,06:16,착륙
88,THA658,BKK,06:35,06:34,06:34,착륙
89,TWB128,DAD,06:35,07:31,07:31,착륙
90,ASV1011,GUM,06:40,07:10,07:10,착륙
91,HVN408,SGN,06:40,07:36,07:36,착륙
92,HVN430,DAD,06:40,07:19,07:19,착륙
93,KAL684,SGN,06:40,06:36,06:36,착륙
94,ESR594,DAD,06:45,06:26,06:26,착륙
95,AAR708,CRK,06:50,06:57,06:57,착륙
96,JJA2406,CEB,06:50,08:06,08:06,지연
97,KAL658,BKK,06:50,06:50,06:50,착륙
98,KAL884,URC,06:50,06:21,06:21,착륙
99,JJA3105,GUM,06:55,07:04,07:04,착륙
100,KAL672,KUL,06:55,07:11,07:11,착륙
101,THA656,BKK,06:55,06:58,06:58,착륙
102,AAR988,PVG,07:00,07:17,07:17,착륙
103,ASV512,BKI,07:00,07:01,07:01,착륙
104,KAL474,MLE,07:00,06:46,06:46,착륙
105,KAL482,DEL,07:00,06:40,06:40,착륙
106,JNA052,VTE,07:05,07:54,07:54,착륙
107,KAL668,CNX,07:05,06:30,06:30,착륙
108,LAO921,VTE,07:05,07:25,07:25,착륙
109,AAR736,SGN,07:10,07:40,07:40,착륙
110,AFR264,CDG,07:10,07:22,07:22,착륙
111,ESR502,BKI,07:10,06:42,06:42,착륙
112,MAS066,KUL,07:10,07:38,07:38,착륙
113,KAL628,CGK,07:15,07:05,07:05,착륙
114,JJA4304,VTE,07:20,07:08,07:08,착륙
115,JNA058,HAN,07:20,07:16,07:16,착륙
116,JJA2804,HAN,07:25,08:32,08:32,지연
117,JJA2904,DAD,07:25,08:19,08:19,착륙
118,JNA026,CEB,07:25,08:23,08:23,착륙
119,KAL9170,SYX,07:25,07:13,07:13,착륙
120,AAR578,ALA,07:30,07:28,07:28,착륙
121,AAR748,HKT,07:30,08:02,08:02,착륙
122,BAW17,LHR,07:30,07:18,07:18,착륙
123,KAL634,DPS,07:30,07:21,07:21,착륙
124,KAL472,RGN,07:35,07:26,07:26,착륙
125,KAL638,HKT,07:35,08:10,08:10,착륙
126,AHK128,HKG,07:45,07:46,07:46,착륙
127,SIA608,SIN,07:45,07:33,07:33,착륙
128,KAL314,HKG,07:50,07:57,07:57,착륙
129,KAL468,CXR,07:50,08:26,08:26,착륙
130,AJX8479,OKA,07:55,08:35,08:35,착륙
131,ESR542,HAN,07:55,09:07,09:07,지연
132,JNA060,DAD,07:55,08:12,08:12,착륙
133,UPS196,ANC,07:55,07:47,07:47,착륙
134,VJC960,HAN,07:55,09:16,09:16,지연
135,AAR8532,PUS,08:00,07:42,07:42,착륙
136,AAR710,CEB,08:05,08:17,08:17,착륙
137,JNA644,GUM,08:05,09:23,09:23,지연
138,KAL1402,PUS,08:10,07:49,07:49,착륙
139,KAL678,ROR,08:10,07:18,07:18,착륙
140,KAL1412,TAE,08:15,08:00,08:00,착륙
141,FIN41,HEL,08:20,07:52,07:52,착륙
142,JNA002,BKK,08:25,08:43,08:43,착륙
143,KAL320,CAN,08:25,08:08,08:08,착륙
144,KAL646,SIN,08:25,08:28,08:28,착륙
145,UZB511,TAS,08:25,08:21,08:21,착륙
146,FDX5926,MEM,08:30,08:39,08:39,착륙
147,GIA878,CGK,08:30,08:50,08:50,착륙
148,JJA3403,SPN,08:30,08:48,08:48,착륙
149,AAR177,HND,08:35,08:14,08:14,착륙
150,FDX5230,MEM,08:35,09:04,09:04,착륙
151,JJA3107,GUM,08:35,08:57,08:57,착륙
152,KAL336,PVG,08:35,07:55,07:55,착륙
153,XAX506,KUL,08:35,08:31,08:31,착륙
154,ASV552,DAD,08:40,08:54,08:54,착륙
155,JJA2204,BKK,08:40,08:41,08:41,착륙
156,JJA3163,GUM,08:40,09:18,09:18,착륙
157,TWB102,BKK,08:40,09:02,09:02,착륙
158,KAL214,SFO,08:50,06:52,06:52,착륙
159,AAR762,CGK,08:55,08:52,08:52,착륙
160,UPS11,SDF,08:55,08:37,08:37,착륙
161,JJA2206,BKK,09:10,09:21,09:21,착륙
162,LOT97,WAW,09:10,08:46,08:46,착륙
163,AAR742,BKK,09:15,09:09,09:09,착륙
164,GIA870,DPS,09:15,09:26,09:26,착륙
165,PAC237,CVG,09:15,08:15,08:15,착륙
166,AAR552,IST,09:20,09:32,09:32,착륙
167,KAL630,DPS,09:25,09:40,09:40,착륙
168,APJ001,KIX,09:30,09:44,09:44,착륙
169,KAL234,SEA,09:30,08:25,08:25,착륙
170,AIH512,HAN,09:40,09:47,09:47,착륙
171,ASV101,GUM,09:40,10:18,10:18,착륙
172,AZA758,FCO,09:40,09:12,09:12,착륙
173,KAL924,SVO,09:40,09:38,09:38,착륙
174,VJC862,SGN,09:40,10:12,10:12,착륙
175,ESR514,BKK,09:45,09:42,09:42,착륙
176,JJA4704,SGN,09:45,09:34,09:34,착륙
177,SIA008,SIN,09:50,09:28,09:28,착륙
178,AAR610,ROR,09:55,09:36,09:36,착륙
179,JJA2908,DAD,10:05,09:14,09:14,착륙
180,TAX700,DMK,10:05,10:10,10:10,착륙
181,AAR934,HAN,10:20,17:09,17:09,지연
182,CSN685,DLC,10:20,10:28,10:28,착륙
183,KAL362,HAN,10:20,10:15,10:15,착륙
184,CAL164,KHH,10:30,10:40,10:40,착륙
185,GCR7993,TSN,10:30,10:35,10:35,착륙
186,JNA931,GMP,10:40,10:38,10:38,착륙
187,CDG4095,TNA,10:45,10:21,10:21,착륙
188,CSN683,HRB,10:45,10:30,10:30,착륙
189,CES2039,TAO,10:55,10:44,10:44,착륙
190,JNA222,FUK,10:55,11:32,11:32,착륙
191,JNA262,KKJ,10:55,10:42,10:42,착륙
192,AAR115,KIX,11:00,10:59,10:59,착륙
193,CES549,YNT,11:00,10:46,10:46,착륙
194,EVA170,TPE,11:00,11:06,11:06,착륙
195,JJA1607,NGO,11:00,10:50,10:50,착륙
196,KAL536,FRA,11:05,10:48,10:48,착륙
197,PAC715,LAX,11:05,10:32,10:32,착륙
198,ASV721,NGS,11:10,10:52,10:52,착륙
199,CAL160,TPE,11:10,11:09,11:29,착륙
200,AFL250,SVO,11:15,11:04,11:04,착륙
201,CDG4617,TAO,11:15,10:54,10:54,착륙
202,CES579,NKG,11:15,11:14,11:14,착륙
203,UPS64,ANC,11:15,11:45,11:45,착륙
204,CSN313,PVG,11:20,11:17,11:17,착륙
205,DLH712,FRA,11:20,11:38,11:38,착륙
206,KAL722,KIX,11:20,11:13,11:13,착륙
207,CSA190,PRG,11:25,11:41,11:41,착륙
208,FDX5154,ANC,11:25,11:03,11:03,착륙
209,KAL752,NGO,11:25,11:10,11:10,착륙
210,AAR107,NRT,11:30,11:16,11:16,착륙
211,AAR368,PVG,11:30,11:22,11:22,착륙
212,JJA1303,KIX,11:30,12:01,12:01,착륙
213,JJA1361,KIX,11:30,11:40,11:40,착륙
214,CCA123,PEK,11:35,11:20,11:20,착륙
215,CSN681,SHE,11:35,11:58,11:58,착륙
216,ETD876,AUH,11:35,11:08,11:08,착륙
217,TWB298,OIT,11:35,11:54,11:54,착륙
218,CCA171,TSN,11:45,11:01,11:01,착륙
219,KAL706,NRT,11:45,11:27,11:27,착륙
220,SHU5450,KHV,11:45,11:28,11:28,착륙
221,AAR542,FRA,11:50,11:36,11:36,착륙
222,KAL938,VIE,11:50,11:11,11:11,착륙
223,ASV761,KIX,11:55,11:49,11:49,착륙
224,CES5041,PVG,11:55,12:03,12:03,착륙
225,CSN6079,WUH,11:55,11:37,11:37,착륙
226,KAL1404,PUS,11:55,11:42,11:42,착륙
227,KAL896,PVG,11:55,11:53,11:53,착륙
228,PAC751R,CVG,11:55,11:48,11:48,착륙
229,HKE618,HKG,12:00,11:55,11:55,착륙
230,KAL748,OKJ,12:00,12:13,12:13,착륙
231,KAL788,FUK,12:00,12:16,12:16,착륙
232,CCA139,HGH,12:05,12:09,12:09,착륙
233,TWB274,HSG,12:05,12:19,,결항
234,APG884,MNL,12:10,12:18,12:18,착륙
235,CES2033,TAO,12:10,11:31,11:31,착륙
236,KAL846,TAO,12:10,12:06,12:06,착륙
237,SHU5436,VVO,12:10,11:51,11:51,착륙
238,CSN687,CGQ,12:15,12:26,12:26,착륙
239,KAL952,DXB,12:15,11:44,11:44,착륙
240,AAR310,WEH,12:20,12:04,12:04,착륙
241,ESR642,FUK,12:20,11:57,11:57,착륙
242,JJA8402,TAO,12:20,12:29,12:29,착륙
243,AAR588,JFK,12:30,13:02,13:02,착륙
244,AIC310,BOM,12:30,15:00,,결항
245,ASV701,TAK,12:30,12:33,12:33,착륙
246,CPA438,HKG,12:35,13:10,13:10,착륙
247,JNA212,KIX,12:35,13:17,13:17,착륙
248,PAC213,CVG,12:35,12:42,12:42,착륙
249,AAR111,KIX,12:40,13:06,13:06,착륙
250,AAR302,DLC,12:40,13:04,13:04,착륙
251,CCA401,CTU,12:40,12:20,12:20,착륙
252,CDG4087,TAO,12:50,12:46,12:46,착륙
253,MGL301,ULN,12:50,12:31,12:31,착륙
254,AAR318,TAO,12:55,13:00,13:00,착륙
255,KAL906,FRA,12:55,13:12,13:12,착륙
256,THY88,IST,12:55,12:48,12:48,착륙
257,AAR131,FUK,13:00,12:53,12:53,착륙
258,AAR328,TSN,13:00,12:34,12:34,착륙
259,ESR612,KIX,13:00,13:11,13:11,착륙
260,AAR121,NGO,13:05,12:55,12:55,착륙
261,AAR768,DEL,13:10,13:56,13:56,착륙
262,CCA143,YNJ,13:10,14:10,14:10,지연
263,TWB282,KIX,13:10,13:28,13:28,착륙
264,CES2017,WEH,13:15,12:56,12:56,착륙
265,CES5021,TAO,13:15,12:40,12:40,착륙
266,KAL832,SHE,13:15,13:14,13:14,착륙
267,JNA202,NRT,13:20,14:15,14:15,착륙
268,TWB238,NGO,13:20,13:15,13:15,착륙
269,CSN6073,YNJ,13:25,12:38,12:38,착륙
270,KAL918,ZRH,13:25,12:59,12:59,착륙
271,ASV741,YGJ,13:30,13:26,13:26,착륙
272,CES5061,PVG,13:30,13:21,13:21,착륙
273,TWB670,RMQ,13:30,13:35,13:35,착륙
274,KAL786,KOJ,13:35,13:30,13:30,착륙
275,CCA439,CKG,13:40,13:18,13:18,착륙
276,TWB292,FUK,13:45,13:41,13:41,착륙
277,AAR332,PEK,13:50,13:20,13:20,착륙
278,JJA1301,KIX,13:50,13:37,13:37,착륙
279,KAL930,LED,13:50,13:32,13:32,착륙
280,AAR562,FCO,13:55,13:34,13:34,착륙
281,ACA063,YVR,13:55,13:22,13:22,착륙
282,CSN337,CAN,13:55,13:39,13:39,착륙
283,CSZ9033,SZX,13:55,14:05,14:05,착륙
284,ESR882,TPE,13:55,13:45,13:45,착륙
285,KAL776,KMQ,13:55,13:49,13:49,착륙
286,AAR283,SFO,14:00,18:27,18:27,지연
287,JJA8502,WEH,14:00,13:48,13:48,착륙
288,JNA082,TPE,14:00,14:12,14:12,착륙
289,AMU820,MFM,14:05,13:52,13:52,착륙
290,CPA410,HKG,14:05,13:59,13:59,착륙
291,AAR157,KMI,14:10,13:43,13:43,착륙
292,ESR622,CTS,14:10,14:08,14:08,착륙
293,JJA1401,FUK,14:10,14:03,14:03,착륙
294,KAL806,TSN,14:10,13:54,13:54,착륙
295,KAL810,CGO,14:10,15:31,15:31,지연
296,KAL724,KIX,14:15,14:20,14:20,착륙
297,KAL894,PVG,14:20,14:01,14:01,착륙
298,APJ005,KIX,14:25,14:45,14:45,착륙
299,AAR304,CGQ,14:30,14:26,14:26,착륙
300,AAR362,PVG,14:30,14:41,14:41,착륙
301,CDG4081,TAO,14:30,14:18,14:18,착륙
302,JJA1101,NRT,14:30,14:39,14:39,착륙
303,AAR794,FRA,14:35,15:32,15:32,착륙
304,ESR602,NRT,14:35,14:30,14:30,착륙
305,JJA8702,YNT,14:35,14:52,14:52,착륙
306,KAL1406,PUS,14:35,14:22,14:22,착륙
307,KAL908,LHR,14:35,14:24,14:24,착륙
308,TWB202,NRT,14:40,15:26,15:26,착륙
309,JJA1903,CTS,14:45,14:34,14:34,착륙
310,KLM855,AMS,14:50,14:32,14:32,착륙
311,UAL893,SFO,14:50,14:51,14:51,착륙
312,AAR352,YNJ,14:55,14:36,14:36,착륙
313,CES267,YNT,14:55,15:22,15:22,착륙
314,CCA131,PEK,15:00,14:43,14:43,착륙
315,CES2003,KMG,15:00,15:14,15:14,착륙
316,JNA282,KIX,15:00,15:15,15:15,착륙
317,KAL910,CDG,15:00,15:11,15:11,착륙
318,AAR171,OKA,15:05,15:09,15:09,착륙
319,JJA2602,TPE,15:05,15:21,15:21,착륙
320,KAL926,AMS,15:05,14:57,14:57,착륙
321,AAR151,SDJ,15:10,15:04,15:04,착륙
322,AAR790,MXP,15:10,16:02,16:02,착륙
323,CSZ9031,SZX,15:10,15:08,15:08,착륙
324,JNA232,CTS,15:10,15:13,15:13,착륙
325,KAL824,MDG,15:10,15:07,15:07,착륙
326,KAL958,TLV,15:10,14:49,14:49,착륙
327,AAL281,DFW,15:15,14:28,14:28,착륙
328,KAL914,MAD,15:15,15:47,15:47,착륙
329,CES5033,PVG,15:20,16:13,16:13,착륙
330,KAL074,YYZ,15:20,14:55,14:55,착륙
331,KAL8244,DFW,15:20,15:23,15:23,착륙
332,XAX504,KUL,15:20,15:29,15:34,착륙
333,AIH242,WEH,15:25,15:25,15:25,착륙
334,CSN3061,CAN,15:25,15:18,15:18,착륙
335,APJ905,OKA,15:30,15:44,15:44,착륙
336,JNA206,NRT,15:30,15:37,15:37,착륙
337,CES559,TAO,15:35,15:17,15:17,착륙
338,SIA600,SIN,15:35,15:19,15:19,착륙
339,JNA224,FUK,15:40,15:35,15:35,착륙
340,KAL742,NGO,15:40,15:43,15:43,착륙
341,CDG4721,TAO,15:45,15:59,15:59,착륙
342,DAL199,SEA,15:45,14:47,14:47,착륙
343,AAR101,NRT,15:50,18:06,18:06,지연
344,AAR522,LHR,15:50,15:36,15:36,착륙
345,JJA1601,NGO,15:50,15:29,15:29,착륙
346,KAL686,SGN,15:50,15:39,15:39,착륙
347,KAL932,FCO,15:50,17:16,17:16,지연
348,AAR364,PVG,15:55,15:54,15:54,착륙
349,CQH8559,PVG,15:55,15:46,15:46,착륙
350,KAL892,YNJ,15:55,15:38,15:38,착륙
351,ETH672,ADD,16:00,17:54,17:54,지연
352,KAL250,JFK,16:00,15:28,15:28,착륙
353,KAL768,AOJ,16:00,15:41,15:41,착륙
354,KAL882,WUH,16:00,15:51,15:51,착륙
355,AIH234,YNT,16:05,16:41,16:41,착륙
356,SBI503,IKT,16:05,16:21,16:21,착륙
357,KAL036,ATL,16:10,16:03,16:03,착륙
358,THA634,BKK,16:15,16:09,16:09,착륙
359,AAR133,FUK,16:20,16:44,16:44,착륙
360,ASV751,NRT,16:20,16:38,16:38,착륙
361,CCA801,TSN,16:25,16:32,16:32,착륙
362,HVN404,SGN,16:25,16:37,16:37,착륙
363,JNA246,OKA,16:25,16:58,16:58,착륙
364,KAL038,ORD,16:25,16:16,16:16,착륙
365,KAL396,SGN,16:25,15:49,15:49,착륙
366,ACA061,YYZ,16:30,16:23,16:23,착륙
367,CSN695,DLC,16:30,17:46,17:46,지연
368,DAL159,DTW,16:30,16:10,16:10,착륙
369,KAL704,NRT,16:30,22:55,22:55,지연
370,KAL820,CSX,16:30,16:34,16:34,착륙
371,KAL856,PEK,16:30,16:14,16:14,착륙
372,AAR712,TPE,16:35,16:20,16:20,착륙
373,CCA125,PEK,16:35,16:07,16:07,착륙
374,HVN414,HAN,16:35,16:27,16:27,착륙
375,JJA1105,NRT,16:35,16:47,16:47,착륙
376,KAL032,DFW,16:40,17:22,17:22,착륙
377,KAL898,PVG,16:45,16:30,16:30,착륙
378,AAR702,MNL,16:50,17:14,17:14,착륙
379,KAL094,IAD,16:50,16:05,16:05,착륙
380,KAL808,XIY,16:50,16:25,16:25,착륙
381,KAL982,VVO,16:50,17:11,17:11,착륙
382,TWB276,KMJ,16:50,17:43,17:43,착륙
383,KAL604,HKG,16:55,16:49,16:49,착륙
384,KAL870,DLC,16:55,17:33,17:33,착륙
385,QTR858,DOH,16:55,17:02,17:02,착륙
386,THY90,IST,16:55,17:05,17:05,착륙
387,UAE322,DXB,16:55,16:53,17:19,착륙
388,AAR348,XIY,17:00,16:40,16:40,착륙
389,AAR370,CAN,17:00,16:46,16:46,착륙
390,KAL692,TPE,17:00,17:25,17:25,착륙
391,TWB284,KIX,17:00,17:01,17:01,착륙
392,TWB252,CTS,17:05,19:24,19:24,지연
393,AAR221,JFK,17:10,16:08,17:06,착륙
394,AAR231,HNL,17:10,16:36,16:36,착륙
395,KAL1460,PUS,17:10,16:43,16:43,착륙
396,KAL766,CTS,17:15,16:53,16:53,착륙
397,KAL866,CAN,17:15,16:51,16:51,착륙
398,KAL018,LAX,17:20,17:13,17:13,착륙
399,KAL082,JFK,17:20,16:54,16:54,착륙
400,KAL1408,PUS,17:20,16:56,16:56,착륙
401,KAL622,MNL,17:20,17:23,17:23,착륙
402,CSH827,PVG,17:25,17:32,17:32,착륙
403,KAL024,SFO,17:25,17:03,17:03,착륙
404,KAL862,TAO,17:25,17:39,17:39,착륙
405,AAR8534,PUS,17:30,17:20,17:20,착륙
406,AAR201,LAX,17:35,23:39,23:39,지연
407,ESR632,OKA,17:35,17:18,17:18,착륙
408,JJA1763,MYJ,17:35,16:51,16:51,착륙
409,JNA078,DAD,17:35,17:48,17:48,착륙
410,KAL138,NAN,17:35,17:46,17:46,착륙
411,KAL660,BKK,17:35,17:38,17:38,착륙
412,KAL864,TSN,17:35,18:01,18:01,착륙
413,AAR722,HKG,17:40,17:40,17:40,착륙
414,ESR932,HKG,17:40,18:46,18:46,지연
415,KAL840,WEH,17:40,17:58,17:58,착륙
416,AAR271,SEA,17:45,17:28,17:28,착륙
417,KAL020,SEA,17:45,16:59,16:59,착륙
418,KAL122,SYD,17:45,17:34,17:34,착륙
419,KAL828,SZX,17:45,18:00,18:00,착륙
420,KAL888,XMN,17:45,17:51,17:51,착륙
421,KAL054,HNL,17:50,17:27,17:27,착륙
422,KAL072,YVR,17:50,17:36,17:36,착륙
423,KAL848,TNA,17:50,18:29,18:29,착륙
424,KAL790,FUK,17:55,17:50,17:50,착륙
425,TWB126,DAD,17:55,17:41,17:41,착륙
426,AAR340,HRB,18:00,18:24,18:24,착륙
427,AAR998,TSN,18:00,17:57,17:57,착륙
428,KAL1414,TAE,18:00,18:02,18:02,착륙
429,ASV763,KIX,18:05,17:55,17:55,착륙
430,JNA114,HKG,18:05,18:04,18:04,착륙
431,AAR2471,ATL,18:10,17:07,17:07,착륙
432,AAR350,NKG,18:10,18:19,18:19,착륙
433,AAR360,HGH,18:10,19:50,19:50,지연
434,JJA2102,HKG,18:15,18:07,18:07,착륙
435,AAR308,YNT,18:20,19:30,19:30,지연
436,AAR334,PEK,18:20,18:43,18:43,착륙
437,ESR644,FUK,18:20,19:08,19:08,착륙
438,AAR372,SZX,18:30,18:44,18:44,착륙
439,AAR728,HAN,18:30,18:31,18:31,착륙
440,JNA214,KIX,18:30,18:10,18:10,착륙
441,AAR3543,CKG,18:35,19:06,19:06,착륙
442,KAL480,HAN,18:35,18:22,18:22,착륙
443,KAL648,SIN,18:35,18:47,18:47,착륙
444,TWB296,HSG,18:35,18:19,,결항
445,AAR320,TAO,18:45,18:49,18:49,착륙
446,EVA160,TPE,18:45,18:33,18:33,착륙
447,KAL318,TSN,18:45,18:18,18:18,착륙
448,KAL614,HKG,18:45,18:36,18:36,착륙
449,AAR113,KIX,18:50,18:31,18:31,착륙
450,CSN6087,MDG,18:55,18:14,18:14,착륙
451,JJA1801,OKA,18:55,20:40,20:40,지연
452,JJA8504,WEH,18:55,19:40,19:40,착륙
453,AAR602,SYD,19:00,18:35,18:35,착륙
454,ESR652,KOJ,19:00,20:21,20:21,지연
455,JJA2002,MFM,19:00,20:28,20:28,지연
456,ASV765,KIX,19:05,18:42,18:42,착륙
457,CPA418,HKG,19:05,19:03,19:03,착륙
458,JJA1403,FUK,19:05,19:26,19:26,착륙
459,JJA1901,CTS,19:10,18:38,18:38,착륙
460,JJA5101,VVO,19:10,18:40,18:40,착륙
461,AAR366,PVG,19:20,19:38,19:38,착륙
462,AAR732,SGN,19:25,19:29,19:29,착륙
463,KAL796,CTS,19:25,18:58,18:58,착륙
464,KAL504,CDG,19:35,19:22,19:22,착륙
465,PAL468,MNL,19:35,19:48,19:48,착륙
466,TWB272,OKA,19:35,20:02,20:02,착륙
467,JNA228,FUK,19:40,20:03,20:03,착륙
468,CAL162,TPE,19:45,19:44,19:44,착륙
469,EVA172,KHH,19:45,19:16,19:16,착륙
470,JJA3401,SPN,19:45,20:08,20:08,착륙
471,CXA871,XMN,19:50,21:05,21:05,지연
472,UPS173,ANC,19:50,19:43,19:43,착륙
473,APG9048,CEB,19:55,19:46,19:46,착륙
474,ESR614,KIX,19:55,20:24,20:24,착륙
475,JNA642,GUM,19:55,20:30,20:30,착륙
476,KAL002,HNL,19:55,20:06,20:06,착륙
477,APJ009,KIX,20:00,19:58,19:58,착륙
478,HAL459,HNL,20:00,19:34,19:34,착륙
479,JNA264,KKJ,20:00,20:19,20:19,착륙
480,KAL834,SHE,20:00,21:29,21:29,지연
481,CSN369,PVG,20:05,19:36,19:36,착륙
482,FDX5924,OAK,20:05,20:17,20:17,착륙
483,JJA1307,KIX,20:10,19:33,19:33,착륙
484,KAL8352,PEN,20:10,20:15,20:15,착륙
485,THA628,BKK,20:10,20:11,20:11,착륙
486,CPA430,HKG,20:15,20:38,20:38,착륙
487,KAL726,KIX,20:15,20:32,20:32,착륙
488,AAR714,TPE,20:20,20:49,20:49,착륙
489,JJA4502,KHH,20:20,20:13,20:13,착륙
490,TWB3296,FUK,20:20,21:08,21:08,착륙
491,AAR378,DLC,20:30,20:47,20:47,착륙
492,JNA204,NRT,20:35,21:41,21:41,지연
493,JNA226,FUK,20:35,20:54,20:54,착륙
494,CES2043,TAO,20:40,20:53,20:53,착륙
495,CSN671,SHE,20:40,23:55,23:56,착륙
496,SYL535,UUD,20:40,20:27,20:27,착륙
497,CDG4619,TAO,20:45,20:34,20:34,착륙
498,CES5051,PVG,20:45,21:09,21:09,착륙
499,CSN339,HAK,20:45,20:51,20:51,착륙
500,KAL114,GUM,20:45,20:43,20:43,착륙
501,AAR123,NGO,20:50,20:56,20:56,착륙
502,JJA2902,DAD,20:50,21:39,21:39,착륙
503,TWB286,KIX,20:50,20:45,20:45,착륙
504,CSN675,DLC,20:55,21:33,21:33,착륙
505,JJA3101,GUM,21:00,21:48,21:48,착륙
506,JNA284,KIX,21:00,20:58,20:58,착륙
507,CDG4707,YNT,21:05,20:36,20:36,착륙
508,CES5049,YNT,21:05,21:02,21:02,착륙
509,AAR173,CTS,21:10,22:32,22:32,지연
510,CSN315,PEK,21:10,21:25,21:25,착륙
511,JJA1103,NRT,21:10,22:20,22:20,지연
512,CEB128,CEB,21:15,21:04,21:04,착륙
