,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,EVA150,TPE,00:05,00:33,00:33
1,KAL854,PEK,00:45,00:12,00:12
2,AAR8480,CJU,00:50,00:43,00:43
3,AJX8475,NRT,01:10,00:45,00:45
4,APJ701,CTS,01:10,00:39,00:39
5,UPS196A,ANC,01:10,00:49,00:49
6,ESR872,PVG,02:30,02:21,02:21
7,BOX580,LEJ,02:40,02:05,02:05
8,KAL868,ULN,03:25,02:56,02:56
9,AAR235,ORD,04:00,03:35,03:35
10,JNA080,DAD,04:05,03:17,03:17
11,UPS99,SDF,04:05,06:20,06:20
12,KAL086,JFK,04:10,04:11,04:11
13,AAV704,KLO,04:15,04:24,04:24
14,JJA2306,MNL,04:15,04:06,04:06
15,AAR203,LAX,04:20,04:08,04:08
16,APJ809,HND,04:25,04:00,04:00
17,CRK646,HKG,04:25,03:50,03:50
18,HVN440,CXR,04:25,04:26,04:26
19,AAR211,SFO,04:30,03:03,03:58
20,AAV600,CEB,04:30,05:02,05:02
21,AZG611,GYD,04:30,08:53,08:53
22,KAL026,SFO,04:30,04:16,04:16
23,VJC836,CXR,04:30,05:04,05:04
24,ESR992,VVO,04:35,04:28,04:28
25,KAL624,MNL,04:35,04:18,04:18
26,KAL720,HND,04:35,04:30,04:30
27,AAR704,MNL,04:40,05:24,05:24
28,DAL27,ATL,04:45,04:13,04:13
29,TWB302,GUM,04:45,04:21,04:21
30,AAR324,CTU,04:50,04:35,04:35
31,KAL012,LAX,04:50,04:42,04:42
32,AAV700,KLO,04:55,04:45,04:45
33,KAL006,LAS,04:55,04:37,04:37
34,ESR592,DAD,05:00,04:32,04:32
35,TWB132,VTE,05:00,04:39,04:39
36,VJC880,DAD,05:00,06:08,06:08
37,AAR326,KWL,05:05,04:55,04:55
38,AAR746,HKG,05:10,05:53,05:53
39,CES2023,CSX,05:20,04:52,04:52
40,TWB308,SPN,05:20,04:47,04:47
41,APG036,KLO,05:25,04:57,04:57
42,KAL464,DAD,05:25,04:59,04:59
43,KAL608,HKG,05:25,05:08,05:08
