,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,MGL307,ULN,00:25,01:07,01:07
1,TAX702,DMK,00:35,00:57,00:57
2,FDX592A,OAK,00:40,00:32,00:32
3,MGL309,ULN,00:40,01:00,01:00
4,KAL854,PEK,00:45,00:16,00:16
5,AJX8475,NRT,00:55,00:44,00:44
6,KAL486,DAD,00:55,01:02,01:02
7,APJ701,CTS,01:10,00:47,00:47
8,EVA150,TPE,01:42,01:38,01:38
9,VJC974,PQC,02:25,02:18,02:18
10,KAL316,PVG,02:30,07:21,07:21
11,GTI2418,LAX,03:10,03:23,03:23
12,CKS257,CVG,03:15,02:40,02:40
13,KAL868,ULN,03:25,03:07,03:07
14,AAR203,LAX,04:00,03:14,03:14
15,AAR211,SFO,04:00,02:50,03:31
16,AAR235,ORD,04:00,03:27,03:27
17,DAL27,ATL,04:00,03:51,03:51
18,KAL026,SFO,04:00,03:20,03:20
19,JNA080,DAD,04:05,03:16,03:16
20,UPS99,SDF,04:05,04:06,04:06
21,KAL086,JFK,04:10,03:46,03:46
22,JJA2306,MNL,04:15,04:27,04:27
23,KAL012,LAX,04:20,03:54,03:54
24,APJ809,HND,04:25,04:31,04:31
25,CRK646,HKG,04:25,04:21,04:21
26,HVN440,CXR,04:30,04:14,04:14
27,VJC836,CXR,04:30,06:02,06:02
28,ESR992,VVO,04:35,04:12,04:12
29,KAL006,LAS,04:35,04:16,04:16
30,KAL624,MNL,04:35,04:29,04:29
31,KAL720,HND,04:35,03:58,03:58
32,TAX704,DMK,04:35,04:24,04:24
33,AAR704,MNL,04:40,04:18,04:18
34,TWB302,GUM,04:45,04:42,04:42
35,AAR324,CTU,04:50,04:51,04:51
36,AAV704,KLO,04:50,05:03,05:03
37,AAV700,KLO,04:55,04:10,04:10
38,AAR568,ULN,05:00,04:48,04:48
39,AAV600,CEB,05:00,04:36,04:36
40,AZG611,GYD,05:00,04:45,04:45
41,ESR592,DAD,05:00,05:47,05:47
42,TWB132,VTE,05:00,07:10,07:10
43,VJC880,DAD,05:00,04:54,04:54
44,AAR746,HKG,05:10,04:40,04:40
45,IFA4138,ALA,05:20,05:19,05:19
46,PAL466,MNL,05:20,05:29,05:29
47,TWB308,SPN,05:20,05:05,05:05
48,APG036,KLO,05:25,05:01,05:01
49,KAL464,DAD,05:25,05:08,05:08
50,KAL608,HKG,05:25,04:57,04:57
51,KAL680,HAN,05:25,05:11,05:11
52,VJC864,SGN,05:25,05:26,05:26
53,ASV502,HKG,05:30,05:17,05:17
54,TWB9424,VVO,05:30,07:08,07:08
55,UPS11,SDF,05:30,10:31,10:31
56,VJC962,HAN,05:30,05:46,05:46
57,KAL860,PEK,05:35,05:31,05:31
58,AAR734,HAN,05:40,05:24,05:24
59,DLH718,MUC,05:40,05:22,05:22
60,AAR356,CAN,05:45,05:52,05:52
61,HVN416,HAN,05:50,06:04,06:04
62,JJA4206,CNX,05:50,06:00,06:00
63,JNA064,BKI,05:50,05:43,05:43
64,TWB3308,ROR,05:50,06:49,06:49
65,AAR756,DAD,05:55,05:15,05:15
66,CPA412,HKG,05:55,05:39,05:39
67,JNA040,KLO,05:55,05:33,05:33
68,KAL112,GUM,05:55,06:11,06:11
69,AMX090,MEX,06:00,10:22,10:22
70,ESR512,BKK,06:00,05:41,05:41
71,KAL612,HKG,06:00,05:35,05:35
72,KAL644,SIN,06:00,05:50,05:50
73,SBI5791,OVB,06:00,05:56,05:56
74,THA688,BKK,06:00,06:10,06:10
75,TWB3306,GUM,06:00,06:22,06:22
76,VJC878,DAD,06:00,06:07,06:07
77,JJA2108,HKG,06:05,06:28,06:28
78,JNA122,MFM,06:05,05:54,05:54
79,TWB122,SGN,06:05,05:37,05:37
80,KAL658,BKK,06:10,05:58,05:58
81,VJC926,HPH,06:15,05:44,05:44
82,AAR752,SIN,06:20,06:06,06:06
83,JJA2508,BKI,06:25,06:45,06:45
84,KAL632,CEB,06:25,06:37,06:37
