,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD,Departure_STT
103,KAL691,TPE,09:00,10:17,10:16,지연
104,KAL723,KIX,09:00,09:00,09:51,이륙
105,KAL865,CAN,09:00,09:00,09:40,이륙
106,SIA607,SIN,09:00,09:00,09:32,이륙
107,AAR303,CGQ,09:05,09:05,09:30,이륙
108,AAR361,PVG,09:05,09:05,09:25,이륙
109,ESR611,KIX,09:05,09:05,09:20,이륙
110,KAL657,BKK,09:05,10:08,10:08,지연
111,KAL845,TAO,09:05,09:05,09:53,이륙
112,KAL881,WUH,09:05,10:13,10:13,지연
113,ASV732,HIJ,09:10,09:10,09:57,이륙
114,ESR931,HKG,09:10,09:10,09:36,이륙
115,JJA1302,KIX,09:10,09:10,09:48,이륙
116,KAL681,SGN,09:10,09:10,09:42,이륙
117,KAL825,YNJ,09:10,10:50,10:50,지연
118,KAL113,GUM,09:15,10:25,10:25,지연
119,AAR351,YNJ,09:20,09:20,09:44,이륙
120,CPA421,HKG,09:20,09:20,10:02,이륙
121,KAL807,XIY,09:20,10:36,10:36,지연
122,KAL809,CGO,09:20,09:20,10:00,이륙
123,KAL813,HFE,09:20,09:20,10:19,이륙
124,JNA113,HKG,09:25,09:25,09:51,이륙
125,AAR152,SDJ,09:30,09:30,10:02,이륙
126,ASV712,FSZ,09:35,09:35,10:05,이륙
127,ESR641,FUK,09:35,10:15,10:32,이륙
128,JJA1300,KIX,09:35,09:35,10:17,이륙
129,JNA641,GUM,09:35,09:35,09:59,이륙
130,KAL035,ATL,09:35,11:09,11:09,지연
131,THA659,BKK,09:35,09:35,10:10,이륙
132,XAX507,KUL,09:35,09:35,09:58,이륙
133,AAR172,OKA,09:40,09:40,10:06,이륙
134,AAR301,DLC,09:40,09:40,10:04,이륙
135,ESR617,KIX,09:40,09:40,10:15,이륙
136,JNA081,TPE,09:40,09:40,10:37,이륙
137,KAL483,HAN,09:40,10:46,10:46,지연
138,AAR371,SZX,09:55,09:55,10:25,이륙
139,AFR267,CDG,09:55,10:05,10:27,이륙
140,JJA2101,HKG,09:55,09:55,10:23,이륙
141,AAR711,TPE,10:00,10:00,10:21,이륙
142,ASV752,NRT,10:00,10:00,10:38,이륙
143,KAL081,JFK,10:00,11:57,11:57,지연
144,JJA3102,GUM,10:05,10:05,10:27,이륙
145,KAL765,CTS,10:05,12:10,12:09,지연
146,KAL887,XMN,10:05,10:05,10:56,이륙
147,KAL981,VVO,10:05,11:49,11:49,지연
148,TWB291,FUK,10:05,10:05,10:23,이륙
149,AAR347,XIY,10:10,10:10,10:30,이륙
150,CPA417,HKG,10:10,10:10,10:31,이륙
151,JJA3402,SPN,10:10,10:10,10:29,이륙
152,JNA245,OKA,10:10,10:10,10:48,이륙
153,KAL703,NRT,10:10,10:40,11:04,이륙
154,HVN409,SGN,10:15,10:15,10:44,이륙
155,KAL093,IAD,10:15,11:51,11:51,지연
156,KAL805,TSN,10:15,12:05,12:05,지연
157,APJ002,KIX,10:25,10:25,12:01,지연
158,CLX635,LUX,10:25,15:00,15:22,지연
159,AAR572,KHV,10:30,10:40,11:23,이륙
160,JAL954,NRT,10:30,11:00,11:30,지연
161,JJA8501,WEH,10:30,10:30,10:53,이륙
162,JNA039,KLO,10:30,10:30,11:59,지연
163,GIA879,CGK,10:35,10:35,10:51,이륙
164,HVN417,HAN,10:35,10:35,11:28,이륙
165,JJA1106,NRT,10:35,11:33,11:33,이륙
166,JJA1402,FUK,10:35,10:35,11:00,이륙
167,KAL741,NGO,10:35,11:37,11:37,지연
168,JJA1308,KIX,10:40,10:40,11:18,이륙
169,JJA2901,DAD,10:40,10:40,11:02,이륙
170,KAL037,ORD,10:40,12:31,12:31,지연
171,HVN431,DAD,10:45,10:45,10:58,이륙
172,JJA2601,TPE,10:45,10:45,11:12,이륙
173,AAR222,JFK,10:50,10:50,11:21,이륙
174,AAR363,PVG,10:50,10:50,11:06,이륙
175,DAL158,DTW,10:50,10:50,11:14,이륙
176,THA629,BKK,10:50,10:50,11:42,이륙
177,VJC863,SGN,10:50,10:50,11:19,이륙
178,BAW18,LHR,10:55,10:55,11:26,이륙
179,CSN340,HAK,10:55,10:55,11:55,지연
180,AAL127,PVG,11:00,11:00,11:53,이륙
181,AAR541,FRA,11:00,11:00,11:39,이륙
182,JJA2001,MFM,11:00,11:00,11:36,이륙
183,KAL031,DFW,11:00,12:18,12:18,지연
184,KAL613,HKG,11:00,12:40,12:40,지연
185,MAS067,KUL,11:00,11:00,12:11,지연
186,AIH231,YNT,11:05,11:05,11:10,이륙
187,FIN42,HEL,11:05,11:05,11:15,이륙
188,KAL727,KIX,11:05,12:27,12:27,지연
189,KAL745,FUK,11:05,12:23,12:23,지연
190,VJC961,HAN,11:05,11:05,11:31,이륙
191,TWB251,CTS,11:10,11:10,11:43,이륙
192,CSN686,DLC,11:20,11:20,11:45,이륙
193,KAL855,PEK,11:20,12:53,12:52,지연
194,SWM214,REP,11:20,11:20,11:47,이륙
195,TAX701,DMK,11:20,11:20,12:03,이륙
196,ESR631,OKA,11:30,11:30,12:29,이륙
197,KAL461,DAD,11:35,13:24,13:25,지연
198,KAL897,PVG,11:35,12:56,12:56,지연
199,EVA169,TPE,11:40,11:40,12:19,이륙
200,JJA5102,VVO,11:40,11:40,12:25,이륙
201,CAL165,KHH,11:45,11:45,12:13,이륙
202,CDG4096,TNA,11:45,11:45,12:21,이륙
203,LAO922,VTE,11:50,11:50,12:08,이륙
204,CES2040,TAO,11:55,11:55,12:15,이륙
205,CES550,YNT,12:00,12:00,12:38,이륙
206,CSN314,PVG,12:00,12:00,12:36,이륙
207,GIA871,DPS,12:00,12:00,12:42,이륙
208,JNA223,FUK,12:00,12:00,12:33,이륙
209,JJA1902,CTS,12:05,12:05,12:44,이륙
210,GCR7994,TSN,12:10,12:10,12:35,이륙
211,CES580,NKG,12:15,12:15,12:55,이륙
212,CDG4618,TAO,12:20,12:20,12:49,이륙
213,AAR339,HRB,12:25,12:25,12:58,이륙
214,AMX091,MEX,12:25,12:25,12:57,이륙
215,CAL161,TPE,12:25,12:25,13:00,이륙
216,JNA721,KKJ,12:25,12:25,12:59,이륙
217,SHU5451,KHV,12:25,12:25,12:51,이륙
218,UPS174,CGO,12:25,12:25,12:46,이륙
219,AAR349,NKG,12:30,12:30,13:16,이륙
220,AAR359,HGH,12:30,12:30,13:02,이륙
221,AAR767,DEL,12:30,12:30,13:04,이륙
222,TWB283,KIX,12:30,12:30,13:01,이륙
223,HKE619,HKG,12:35,12:35,13:07,이륙
224,AAR134,FUK,12:40,12:40,13:03,이륙
225,JJA1602,NGO,12:40,12:40,13:15,이륙
226,SIA008,LAX,12:40,12:40,13:05,이륙
227,CCA172,TSN,12:45,12:45,13:06,이륙
228,CSN682,SHE,12:45,13:30,14:09,지연
229,KAL951,DXB,12:45,13:25,13:54,지연
230,AAR501,CDG,12:50,12:50,13:10,이륙
231,CCA140,HGH,12:50,12:50,13:12,이륙
232,KAL869,DLC,12:50,12:50,13:33,이륙
233,KAL935,PRG,12:50,12:50,13:40,이륙
234,APG885,MNL,12:55,13:40,14:16,지연
235,CES5042,PVG,12:55,12:55,13:35,이륙
236,AAR333,PEK,13:00,13:00,13:22,이륙
237,KAL867,ULN,13:00,13:30,14:13,지연
238,KAL907,LHR,13:00,13:40,14:28,지연
239,KZR910,ALA,13:00,13:00,13:19,이륙
240,CCA124,PEK,13:05,13:05,13:37,이륙
241,KAL923,SVO,13:05,13:05,14:03,이륙
242,TWB275,KMJ,13:05,13:05,13:25,이륙
243,ASV764,KIX,13:10,13:10,13:40,이륙
244,KAL789,FUK,13:10,13:10,13:29,이륙
245,KAL841,TAO,13:10,14:00,14:39,지연
246,CES2034,TAO,13:15,13:15,13:27,이륙
247,AFL251,SVO,13:20,13:20,13:31,이륙
248,CSN6080,WUH,13:20,13:20,13:39,이륙
249,CSN688,CGQ,13:20,13:20,13:46,이륙
250,MGL302,ULN,13:20,13:20,13:43,이륙
251,KAL695,KTM,13:25,14:25,14:47,지연
252,KAL905,FRA,13:25,13:25,14:45,지연
253,ESR623,CTS,13:30,13:30,13:42,이륙
254,JJA1802,OKA,13:30,13:30,13:55,이륙
255,ASV521,MFM,13:35,13:35,14:11,이륙
256,KAL839,WEH,13:35,13:35,14:00,이륙
257,SHU5437,VVO,13:35,13:35,13:53,이륙
258,KAL915,BCN,13:40,13:40,14:22,이륙
259,CCA402,CTU,13:45,13:45,13:57,이륙
260,KAL601,HKG,13:45,13:45,14:20,이륙
261,AIC317,BOM,13:50,13:50,14:14,이륙
262,AAR713,TPE,14:00,14:00,14:30,이륙
263,CDG4088,TAO,14:00,14:00,14:06,이륙
264,CES2018,WEH,14:00,14:00,14:25,이륙
265,KAL901,CDG,14:00,14:00,14:57,이륙
266,ASV784,UBJ,14:05,14:05,14:16,이륙
267,AZA759,FCO,14:05,14:05,14:32,이륙
268,CCA144,YNJ,14:05,14:05,14:18,이륙
269,AAR114,KIX,14:10,16:30,15:13,지연
270,AAR158,KMI,14:10,14:10,14:18,이륙
271,AAR365,PVG,14:10,14:10,14:37,이륙
272,DAL170,LAS,14:10,14:10,14:25,이륙
273,KAL1403,PUS,14:10,14:10,14:27,이륙
274,AAR319,TAO,14:15,14:15,14:35,이륙
275,TWB271,OKA,14:15,14:15,14:34,이륙
276,AAR174,CTS,14:20,17:15,15:20,지연
277,CES5022,TAO,14:20,14:20,14:42,이륙
278,FDX5835,ANC,14:20,14:20,15:16,이륙
279,JNA213,KIX,14:20,14:20,14:39,이륙
280,KAL643,SIN,14:20,14:20,15:18,이륙
281,AAR521,LHR,14:30,14:30,14:54,이륙
282,KAL833,SHE,14:30,14:30,14:48,이륙
283,CSN6074,YNJ,14:35,14:35,14:51,이륙
284,ESR613,KIX,14:35,14:45,15:04,이륙
285,KAL735,OKA,14:35,14:35,15:02,이륙
286,AAR202,LAX,14:40,14:40,15:08,이륙
287,ESR651,KOJ,14:45,14:45,15:06,이륙
288,CSN338,CAN,14:50,14:50,14:56,이륙
289,JJA1104,NRT,14:50,14:50,15:24,이륙
290,TWB295,HSG,14:50,14:50,15:11,이륙
291,CSZ9034,SZX,14:55,14:55,15:00,이륙
292,JNA283,KIX,15:00,15:00,15:29,이륙
293,KAL017,LAX,15:00,17:30,18:10,지연
294,AAR335,PEK,15:05,18:12,16:16,지연
295,AMU819,MFM,15:05,15:05,15:31,이륙
296,CPA411,HKG,15:05,15:05,15:26,이륙
297,AAR106,NRT,15:10,15:10,15:33,이륙
298,CCA132,PEK,15:10,15:50,16:09,이륙
299,KAL725,KIX,15:10,15:40,16:00,이륙
300,KAL931,FCO,15:10,15:10,15:35,이륙
301,DLH713,FRA,15:20,15:20,15:46,이륙
302,CDG4082,TAO,15:25,15:25,15:38,이륙
303,ESR615,KIX,15:25,15:25,15:48,이륙
304,JJA8503,WEH,15:25,15:25,15:41,이륙
305,AAR307,YNT,15:30,15:30,15:50,이륙
306,APJ006,KIX,15:30,17:00,17:27,지연
307,JJA1404,FUK,15:30,15:30,15:58,이륙
308,JNA203,NRT,15:35,15:35,15:56,이륙
309,KAL627,CGK,15:35,15:55,16:43,지연
310,TWB669,RMQ,15:35,15:35,15:37,이륙
311,ESR603,NRT,15:40,15:40,16:02,이륙
312,CCA740,WNZ,15:50,15:50,16:15,이륙
313,ESR643,FUK,15:50,15:50,16:07,이륙
314,CCA440,CKG,15:55,15:55,16:05,이륙
315,HKE1665,HKG,15:55,15:55,16:12,이륙
316,XAX505,KUL,15:55,15:55,16:45,이륙
317,KAL023,SFO,16:00,16:30,16:50,이륙
318,SBI556,VVO,16:00,16:00,16:38,이륙
319,CES268,YNT,16:05,16:05,16:53,이륙
320,JJA1108,NRT,16:05,16:05,16:27,이륙
321,CSN3062,CAN,16:15,16:15,17:05,이륙
322,AAR751,SIN,16:20,16:20,16:36,이륙
323,CES5034,PVG,16:20,16:20,17:25,지연
324,AAR124,NGO,16:25,16:25,17:02,이륙
325,TAX709,DMK,16:25,16:25,16:40,이륙
326,KAL693,TPE,16:30,18:00,18:25,지연
327,SIA609,SIN,16:35,16:35,16:56,이륙
328,APJ906,OKA,16:40,16:40,17:04,이륙
329,ASV754,NRT,16:40,16:40,16:58,이륙
330,CES560,TAO,16:40,16:40,16:46,이륙
331,JJA1406,FUK,16:40,16:40,16:59,이륙
332,KAL671,KUL,16:50,16:50,17:40,이륙
333,APG039,KLO,16:55,18:50,18:58,지연
334,JJA1306,KIX,16:55,16:55,17:35,이륙
335,JJA4205,CNX,16:55,16:55,17:07,이륙
336,JNA051,VTE,17:00,17:00,17:30,이륙
337,KAL3765,CTS,17:00,18:45,18:33,지연
338,ACA062,YYZ,17:05,17:30,18:30,지연
339,CCA802,TSN,17:05,17:05,17:18,이륙
340,ESR511,BKK,17:05,17:05,17:15,이륙
341,KAL129,AKL,17:05,17:05,17:23,이륙
342,AAR118,KIX,17:10,17:10,17:33,이륙
343,KAL1405,PUS,17:15,18:00,18:42,지연
344,KAL651,BKK,17:15,18:05,18:39,지연
345,AAR573,TAS,17:20,17:20,17:43,이륙
346,AAR761,CGK,17:20,17:20,17:45,이륙
347,KAL001,HNL,17:20,17:20,18:37,지연
348,JNA003,BKK,17:25,17:55,19:12,지연
349,CSN696,DLC,17:30,17:30,19:03,지연
350,THA635,BKK,17:30,17:30,17:50,이륙
351,TWB131,VTE,17:35,17:35,18:18,이륙
352,JNA225,FUK,17:45,17:45,19:05,지연
353,JNA705,DAD,17:50,17:50,18:05,이륙
354,ACA064,YVR,17:55,18:40,19:15,지연
355,HVN405,SGN,17:55,17:55,18:56,지연
356,JJA1608,NGO,18:00,18:00,18:50,이륙
357,JNA061,BKI,18:00,18:00,19:01,지연
358,KAL629,DPS,18:00,19:35,20:34,지연
359,TWB301,GUM,18:00,18:00,18:35,이륙
360,APG885A,MNL,18:05,18:05,18:27,이륙
361,HVN415,HAN,18:05,18:05,18:29,이륙
362,UAL892,SFO,18:05,18:05,18:20,이륙
363,CCA126,PEK,18:10,18:10,18:48,이륙
364,KAL683,SGN,18:10,18:10,18:52,이륙
365,AAR136,FUK,18:15,18:15,18:54,이륙
366,AAR272,SEA,18:20,18:20,19:07,이륙
367,AAR741,BKK,18:20,18:40,19:06,이륙
368,ESR591,DAD,18:20,18:20,18:46,이륙
369,CSH828,PVG,18:25,18:25,18:44,이륙
370,FDX5241,IND,18:25,18:25,18:21,이륙
371,KAL471,RGN,18:30,18:50,19:42,지연
372,KAL689,PNH,18:30,18:30,19:17,이륙
373,KAL885,KMG,18:30,19:00,19:15,이륙
374,TWB293,FUK,18:30,18:30,19:09,이륙
375,AAL280,DFW,18:35,19:30,20:01,지연
376,DAL26,ATL,18:35,18:35,19:24,이륙
377,KAL463,DAD,18:35,19:00,19:38,지연
378,KAL641,SIN,18:35,19:45,20:28,지연
379,KAL071,YVR,18:40,19:50,21:05,지연
380,KAL637,HKT,18:40,19:50,20:12,지연
381,KAL667,CNX,18:40,20:15,21:26,지연
382,KAL679,HAN,18:40,20:15,21:40,지연
383,AAR755,DAD,18:45,18:45,19:09,이륙
384,KAL121,SYD,18:45,20:35,21:52,지연
385,KAL655,BOM,18:45,18:45,19:32,이륙
386,KAL705,NRT,18:45,18:45,19:18,이륙
387,KAL781,FUK,18:45,18:45,19:27,이륙
388,AAR108,NRT,18:50,18:50,19:12,이륙
389,CSN684,HRB,18:50,18:50,19:21,이륙
390,KAL653,BKK,18:50,20:50,22:14,지연
391,KAL795,CTS,18:50,18:50,19:45,이륙
392,CSN370,PVG,18:55,18:55,19:19,이륙
393,KAL623,MNL,18:55,18:55,21:48,지연
394,KAL843,NNG,18:55,23:20,23:17,지연
395,ESR501,BKI,19:00,19:35,19:47,이륙
396,JJA2305,MNL,19:00,19:00,19:33,이륙
397,KAL751,NGO,19:00,19:20,20:35,지연
398,KAL853,PEK,19:00,21:00,22:39,지연
399,DAL198,SEA,19:05,20:25,21:28,지연
400,KAL721,KIX,19:05,19:25,20:04,이륙
401,KAL895,PVG,19:05,21:15,22:49,지연
402,AAR116,KIX,19:10,19:10,19:32,이륙
403,JJA4303,VTE,19:10,19:10,19:35,이륙
404,AAR735,SGN,19:15,19:55,21:12,지연
405,AAR703,MNL,19:20,20:01,21:33,지연
406,AAR8531,PUS,19:20,21:09,21:10,지연
407,KAL1415,TAE,19:25,20:55,21:50,지연
408,AAR733,HAN,19:30,21:00,21:24,지연
409,AAR747,HKT,19:30,19:30,19:51,이륙
410,JJA2203,BKK,19:30,19:30,20:08,이륙
411,KAL085D,JFK,19:30,23:30,23:38,지연
412,AAR739,PNH,19:35,19:35,19:53,이륙
413,AAR745,HKG,19:35,19:55,20:24,이륙
414,JNA063,BKI,19:35,19:35,20:22,이륙
415,JNA601,HNL,19:35,19:35,19:49,이륙
416,KAL111,GUM,19:35,20:40,22:33,지연
417,KAL123,BNE,19:35,23:35,23:50,지연
418,KAL1407,PUS,19:35,19:35,20:17,지연
419,JNA057,HAN,19:40,19:40,20:19,이륙
420,KAL631,CEB,19:40,19:40,21:03,지연
421,EVA159,TPE,19:45,19:45,20:14,이륙
422,TWB307,SPN,19:45,19:45,20:07,이륙
423,CPA419,HKG,19:50,19:50,20:02,이륙
424,JJA2501,BKI,19:50,19:50,20:06,이륙
425,AAR367,PVG,20:00,20:00,20:26,이륙
426,AAR601,SYD,20:00,21:00,22:21,지연
427,ASV511,BKI,20:00,20:00,20:10,이륙
428,KAL011,LAX,20:00,20:30,21:37,지연
429,KAL607,HKG,20:00,23:25,23:54,지연
430,JNA025,CEB,20:05,20:05,21:31,지연
431,KAL025,SFO,20:05,23:40,23:41,지연
432,TWB101,BKK,20:05,20:05,21:20,지연
433,AAR323,CTU,20:10,20:10,20:59,이륙
434,ASV531,HKG,20:10,20:10,21:08,이륙
435,JJA3106,GUM,20:10,20:10,21:59,지연
436,KAL659,BKK,20:15,23:35,23:10,지연
437,AAR232,HNL,20:20,22:00,22:16,지연
438,AAR236,ORD,20:20,21:22,21:22,지연
439,AAR625,SPN,20:20,22:34,22:29,지연
440,AAR743,BKK,20:20,20:20,20:51,이륙
441,JJA2405,CEB,20:20,20:20,22:24,지연
442,PAL469,MNL,20:25,20:25,21:14,이륙
443,JJA2565,BKI,20:30,20:30,21:01,이륙
444,CXA872,XMN,20:35,20:35,22:01,지연
445,ESR503,BKI,20:35,20:35,22:09,지연
446,JJA2205,BKK,20:35,21:00,22:55,지연
447,KAL053,HNL,20:35,23:25,22:57,지연
448,TWB121,SGN,20:35,20:35,21:56,지연
449,AAR204,LAX,20:40,23:30,23:12,지연
450,AAR212,SFO,20:40,23:23,23:18,지연
451,CSN672,SHE,20:40,20:40,22:19,지연
452,EVA171,KHH,20:40,20:40,20:48,이륙
453,ASV102,GUM,20:45,20:45,22:07,지연
454,ESR593,DAD,20:45,20:45,21:45,지연
455,AAR355,CAN,20:50,20:50,21:35,이륙
456,APJ010,KIX,20:50,21:20,22:31,지연
457,ESR541,HAN,20:50,20:50,21:17,이륙
458,ETH609,ADD,20:50,20:50,22:53,지연
459,ESR513,BKK,20:55,22:55,23:21,지연
460,ESR505,BKI,21:00,22:35,23:34,지연
461,KAL005,LAS,21:00,23:20,23:54,지연
462,PAC947,HKG,21:00,23:30,23:02,지연
463,AAR321,CSX,21:05,22:20,23:27,지연
464,CAL163,TPE,21:05,21:05,22:42,지연
465,AAR709,CEB,21:10,22:30,23:24,지연
466,CDG4778,TAO,21:10,21:10,22:44,지연
467,JNA059,DAD,21:10,21:11,22:37,지연
468,JJA2803,HAN,21:15,21:15,21:55,이륙
469,AAR178,HND,21:25,21:25,22:12,이륙
470,JJA2107,HKG,21:25,21:25,23:36,지연
471,JJA4703,SGN,21:25,21:25,22:46,지연
472,THA657,BKK,21:25,21:25,22:05,이륙
473,AAR969,HKG,21:30,21:30,21:43,이륙
474,JJA2903,DAD,21:30,21:31,22:27,이륙
475,ESR595,DAD,21:35,21:35,22:51,지연
476,TWB107,MFM,21:35,21:35,22:10,이륙
477,CDG4708,YNT,21:45,21:45,22:35,이륙
478,JNA023,CRK,21:45,21:45,23:32,지연
479,AHK129,HKG,21:50,21:50,23:59,지연
480,CES2024,CSX,21:50,21:50,23:58,지연
481,UPS195,ANC,21:50,21:50,23:56,지연
482,AAR955,HAN,22:00,23:30,23:47,지연
483,JJA8601,SYX,22:00,22:00,23:15,지연
484,JJA3404,SPN,22:10,22:10,23:43,지연
485,AAR707,CRK,22:25,23:50,23:30,지연
486,TWB621,SYX,22:30,22:30,23:40,지연
487,UPS61,ANC,23:05,,,결항
