,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,ETH673,NRT,00:05,00:03,00:03
1,EVA150,TPE,00:05,00:14,00:14
2,QDA9901,TAO,00:05,00:06,00:06
3,MGL307,ULN,00:25,23:50,00:10
4,KAL854,PEK,00:45,00:12,00:12
5,AAR910,ORD,01:00,00:26,00:26
6,APJ701,CTS,01:10,00:35,00:35
7,PAC963,NGO,01:15,01:22,01:22
8,ESR872,PVG,02:30,03:02,03:02
9,HYT9073,YNZ,02:35,01:49,01:49
10,CKK257,PVG,02:40,04:44,04:44
11,KAL868,ULN,03:25,03:09,03:09
12,ETH3640,BRU,03:30,03:23,03:23
13,PAC224,CVG,03:35,03:51,03:51
14,PAC997,LAX,03:35,02:54,02:58
15,ICV8732,MXP,03:45,04:46,04:46
16,AAR203,LAX,04:00,03:35,03:35
17,AAR211,SFO,04:00,02:54,04:10
18,DAL27,ATL,04:00,03:41,03:41
19,KAL026,SFO,04:00,04:14,04:14
20,JNA080,DAD,04:05,03:13,03:13
21,KAL086,JFK,04:10,04:04,04:04
22,JJA2306,MNL,04:15,04:07,04:07
23,KAL012,LAX,04:20,04:02,04:02
24,APJ809,HND,04:25,04:25,04:25
25,CRK646,HKG,04:25,03:53,03:53
26,HVN440,CXR,04:30,04:32,04:32
27,VJC836,CXR,04:30,05:40,05:33
28,ESR992,VVO,04:35,04:18,04:18
29,KAL006,LAS,04:35,03:59,03:59
30,KAL624,MNL,04:35,04:11,04:11
31,KAL720,HND,04:35,04:16,04:16
32,TAX704,DMK,04:35,04:27,04:27
33,AAR704,MNL,04:40,04:22,04:22
34,TWB302,GUM,04:45,04:20,04:20
35,AAR324,CTU,04:50,04:30,04:30
36,AAV704,KLO,04:50,07:09,07:09
37,AAV700,KLO,04:55,04:43,04:43
38,AAV600,CEB,05:00,08:47,08:47
39,ESR592,DAD,05:00,04:36,04:36
40,TWB132,VTE,05:00,04:39,04:39
41,VJC880,DAD,05:00,04:50,04:50
42,AAR746,HKG,05:10,05:02,05:02
43,CES2023,CSX,05:20,04:59,04:59
44,PAL466,MNL,05:20,05:07,05:07
45,TWB308,SPN,05:20,04:52,04:52
46,APG036,KLO,05:25,05:05,05:05
47,KAL464,DAD,05:25,05:10,05:10
48,KAL608,HKG,05:25,05:14,05:14
49,KAL680,HAN,05:25,05:17,05:17
50,KAL696,KTM,05:25,05:28,05:28
51,VJC864,SGN,05:25,07:18,07:18
52,AAR568,ULN,05:30,05:25,05:25
53,ASV502,HKG,05:30,05:12,05:12
54,VJC962,HAN,05:30,05:40,05:40
55,KAL860,PEK,05:35,04:55,04:55
56,AAR734,HAN,05:40,06:05,06:05
57,DLH718,MUC,05:40,05:36,05:36
58,AAR358,CAN,05:45,05:22,05:22
59,TWB108,MFM,05:45,05:45,05:45
60,HVN416,HAN,05:50,05:50,05:50
61,JJA4206,CNX,05:50,05:54,05:54
62,JNA064,BKI,05:50,05:59,05:59
63,KAL250,JFK,05:50,05:30,05:30
64,UZB511,TAS,05:50,05:39,05:39
65,AAR756,DAD,05:55,05:20,05:20
66,CPA412,HKG,05:55,05:43,05:43
67,JNA040,KLO,05:55,05:52,05:52
68,KAL112,GUM,05:55,05:47,05:47
69,AMX090,MEX,06:00,06:07,06:07
70,KAL612,HKG,06:00,05:42,05:42
71,KAL644,SIN,06:00,05:48,05:48
72,VJC878,DAD,06:00,06:13,06:13
73,JJA2108,HKG,06:05,06:09,06:09
74,JNA122,MFM,06:05,06:15,06:15
75,TWB122,SGN,06:05,05:37,05:37
76,KAL658,BKK,06:10,05:58,05:58
77,VJC926,HPH,06:15,05:57,05:57
78,AAR752,SIN,06:20,06:18,06:18
79,JJA2004,MFM,06:25,06:01,06:01
80,JJA2508,BKI,06:25,06:35,06:35
81,KAL632,CEB,06:25,06:25,06:25
82,PAL484,CEB,06:25,06:22,06:22
83,AAR626,SPN,06:30,06:16,06:16
84,AAR970,HKG,06:30,06:29,06:29
85,JNA024,CRK,06:30,07:46,07:46
86,PAL488,KLO,06:30,06:11,06:11
87,AAR7483,HKT,06:35,06:43,06:43
88,THA658,BKK,06:35,06:21,06:21
89,TWB128,DAD,06:35,08:00,07:55
90,HVN408,SGN,06:40,06:49,06:49
91,HVN430,DAD,06:40,06:36,06:36
92,JNA062,BKI,06:40,06:40,06:40
93,KAL684,SGN,06:40,06:23,06:23
94,KAL690,PNH,06:40,06:32,06:32
95,ESR594,DAD,06:45,06:45,06:45
96,JNA124,MFM,06:45,07:02,07:02
97,AAR283,SFO,06:50,06:03,06:03
98,AAR708,CRK,06:50,06:57,06:57
99,ASV102,GUM,06:50,06:48,06:48
100,ESR512,BKK,06:50,06:47,06:47
101,KAL672,KUL,06:50,06:39,06:39
102,KAL884,URC,06:50,06:27,06:27
103,JJA2406,CEB,06:55,07:17,07:17
104,JJA3105,GUM,06:55,06:33,06:33
105,KAL652,BKK,06:55,06:50,06:50
106,THA656,BKK,06:55,06:55,06:55
107,AAR988,PVG,07:00,07:40,07:40
108,ASV532,KLO,07:00,06:54,06:54
109,KAL474,MLE,07:00,07:07,07:07
110,KAL482,DEL,07:00,07:11,07:11
111,JNA072,HKT,07:05,07:03,07:03
112,JNA096,JHB,07:05,07:26,07:26
113,AAR736,SGN,07:10,07:22,07:22
114,CEB180,KLO,07:10,06:59,06:59
115,ESR502,BKI,07:10,06:53,06:53
116,MAS066,KUL,07:10,06:57,06:57
117,AAR740,PNH,07:15,07:24,07:24
118,AFR264,CDG,07:15,06:06,06:37
119,KAL628,CGK,07:15,07:05,07:05
120,ASV542,BKI,07:20,07:29,07:29
121,JJA4304,VTE,07:20,07:10,07:10
122,JNA058,HAN,07:20,07:31,07:31
123,JJA2804,HAN,07:25,07:51,07:51
124,KAL472,RGN,07:30,07:38,07:38
125,BAW17,LHR,07:35,07:14,07:14
126,AAR710,CEB,07:45,07:44,07:44
127,AHK128,HKG,07:45,07:36,07:36
128,KAL942,TAS,07:45,07:20,07:20
129,SIA608,SIN,07:45,07:27,07:27
130,AAR578,ALA,07:50,07:14,07:14
131,JNA026,CEB,07:50,07:34,07:34
132,KAL314,HKG,07:50,07:23,07:23
133,KAL468,CXR,07:50,07:42,07:42
134,ESR562,CXR,07:55,08:14,08:14
135,JNA060,DAD,07:55,08:54,08:54
136,UPS196,ANC,07:55,07:32,07:32
137,VJC960,HAN,07:55,09:41,09:41
138,AAR8532,PUS,08:00,07:49,07:49
139,JJA2904,DAD,08:05,09:14,09:14
140,KAL1402,PUS,08:10,07:59,07:59
141,AAR976,XIY,08:15,08:12,08:12
142,KAL1410,TAE,08:15,08:09,08:09
143,FIN41,HEL,08:20,07:52,07:52
144,JNA028,CEB,08:20,07:57,07:57
145,JNA002,BKK,08:25,08:28,08:28
146,KAL646,SIN,08:25,08:32,08:32
147,FDX5926,MEM,08:30,08:36,08:36
148,AAR177,HND,08:35,08:18,08:18
149,FDX5230,MEM,08:35,09:03,09:03
150,JJA3403,SPN,08:35,08:07,08:07
151,KAL336,PVG,08:35,08:02,08:02
152,XAX506,KUL,08:35,08:16,08:16
153,JJA2204,BKK,08:40,08:23,08:23
154,TWB102,BKK,08:40,08:51,08:51
155,KAL320,CAN,08:45,08:20,08:20
156,AAR574,TAS,08:55,08:26,08:26
157,AAR762,CGK,08:55,09:01,09:01
