,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA,Arrival_STT
56,JNA004,BKK,05:55,05:35,05:35,착륙
57,KAL542,OSL,05:55,06:03,06:03,착륙
58,AMX090,MEX,06:00,07:45,07:45,지연
59,KAL012,LAX,06:00,06:05,06:05,착륙
60,KAL482,DEL,06:00,05:48,05:48,착륙
61,KAL684,SGN,06:00,06:08,06:08,착륙
62,PAL484,CEB,06:00,06:35,06:35,착륙
63,UPS189,CTU,06:00,05:41,05:41,착륙
64,VJC926,HPH,06:00,05:44,05:44,착륙
65,TWB308,SPN,06:05,05:50,05:50,착륙
66,UPS11,SDF,06:05,06:00,06:00,착륙
67,KAL026,SFO,06:10,05:54,05:54,착륙
68,KAL632,CEB,06:10,05:58,05:58,착륙
69,PAL488,KLO,06:10,05:39,05:39,착륙
70,TWB108,MFM,06:10,07:19,07:19,지연
71,AAR752,SIN,06:15,06:23,06:23,착륙
72,KAL006,LAS,06:15,06:07,06:07,착륙
73,KAL112,GUM,06:15,06:12,06:12,착륙
74,KAL652,BKK,06:15,06:11,06:10,착륙
75,PAC968,HKG,06:15,06:58,06:58,착륙
76,AAR708,CRK,06:20,06:42,06:42,착륙
77,AAR7485,CNX,06:20,05:52,05:52,착륙
78,ESR512,BKK,06:20,05:29,05:29,착륙
79,JNA058,HAN,06:25,06:17,06:17,착륙
80,AAR970,HKG,06:30,06:25,06:25,착륙
81,AAR994,CAN,06:30,08:01,08:01,지연
82,HVN408,SGN,06:30,06:18,06:18,착륙
83,MAS066,KUL,06:30,06:33,06:33,착륙
84,JJA2406,CEB,06:35,06:31,06:31,착륙
85,JJA4304,VTE,06:35,07:40,07:40,지연
86,JNA024,CRK,06:35,06:47,06:47,착륙
87,THA658,BKK,06:35,06:14,06:14,착륙
88,ESR502,BKI,06:40,06:28,06:28,착륙
89,JJA3105,GUM,06:40,06:16,06:16,착륙
90,AAR736,SGN,06:45,06:54,06:54,착륙
91,KAL690,PNH,06:45,06:20,06:20,착륙
92,KAL668,CNX,06:50,06:22,06:22,착륙
93,AAR988,PVG,06:55,07:38,07:38,착륙
94,ASV101,GUM,06:55,06:51,06:51,착륙
95,JNA122,MFM,06:55,06:39,06:39,착륙
96,THA656,BKK,06:55,06:37,06:37,착륙
97,TWB128,DAD,06:55,09:00,09:00,지연
98,AAR742,BKK,07:00,09:07,09:07,지연
99,ASV502,REP,07:00,06:49,06:49,착륙
100,KAL628,CGK,07:00,07:15,07:15,착륙
101,PAL486,KLO,07:00,07:13,07:13,착륙
102,LAO921,VTE,07:05,06:53,06:53,착륙
103,AAR626,SPN,07:10,08:25,08:25,지연
104,AAR710,CEB,07:10,08:18,08:18,지연
105,CEB180,KLO,07:10,06:46,06:46,착륙
106,ESR594,DAD,07:10,06:57,06:57,착륙
107,HVN406,SGN,07:10,07:01,07:01,착륙
108,JNA064,BKI,07:10,07:03,07:03,착륙
109,KAL672,KUL,07:10,07:11,07:11,착륙
110,JNA026,CEB,07:15,07:24,07:24,착륙
111,JNA072,HKT,07:15,07:05,07:05,착륙
112,AAR740,PNH,07:20,07:14,07:22,착륙
113,AAR7325,PQC,07:25,07:17,07:17,착륙
114,ASV512,BKI,07:25,07:49,07:49,착륙
115,HVN430,DAD,07:25,07:09,07:09,착륙
116,JJA2502,BKI,07:25,08:42,08:42,지연
117,ESR542,HAN,07:30,07:36,07:36,착륙
118,JNA652,SPN,07:30,08:36,08:36,지연
119,KAL472,RGN,07:35,07:32,07:32,착륙
120,SIA608,SIN,07:35,07:07,07:07,착륙
121,SWM213,REP,07:40,07:28,07:28,착륙
122,KAL314,HKG,07:45,07:30,07:30,착륙
123,AAR283,SFO,07:50,10:38,10:38,지연
124,ASV542,KLO,07:50,07:35,07:35,착륙
125,JJA2804,HAN,07:50,08:58,08:58,지연
126,VJC960,HAN,07:55,08:15,08:15,착륙
127,AAR8532,PUS,08:00,07:53,07:53,착륙
128,KAL1412,TAE,08:00,07:47,07:47,착륙
129,KAL468,CXR,08:00,07:55,07:55,착륙
130,JNA060,DAD,08:05,08:22,08:22,착륙
131,KAL654,BKK,08:05,08:06,08:06,착륙
132,KAL9678,VTE,08:05,07:42,07:42,착륙
133,AFR264,CDG,08:10,08:33,08:33,착륙
134,ESR504,BKI,08:10,07:57,07:57,착륙
135,KAL1402,PUS,08:10,08:03,08:03,착륙
136,JJA2904,DAD,08:20,09:15,09:15,착륙
137,XAX506,KUL,08:20,08:10,08:10,착륙
138,JJA3403,SPN,08:25,09:22,09:22,착륙
139,TWB122,SGN,08:25,08:31,08:31,착륙
140,GIA878,CGK,08:30,08:20,08:20,착륙
141,ESR596,DAD,08:35,08:13,08:13,착륙
142,TWB102,BKK,08:35,08:40,08:40,착륙
143,JJA9391,GMP,08:40,09:17,09:17,지연
144,KAL320,CAN,08:40,08:26,08:26,착륙
145,KAL336,PVG,08:40,08:08,08:08,착륙
146,KAL642,SIN,08:40,08:47,08:47,착륙
147,KAL638,HKT,08:45,08:49,08:49,착륙
148,AAR177,HND,08:50,08:38,08:38,착륙
149,AAR762,CGK,08:50,08:56,08:56,착륙
150,BAW17,LHR,08:50,08:45,08:45,착륙
151,KAL214,SFO,08:50,07:59,07:59,착륙
152,JJA3107,GUM,08:55,08:29,08:29,착륙
153,KAL1404,PUS,09:05,09:19,09:19,착륙
154,AHK128,HKG,09:10,08:54,08:54,착륙
155,FIN41,HEL,09:10,09:11,09:11,착륙
156,JJA2206,BKK,09:10,09:02,09:02,착륙
157,GIA870,DPS,09:15,08:51,08:51,착륙
158,AAR610,ROR,09:20,09:09,09:09,착륙
159,AAR744,BKK,09:20,09:41,09:41,착륙
160,KAL630,DPS,09:20,09:24,09:24,착륙
161,KAL924,SVO,09:25,10:30,10:30,지연
162,LOT97,WAW,09:30,09:32,09:32,착륙
163,AAR552,IST,09:35,09:13,09:13,착륙
164,JJA4704,SGN,09:40,09:05,09:05,착륙
165,JJA4904,CXR,09:40,09:44,09:44,착륙
166,AAR748,HKT,09:45,09:56,09:56,착륙
167,APJ001,KIX,09:45,09:28,09:28,착륙
168,VJC862,SGN,09:50,09:26,09:26,착륙
169,UPS196,ANC,10:00,09:38,09:38,착륙
170,SIA008,SIN,10:05,09:30,09:30,착륙
171,TAX700,DMK,10:05,09:51,09:51,착륙
172,KAL9362,HAN,10:15,09:46,09:46,착륙
173,CSN685,DLC,10:20,10:06,10:06,착륙
174,ESR514,BKK,10:20,09:53,09:53,착륙
175,UIA170,TPE,10:20,10:03,10:03,착륙
176,JJA2204,BKK,10:30,10:14,10:14,착륙
177,CAL164,KHH,10:45,10:22,10:22,착륙
178,CDG4095,TNA,10:45,10:27,10:27,착륙
179,CSA190,PRG,10:45,10:19,10:19,착륙
180,DLH718,MUC,10:45,10:11,10:11,착륙
181,KAL952,DXB,10:50,10:16,10:16,착륙
182,CES2039,TAO,10:55,10:57,10:57,착륙
183,EVA188,RMQ,10:55,10:43,10:43,착륙
184,GCR7993,TSN,10:55,10:33,10:33,착륙
185,JNA222,FUK,10:55,10:54,10:54,착륙
186,AAR115,KIX,11:00,10:40,10:40,착륙
187,CES549,YNT,11:00,11:22,11:22,착륙
188,CSN313,PVG,11:05,10:36,10:36,착륙
189,SHU5450,KHV,11:05,10:46,10:46,착륙
190,CAL160,TPE,11:15,11:11,11:07,착륙
191,CES579,NKG,11:15,11:14,11:14,착륙
192,JJA1607,NGO,11:15,11:13,11:13,착륙
193,AAR368,PVG,11:20,11:12,11:12,착륙
194,AFL250,SVO,11:20,11:19,11:19,착륙
195,CDG4617,TAO,11:20,11:24,11:24,착륙
196,ASV725,KMJ,11:25,11:28,11:28,착륙
197,AZA758,FCO,11:25,10:51,10:51,착륙
198,JNA262,KKJ,11:25,11:18,11:18,착륙
199,KAL722,KIX,11:25,11:36,11:36,착륙
200,JJA1407,FUK,11:30,11:16,11:16,착륙
201,SYL505,YKS,11:30,12:17,12:17,착륙
202,TWB298,OIT,11:30,11:51,11:51,착륙
203,CSN681,SHE,11:35,11:30,11:30,착륙
204,KAL1406,PUS,11:35,11:32,11:32,착륙
205,KAL752,NGO,11:35,11:34,11:34,착륙
206,AAR107,NRT,11:40,11:31,11:31,착륙
207,CSN637,CGQ,11:40,11:21,11:21,착륙
208,ASV721,NGS,11:45,11:46,11:46,착륙
209,CCA171,TSN,11:45,11:02,11:02,착륙
210,ETD876,AUH,11:45,10:58,10:58,착륙
211,THY88,IST,11:45,11:59,11:59,착륙
212,CCA123,PEK,11:50,11:25,11:25,착륙
213,CCA139,HGH,11:50,12:13,12:13,착륙
214,HKE618,HKG,11:50,11:42,11:42,착륙
215,JJA1303,KIX,11:50,11:40,11:40,착륙
216,KAL706,NRT,11:50,11:54,11:54,착륙
217,SHU5496,UUS,11:50,11:38,11:38,착륙
218,ASV761,KIX,11:55,12:10,12:10,착륙
219,CES5041,PVG,11:55,12:03,12:03,착륙
220,KAL896,PVG,11:55,11:35,11:35,착륙
221,DLH712,FRA,12:00,11:52,11:52,착륙
222,KAL788,FUK,12:00,11:57,11:57,착륙
223,KAL796,CTS,12:00,11:48,11:48,착륙
224,AAR542,FRA,12:05,12:02,12:02,착륙
225,AIC310,BOM,12:05,11:50,11:50,착륙
226,KAL530,FRA,12:05,11:43,11:43,착륙
227,MGL301,ULN,12:05,11:57,11:57,착륙
228,TWB608,TAO,12:05,11:44,11:44,착륙
229,APG884,MNL,12:10,12:00,12:00,착륙
230,CES2033,TAO,12:15,14:48,14:48,지연
231,CSN6079,WUH,12:20,12:38,12:38,착륙
232,CSN687,CGQ,12:20,12:15,12:15,착륙
233,JJA8402,TAO,12:20,12:22,12:22,착륙
234,ESR634,OKA,12:25,11:47,11:47,착륙
235,KAL748,OKJ,12:25,12:27,12:27,착륙
236,AAR588,JFK,12:30,12:05,12:05,착륙
237,UPS64,ANC,12:30,14:04,14:04,지연
238,AAR247,ATL,12:35,16:12,16:12,지연
239,CCA135,PEK,12:35,11:55,11:55,착륙
240,CPA438,HKG,12:35,12:30,12:30,착륙
241,SHU5436,VVO,12:35,12:20,12:20,착륙
242,CCA401,CTU,12:40,12:24,12:24,착륙
243,KAL936,PRG,12:40,12:18,12:18,착륙
244,JNA212,KIX,12:45,12:40,12:40,착륙
245,AAR111,KIX,12:50,13:21,13:21,착륙
246,AAR131,FUK,12:50,12:52,12:52,착륙
247,AAR328,TSN,12:50,12:29,12:29,착륙
248,CDG4087,TAO,12:50,13:01,13:01,착륙
249,AAR318,TAO,12:55,13:27,13:27,착륙
250,TWB282,KIX,12:55,12:36,12:36,착륙
251,CES2017,WEH,13:00,12:49,12:49,착륙
252,AAR768,DEL,13:05,14:34,14:34,지연
253,CCA143,YNJ,13:05,12:46,12:46,착륙
254,AAR121,NGO,13:10,13:18,13:18,착륙
255,ASV731,HIJ,13:10,12:58,12:58,착륙
256,AAR302,DLC,13:15,13:25,13:25,착륙
257,ASV713,FSZ,13:15,13:11,13:11,착륙
258,CES5021,TAO,13:15,13:23,13:23,착륙
259,KAL272,ATL,13:15,12:32,12:32,착륙
260,CSN6073,YNJ,13:25,12:56,12:56,착륙
261,KAL846,TAO,13:25,13:16,13:16,착륙
262,CES5061,PVG,13:30,13:08,13:08,착륙
263,ESR642,FUK,13:30,13:14,13:14,착륙
264,AAR332,PEK,13:45,13:34,13:34,착륙
265,FDX5132,MEM,13:45,13:40,13:40,착륙
266,JNA282,KIX,13:45,13:36,13:36,착륙
267,KAL906,FRA,13:45,13:50,13:50,착륙
268,TWB292,FUK,13:45,13:43,13:43,착륙
269,AAR502,CDG,13:50,13:28,13:28,착륙
270,CSN337,CAN,13:50,12:53,12:53,착륙
271,ESR612,KIX,13:50,13:31,13:31,착륙
272,JJA1301,KIX,13:50,13:48,13:48,착륙
273,CSZ9033,SZX,13:55,13:37,13:37,착륙
274,KAL724,KIX,13:55,14:18,14:18,착륙
275,JJA8502,WEH,14:00,13:45,13:45,착륙
276,JNA202,NRT,14:00,13:52,13:52,착륙
277,KAL481,ICN,14:00,,13:57,착륙
278,KAL894,PVG,14:00,14:20,14:20,착륙
279,AMU820,MFM,14:05,13:58,13:58,착륙
280,KAL776,KMQ,14:05,14:00,14:00,착륙
281,CCA131,PEK,14:10,14:30,14:30,착륙
282,KAL832,SHE,14:15,14:11,14:11,착륙
283,ESR882,TPE,14:20,14:08,14:08,착륙
284,CDG4081,TAO,14:25,14:36,14:36,착륙
285,JJA1401,FUK,14:25,14:14,14:14,착륙
286,JJA1703,MYJ,14:25,14:25,14:25,착륙
287,JJA1903,CTS,14:25,14:43,14:43,착륙
288,AAR304,CGQ,14:30,14:29,14:29,착륙
289,AAR362,PVG,14:30,14:53,14:53,착륙
290,AAR796,FRA,14:30,14:13,14:13,착륙
291,ESR602,NRT,14:30,14:46,14:46,착륙
292,JJA1101,NRT,14:30,14:57,14:57,착륙
293,ESR622,CTS,14:35,14:02,14:02,착륙
294,TWB672,KHH,14:35,14:06,14:06,착륙
295,CDG4987,TNA,14:40,14:15,14:15,착륙
296,APJ005,KIX,14:45,14:41,14:41,착륙
297,KAL908,LHR,14:45,14:44,14:44,착륙
298,AAR3503,NKG,14:50,15:01,15:01,착륙
299,XAX504,KUL,14:50,14:39,14:39,착륙
300,CCA439,CKG,14:55,15:09,15:09,착륙
301,CES267,YNT,14:55,16:02,16:02,지연
302,KAL918,ZRH,14:55,14:32,14:32,착륙
303,TWB202,NRT,14:55,15:11,15:11,착륙
304,AAR183,CTS,15:00,14:51,14:51,착륙
305,KAL742,NGO,15:00,15:00,15:00,착륙
306,PAC582,CVG,15:00,14:54,14:54,착륙
307,PAC989,CVG,15:00,16:18,16:18,지연
308,KAL746,FUK,15:10,15:02,15:02,착륙
309,CSN3061,CAN,15:15,14:27,14:27,착륙
310,KAL686,SGN,15:15,15:18,15:18,착륙
311,KAL806,TSN,15:15,15:16,15:16,착륙
312,AAR171,OKA,15:20,15:56,15:56,착륙
313,AAR562,FCO,15:20,15:19,15:19,착륙
314,ACA061,YYZ,15:20,16:10,16:10,착륙
315,CES5033,PVG,15:20,15:15,15:15,착륙
316,KAL826,YNJ,15:20,15:39,15:39,착륙
317,TAX708,DMK,15:20,15:06,15:06,착륙
318,AAR151,SDJ,15:25,15:37,15:37,착륙
319,AAR352,YNJ,15:25,15:07,15:07,착륙
320,KAL074,YYZ,15:25,15:25,15:25,착륙
321,KAL250,JFK,15:25,15:33,15:33,착륙
322,KAL958,TLV,15:25,15:13,15:13,착륙
323,APJ905,OKA,15:30,15:47,15:47,착륙
324,KAL814,HFE,15:30,18:32,18:32,지연
325,SIA600,SIN,15:30,15:09,15:09,착륙
326,JNA232,CTS,15:35,15:21,15:21,착륙
327,KLM855,AMS,15:40,15:03,15:03,착륙
328,KAL692,TPE,15:45,15:36,15:36,착륙
329,CES559,TAO,15:50,16:59,16:59,지연
330,JNA246,OKA,15:50,15:42,15:42,착륙
331,AAR101,NRT,15:55,16:15,16:15,착륙
332,AJX8477,NRT,15:55,15:29,15:29,착륙
333,APG038,KLO,15:55,16:46,16:46,착륙
334,CQH8559,PVG,15:55,15:53,15:53,착륙
335,JJA8902,JMU,15:55,18:12,18:12,지연
336,KAL902,CDG,15:55,15:28,15:28,착륙
337,AAR364,PVG,16:00,16:50,16:50,착륙
338,CCA801,TSN,16:00,15:44,15:44,착륙
339,DAL27,ATL,16:00,16:55,16:55,착륙
340,JJA1601,NGO,16:00,17:21,17:21,지연
341,JNA082,TPE,16:00,15:45,15:45,착륙
342,KAL926,AMS,16:00,15:22,15:22,착륙
343,JNA224,FUK,16:05,15:50,15:50,착륙
344,JNA602,HNL,16:05,17:55,17:55,지연
345,KAL396,SGN,16:05,15:24,15:24,착륙
346,THA634,BKK,16:15,16:08,16:08,착륙
347,AAR133,FUK,16:20,16:06,16:06,착륙
348,AAR522,LHR,16:20,15:55,15:55,착륙
349,ACA063,YVR,16:20,17:16,17:16,착륙
350,UAL893,SFO,16:20,16:21,16:21,착륙
351,AAL281,DFW,16:25,15:58,15:58,착륙
352,CES217,YNZ,16:25,16:42,16:42,착륙
353,KAL082,JFK,16:25,16:44,16:44,착륙
354,KAL882,WUH,16:25,17:11,17:11,착륙
355,AAR712,TPE,16:30,16:00,16:00,착륙
356,CSN695,DLC,16:30,16:13,16:13,착륙
357,DAL159,DTW,16:30,15:52,15:52,착륙
358,HVN414,HAN,16:30,16:04,16:04,착륙
359,KAL038,ORD,16:30,16:19,16:19,착륙
360,KAL094,IAD,16:30,16:27,16:27,착륙
361,KAL824,MDG,16:30,16:33,16:33,착륙
362,KAL704,NRT,16:35,16:24,16:24,착륙
363,ASV741,YGJ,16:40,16:32,16:32,착륙
364,JJA1105,NRT,16:45,16:54,16:54,착륙
365,KAL808,XIY,16:45,16:29,16:29,착륙
366,AAR370,CAN,16:50,16:41,16:41,착륙
367,CCA125,PEK,16:50,16:22,16:22,착륙
368,DAL199,SEA,16:50,17:06,17:06,착륙
369,UAE322,DXB,16:50,16:26,16:26,착륙
370,ESR632,OKA,16:55,16:52,16:52,착륙
371,KAL768,AOJ,16:55,16:47,16:47,착륙
372,KAL870,DLC,16:55,16:53,16:53,착륙
373,KAL982,VVO,16:55,17:29,17:29,착륙
374,ESR6252,ISG,17:00,17:33,17:33,착륙
375,JJA2602,TPE,17:00,17:17,17:17,착륙
376,KAL604,HKG,17:00,16:36,16:36,착륙
377,KAL820,CSX,17:00,21:01,21:01,지연
378,KAL828,SZX,17:00,16:35,16:35,착륙
379,KAL898,PVG,17:00,17:31,17:31,착륙
380,KAL914,MAD,17:00,17:36,17:36,착륙
381,KAL932,FCO,17:00,16:51,16:51,착륙
382,AAR197,NRT,17:05,17:27,17:27,착륙
383,AAR348,XIY,17:10,17:20,17:20,착륙
384,AAR354,CKG,17:10,17:12,17:12,착륙
385,AAR702,MNL,17:10,16:57,16:57,착륙
386,KAL660,BKK,17:10,17:09,17:09,착륙
387,KAL790,FUK,17:10,17:00,17:00,착륙
388,KAL036,ATL,17:15,16:49,16:49,착륙
389,KAL1408,PUS,17:15,17:02,17:02,착륙
390,KAL766,CTS,17:15,17:05,17:05,착륙
391,KAL622,MNL,17:20,17:22,17:22,착륙
392,CSH827,PVG,17:25,17:38,17:38,착륙
393,KAL840,WEH,17:25,17:28,17:28,착륙
394,KAL866,CAN,17:25,17:25,17:25,착륙
395,AAR201,LAX,17:30,17:35,17:35,착륙
396,AAR221,JFK,17:30,17:43,17:43,착륙
397,AAR231,HNL,17:30,18:11,18:11,착륙
398,AAR722,HKG,17:30,17:51,17:51,착륙
399,KAL024,SFO,17:30,17:13,17:13,착륙
400,KAL856,PEK,17:30,17:03,17:03,착륙
401,KAL032,DFW,17:35,17:44,17:44,착륙
402,KAL072,YVR,17:35,17:57,17:57,착륙
403,KAL124,BNE,17:35,17:24,17:24,착륙
404,KAL842,TAO,17:35,19:01,19:01,지연
405,QTR858,DOH,17:35,17:14,17:14,착륙
406,KAL018,LAX,17:40,17:42,17:42,착륙
407,KAL122,SYD,17:40,17:32,17:32,착륙
408,KAL792,OIT,17:40,17:49,17:49,착륙
409,KAL888,XMN,17:40,17:01,17:01,착륙
410,TWB284,KIX,17:40,17:07,17:07,착륙
411,KAL020,SEA,17:45,17:48,17:48,착륙
412,KAL054,HNL,17:45,18:05,18:05,착륙
413,KAL1414,TAE,17:45,18:03,18:03,착륙
414,ASV751,NRT,17:55,18:37,18:37,착륙
415,CSN369,PVG,17:55,17:46,17:46,착륙
416,AAR271,SEA,18:00,18:45,18:45,착륙
417,AAR384,SIN,18:00,18:00,18:00,착륙
418,ASV763,KIX,18:00,17:53,17:53,착륙
419,KAL130,AKL,18:00,18:14,18:14,착륙
420,KAL350,PEN,18:00,17:18,17:18,착륙
421,AAR320,TAO,18:05,19:44,19:44,지연
422,ESR932,HKG,18:05,17:39,17:39,착륙
423,JNA114,HKG,18:05,17:54,17:54,착륙
424,AAR340,HRB,18:10,18:21,18:21,착륙
425,AAR350,NKG,18:10,18:07,18:07,착륙
426,AAR360,HGH,18:10,18:04,18:04,착륙
427,KAL278,GDL,18:15,18:17,18:17,착륙
428,TWB252,CTS,18:15,18:08,18:08,착륙
429,AAR372,SZX,18:20,18:01,18:01,착륙
430,JNA078,DAD,18:20,17:59,17:59,착륙
431,AAR334,PEK,18:25,18:41,18:41,착륙
432,JJA2102,HKG,18:25,18:26,18:26,착륙
433,KAL648,SIN,18:25,18:16,18:16,착륙
434,THY90,IST,18:25,18:54,18:54,착륙
435,TWB126,DAD,18:25,18:23,18:23,착륙
436,CPA418,HKG,18:30,18:43,18:43,착륙
437,TWB296,HSG,18:30,18:30,18:30,착륙
438,KAL480,HAN,18:40,18:10,18:10,착륙
439,EVA160,TPE,18:45,18:27,18:27,착륙
440,KAL318,TSN,18:45,18:20,18:20,착륙
441,AAR728,HAN,18:50,18:19,18:19,착륙
442,JJA1801,OKA,18:55,18:39,18:39,착륙
443,AAR113,KIX,19:00,19:38,19:38,착륙
444,AAR602,SYD,19:00,20:02,20:02,지연
445,JJA8504,WEH,19:00,18:51,18:51,착륙
446,JNA022,CEB,19:05,18:50,18:50,착륙
447,JNA214,KIX,19:05,18:55,18:55,착륙
448,KAL052,HNL,19:05,19:08,19:08,착륙
449,ASV703,TAK,19:10,19:03,19:03,착륙
450,CSN683,HRB,19:10,18:48,18:48,착륙
451,JJA1901,CTS,19:10,19:12,19:12,착륙
452,AAR366,PVG,19:20,19:21,19:21,착륙
453,AAR732,SGN,19:20,19:17,19:17,착륙
454,CXA871,XMN,19:20,18:57,18:57,착륙
455,JJA1403,FUK,19:25,19:06,19:06,착륙
456,PAL468,MNL,19:25,19:10,19:10,착륙
457,CSN671,SHE,19:30,19:26,19:26,착륙
458,ESR614,KIX,19:35,19:19,19:19,착륙
459,AAR310,WEH,19:40,20:07,20:07,착륙
460,ESR652,KOJ,19:40,19:14,19:14,착륙
461,EVA172,KHH,19:40,19:23,19:23,착륙
462,JJA2002,MFM,19:40,19:58,19:58,착륙
463,KAL834,SHE,19:40,19:34,19:34,착륙
464,KAL002,HNL,19:50,19:40,19:40,착륙
465,KAL114,GUM,19:50,19:47,19:47,착륙
466,AAR308,YNT,19:55,19:52,19:52,착륙
467,JNA642,GUM,19:55,19:28,19:28,착륙
468,KAL614,HKG,19:55,19:42,19:42,착륙
469,TWB272,OKA,19:55,19:30,19:30,착륙
470,AAR714,TPE,20:00,20:47,20:47,착륙
471,HAL459,HNL,20:00,20:23,20:23,착륙
472,ESR6232,OIT,20:05,19:32,19:32,착륙
473,ESR644,FUK,20:05,19:54,19:54,착륙
474,JJA5101,VVO,20:05,19:50,19:50,착륙
475,JNA284,KIX,20:05,20:00,20:00,착륙
476,THA628,BKK,20:05,20:20,20:20,착륙
477,APJ009,KIX,20:10,20:16,20:16,착륙
478,CDG4777,TAO,20:10,20:52,20:52,착륙
479,ESR616,KIX,20:10,19:56,19:56,착륙
480,KAL726,KIX,20:10,20:14,20:14,착륙
481,JJA1405,FUK,20:15,20:10,20:10,착륙
482,AAR336,PEK,20:25,20:29,20:29,착륙
483,JJA3401,SPN,20:25,20:36,20:36,착륙
484,AAR123,NGO,20:30,20:38,20:38,착륙
485,AAR798,MXP,20:35,18:59,18:59,착륙
486,CSN339,HAK,20:35,20:12,20:12,착륙
487,JJA3101,GUM,20:35,20:05,20:05,착륙
488,CES2043,TAO,20:40,22:33,22:33,지연
489,CPA420,HKG,20:40,20:33,20:33,착륙
490,KAL736,OKA,20:40,20:31,20:31,착륙
491,CDG4707,YNT,20:45,20:40,20:40,착륙
492,CES5051,PVG,20:45,20:25,20:25,착륙
493,JNA040,KLO,20:45,20:27,20:27,착륙
494,KAL504,CDG,20:55,19:36,19:36,착륙
495,JJA2462,CEB,21:00,20:42,20:42,착륙
496,CSN675,DLC,21:05,20:45,20:45,착륙
497,HKE626,HKG,21:05,20:18,20:18,착륙
498,JJA1103,NRT,21:05,20:56,20:56,착륙
499,JJA2902,DAD,21:05,21:27,21:27,착륙
500,CDG4619,TAO,21:10,21:25,21:25,착륙
501,KAL552,NRT,21:15,20:59,20:59,착륙
502,KAL682,SGN,21:15,21:03,21:03,착륙
503,AAR173,CTS,21:20,21:06,21:06,착륙
504,CEB128,CEB,21:20,20:50,20:50,착륙
505,CPA416,HKG,21:20,20:54,20:54,착륙
506,KAL868,ULN,21:20,22:18,22:18,착륙
507,AAR105,NRT,21:30,21:49,21:49,착륙
508,JNA226,FUK,21:30,21:31,21:31,착륙
509,TWB670,RMQ,21:30,21:47,21:47,착륙
510,CAL162,TPE,21:35,21:38,21:38,착륙
511,ESR604,NRT,21:35,22:00,22:00,착륙
