,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD,Departure_STT
517,KAL467,CXR,20:35,20:35,21:30,이륙
518,TWB121,SGN,20:35,22:15,22:14,지연
519,AAR204,LAX,20:40,22:20,23:04,지연
520,AAR212,SFO,20:40,22:00,22:35,지연
521,CSN672,SHE,20:40,20:40,20:58,이륙
522,EVA171,KHH,20:40,20:40,21:11,이륙
523,KAL719,HND,20:40,21:10,22:28,지연
524,ASV102,GUM,20:45,20:45,21:05,이륙
525,ESR593,DAD,20:45,20:45,21:09,이륙
526,KAL677,ROR,20:45,21:15,21:45,지연
527,APJ010,KIX,20:50,20:50,21:22,이륙
528,ESR541,HAN,20:50,20:50,21:20,이륙
529,ESR513,BKK,20:55,21:55,22:01,지연
530,JJA2567,BKI,20:55,21:25,22:03,지연
531,TWB127,DAD,20:55,20:55,21:26,이륙
532,AAR3535,HAK,21:00,22:23,22:24,지연
533,KAL005,LAS,21:00,22:20,22:19,지연
534,AAR321,CSX,21:05,21:55,22:26,지연
535,AAR709,CEB,21:10,22:40,23:11,지연
536,CDG4778,TAO,21:10,21:10,21:43,이륙
537,JNA059,DAD,21:10,21:10,21:50,이륙
538,JNA651,SPN,21:10,21:10,21:54,이륙
539,JJA2803,HAN,21:15,21:15,22:12,이륙
540,AAR178,HND,21:25,21:25,21:56,이륙
541,JJA4703,SGN,21:25,22:58,22:58,지연
542,THA657,BKK,21:25,21:25,22:05,이륙
543,AAR707,CRK,21:30,22:30,23:02,지연
544,JJA2903,DAD,21:30,22:44,22:44,지연
545,ESR595,DAD,21:35,21:35,21:52,이륙
546,CDG4708,YNT,21:45,21:45,22:16,이륙
547,JNA023,CRK,21:45,22:45,23:28,지연
548,CES2024,CSX,21:50,21:50,22:08,이륙
549,JJA3104,GUM,21:50,22:45,23:20,지연
550,HAL460,HNL,22:00,22:00,22:10,이륙
551,KAL361,HAN,22:00,22:00,22:32,이륙
552,CSN676,DLC,22:05,22:05,22:21,이륙
553,HKE627,HKG,22:05,22:05,22:30,이륙
554,KAL051,HNL,22:05,23:20,23:31,지연
555,JJA3404,SPN,22:10,22:10,22:53,이륙
556,JJA4905,CXR,22:10,23:45,23:45,지연
557,AAR357,CAN,22:20,22:20,22:49,이륙
558,TWB107,MFM,22:25,22:25,23:14,이륙
559,CEB129,CEB,22:30,22:30,22:47,이륙
560,JNA121,MFM,22:30,22:30,23:07,이륙
561,KAL313,HKG,22:30,22:30,22:37,이륙
562,SHU5435,VVO,22:30,22:30,22:57,이륙
563,APG9047,CEB,22:35,22:35,23:00,이륙
564,CAL163,TPE,22:35,22:35,23:26,이륙
565,KAL9169,SYX,22:35,22:35,23:09,이륙
566,RBA652,BWN,22:35,22:35,23:16,이륙
567,TGW897,SIN,22:40,22:40,23:22,이륙
568,APJ808,HND,22:45,22:45,23:18,이륙
569,CES2004,KMG,22:45,22:45,23:24,이륙
570,PAL493,CRK,22:50,22:50,23:29,이륙
571,AZG126,GYD,23:00,23:00,23:33,이륙
572,SIA603,SIN,23:05,23:05,23:59,이륙
573,AAR609,ROR,23:10,23:10,23:35,이륙
574,KAL315,PVG,23:10,23:10,23:49,이륙
575,SBI560,VVO,23:10,23:10,23:37,이륙
576,KAL239,MIA,23:15,23:15,23:41,이륙
577,CSN316,PEK,23:20,23:20,23:40,이륙
578,KAL8213,SFO,23:20,23:20,23:57,이륙
579,THY89,IST,23:20,23:20,23:43,이륙
580,ABW792,SVO,23:30,23:30,23:51,이륙
581,KAL319,CAN,23:35,23:35,23:56,이륙
