,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,AAR3861,SIN,00:05,00:27,00:27
1,TWB206,NRT,00:05,00:05,00:05
2,GEC8386,FRA,00:15,00:12,00:12
3,AAR247,ATL,00:25,00:18,00:18
4,GTI531,LAX,00:35,00:15,00:15
5,VJC838,CXR,00:40,00:24,00:24
6,KAL854,PEK,01:00,00:53,00:53
7,CLX7345,LUX,01:10,02:10,02:10
8,CKK257,PVG,01:50,02:26,02:26
9,GTI2678,JFK,02:25,19:34,19:34
10,PAC582,CVG,03:30,03:50,03:50
11,KAL624,MNL,04:00,04:24,04:24
12,JNA062,BKI,04:15,03:57,03:57
13,HKE614,HKG,04:20,04:00,04:00
14,CRK646,HKG,04:25,03:45,03:45
15,HVN440,CXR,04:25,03:52,03:52
16,AAR704,MNL,04:30,04:18,04:18
17,AAV600,CEB,04:30,04:08,04:08
18,PIC1194,DAD,04:30,04:15,04:15
19,VJC836,CXR,04:30,04:44,04:44
20,APJ809,HND,04:35,04:29,04:29
21,JJA2306,MNL,04:40,03:43,03:43
22,KAL152,KWE,04:40,03:55,03:55
23,CES2023,CSX,04:50,05:02,05:02
24,KAL720,HND,04:50,04:39,04:39
25,AAR324,CTU,04:55,04:54,04:54
26,AAV700,KLO,04:55,05:07,05:07
27,ESR992,VVO,04:55,05:00,05:00
28,KAL680,HAN,04:55,04:46,04:46
29,AAR235,ORD,05:00,04:58,04:58
30,AAR322,CSX,05:00,05:17,05:17
31,ESR592,DAD,05:00,04:32,04:32
32,KAL658,BKK,05:00,04:34,04:34
33,TWB132,VTE,05:00,04:41,04:41
34,KAL886,KMG,05:05,04:37,04:37
35,TWB302,GUM,05:05,04:51,04:51
36,VJC880,DAD,05:05,04:56,04:56
37,KAL012,LAX,05:10,05:23,05:23
38,KAL006,LAS,05:15,05:26,05:26
39,KAL086,JFK,05:15,04:27,04:27
40,AAR203,LAX,05:20,05:30,05:30
41,KAL608,HKG,05:20,05:12,05:12
42,CPA412,HKG,05:25,05:53,05:53
43,SWM211,REP,05:25,05:05,05:05
44,VJC864,SGN,05:25,05:47,05:47
45,VJC962,HAN,05:25,05:50,05:50
46,AAR211,SFO,05:30,04:49,04:49
47,AAR358,CAN,05:30,05:38,05:38
48,ASV532,HKG,05:30,05:35,05:35
49,HVN416,HAN,05:30,05:20,05:20
50,KAL026,SFO,05:30,05:33,05:33
51,KAL650,MNL,05:30,05:28,05:28
52,KAL696,KTM,05:30,05:15,05:15
53,ASV542,KLO,05:35,05:10,05:10
54,KAL464,DAD,05:35,05:38,05:38
55,KAL632,CEB,05:35,05:41,05:41
56,AAR756,DAD,05:40,05:36,05:36
57,AMU826,MFM,05:40,05:44,05:44
58,JNA004,BKK,05:40,05:32,05:32
59,AAR734,HAN,05:45,05:42,05:42
60,DAL27,ATL,05:45,06:28,06:28
61,JNA052,VTE,05:45,05:51,05:51
62,KAL644,SIN,05:45,05:18,05:18
63,PAL466,MNL,05:50,05:43,05:43
64,APG036,KLO,05:55,06:11,06:11
65,JJA2108,HKG,05:55,06:12,06:12
66,KAL482,DEL,06:00,05:57,05:57
67,PAL484,CEB,06:00,05:46,05:46
68,VJC878,DAD,06:00,06:00,06:00
69,VJC926,HPH,06:00,05:30,05:30
70,JJA4206,CNX,06:05,05:56,05:56
71,THA688,BKK,06:05,06:01,06:01
72,TWB148,CRK,06:05,05:49,05:49
73,KAL684,SGN,06:10,05:58,05:58
74,TWB108,MFM,06:10,06:04,06:04
75,KAL668,CNX,06:15,05:52,05:52
76,PAC224,CVG,06:15,05:55,05:55
77,ASV101,GUM,06:20,06:27,06:27
78,ESR512,BKK,06:20,05:54,05:54
79,JNA026,CEB,06:20,06:02,06:02
80,KAL112,GUM,06:20,06:14,06:14
81,KAL612,HKG,06:20,06:26,06:26
82,AAR746,HKG,06:25,06:10,06:10
83,JNA024,CRK,06:25,06:37,06:37
84,JNA058,HAN,06:25,06:08,06:08
85,AAR708,CRK,06:30,06:29,06:29
86,AAR970,HKG,06:30,06:15,06:15
87,HVN408,SGN,06:30,06:32,06:32
88,MAS066,KUL,06:30,06:18,06:18
89,AAR752,SIN,06:35,06:06,06:06
90,JNA122,MFM,06:35,06:38,06:38
91,THA658,BKK,06:35,06:04,06:04
92,AAR626,SPN,06:40,06:42,06:42
93,ESR502,BKI,06:40,06:21,06:21
94,JJA3105,GUM,06:40,06:23,06:23
95,KAL652,BKK,06:40,06:17,06:17
96,JJA4304,VTE,06:45,06:33,06:33
97,KAL690,PNH,06:45,06:52,06:52
98,KAL628,CGK,06:50,06:40,06:40
99,AAR742,BKK,06:55,06:36,06:36
100,AAR988,PVG,06:55,08:36,08:36
101,THA656,BKK,06:55,06:31,06:31
102,TWB128,DAD,06:55,06:45,06:45
103,KAL316,PVG,07:00,06:59,06:59
104,PAL488,KLO,07:00,06:35,06:35
105,JJA2406,CEB,07:05,06:55,06:55
106,JNA124,MFM,07:05,07:31,07:31
107,LAO921,VTE,07:05,06:49,06:49
108,AAR710,CEB,07:10,07:08,07:08
109,CEB180,KLO,07:10,06:25,06:25
110,ESR572,PPS,07:10,06:47,06:47
111,ESR594,DAD,07:10,08:10,08:10
112,JNA072,HKT,07:15,07:04,07:04
113,KAL472,RGN,07:15,06:57,06:57
114,KAL672,KUL,07:15,07:01,07:01
115,AAR740,PNH,07:20,07:24,07:24
116,AAR736,SGN,07:25,07:44,07:44
117,ASV512,BKI,07:25,07:42,07:42
118,HVN430,DAD,07:25,07:26,07:26
119,ESR542,HAN,07:30,07:37,07:38
120,JJA4604,CRK,07:35,07:52,07:52
121,JNA644,GUM,07:35,08:06,08:06
122,SIA608,SIN,07:35,07:10,07:10
123,KAL942,TAS,07:40,07:59,07:59
124,SWM213,REP,07:40,07:33,07:33
125,JJA2508,BKI,07:45,07:12,07:12
126,KAL314,HKG,07:45,07:06,07:06
127,JJA2804,HAN,07:50,07:40,07:40
128,UPS196,ANC,07:50,07:35,07:35
129,AAR578,ALA,07:55,07:46,07:46
130,VJC960,HAN,07:55,07:29,07:29
