,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,AAV770,CRK,00:05,00:13,00:13
1,KAL224,LAX,00:05,00:03,00:03
2,KAL854,PEK,01:00,00:28,00:28
3,AJX8475,NRT,01:10,00:56,00:56
4,CKK257,PVG,01:50,01:49,01:49
5,SOO7950,ORD,02:00,01:50,02:04
6,BOX580,LEJ,02:40,02:10,02:10
7,THY6544,ISL,02:40,02:25,02:25
8,KAL164,DYG,03:40,03:05,03:05
9,UPS99,SDF,03:45,03:34,03:34
10,QTR8982,DOH,04:05,03:14,03:14
11,BAV492,CXR,04:20,04:24,04:24
12,KAL624,MNL,04:20,03:41,03:41
13,APJ809,HND,04:25,04:04,04:04
14,CRK646,HKG,04:25,03:32,03:32
15,HVN440,CXR,04:25,04:09,04:09
16,AAV600,CEB,04:30,04:29,04:29
17,VJC836,CXR,04:30,04:12,04:12
18,JJA2306,MNL,04:40,03:48,03:48
19,KAL658,BKK,04:45,04:31,04:31
20,CES2023,CSX,04:50,04:26,04:26
21,KAL720,HND,04:50,04:21,04:21
22,AAV700,KLO,04:55,03:57,03:57
23,KAL680,HAN,04:55,04:42,04:42
24,AAR704,MNL,05:00,04:19,04:19
25,AAR746,HKG,05:00,04:49,04:49
26,AZG611,GYD,05:00,09:23,09:23
27,ESR592,DAD,05:00,04:59,04:59
28,KAL860,PEK,05:00,04:46,04:46
29,TWB132,VTE,05:00,04:34,04:34
30,TWB302,GUM,05:05,04:16,04:16
31,VJC880,DAD,05:05,05:19,05:19
32,KAL012,LAX,05:10,04:54,04:54
33,AAR326,KWL,05:15,04:36,04:36
34,KAL006,LAS,05:15,04:39,04:39
35,KAL086,JFK,05:15,04:56,04:56
36,AAR203,LAX,05:20,05:11,05:11
37,AAR568,ULN,05:20,22:34,22:34
38,KAL608,HKG,05:20,04:51,04:51
39,VJC864,SGN,05:25,05:21,05:21
40,VJC962,HAN,05:25,05:32,05:32
41,AAR211,SFO,05:30,04:12,05:28
42,AAR356,CAN,05:30,05:08,05:08
43,ASV502,HKG,05:30,05:23,05:23
44,HVN416,HAN,05:30,05:02,05:02
45,KAL026,SFO,05:30,04:44,04:44
46,KAL696,KTM,05:30,05:13,05:13
47,KAL464,DAD,05:35,05:34,05:34
48,KAL632,CEB,05:35,05:39,05:39
49,AAR756,DAD,05:40,05:06,05:06
50,JNA004,BKK,05:40,05:55,05:55
51,AAR734,HAN,05:45,05:44,05:44
52,DAL27,ATL,05:45,05:38,05:38
53,KAL644,SIN,05:45,05:53,05:53
54,PAL466,MNL,05:50,05:17,05:17
55,APG036,KLO,05:55,05:37,05:37
56,JJA2108,HKG,05:55,05:42,05:42
57,KAL542,OSL,05:55,06:42,06:42
58,AMX090,MEX,06:00,06:41,06:41
59,JNA096,JHB,06:00,06:05,06:05
60,KAL482,DEL,06:00,05:46,05:46
61,PAL484,CEB,06:00,05:30,05:30
62,VJC878,DAD,06:00,08:47,08:47
63,VJC926,HPH,06:00,05:35,05:35
64,ESR872,PVG,06:05,05:15,05:15
65,JNA062,BKI,06:05,05:43,05:43
66,THA688,BKK,06:05,06:00,06:00
67,TWB308,SPN,06:05,05:26,05:26
68,KAL684,SGN,06:10,05:47,05:47
69,UPS11,SDF,06:10,06:02,06:02
70,KAL668,CNX,06:15,05:50,05:50
71,PAC968,HKG,06:15,06:39,06:39
72,ESR512,BKK,06:20,05:40,05:40
73,JJA4206,CNX,06:20,06:07,06:07
74,KAL112,GUM,06:20,05:41,05:41
75,KAL612,HKG,06:20,06:35,06:35
76,AAR626,SPN,06:25,05:58,05:58
77,JNA058,HAN,06:25,06:18,06:18
78,AAR708,CRK,06:30,06:10,06:10
79,AAR970,HKG,06:30,06:32,06:32
80,HVN408,SGN,06:30,06:04,06:04
81,MAS066,KUL,06:30,06:25,06:25
82,AAR752,SIN,06:35,06:31,06:31
83,JNA024,CRK,06:35,06:23,06:23
84,THA658,BKK,06:35,06:13,06:13
85,ESR502,BKI,06:40,06:14,06:14
86,JJA3105,GUM,06:40,06:08,06:08
87,KAL652,BKK,06:40,06:20,06:20
88,JJA4304,VTE,06:45,06:51,06:51
89,KAL690,PNH,06:45,06:58,06:58
90,JNA122,MFM,06:50,06:53,06:53
91,KAL628,CGK,06:50,06:27,06:27
92,AAR710,CEB,06:55,07:16,07:16
93,AAR736,SGN,06:55,07:10,07:10
94,AAR742,BKK,06:55,07:23,07:23
95,AAR772,PQC,06:55,07:05,07:05
96,AAR988,PVG,06:55,08:11,08:11
97,THA656,BKK,06:55,06:54,06:54
98,TWB128,DAD,06:55,07:03,07:03
99,AAR283,SFO,07:00,07:26,07:26
100,ASV546,REP,07:05,06:59,06:59
101,JJA2406,CEB,07:05,07:01,07:01
102,LAO921,VTE,07:05,07:20,07:20
