,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,KAL8552,NRT,00:05,00:05,00:01
1,TAX702,DMK,00:05,00:56,00:56
2,GEC8386,FRA,00:15,00:05,00:05
3,KAL002,HNL,00:30,00:43,00:43
4,ASV753,NRT,01:00,01:11,01:11
5,KAL854,PEK,01:00,00:51,00:51
6,CLX7345,LUX,01:10,06:11,06:11
7,TWB9206,NRT,01:10,01:05,01:05
8,RBA1653,BWN,01:20,01:08,01:08
9,JJA8404,TAO,01:30,01:35,01:35
10,CKK257,PVG,01:50,02:02,02:02
11,CEB188,MNL,02:05,02:25,02:25
12,HKE3156,HKG,02:05,02:00,02:00
13,AAR384,SIN,02:15,02:05,02:05
14,GTI2678,JFK,02:25,19:46,19:46
15,HVN9414,HAN,03:00,02:32,02:32
16,PAC582,CVG,03:30,03:53,03:53
17,VJC5740,DAD,03:50,05:49,05:49
18,VJC7740,HAN,03:50,05:07,05:07
19,KAL624,MNL,04:00,04:18,04:18
20,JNA062,BKI,04:15,03:48,03:48
21,KAL286,ATL,04:15,04:09,04:09
22,HKE614,HKG,04:20,04:07,04:07
23,THA8118,BKK,04:20,04:11,04:11
24,CRK646,HKG,04:25,03:51,03:51
25,EVA1160,TPE,04:25,03:56,03:56
26,HVN440,CXR,04:25,04:14,04:14
27,AAR704,MNL,04:30,04:58,04:58
28,AAV600,CEB,04:30,04:16,04:16
29,CAL3160,TPE,04:30,04:21,04:21
30,PIC1194,DAD,04:30,05:09,05:09
31,VJC836,CXR,04:30,04:32,04:32
32,APJ809,HND,04:35,04:54,04:54
33,JJA2306,MNL,04:40,04:25,04:25
34,KAL152,KWE,04:40,04:23,04:23
35,CAL2160,TPE,04:50,04:43,04:43
36,CES2023,CSX,04:50,07:38,07:38
37,KAL720,HND,04:50,04:27,04:27
38,AAR324,CTU,04:55,05:05,05:05
39,AAV700,KLO,04:55,04:36,04:36
40,CAL2162,TPE,04:55,04:49,04:49
41,KAL680,HAN,04:55,04:38,04:38
42,AAR235,ORD,05:00,06:23,06:23
43,AAR322,CSX,05:00,05:02,05:02
44,AAR746,HKG,05:00,05:14,05:14
45,ESR592,DAD,05:00,04:45,04:45
46,KAL658,BKK,05:00,04:47,04:47
47,TWB132,VTE,05:00,04:29,04:29
48,KAL886,KMG,05:05,05:25,05:25
49,TWB302,GUM,05:05,04:59,04:59
50,VJC880,DAD,05:05,09:07,09:07
51,KAL012,LAX,05:10,04:52,04:52
52,KAL006,LAS,05:15,04:40,04:40
53,KAL086,JFK,05:15,05:08,05:08
54,AAR203,LAX,05:20,05:30,05:30
55,KAL608,HKG,05:20,05:35,05:35
56,CPA412,HKG,05:25,05:17,05:17
57,SWM211,REP,05:25,05:04,05:04
58,SWM2119,REP,05:25,05:18,05:18
59,VJC864,SGN,05:25,06:32,06:32
60,VJC962,HAN,05:25,05:21,05:21
61,AAR211,SFO,05:30,05:16,05:16
62,AAR358,CAN,05:30,05:54,05:54
63,AAR790,MXP,05:30,07:04,07:04
64,ASV532,HKG,05:30,05:35,05:35
65,HVN416,HAN,05:30,05:27,05:27
66,KAL026,SFO,05:30,05:10,05:10
67,KAL650,MNL,05:30,06:27,06:27
68,KAL696,KTM,05:30,04:56,04:56
69,UPS33A,ONT,05:30,06:53,06:53
70,ASV542,KLO,05:35,05:13,05:13
71,KAL464,DAD,05:35,05:29,05:29
72,KAL632,CEB,05:35,05:38,05:38
73,AAR756,DAD,05:40,05:15,05:15
74,AMU826,MFM,05:40,05:21,05:21
75,JNA004,BKK,05:40,05:32,05:32
76,AAR734,HAN,05:45,05:24,05:24
77,DAL27,ATL,05:45,05:33,05:33
78,JNA052,VTE,05:45,05:59,05:59
79,KAL644,SIN,05:45,05:27,05:27
80,PAL466,MNL,05:50,05:42,05:42
81,APG036,KLO,05:55,05:51,05:51
82,JJA2108,HKG,05:55,06:08,06:08
83,KAL482,DEL,06:00,05:44,05:44
