,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,TWB206,NRT,00:05,00:57,00:57
1,GEC8384,FRA,00:15,00:33,00:33
2,VJC974,PQC,00:30,00:20,00:20
3,KAL854,PEK,01:00,00:22,00:22
4,AJX8475,NRT,01:10,12:59,12:59
5,JJA8404,TAO,01:30,01:02,01:02
6,CKK257,PVG,01:50,02:06,02:06
7,CKS257,LEJ,03:35,03:30,03:30
8,UPS99,SDF,03:45,03:39,03:39
9,KAL624,MNL,04:00,03:55,03:55
10,JNA062,BKI,04:15,03:57,03:57
11,CRK646,HKG,04:25,03:45,03:45
12,HVN440,CXR,04:25,04:23,04:23
13,AAR704,MNL,04:30,04:11,04:11
14,AAV600,CEB,04:30,04:07,04:07
15,PIC1194,DAD,04:30,04:26,04:26
16,VJC836,CXR,04:30,04:53,04:53
17,APJ809,HND,04:35,04:41,04:41
18,JJA2306,MNL,04:40,03:52,03:52
19,CES2023,CSX,04:50,06:29,06:29
20,KAL720,HND,04:50,04:36,04:36
21,AAV700,KLO,04:55,04:00,04:00
22,KAL680,HAN,04:55,04:34,04:34
23,SWM211,REP,04:55,05:01,05:01
24,AAR235,ORD,05:00,04:48,04:48
25,ESR592,DAD,05:00,04:46,04:46
26,KAL658,BKK,05:00,04:39,04:39
27,KAL860,PEK,05:00,04:20,04:20
28,TWB132,VTE,05:00,04:28,04:28
29,QTR8982,DOH,05:05,05:07,05:07
30,TWB302,GUM,05:05,05:12,05:12
31,VJC880,DAD,05:05,06:45,06:45
32,KAL012,LAX,05:10,05:37,05:37
33,AAR326,KWL,05:15,06:04,06:04
34,KAL006,LAS,05:15,04:50,04:50
35,KAL086,JFK,05:15,04:15,04:15
36,AAR203,LAX,05:20,05:42,05:42
37,KAL608,HKG,05:20,04:56,04:56
38,AAR746,HKG,05:25,05:15,05:15
39,CPA412,HKG,05:25,05:36,05:36
40,KZR959,ALA,05:25,04:58,04:58
41,VJC864,SGN,05:25,05:41,05:41
42,VJC962,HAN,05:25,05:05,05:05
43,AAR211,SFO,05:30,05:48,05:48
44,AAR356,CAN,05:30,05:30,05:30
45,ASV532,HKG,05:30,05:50,05:50
46,HVN416,HAN,05:30,05:23,05:23
47,KAL026,SFO,05:30,05:22,05:22
48,KAL696,KTM,05:30,04:44,04:44
49,KAL464,DAD,05:35,05:10,05:10
50,KAL632,CEB,05:35,05:26,05:26
51,AAR756,DAD,05:40,05:38,05:38
52,AMU826,MFM,05:40,05:28,05:28
53,JNA004,BKK,05:40,05:25,05:25
54,AAR734,HAN,05:45,05:29,05:29
55,DAL27,ATL,05:45,05:03,05:03
56,JNA052,VTE,05:45,05:33,05:33
57,KAL644,SIN,05:45,05:19,05:19
58,PAL466,MNL,05:50,05:35,05:35
59,APG036,KLO,05:55,05:43,05:43
60,JJA2108,HKG,05:55,06:20,06:20
61,KAL542,OSL,05:55,06:25,06:25
62,AMX090,MEX,06:00,04:52,05:17
63,KAL482,DEL,06:00,05:25,05:25
64,PAL484,CEB,06:00,05:32,05:32
65,VJC878,DAD,06:00,07:17,07:17
66,VJC926,HPH,06:00,07:32,07:32
67,JJA4206,CNX,06:05,06:01,06:01
68,TWB148,CRK,06:05,05:52,05:52
69,ESR261F,GMP,06:10,06:41,06:41
70,KAL684,SGN,06:10,05:59,05:59
71,KAL668,CNX,06:15,05:55,05:55
72,PAC968,HKG,06:15,06:22,06:22
73,ASV101,GUM,06:20,06:42,06:42
74,ESR512,BKK,06:20,05:45,05:45
75,KAL112,GUM,06:20,06:44,06:44
76,KAL612,HKG,06:20,06:12,06:12
77,AAR7483,HKT,06:25,06:43,06:43
78,JNA024,CRK,06:25,06:35,06:35
79,JNA058,HAN,06:25,06:27,06:27
80,AAR708,CRK,06:30,06:55,06:55
81,AAR970,HKG,06:30,06:28,06:28
82,HVN408,SGN,06:30,07:06,07:06
83,MAS066,KUL,06:30,06:30,06:30
84,JNA122,MFM,06:35,06:46,06:46
85,THA658,BKK,06:35,06:06,06:06
86,AAR626,SPN,06:40,06:48,06:48
87,ESR502,BKI,06:40,06:20,06:20
88,JJA3105,GUM,06:40,06:33,06:33
89,KAL652,BKK,06:40,06:16,06:16
90,JJA4304,VTE,06:45,06:34,06:34
91,KAL690,PNH,06:45,06:36,06:36
92,KAL628,CGK,06:50,06:39,06:39
93,AAR736,SGN,06:55,06:52,06:52
94,AAR742,BKK,06:55,06:47,06:47
95,AAR752,SIN,06:55,07:25,07:25
96,KAL8638,HKT,06:55,06:49,06:49
97,THA656,BKK,06:55,06:38,06:38
98,TWB128,DAD,06:55,06:32,06:32
99,ASV502,REP,07:00,07:19,07:19
