,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,ETH673,NRT,00:05,00:19,00:19
1,PAC213,CVG,00:35,00:21,00:21
2,MGL309,ULN,00:40,00:32,00:32
3,KAL854,PEK,00:45,00:25,00:25
4,APJ701,CTS,01:10,00:40,00:40
5,CEB188,MNL,01:25,01:16,01:16
6,AAR281,LAX,02:00,01:09,01:09
7,ESR872,PVG,02:30,02:20,02:20
8,CKK257,PVG,02:40,15:26,15:26
9,CKS232,CVG,02:55,04:18,04:18
10,KAL868,ULN,03:25,03:15,03:15
11,PAC224,CVG,03:35,03:36,03:36
12,PAC997,LAX,03:35,03:20,03:20
13,AAR203,LAX,04:00,03:13,03:13
14,AAR211,SFO,04:00,02:51,02:55
15,AAR235,ORD,04:00,03:10,03:10
16,DAL27,ATL,04:00,03:32,03:32
17,KAL026,SFO,04:00,03:29,03:29
18,JNA080,DAD,04:05,03:03,03:03
19,KAL086,JFK,04:10,04:21,04:21
20,JJA2306,MNL,04:15,04:23,04:23
21,KAL012,LAX,04:20,04:04,04:04
22,APJ809,HND,04:25,04:01,04:01
23,CRK646,HKG,04:25,03:38,03:38
24,HVN440,CXR,04:30,04:24,04:24
25,VJC836,CXR,04:30,04:34,04:34
26,ESR992,VVO,04:35,04:11,04:11
27,KAL006,LAS,04:35,03:45,03:45
28,KAL624,MNL,04:35,04:09,04:09
29,KAL720,HND,04:35,04:14,04:14
30,TAX704,DMK,04:35,04:30,04:30
31,AAR322,CSX,04:40,04:46,04:46
32,AAR704,MNL,04:40,03:47,03:47
33,KAL152,KWE,04:40,04:42,04:42
34,KAL984,IKT,04:45,04:36,04:36
35,TWB302,GUM,04:45,04:07,04:07
36,AAR324,CTU,04:50,04:44,04:44
37,AAV704,KLO,04:50,04:43,04:43
38,KAL886,KMG,04:50,04:38,04:38
39,AAV700,KLO,04:55,04:28,04:28
40,AAV600,CEB,05:00,04:40,04:40
41,ESR592,DAD,05:00,04:26,04:26
42,TWB132,VTE,05:00,05:01,05:01
43,VJC880,DAD,05:00,04:59,04:59
44,TWB9424,VVO,05:05,05:20,05:20
45,AAR746,HKG,05:10,04:37,04:37
46,CES2023,CSX,05:20,05:04,05:04
47,PAL466,MNL,05:20,04:53,04:53
48,TWB308,SPN,05:20,04:35,04:35
49,APG036,KLO,05:25,04:50,04:50
50,KAL464,DAD,05:25,05:22,05:22
51,KAL608,HKG,05:25,04:54,04:54
52,KAL680,HAN,05:25,05:27,05:27
53,KAL696,KTM,05:25,05:24,05:24
54,VJC864,SGN,05:25,05:39,05:39
55,ASV502,HKG,05:30,05:49,05:49
56,JJA4206,CNX,05:30,04:32,04:32
57,VJC962,HAN,05:30,05:39,05:39
58,AAR734,HAN,05:40,05:59,05:59
59,DLH718,MUC,05:40,04:57,04:57
60,AAR356,CAN,05:45,05:32,05:32
61,TWB108,MFM,05:45,06:06,06:06
62,HVN416,HAN,05:50,05:46,05:46
63,JNA064,BKI,05:50,05:45,05:45
64,AAR756,DAD,05:55,05:07,05:07
65,CPA412,HKG,05:55,05:32,05:32
66,JNA040,KLO,05:55,05:35,05:35
67,KAL112,GUM,05:55,05:47,05:47
68,KAL316,PVG,05:55,05:29,05:29
69,ESR512,BKK,06:00,05:36,05:36
70,KAL612,HKG,06:00,05:57,05:57
71,KAL644,SIN,06:00,05:22,05:50
72,THA688,BKK,06:00,05:54,05:54
73,VJC878,DAD,06:00,06:18,06:18
74,JJA2108,HKG,06:05,06:09,06:09
75,JNA122,MFM,06:05,05:43,05:43
76,TWB122,SGN,06:05,05:34,05:34
77,KAL658,BKK,06:10,05:51,05:51
78,KAL8468,CXR,06:10,05:28,05:28
79,VJC926,HPH,06:15,06:11,06:11
80,AAR752,SIN,06:20,06:17,06:17
81,TWB9116,HKG,06:20,07:20,07:20
82,JJA2004,MFM,06:25,06:23,06:23
83,JJA2508,BKI,06:25,06:16,06:15
84,KAL632,CEB,06:25,06:30,06:30
85,PAL484,CEB,06:25,05:53,05:53
86,AAR626,SPN,06:30,05:55,05:55
87,AAR970,HKG,06:30,06:42,06:42
88,JNA024,CRK,06:30,06:03,06:03
89,PAL488,KLO,06:30,05:11,05:11
90,THA658,BKK,06:35,08:32,08:32
