,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,AAV770,CRK,00:05,00:12,00:12
1,JJA8404,TAO,00:20,00:06,00:06
2,CES2999,TAO,01:00,02:00,02:06
3,KAL854,PEK,01:00,00:42,00:42
4,PAC237,CVG,01:00,01:15,01:15
5,ICV8777,MXP,02:10,02:12,02:12
6,KAL8868,ULN,02:20,04:03,04:03
7,KAL086,JFK,04:10,04:50,04:50
8,AAV704,KLO,04:15,05:00,05:00
9,AAR203,LAX,04:20,03:45,03:45
10,KAL624,MNL,04:20,03:59,03:59
11,APJ809,HND,04:25,04:10,04:10
12,CRK646,HKG,04:25,03:35,03:35
13,HVN440,CXR,04:25,03:55,03:55
14,AAR211,SFO,04:30,03:22,03:49
15,AAV600,CEB,04:30,04:37,04:37
16,KAL026,SFO,04:30,03:20,04:14
17,UPS37,ONT,04:30,04:20,04:20
18,VJC836,CXR,04:30,04:23,04:23
19,JJA2306,MNL,04:40,03:39,03:39
20,DAL27,ATL,04:45,06:13,06:13
21,GTI547,ORD,04:45,04:06,04:06
22,KAL658,BKK,04:45,05:02,05:02
23,CES2023,CSX,04:50,04:48,04:48
24,KAL012,LAX,04:50,04:17,04:17
25,KAL720,HND,04:50,04:25,04:25
26,AAR324,CTU,04:55,04:55,04:55
27,AAV700,KLO,04:55,04:28,04:28
28,KAL680,HAN,04:55,04:41,04:41
29,AAR322,CSX,05:00,04:33,04:33
30,AAR704,MNL,05:00,04:30,04:30
31,AAR746,HKG,05:00,04:52,04:52
32,ESR592,DAD,05:00,04:46,04:46
33,ESR854,CGO,05:00,05:06,05:06
34,TWB132,VTE,05:00,04:39,04:39
35,KAL886,KMG,05:05,04:57,04:57
36,TWB302,GUM,05:05,04:35,04:35
37,VJC880,DAD,05:05,05:08,05:08
38,AAR326,KWL,05:15,04:44,04:44
39,KAL608,HKG,05:20,05:12,05:12
40,VJC864,SGN,05:25,05:23,05:23
41,VJC962,HAN,05:25,05:18,05:18
42,AAR358,CAN,05:30,05:04,05:04
43,ASV502,HKG,05:30,05:22,05:22
44,CPA412,HKG,05:30,05:14,05:14
45,HVN416,HAN,05:30,05:10,05:10
46,KAL464,DAD,05:35,05:16,05:16
47,KAL632,CEB,05:35,05:37,05:37
48,AAR756,DAD,05:40,05:28,05:28
49,JNA004,BKK,05:40,05:47,05:47
50,AAR734,HAN,05:45,05:30,05:30
51,KAL644,SIN,05:45,05:57,05:57
52,PAL466,MNL,05:50,05:20,05:20
53,APG036,KLO,05:55,05:34,05:34
54,JJA2108,HKG,05:55,05:42,05:42
55,AMX090,MEX,06:00,06:24,06:24
56,JNA096,JHB,06:00,06:21,06:21
57,KAL482,DEL,06:00,05:46,05:46
58,PAL484,CEB,06:00,05:54,05:54
59,VJC878,DAD,06:00,05:59,05:59
60,VJC926,HPH,06:00,06:13,06:01
61,AAR626,SPN,06:05,05:32,05:32
62,ESR872,PVG,06:05,05:25,05:25
63,JNA066,BKI,06:05,05:49,05:49
64,KAL316,PVG,06:05,06:27,06:27
65,LOT2001,BUD,06:05,06:37,06:37
66,THA688,BKK,06:05,05:53,05:53
67,TWB308,SPN,06:05,05:28,05:28
68,KAL684,SGN,06:10,05:50,05:50
69,KAL668,CNX,06:15,05:36,05:36
70,ESR512,BKK,06:20,05:43,05:43
71,JJA4206,CNX,06:20,06:08,06:08
72,KAL112,GUM,06:20,06:04,06:04
73,KAL612,HKG,06:20,06:15,06:15
74,JNA058,HAN,06:25,06:11,06:11
75,KAL474,MLE,06:25,05:58,05:58
76,KAL476,DLI,06:25,06:03,06:03
77,AAR708,CRK,06:30,06:17,06:17
78,HVN408,SGN,06:30,06:29,06:29
79,MAS066,KUL,06:30,06:25,06:25
80,KAL2928,MNL,06:32,06:50,06:50
81,AAR752,SIN,06:35,06:42,06:42
82,AAR952,HAN,06:35,06:06,06:06
83,JNA024,CRK,06:35,06:33,06:33
84,THA658,BKK,06:35,06:20,06:20
85,ESR502,BKI,06:40,06:32,06:32
86,JJA3105,GUM,06:40,06:19,06:19
87,KAL652,BKK,06:40,06:22,06:22
88,JJA4304,VTE,06:45,06:34,06:34
89,KAL690,PNH,06:45,06:42,06:42
90,AAR802A,GMP,06:50,06:28,06:28
91,JNA122,MFM,06:50,06:52,06:52
92,KAL628,CGK,06:50,06:53,06:53
93,AAR736,SGN,06:55,07:41,07:41
94,AAR742,BKK,06:55,07:33,07:33
95,AAR772,PQC,06:55,07:01,07:01
96,AAR988,PVG,06:55,08:11,08:11
97,THA656,BKK,06:55,07:02,07:02
98,TWB128,DAD,06:55,07:47,07:47
99,ASV546,REP,07:05,06:55,06:55
100,JJA2406,CEB,07:05,07:11,07:11
101,LAO921,VTE,07:05,06:49,06:49
102,AAR710,CEB,07:10,07:38,07:38
103,CEB180,KLO,07:10,06:39,06:39
104,ESR572,PPS,07:10,06:30,06:30
105,ESR594,DAD,07:10,07:30,07:30
106,JJA2004,MFM,07:10,06:46,06:46
107,KAL672,KUL,07:15,06:59,06:59
108,JNA026,CEB,07:20,07:15,07:15
109,JNA052,VTE,07:20,07:05,07:05
110,ASV532,KLO,07:25,07:36,07:36
111,ASV542,BKI,07:25,07:49,07:49
112,HVN430,DAD,07:25,06:57,06:57
113,KAL472,RGN,07:25,07:07,07:07
114,AAR740,PNH,07:30,07:58,07:58
115,ESR562,CXR,07:30,07:51,07:51
116,SIA608,SIN,07:35,08:18,08:18
117,TWB108,MFM,07:35,06:40,06:40
118,AAR2911,ORD,07:40,09:54,09:54
119,AAR762,CGK,07:40,07:43,07:43
120,KAL942,TAS,07:40,07:26,07:26
121,JJA2508,BKI,07:45,07:45,07:45
122,KAL314,HKG,07:45,07:19,07:19
123,AAR285,SFO,07:50,12:57,12:57
124,JJA2804,HAN,07:50,08:01,08:01
125,KAL214,LAX,07:55,07:09,07:09
126,KAL634,DPS,07:55,08:04,08:04
127,VJC960,HAN,07:55,07:17,07:17
128,KAL1410,TAE,08:00,07:53,07:53
129,KAL468,CXR,08:00,07:55,07:55
130,AAR8532,PUS,08:05,08:10,08:10
131,JJA4604,CRK,08:05,07:13,07:13
132,JNA060,DAD,08:05,08:08,08:08
133,AFR264,CDG,08:10,06:25,07:28
134,KAL1402,PUS,08:10,07:59,07:59
135,FDX5926,LAX,08:20,08:36,08:36
136,KAL678,ROR,08:20,08:06,08:06
137,JJA2204,BKK,08:25,08:39,08:39
138,JJA2904,DAD,08:25,08:31,08:31
139,TWB122,SGN,08:25,08:23,08:23
140,GIA878,CGK,08:30,08:19,08:19
141,KAL654,BKK,08:30,08:28,08:28
142,JJA3403,SPN,08:35,08:16,08:16
143,JJA8602,SYX,08:35,08:13,08:13
144,XAX506,KUL,08:40,08:21,08:21
145,BAW17,LHR,08:45,07:40,09:56
146,KAL638,HKT,08:45,08:47,08:47
147,TWB102,BKK,08:45,09:11,09:11
148,AAR177,HND,08:50,08:32,08:32
149,KAL320,CAN,08:50,08:42,08:42
150,KAL646,SIN,08:50,08:34,08:34
151,AAR754,SIN,08:55,09:02,09:02
