,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD
0,AAR587,BRU,00:05,23:40,00:36
1,AAR909,ORD,00:05,00:05,00:14
2,CRK623,HKG,00:05,23:35,00:04
3,HVN407,SGN,00:05,23:55,00:02
4,QDA9902,TAO,00:05,00:05,00:06
5,UAE323,DXB,00:05,23:55,00:09
6,UPS49,ANC,00:05,23:35,00:12
7,MAS039,KUL,00:10,00:10,00:22
8,PAC989,SIN,00:30,01:40,01:56
9,ETD873,AUH,00:55,00:55,01:16
10,KLM856,AMS,00:55,00:55,01:03
11,AAR282,LAX,01:00,01:00,01:21
12,AAR987,PVG,01:05,01:05,01:19
13,ETH673,ADD,01:05,01:05,01:23
14,TAX703,DMK,01:05,01:05,01:13
15,CEB187,MNL,01:10,00:45,01:00
16,SBI6304,IKT,01:10,04:00,04:33
17,KAL249,JFK,01:15,01:15,01:11
18,QTR859,DOH,01:15,01:15,01:30
19,MGL308,ULN,01:35,01:35,01:46
20,AFL253,SVO,01:45,01:45,01:44
21,VJC975,PQC,01:45,01:45,02:03
22,VJC839,CXR,01:50,01:50,01:51
23,PAC237,HKG,02:00,16:30,16:47
24,APJ702,CTS,02:40,04:10,04:31
25,GTI2488,ORD,03:45,03:45,04:10
26,PAC787,HKG,04:55,04:55,05:07
27,ICV8777,MXP,05:20,05:20,05:37
28,TAX705,DMK,05:50,05:50,06:10
29,AAV601,CEB,06:15,06:15,06:22
30,APG037,KLO,06:15,06:15,06:07
31,VJC837,CXR,06:15,06:15,07:08
32,VJC881,DAD,06:15,06:15,06:54
33,AAV701,KLO,06:20,06:20,07:06
34,HVN441,CXR,06:20,06:20,06:41
35,JJA2061,MFM,06:20,06:20,06:38
36,JJA5164,VVO,06:20,06:20,06:33
37,TWB103,HKT,06:20,06:20,06:36
38,VJC963,HAN,06:25,06:25,06:50
39,AAR8533,PUS,06:30,06:30,06:46
40,JJA1408,FUK,06:30,06:30,06:44
41,JJA2201,BKK,06:30,06:30,06:48
42,GTI547,WUX,06:45,13:35,13:52
43,TWB205,NRT,06:45,06:45,07:16
44,VJC865,SGN,06:45,06:45,07:14
45,EVA149,TPE,06:50,06:50,07:11
46,CRK647,HKG,06:55,06:55,07:19
47,VJC879,DAD,07:00,07:00,07:21
48,ESR605,NRT,07:05,07:05,07:24
49,JJA1304,KIX,07:10,07:10,07:35
50,JNA201,NRT,07:10,07:10,07:32
51,JNA221,FUK,07:15,07:15,07:28
52,VJC925,HPH,07:15,07:15,07:29
53,AAR731,SGN,07:20,07:20,07:47
54,JNA077,DAD,07:20,07:20,07:56
55,TWB125,DAD,07:25,07:25,08:08
56,TWB669,RMQ,07:25,07:25,07:26
57,APJ012,KIX,07:30,07:30,07:38
58,JJA034M,TNN,07:30,07:30,07:49
59,JNA021,CEB,07:30,07:30,08:48
60,KAL747,OKJ,07:30,07:30,07:42
61,LOT2002,BUD,07:30,07:30,07:44
62,AAR701,MNL,07:45,07:45,08:05
63,CES5050,YNT,07:45,07:45,07:59
64,TWB201,NRT,07:45,07:45,08:11
65,JNA081,TPE,07:50,07:50,08:13
66,JNA211,KIX,07:50,07:50,08:30
67,KAL621,MNL,07:50,07:50,08:26
68,AAR112,KIX,07:55,07:55,08:07
69,CEB181,KLO,07:55,07:55,08:10
70,ESR601,NRT,08:00,08:00,08:25
71,KAL143F,PUS,08:00,08:00,08:18
72,KAL1498,GMP,08:00,08:00,08:16
73,KAL787,FUK,08:00,08:00,08:21
74,KAL809,CGO,08:00,08:00,08:18
75,KAL845,TAO,08:00,08:00,08:15
76,TWB281,KIX,08:00,08:00,08:14
77,ESR881,TPE,08:05,08:05,08:20
78,KAL831,SHE,08:05,08:05,08:30
79,KAL479,HAN,08:10,08:10,08:34
80,KAL603,HKG,08:10,08:10,08:32
81,PAL467,MNL,08:10,08:10,08:02
82,AAR122,NGO,08:15,08:15,08:24
83,AAR331,PEK,08:20,08:20,08:36
84,AAR727,HAN,08:20,08:20,08:40
85,JJA8401,TAO,08:20,08:20,08:49
86,KAL1401,PUS,08:25,,08:43
87,PAL489,KLO,08:25,08:25,08:28
88,CES2044,TAO,08:30,08:30,08:41
89,JJA1102,NRT,08:30,08:30,08:48
90,KAL893,PVG,08:30,08:30,08:46
91,PAL485,CEB,08:30,08:30,08:23
92,JJA3100,GUM,08:35,08:35,08:54
93,AAR369,CAN,08:40,08:40,09:00
94,CPA415,HKG,08:40,08:40,08:52
95,ESR641,FUK,08:40,08:40,08:56
96,KAL813,HFE,08:40,08:40,09:05
97,KAL827,SZX,08:40,08:40,08:54
98,AAR132,FUK,08:45,08:45,08:51
99,CDG4620,TAO,08:45,08:45,09:19
100,ESR611,KIX,08:45,08:45,08:59
101,KAL865,CAN,08:50,08:50,09:11
102,AAR327,TSN,08:55,08:55,09:06
103,CES5052,PVG,08:55,08:55,09:15
104,AAR102,NRT,09:00,09:00,09:18
105,AAR309,WEH,09:00,10:00,10:16
106,AAR351,YNJ,09:00,09:00,09:09
107,AAR361,PVG,09:00,10:20,10:19
108,AAR7117,RMQ,09:00,09:00,09:13
109,AAR721,HKG,09:00,09:00,09:18
110,KAL819,CSX,09:00,09:00,09:26
111,SIA607,SIN,09:00,09:00,09:35
112,AAR301,DLC,09:05,10:05,10:22
113,AAR317,TAO,09:05,09:05,09:22
114,AFR267,CDG,09:05,09:05,09:36
115,JJA2601,TPE,09:05,09:05,09:32
116,KAL681,SGN,09:05,09:05,09:38
117,CPA421,HKG,09:10,09:10,09:24
118,ESR931,HKG,09:10,09:10,09:29
119,KAL657,BKK,09:15,09:15,09:45
120,KAL805,TSN,09:15,09:15,09:47
121,KAL807,XIY,09:15,09:15,09:40
122,AAR303,CGQ,09:20,09:20,09:50
123,KAL031,DFW,09:20,09:20,09:44
124,KAL035,ATL,09:20,09:20,10:03
125,JJA3402,SPN,09:30,09:30,09:41
126,JNA113,HKG,09:30,09:30,09:42
127,JNA645,GUM,09:30,09:30,09:55
128,AAR152,SDJ,09:35,09:35,09:46
129,JJA1402,FUK,09:35,09:35,09:48
130,KAL073,YYZ,09:35,09:35,09:57
131,KAL723,KIX,09:35,09:35,09:51
132,KAL891,YNJ,09:35,09:35,09:54
133,THA659,BKK,09:35,09:35,09:52
134,JNA641,GUM,09:40,09:40,10:01
135,AAR172,OKA,09:45,09:45,10:09
136,KAL113,GUM,09:45,09:45,10:07
137,XAX507,KUL,09:45,09:45,09:56
138,KAL613,HKG,09:50,09:50,10:04
139,UZB512,TAS,09:50,09:50,09:58
140,JJA2101,HKG,09:55,09:55,10:06
141,AAR371,SZX,10:00,10:05,10:31
142,AAR711,TPE,10:00,10:00,10:12
143,JJA8801,SJW,10:00,10:00,10:01
144,KAL081,JFK,10:00,10:00,10:21
145,HVN417,HAN,10:05,10:05,10:24
146,TWB291,FUK,10:05,10:05,10:17
147,APJ002,KIX,10:10,10:10,10:13
148,JJA8501,WEH,10:10,10:10,10:40
149,KAL703,NRT,10:10,10:10,10:24
150,KAL765,CTS,10:10,10:10,10:19
151,KAL981,VVO,10:10,10:10,10:44
152,AAR3533,CKG,10:15,10:15,10:36
153,AAR531,VCE,10:15,10:15,10:47
154,CPA417,HKG,10:15,10:15,10:33
155,DLH719,MUC,10:15,10:15,10:28
156,HVN409,SGN,10:15,10:15,10:38
157,AAR222,JFK,10:20,10:20,10:47
158,FIN42,HEL,10:20,10:20,10:34
159,KAL887,XMN,10:20,10:20,10:49
160,THA657,BKK,10:20,10:20,10:42
161,AAR551,IST,10:25,10:25,10:53
162,KAL093,IAD,10:25,10:25,10:42
163,AAR347,XIY,10:35,10:40,11:11
164,AAR729,HAN,10:35,10:45,11:13
165,BAW18,LHR,10:35,10:35,10:59
166,DAL158,DTW,10:35,10:35,10:37
167,GIA879,CGK,10:35,10:35,10:55
168,JJA1106,NRT,10:35,10:35,10:50
169,KAL691,TPE,10:35,10:35,10:57
170,JJA2901,DAD,10:40,10:40,11:19
171,JJA3102,GUM,10:40,10:40,10:52
172,JJA8701,YNT,10:40,10:40,11:03
173,KAL037,ORD,10:40,10:40,10:55
174,KAL483,HAN,10:40,10:40,11:07
175,KAL741,NGO,10:40,10:40,11:01
176,KAL855,PEK,10:40,10:40,11:06
177,LAO922,VTE,10:40,10:40,11:02
178,AAR363,PVG,10:45,10:45,11:23
179,TWB679,KHH,10:50,10:50,11:10
180,HL8372,GMP,11:00,11:00,11:21
181,JJA2001,MFM,11:00,11:00,11:24
182,MAS067,KUL,11:00,11:00,11:17
183,ESR571,PPS,11:05,11:05,11:14
184,KAL485,DAD,11:05,11:05,11:44
185,VJC961,HAN,11:05,11:05,11:33
186,JJA1602,NGO,11:10,11:10,11:31
187,KAL897,PVG,11:10,11:10,11:39
188,CSN340,HAK,11:15,11:15,11:27
189,TAX701,DMK,11:15,11:15,11:29
190,CSN686,DLC,11:20,11:20,11:26
191,HVN431,DAD,11:20,11:20,11:35
192,SIA611,SIN,11:20,11:20,11:48
193,THA689,BKK,11:20,11:20,11:42
194,GIA871,DPS,11:25,11:25,11:50
195,KZR910,ALA,11:25,11:25,11:46
196,UAL806,SFO,11:25,11:25,11:37
197,AAR7553,DAD,11:30,11:30,11:57
198,CAL165,KHH,11:30,11:30,11:52
199,CSN638,CGQ,11:30,11:30,11:41
200,JJA5102,VVO,11:35,11:35,12:05
201,VJC863,SGN,11:40,11:40,12:00
202,AIH241,WEH,11:45,11:45,12:02
203,CDG4096,TNA,11:45,11:45,11:55
204,GCR7994,TSN,11:45,11:45,11:59
205,CES2040,TAO,11:55,11:55,12:07
206,AAR541,FRA,12:00,12:00,12:29
207,CES550,YNT,12:00,12:00,12:10
208,EVA169,TPE,12:00,12:00,12:26
209,AIC313,DEL,12:05,12:05,12:29
210,AAR339,HRB,12:10,12:10,12:32
211,CDG4618,TAO,12:15,12:15,12:35
212,CES5086,TNA,12:15,12:15,12:18
213,CES580,NKG,12:15,12:15,12:21
214,JJA1902,CTS,12:20,12:20,12:34
215,AAR359,HGH,12:25,12:25,12:45
216,AMX091,MEX,12:25,12:25,12:47
217,CSN314,PVG,12:25,12:25,12:50
218,KAL313D,HKG,12:25,12:25,12:40
219,KAL795,CTS,12:25,12:25,12:42
220,SHU5437,VVO,12:25,12:25,12:38
221,AAR134,FUK,12:30,12:30,12:36
222,AAR349,NKG,12:30,12:30,12:55
223,AAR501,CDG,12:30,12:30,12:46
224,AAR561,FCO,12:30,12:30,12:44
225,UPS174,CGO,12:30,12:30,12:38
226,CAL161,TPE,12:35,12:35,12:53
227,KAL863,TSN,12:35,12:35,13:01
228,CCA172,TSN,12:45,12:45,13:03
229,CSN6088,MDG,12:45,12:45,12:41
230,CSN682,SHE,12:45,12:45,12:58
231,KAL935,PRG,12:45,12:45,13:06
232,HKE619,HKG,12:50,12:50,12:57
233,KAL905,FRA,12:50,12:50,13:32
234,KAL937,VIE,12:50,12:50,13:14
235,APG885,MNL,12:55,12:55,12:55
236,CES5042,PVG,12:55,12:55,13:08
237,CSN6080,WUH,12:55,12:55,13:03
238,AAR333,PEK,13:00,13:00,13:17
239,KAL869,DLC,13:00,13:00,13:23
240,KAL915,BCN,13:00,13:00,13:20
241,SHU5451,KHV,13:00,16:30,
242,CCA124,PEK,13:05,13:05,13:09
243,CCA140,HGH,13:05,13:05,13:27
244,KAL861,TAO,13:05,13:05,13:29
245,KAL923,SVO,13:05,13:05,13:25
246,AFL251,SVO,13:10,13:10,13:38
247,CES2034,TAO,13:10,13:10,13:44
248,KAL847,TNA,13:10,13:10,13:35
249,ASV713,KIX,13:15,13:15,13:42
250,CSN688,CGQ,13:20,13:20,13:40
251,KAL901,CDG,13:20,13:20,13:49
252,KAL907,LHR,13:20,13:20,13:47
253,KAL601,HKG,13:25,13:25,14:12
254,KAL951,DXB,13:25,13:25,13:54
255,KAL889,TAO,13:30,13:30,14:18
256,KAL481,DEL,13:35,13:35,14:04
257,KAL955,IST,13:40,13:40,14:00
258,TWB239,NGO,13:40,13:40,13:57
259,JNA213,KIX,13:45,13:45,14:08
260,KAL839,WEH,13:50,13:50,14:14
261,AZA759,FCO,13:55,13:55,14:05
262,CXA872,XMN,13:55,13:55,13:58
263,AAR365,PVG,14:00,15:00,15:21
264,CDG4088,TAO,14:00,14:00,14:09
265,KAL789,FUK,14:00,14:00,14:30
266,AAR114,KIX,14:05,14:05,14:19
267,KAL925,AMS,14:05,14:05,14:37
268,TWB271,OKA,14:05,14:05,14:15
269,FDX5835,ANC,14:10,14:10,14:24
270,CES2018,WEH,14:15,14:15,14:27
271,CES5022,XIY,14:15,14:15,14:21
272,KAL931,FCO,14:15,14:15,14:31
273,AAR307,YNT,14:20,14:20,14:48
274,AAR319,TAO,14:20,14:20,14:51
275,CCA144,YNJ,14:20,14:20,14:42
276,MGL302,ULN,14:20,14:20,14:40
277,DLH713,FRA,14:25,14:25,14:45
278,JNA203,NRT,14:25,14:25,14:39
279,KAL695,KTM,14:25,14:25,15:09
280,AAR521,LHR,14:30,14:30,15:02
281,KAL017,LAX,14:30,14:30,14:56
282,AFR261,CDG,14:35,14:35,14:53
283,CSN6074,YNJ,14:35,14:35,14:34
284,KAL833,SHE,14:35,14:35,15:14
285,AAR202,LAX,14:40,14:40,15:11
286,AMU821,MFM,14:40,14:40,14:47
287,CCA136,PEK,14:40,14:40,15:07
288,CCA402,CTU,14:40,14:40,14:56
289,ESR643,FUK,14:40,14:40,14:52
290,KAL643,SIN,14:45,14:45,15:05
291,CSN338,CAN,14:55,14:55,14:54
292,CSZ9034,SZX,14:55,14:55,15:15
293,AAR335,PEK,15:00,15:00,15:24
294,TWB217,NRT,15:00,15:00,15:17
295,CPA411,HKG,15:05,15:05,15:27
296,JJA1104,NRT,15:05,15:05,15:22
