,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,ABW292,SVO,00:05,00:23,00:23
1,GEC8384,FRA,00:15,00:30,00:30
2,VJC838,CXR,00:30,00:10,00:10
3,KAL854,PEK,01:00,00:33,00:33
4,PAC8724,OAI,01:30,23:45,01:45
5,CKK257,PVG,01:50,02:47,02:47
6,UPS37,ONT,03:25,03:15,03:15
7,PAC582,CVG,03:30,03:22,03:22
8,PAC997,LAX,03:35,04:02,04:02
9,KAL624,MNL,04:00,04:21,04:21
10,JNA062,BKI,04:15,03:45,03:45
11,PAC224,CVG,04:20,04:08,04:08
12,CRK646,HKG,04:25,03:38,03:38
13,HVN440,CXR,04:25,04:00,04:00
14,AAR704,MNL,04:30,04:13,04:13
15,AAV600,CEB,04:30,04:04,04:04
16,GTI511,LAX,04:30,10:56,10:56
17,HVN9408,DLI,04:30,04:17,04:17
18,PIC1194,DAD,04:30,03:57,03:57
19,VJC836,CXR,04:30,04:58,04:58
20,APJ809,HND,04:35,04:30,04:30
21,JJA2306,MNL,04:40,04:27,04:27
22,PAC246,SYD,04:40,05:05,05:07
23,KAL720,HND,04:50,04:35,04:35
24,AAV700,KLO,04:55,03:53,03:53
25,KAL680,HAN,04:55,04:33,04:33
26,QTR8982,DOH,04:55,04:11,04:11
27,AAR746,HKG,05:00,04:53,04:53
28,ESR592,DAD,05:00,04:48,04:48
29,KAL658,BKK,05:00,04:37,04:37
30,KAL860,PEK,05:00,04:19,04:19
31,TWB132,VTE,05:00,04:24,04:24
32,TWB302,GUM,05:05,04:51,04:51
33,VJC880,DAD,05:05,05:08,05:08
34,KAL012,LAX,05:10,04:42,04:42
35,KAL006,LAS,05:15,04:44,04:44
36,KAL086,JFK,05:15,04:40,04:40
37,AAR203,LAX,05:20,05:36,05:36
38,KAL608,HKG,05:20,05:02,05:02
39,CPA412,HKG,05:25,05:22,05:22
40,SWM211,REP,05:25,04:56,04:56
41,VJC864,SGN,05:25,05:10,05:10
42,VJC962,HAN,05:25,05:17,05:17
43,AAR211,SFO,05:30,05:05,05:05
44,AAR358,CAN,05:30,05:45,05:45
45,ASV532,HKG,05:30,05:34,05:34
46,HVN416,HAN,05:30,05:14,05:14
47,KAL026,SFO,05:30,05:33,05:33
48,KAL696,KTM,05:30,04:43,04:47
49,ASV542,KLO,05:35,05:00,05:00
50,KAL464,DAD,05:35,05:24,05:24
51,KAL632,CEB,05:35,05:29,05:29
52,AAR756,DAD,05:40,05:09,05:09
53,AMU826,MFM,05:40,05:15,05:15
54,JNA004,BKK,05:40,05:12,05:12
55,KAL250,JFK,05:40,05:25,05:25
56,AAR734,HAN,05:45,05:42,05:42
57,DAL27,ATL,05:45,05:19,05:19
58,JNA052,VTE,05:45,05:37,05:37
59,KAL644,SIN,05:45,05:30,05:30
60,PAL466,MNL,05:50,05:40,05:40
61,APG036,KLO,05:55,05:26,05:26
62,JJA2108,HKG,05:55,06:02,06:02
63,AMX090,MEX,06:00,05:12,05:12
64,KAL482,DEL,06:00,05:48,05:48
65,PAL484,CEB,06:00,06:21,06:21
66,VJC878,DAD,06:00,06:04,06:04
67,VJC926,HPH,06:00,05:21,05:21
68,JJA4206,CNX,06:05,06:00,06:00
69,TWB148,CRK,06:05,05:32,05:32
70,KAL474,MLE,06:10,05:19,05:19
71,KAL684,SGN,06:10,06:29,06:29
72,TWB108,MFM,06:10,06:25,06:25
73,KAL668,CNX,06:15,06:06,06:06
74,ASV101,GUM,06:20,07:07,07:07
75,ESR512,BKK,06:20,05:27,05:27
76,KAL112,GUM,06:20,05:57,05:57
77,KAL612,HKG,06:20,06:19,06:19
78,JNA024,CRK,06:25,06:24,06:24
79,JNA058,HAN,06:25,06:49,06:49
80,AAR708,CRK,06:30,06:17,06:17
81,AAR970,HKG,06:30,06:18,06:18
82,HVN408,SGN,06:30,06:31,06:31
83,MAS066,KUL,06:30,06:09,06:09
84,AAR752,SIN,06:35,06:13,06:13
85,JNA122,MFM,06:35,06:41,06:41
86,THA658,BKK,06:35,05:54,05:54
87,AAR626,SPN,06:40,06:33,06:33
88,ESR502,BKI,06:40,06:09,06:09
89,JJA3105,GUM,06:40,06:44,06:44
90,KAL652,BKK,06:40,06:16,06:16
91,JJA4304,VTE,06:45,06:34,06:34
92,KAL690,PNH,06:45,06:27,06:27
93,KAL628,CGK,06:50,06:28,06:28
94,AAR736,SGN,06:55,06:47,06:47
95,AAR742,BKK,06:55,07:53,07:53
96,AAR988,PVG,06:55,07:31,07:31
97,THA656,BKK,06:55,06:22,06:22
98,TWB128,DAD,06:55,06:37,06:37
99,PAL488,KLO,07:00,06:15,06:15
100,JJA2406,CEB,07:05,06:36,06:36
