,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,GEC8390,FRA,00:05,00:03,00:03
1,WGN8188,KWI,00:05,00:07,00:07
2,MGL309,ULN,00:40,00:30,00:30
3,SHU5496,UUS,00:40,00:27,00:27
4,KAL854,PEK,00:45,00:16,00:16
5,UPS5903,SDF,00:50,00:34,00:34
6,APJ701,CTS,01:10,00:59,00:59
7,PAC963,CVG,01:15,01:27,01:27
8,PAC489,HKG,02:00,04:37,04:37
9,ESR872,PVG,02:30,02:50,02:50
10,HYT9073,YNZ,02:35,02:12,02:12
11,CKK257,PVG,02:40,03:20,03:20
12,KAL868,ULN,03:25,03:02,03:02
13,PAC224,CVG,03:35,04:09,04:09
14,PAC997,LAX,03:35,03:28,03:28
15,UPS33,ONT,03:35,03:44,03:44
16,AAR203,LAX,04:00,03:52,03:52
17,AAR211,SFO,04:00,03:55,03:55
18,AAR235,ORD,04:00,04:22,04:22
19,DAL27,ATL,04:00,03:00,03:00
20,KAL026,SFO,04:00,04:25,04:25
21,JNA080,DAD,04:05,03:40,03:40
22,KAL086,JFK,04:10,03:47,03:47
23,JJA2306,MNL,04:15,04:39,04:39
24,KAL012,LAX,04:20,04:41,04:41
25,APJ809,HND,04:25,04:20,04:20
26,CRK646,HKG,04:25,03:50,03:50
27,HVN440,CXR,04:30,04:27,04:27
28,JJA4206,CNX,04:30,04:05,04:05
29,VJC836,CXR,04:30,04:57,04:57
30,ESR992,VVO,04:35,04:13,04:13
31,KAL624,MNL,04:35,04:11,04:11
32,KAL720,HND,04:35,04:16,04:16
33,TAX704,DMK,04:35,04:55,04:55
34,AAR322,CSX,04:40,05:02,05:02
35,AAR704,MNL,04:40,04:18,04:18
36,TWB302,GUM,04:45,04:07,04:07
37,AAR324,CTU,04:50,04:29,04:29
38,AAV704,KLO,04:50,04:44,04:44
39,KAL886,KMG,04:50,04:34,04:34
40,AAV700,KLO,04:55,04:31,04:31
41,AAV600,CEB,05:00,04:48,04:48
42,ESR592,DAD,05:00,04:53,04:53
43,TWB132,VTE,05:00,05:00,05:00
44,VJC880,DAD,05:00,05:05,05:05
45,CES2023,CSX,05:20,13:34,13:34
46,PAL466,MNL,05:20,05:09,05:47
47,TWB308,SPN,05:20,04:46,04:46
48,APG036,KLO,05:25,04:50,04:50
49,KAL464,DAD,05:25,05:13,05:13
50,KAL608,HKG,05:25,05:10,05:10
51,KAL680,HAN,05:25,05:26,05:26
52,VJC864,SGN,05:25,08:18,08:18
53,ASV502,HKG,05:30,05:43,05:43
54,KAL542,OSL,05:30,05:40,05:40
55,VJC962,HAN,05:30,06:06,06:06
56,KAL8868,ULN,05:35,05:24,05:24
57,AAR734,HAN,05:40,05:38,05:38
58,DLH718,MUC,05:40,06:26,06:26
59,AAR358,CAN,05:45,05:30,05:30
60,KAL316,PVG,05:45,06:53,06:53
61,AAR746,HKG,05:50,05:35,05:35
62,HVN416,HAN,05:50,05:45,05:45
63,JNA064,BKI,05:50,05:54,05:54
64,AAR756,DAD,05:55,05:22,05:22
65,CPA412,HKG,05:55,05:58,05:58
66,JNA040,KLO,05:55,05:17,05:17
67,KAL112,GUM,05:55,05:49,05:49
68,ESR512,BKK,06:00,06:00,06:00
69,KAL612,HKG,06:00,05:56,05:56
70,KAL644,SIN,06:00,06:04,06:04
71,THA688,BKK,06:00,07:36,07:36
72,VJC878,DAD,06:00,06:02,06:02
73,JJA2108,HKG,06:05,06:16,06:16
74,KAL658,BKK,06:10,06:11,06:11
75,VJC926,HPH,06:15,05:52,05:52
76,AAR752,SIN,06:20,07:00,07:00
77,JNA122,MFM,06:20,06:36,06:36
78,JJA2508,BKI,06:25,06:32,06:32
79,KAL632,CEB,06:25,06:24,06:24
80,PAL484,CEB,06:25,06:14,06:14
81,AAR626,SPN,06:30,06:18,06:18
82,AAR970,HKG,06:30,06:46,06:46
83,JNA024,CRK,06:30,06:57,06:57
84,PAL488,KLO,06:30,05:32,05:32
85,TWB108,MFM,06:30,07:24,07:24
86,THA658,BKK,06:35,06:39,06:39
87,TWB128,DAD,06:35,07:53,07:53
88,HVN408,SGN,06:40,06:43,06:43
89,HVN430,DAD,06:40,06:19,06:19
90,JNA062,BKI,06:40,06:35,06:35
91,KAL684,SGN,06:40,06:55,06:55
92,KAL690,PNH,06:40,06:47,06:47
93,ESR594,DAD,06:45,06:40,06:40
94,KAL668,CNX,06:45,06:09,06:09
95,AAR285,SFO,06:50,08:02,08:02
96,AAR708,CRK,06:50,07:06,07:06
97,ASV102,GUM,06:50,06:41,06:41
98,KAL672,KUL,06:50,07:20,07:20
99,RBA651,BWN,06:50,06:34,06:34
100,ASV546,REP,06:55,07:17,07:17
101,JJA2406,CEB,06:55,07:29,07:29
102,JJA3105,GUM,06:55,06:30,06:30
103,KAL652,BKK,06:55,06:50,06:50
104,THA656,BKK,06:55,06:59,06:59
105,AAR988,PVG,07:00,08:15,08:15
106,ASV532,KLO,07:00,06:56,06:56
107,JNA096,JHB,07:05,07:30,07:30
108,LAO921,VTE,07:05,07:02,07:02
109,AAR736,SGN,07:10,07:22,07:22
110,CEB180,KLO,07:10,06:52,06:52
111,ESR502,BKI,07:10,06:49,06:49
112,MAS066,KUL,07:10,12:42,12:42
113,AAR740,PNH,07:15,07:07,07:07
114,AFR264,CDG,07:15,07:03,07:03
115,KAL628,CGK,07:15,06:44,06:44
116,ASV542,BKI,07:20,07:13,07:13
117,JJA4304,VTE,07:20,07:15,07:15
118,JNA058,HAN,07:20,07:11,07:11
119,JJA2804,HAN,07:25,07:34,07:34
120,JJA2904,DAD,07:30,08:25,08:25
121,BAW17,LHR,07:35,07:27,07:27
122,KAL472,RGN,07:35,07:26,07:26
123,TWB124,SGN,07:35,09:55,09:55
124,TWB9116,HKG,07:35,07:33,07:33
125,JNA026,CEB,07:40,07:39,07:39
126,AAR710,CEB,07:45,07:45,07:45
127,AHK128,HKG,07:45,08:00,08:00
128,SIA608,SIN,07:45,07:59,07:59
129,JJA3465,SPN,07:50,08:08,08:08
130,KAL1497,GMP,07:50,07:47,07:47
131,KAL314,HKG,07:50,07:41,07:41
132,KAL468,CXR,07:50,08:10,08:10
133,ESR562,CXR,07:55,12:25,12:25
134,JNA060,DAD,07:55,08:06,08:06
135,UPS196,ANC,07:55,07:44,07:44
136,VJC960,HAN,07:55,07:57,07:57
137,AAR8532,PUS,08:00,07:50,07:50
138,JNA028,CEB,08:05,07:24,07:24
139,TWB622,SYX,08:05,07:42,07:42
140,KAL1402,PUS,08:10,07:55,07:55
141,KAL1410,TAE,08:15,08:04,08:04
142,KAL324,XIY,08:15,08:46,08:46
143,FIN41,HEL,08:20,08:36,08:36
144,JNA002,BKK,08:25,12:50,12:50
145,KAL320,CAN,08:25,08:13,08:13
146,KAL646,SIN,08:25,09:59,09:59
147,FDX5926,MEM,08:30,08:49,08:49
148,GIA878,CGK,08:30,08:20,08:20
149,JJA3403,SPN,08:30,08:30,08:30
150,AAR177,HND,08:35,08:32,08:32
151,FDX5230,MEM,08:35,08:52,08:54
152,JJA8608,HAK,08:35,07:18,07:18
153,XAX506,KUL,08:35,08:27,08:27
154,JJA2204,BKK,08:40,08:39,08:39
155,TWB102,BKK,08:40,10:10,10:10
156,AAR574,TAS,08:55,08:22,08:22
157,AAR762,CGK,08:55,09:42,09:42
158,KAL638,HKT,08:55,08:53,08:53
159,UPS11,SDF,08:55,11:07,11:07
160,LOT97,WAW,09:10,09:00,09:00
