,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,ABW392,SVO,00:05,00:01,00:01
1,BOX580,LEJ,00:20,03:36,03:37
2,ESR566,CXR,00:40,00:42,00:42
3,GEC8390,FRA,00:45,00:33,00:33
4,KAL854,PEK,01:00,00:29,00:29
5,CKK257,PVG,01:50,01:58,01:58
6,HYT9073,YNZ,02:35,01:55,01:55
7,PAC997,LAX,03:35,03:19,03:15
8,KAL164,DYG,03:40,03:34,03:34
9,UPS33,ONT,03:45,03:39,03:41
10,KAL624,MNL,04:20,04:34,04:34
11,APJ809,HND,04:25,04:08,04:08
12,CRK646,HKG,04:25,03:32,03:32
13,HVN440,CXR,04:25,04:05,04:05
14,AAV600,CEB,04:30,03:55,03:55
15,VJC836,CXR,04:30,04:18,04:18
16,JJA2306,MNL,04:40,04:02,04:02
17,KAL658,BKK,04:45,04:28,04:28
18,CES2023,CSX,04:50,04:32,04:32
19,KAL720,HND,04:50,04:12,04:12
20,AAR324,CTU,04:55,05:03,05:03
21,AAV700,KLO,04:55,04:10,04:10
22,KAL680,HAN,04:55,04:59,04:59
23,AAR704,MNL,05:00,04:55,04:55
24,AAR746,HKG,05:00,04:37,04:37
25,ESR592,DAD,05:00,04:47,04:47
26,ESR854,CGO,05:00,05:24,05:24
27,TWB132,VTE,05:00,04:15,04:15
28,KAL886,KMG,05:05,04:45,04:45
29,TWB302,GUM,05:05,04:30,04:30
30,VJC880,DAD,05:05,06:14,06:14
31,KAL012,LAX,05:10,04:39,04:39
32,AAR326,KWL,05:15,04:52,04:52
33,KAL086,JFK,05:15,04:20,04:20
34,AAR203,LAX,05:20,05:26,05:26
35,KAL608,HKG,05:20,04:57,04:57
36,VJC864,SGN,05:25,05:09,05:09
37,VJC962,HAN,05:25,05:12,05:12
38,AAR211,SFO,05:30,04:50,04:50
39,AAR358,CAN,05:30,05:12,05:12
40,ASV502,HKG,05:30,05:14,05:14
41,CPA412,HKG,05:30,05:02,05:02
42,HVN416,HAN,05:30,05:04,05:04
43,KAL026,SFO,05:30,04:42,04:42
44,KAL464,DAD,05:35,05:32,05:32
45,KAL632,CEB,05:35,05:18,05:18
46,AAR756,DAD,05:40,05:16,05:16
47,JNA004,BKK,05:40,05:34,05:34
48,KAL650,MNL,05:40,05:08,05:08
49,AAR734,HAN,05:45,05:38,05:38
50,DAL27,ATL,05:45,05:22,05:22
51,KAL644,SIN,05:45,06:01,06:01
52,PAL466,MNL,05:50,05:06,05:06
53,APG036,KLO,05:55,05:20,05:20
54,JJA2108,HKG,05:55,05:54,05:54
55,KAL542,OSL,05:55,05:10,05:10
56,JNA096,JHB,06:00,06:24,06:24
57,KAL482,DEL,06:00,06:03,06:03
58,PAL484,CEB,06:00,05:37,05:37
59,VJC878,DAD,06:00,05:49,05:49
60,VJC926,HPH,06:00,05:21,05:21
61,ESR872,PVG,06:05,05:17,05:17
62,JNA062,BKI,06:05,05:42,05:42
63,THA688,BKK,06:05,05:56,05:56
64,TWB308,SPN,06:05,05:33,05:33
65,KAL684,SGN,06:10,05:52,05:52
66,KAL668,CNX,06:15,05:41,05:41
67,ESR512,BKK,06:20,05:44,05:44
68,JJA4206,CNX,06:20,06:09,06:09
69,KAL112,GUM,06:20,05:46,05:46
70,KAL612,HKG,06:20,06:07,06:07
71,JNA058,HAN,06:25,06:34,06:34
72,KAL316,PVG,06:25,06:26,06:26
73,AAR708,CRK,06:30,06:16,06:16
74,AAR970,HKG,06:30,06:36,06:36
75,HVN408,SGN,06:30,06:22,06:22
76,MAS066,KUL,06:30,07:54,07:54
77,AAR752,SIN,06:35,06:18,06:18
78,JNA024,CRK,06:35,06:30,06:30
79,THA658,BKK,06:35,06:12,06:12
80,AAR626,SPN,06:40,06:14,06:14
81,ESR502,BKI,06:40,06:05,06:05
82,JJA3105,GUM,06:40,05:59,05:59
83,KAL652,BKK,06:40,06:17,06:17
84,RBA651,BWN,06:40,06:25,06:25
85,JJA4304,VTE,06:45,06:54,06:54
86,KAL690,PNH,06:45,06:20,06:20
87,JNA122,MFM,06:50,06:45,06:45
88,KAL628,CGK,06:50,06:21,06:21
89,AAR736,SGN,06:55,06:55,06:55
90,AAR742,BKK,06:55,07:04,07:04
91,AAR772,PQC,06:55,07:02,07:02
92,AAR988,PVG,06:55,07:47,07:47
93,THA656,BKK,06:55,06:27,06:27
94,TWB128,DAD,06:55,06:32,06:32
95,ASV546,REP,07:05,07:09,07:09
96,JJA2406,CEB,07:05,06:51,06:51
97,LAO921,VTE,07:05,06:59,06:59
98,AAR710,CEB,07:10,06:53,06:53
99,CEB180,KLO,07:10,07:13,07:13
100,ESR572,PPS,07:10,06:40,06:40
101,ESR594,DAD,07:10,07:01,07:01
102,KAL672,KUL,07:15,07:23,07:23
103,JNA026,CEB,07:20,07:25,07:25
104,JNA052,VTE,07:20,06:58,06:58
105,ASV532,KLO,07:25,07:45,07:45
106,ASV542,BKI,07:25,07:11,07:11
107,HVN430,DAD,07:25,07:19,07:19
108,KAL472,RGN,07:25,06:48,06:48
109,AAR740,PNH,07:30,07:15,07:15
110,ESR562,CXR,07:30,07:29,07:29
111,SIA608,SIN,07:35,07:26,07:26
112,AAR762,CGK,07:40,07:21,07:21
113,GTI2838,SFO,07:40,07:58,07:58
114,AHK128,HKG,07:45,07:27,07:27
115,JJA2508,BKI,07:45,07:39,07:39
116,KAL314,HKG,07:45,07:06,07:06
117,JJA2804,HAN,07:50,08:01,08:01
118,JJA8608,HAK,07:50,07:22,07:22
119,UPS11,SDF,07:50,07:56,07:56
120,UPS196,ANC,07:50,07:41,07:41
121,VJC960,HAN,07:55,07:24,07:24
122,KAL1410,TAE,08:00,07:49,07:49
123,KAL468,CXR,08:00,07:33,07:33
124,AAR8532,PUS,08:05,07:52,07:52
125,JJA4604,CRK,08:05,07:17,07:17
126,JNA060,DAD,08:05,07:43,07:43
127,TWB164,HAN,08:05,07:37,07:37
128,AFR264,CDG,08:10,07:09,07:57
129,KAL1402,PUS,08:10,07:54,07:54
130,JJA931F,GMP,08:16,08:23,08:23
131,FDX5926,MEM,08:25,08:08,08:08
132,JJA2204,BKK,08:25,08:52,08:52
133,JJA2904,DAD,08:25,08:20,08:20
134,TWB122,SGN,08:25,08:14,08:14
135,GIA878,CGK,08:30,08:44,08:44
136,KAL654,BKK,08:30,08:03,08:03
137,JJA3403,SPN,08:35,08:06,08:06
