,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD,Departure_STT
258,MGL302,ULN,13:20,13:20,13:50,이륙
259,KAL905,FRA,13:25,14:55,15:20,지연
260,UPS64,ANC,13:25,14:32,14:50,지연
261,ESR623,CTS,13:30,13:30,13:45,이륙
262,JJA1802,OKA,13:30,13:30,13:53,이륙
263,AIH712,UUS,13:35,13:35,14:15,이륙
264,CCA136,PEK,13:35,13:35,14:10,이륙
265,KAL839,WEH,13:35,13:35,14:14,이륙
266,SHU5437,VVO,13:35,13:35,13:38,이륙
267,ASV712,FSZ,13:40,13:40,14:12,이륙
268,FDX5391,MEM,13:40,13:40,13:41,이륙
269,KAL915,BCN,13:40,14:10,14:42,지연
270,CCA402,CTU,13:45,13:45,14:21,이륙
271,KAL601,HKG,13:45,13:45,14:16,이륙
272,AIC317,BOM,13:50,13:50,14:05,이륙
273,KAL927,MXP,13:50,13:50,14:53,지연
274,CPA433,HKG,13:55,13:55,14:12,이륙
275,AAR713,TPE,14:00,14:00,14:25,이륙
276,CDG4088,TAO,14:00,14:00,14:27,이륙
277,CES2018,WEH,14:00,15:10,15:35,지연
278,KAL901,CDG,14:00,14:00,15:00,지연
279,ASV784,UBJ,14:05,14:05,14:18,이륙
280,CCA144,YNJ,14:05,14:05,14:33,이륙
281,AAR114,KIX,14:10,15:00,15:28,지연
282,AAR365,PVG,14:10,14:10,14:29,이륙
283,KAL1403,PUS,14:10,14:10,14:23,이륙
284,AAR319,TAO,14:15,14:15,14:36,이륙
285,KAL955,IST,14:15,14:15,15:09,이륙
286,TWB271,OKA,14:15,14:15,14:46,이륙
287,AAR174,CTS,14:20,14:20,14:45,이륙
288,AAR307,YNT,14:20,15:10,15:39,지연
289,CES5022,TAO,14:20,14:20,14:39,이륙
290,JNA213,KIX,14:20,14:20,14:39,이륙
291,KAL643,SIN,14:20,14:20,15:18,이륙
292,AAR521,LHR,14:30,14:30,15:16,이륙
293,CES5062,PVG,14:30,14:30,15:07,이륙
294,KAL833,SHE,14:30,14:30,15:24,이륙
295,CSN6074,YNJ,14:35,14:35,14:48,이륙
296,ESR613,KIX,14:35,14:45,15:05,이륙
297,JJA4501,KHH,14:35,14:35,15:22,이륙
298,AAR202,LAX,14:40,14:40,15:14,이륙
299,FDX5230,IND,14:40,14:40,14:52,이륙
300,ESR651,KOJ,14:45,14:45,15:03,이륙
301,CSN338,CAN,14:50,14:50,14:55,이륙
302,JJA1104,NRT,14:50,15:10,16:16,지연
303,TWB295,HSG,14:50,14:50,15:10,이륙
304,CSZ9034,SZX,14:55,14:55,15:12,이륙
305,KAL017,LAX,15:00,15:00,15:41,이륙
306,AMU819,MFM,15:05,15:05,15:26,이륙
307,CPA411,HKG,15:05,15:05,15:33,이륙
308,JNA283,KIX,15:05,15:05,15:31,이륙
309,AAR106,NRT,15:10,15:10,15:37,이륙
310,CCA132,PEK,15:10,15:10,15:58,이륙
311,KAL725,KIX,15:10,15:50,16:02,이륙
312,DLH713,FRA,15:20,15:20,15:43,이륙
313,CDG4082,TAO,15:25,15:25,16:12,이륙
314,ESR615,KIX,15:25,15:25,15:50,이륙
315,JJA8503,WEH,15:25,15:25,15:46,이륙
316,AAR124,NGO,15:30,15:30,16:22,이륙
317,APJ006,KIX,15:30,16:30,16:45,지연
318,JJA1404,FUK,15:30,15:30,16:24,이륙
319,KAL735,OKA,15:30,16:05,16:33,지연
320,JNA203,NRT,15:35,15:35,16:10,이륙
321,KAL132T,GMP,15:35,15:35,15:48,이륙
322,KAL627,CGK,15:35,16:15,16:37,지연
323,TWB669,RMQ,15:35,15:35,15:56,이륙
324,ESR603,NRT,15:40,16:10,16:26,이륙
325,CCA740,WNZ,15:50,15:50,16:14,이륙
326,ESR643,FUK,15:50,15:50,16:18,이륙
327,CCA440,CKG,15:55,15:55,16:05,이륙
328,XAX505,KUL,15:55,15:55,16:31,이륙
329,KAL023,SFO,16:00,16:00,16:49,이륙
330,SBI556,VVO,16:00,16:00,16:07,이륙
331,CES268,YNT,16:05,16:05,17:13,지연
332,JJA1406,FUK,16:05,16:05,16:51,이륙
333,ASV754,NRT,16:15,16:15,16:41,이륙
334,CSN3062,CAN,16:15,16:15,16:28,이륙
335,CES5034,PVG,16:20,16:20,17:05,이륙
336,AAR335,PEK,16:25,16:25,16:43,이륙
337,ABW331,SVO,16:25,16:25,16:20,이륙
338,APJ906,OKA,16:25,16:25,16:35,이륙
339,KAL633,DPS,16:25,17:15,17:55,지연
340,TAX709,DMK,16:25,16:25,16:56,이륙
341,KAL693,TPE,16:30,16:30,16:47,이륙
342,SIA609,SIN,16:35,16:35,16:53,이륙
343,CES560,TAO,16:40,16:40,17:02,이륙
344,JJA4205,CNX,16:50,16:50,17:07,이륙
345,KAL671,KUL,16:50,16:50,17:25,이륙
346,AAR761,CGK,16:55,16:55,17:15,이륙
347,APG039,KLO,16:55,16:55,17:23,이륙
348,JJA1306,KIX,16:55,17:55,18:11,지연
349,AAR573,TAS,17:00,17:00,17:30,이륙
350,JNA051,VTE,17:00,17:00,17:21,이륙
351,ACA062,YYZ,17:05,17:25,17:46,이륙
352,CCA802,TSN,17:05,17:05,17:17,이륙
353,ESR511,BKK,17:05,17:05,17:35,이륙
354,KAL129,AKL,17:05,17:05,17:27,이륙
355,MDA263,RMQ,17:05,17:05,17:10,이륙
356,AAR118,KIX,17:10,17:10,17:39,이륙
357,AAR751,SIN,17:10,17:10,17:32,이륙
358,KAL1405,PUS,17:15,18:35,19:09,지연
359,KAL651,BKK,17:15,17:30,18:04,이륙
360,KAL001,HNL,17:20,17:20,17:49,이륙
361,CES580,NKG,17:25,17:25,17:57,이륙
362,JNA003,BKK,17:25,17:25,17:51,이륙
363,CSN696,DLC,17:30,17:30,18:01,이륙
364,THA635,BKK,17:30,17:30,17:43,이륙
365,TWB131,VTE,17:35,17:35,17:53,이륙
366,JNA071,HKT,17:45,17:45,17:59,이륙
367,AAR7475,CNX,17:55,17:55,18:16,이륙
368,ACA064,YVR,17:55,18:05,18:36,이륙
369,HVN405,SGN,17:55,17:55,18:20,이륙
370,JJA1608,NGO,18:00,18:00,18:40,이륙
371,JNA061,BKI,18:00,18:00,18:18,이륙
372,KAL629,DPS,18:00,18:00,18:31,이륙
373,TWB301,GUM,18:00,18:00,18:46,이륙
374,HVN415,HAN,18:05,18:05,18:23,이륙
375,UAL892,SFO,18:05,18:05,18:14,이륙
376,CCA126,PEK,18:10,18:10,18:33,이륙
377,KAL683,SGN,18:10,18:30,19:32,지연
378,AAR136,FUK,18:15,18:15,18:44,이륙
379,KAL9677,LPQ,18:15,18:15,18:38,이륙
380,AAR272,SEA,18:20,19:39,19:39,지연
381,AAR741,BKK,18:20,18:20,18:57,이륙
382,ESR591,DAD,18:20,18:20,18:28,이륙
383,AAR755,DAD,18:25,18:25,18:53,이륙
384,CSH828,PVG,18:25,18:25,18:55,이륙
385,KAL019,SEA,18:25,18:25,19:00,이륙
386,KAL471,RGN,18:30,18:30,19:10,이륙
387,KAL689,PNH,18:30,18:30,19:37,지연
388,KAL885,KMG,18:30,18:30,18:59,이륙
389,TWB293,FUK,18:30,18:30,18:42,이륙
390,AAL280,DFW,18:35,18:35,19:06,이륙
391,DAL26,ATL,18:35,18:35,18:52,이륙
392,KAL463,DAD,18:35,18:35,19:54,지연
393,KAL641,SIN,18:35,19:05,19:50,지연
394,KAL071,YVR,18:40,18:40,19:43,지연
395,KAL637,HKT,18:40,18:40,20:21,지연
396,KAL667,CNX,18:40,18:40,19:30,이륙
397,KAL679,HAN,18:40,18:40,19:44,지연
398,KAL121,SYD,18:45,18:45,19:37,이륙
399,KAL655,BOM,18:45,18:45,19:20,이륙
400,KAL705,NRT,18:45,18:45,19:28,이륙
401,KAL781,FUK,18:45,18:45,19:52,지연
402,AAR108,NRT,18:50,18:50,19:21,이륙
403,KAL653,BKK,18:50,18:50,20:03,지연
404,KAL795,CTS,18:50,18:50,19:34,이륙
405,CSN370,PVG,18:55,18:55,19:15,이륙
406,KAL623,MNL,18:55,18:55,20:15,지연
407,ESR501,BKI,19:00,19:00,19:12,이륙
408,JJA2305,MNL,19:00,19:00,19:23,이륙
409,KAL751,NGO,19:00,19:00,19:49,이륙
410,KAL853,PEK,19:00,19:00,19:48,이륙
411,DAL198,SEA,19:05,19:05,19:14,이륙
412,KAL721,KIX,19:05,19:35,19:59,이륙
413,KAL895,PVG,19:05,19:05,20:10,지연
414,AAR116,KIX,19:10,20:10,20:10,지연
415,AAR7315,PQC,19:10,19:10,19:41,이륙
416,JJA4303,VTE,19:10,19:10,19:39,이륙
417,KAL685,SGN,19:10,20:10,21:32,지연
418,AAR735,SGN,19:15,20:30,20:24,지연
419,ASV501,REP,19:15,19:15,19:28,이륙
420,AAR703,MNL,19:20,20:26,20:26,지연
421,AAR8531,PUS,19:20,19:57,19:57,지연
422,KAL1415,TAE,19:25,19:25,20:01,지연
423,AAR747,HKT,19:30,19:30,20:06,이륙
424,AAR753,SIN,19:30,19:30,20:08,이륙
425,JJA2203,BKK,19:30,19:30,20:28,이륙
426,KAL085,JFK,19:30,20:00,20:39,지연
427,AAR739,PNH,19:35,19:35,19:57,이륙
428,AAR745,HKG,19:35,20:40,20:32,이륙
429,JNA063,BKI,19:35,19:35,19:52,이륙
430,JNA601,HNL,19:35,19:35,20:07,이륙
431,KAL111,GUM,19:35,19:35,20:15,이륙
432,KAL123,BNE,19:35,20:05,20:48,지연
433,KAL134T,GMP,19:35,19:35,19:51,이륙
434,KAL1407,PUS,19:35,19:35,20:25,지연
435,JNA057,HAN,19:40,19:40,20:12,이륙
436,KAL631,CEB,19:40,20:10,21:36,지연
437,AAR733,HAN,19:45,19:45,20:42,이륙
438,EVA159,TPE,19:45,19:45,20:17,이륙
439,TWB307,SPN,19:45,19:45,20:17,이륙
440,CPA419,HKG,19:50,19:50,20:35,이륙
441,JJA2501,BKI,19:50,19:50,20:37,이륙
442,AAR367,PVG,20:00,20:00,20:30,이륙
443,ASV511,BKI,20:00,20:00,20:19,이륙
444,KAL011,LAX,20:00,20:30,21:27,지연
445,KAL607,HKG,20:00,20:30,22:23,지연
446,JNA025,CEB,20:05,20:05,20:43,이륙
447,KAL025,SFO,20:05,20:45,21:47,지연
448,KAL649,MNL,20:05,20:05,20:54,이륙
449,TWB101,BKK,20:05,20:05,20:39,이륙
450,AAR323,CTU,20:10,20:10,21:03,이륙
451,ASV531,HKG,20:10,20:10,20:45,이륙
452,CSN684,HRB,20:10,20:10,20:47,이륙
453,JJA3106,GUM,20:10,20:10,20:37,이륙
454,KAL659,BKK,20:15,20:15,20:56,이륙
455,AAR232,HNL,20:20,21:22,21:22,지연
456,AAR236,ORD,20:20,20:20,21:11,이륙
457,AAR625,SPN,20:20,20:20,21:05,이륙
458,JJA2405,CEB,20:20,20:20,20:50,이륙
459,PAL469,MNL,20:25,20:25,20:58,이륙
460,AAR325,KWL,20:30,20:30,20:52,이륙
461,CXA872,XMN,20:35,20:35,21:13,이륙
462,ESR503,BKI,20:35,21:00,21:01,이륙
463,JJA2205,BKK,20:35,20:35,21:15,이륙
464,KAL053,HNL,20:35,21:15,22:18,지연
465,KAL467,CXR,20:35,21:05,22:06,지연
466,TWB121,SGN,20:35,20:35,21:09,이륙
467,AAR204,LAX,20:40,20:40,21:38,이륙
468,AAR212,SFO,20:40,21:56,21:55,지연
469,AAR743,BKK,20:40,20:40,21:25,이륙
470,CSN672,SHE,20:40,20:40,21:17,이륙
471,KAL719,HND,20:40,20:40,22:12,지연
472,ASV102,GUM,20:45,20:45,21:07,이륙
473,ESR593,DAD,20:45,20:45,20:59,이륙
474,APJ010,KIX,20:50,20:50,21:44,이륙
475,ESR541,HAN,20:50,20:50,21:20,이륙
476,ESR513,BKK,20:55,20:55,21:52,이륙
477,TWB127,DAD,20:55,20:55,21:30,이륙
478,AAR601,SYD,21:00,22:10,22:08,지연
479,KAL005,LAS,21:00,21:00,22:27,지연
480,CAL163,TPE,21:05,21:05,21:54,이륙
481,ESR505,BKI,21:05,21:05,21:42,이륙
482,PAC751,SZX,21:05,21:05,21:40,이륙
483,AAR357,CAN,21:10,23:10,23:46,지연
484,AAR709,CEB,21:10,21:10,22:00,이륙
485,CDG4778,TAO,21:10,21:10,21:34,이륙
486,JNA059,DAD,21:10,21:10,21:49,이륙
487,JNA651,SPN,21:10,21:26,21:58,이륙
488,JJA2803,HAN,21:15,22:20,22:21,지연
489,JJA2107,HKG,21:25,21:25,22:02,이륙
490,AAR178,HND,21:30,22:30,22:38,지연
491,AAR969,HKG,21:30,21:30,22:04,이륙
492,JJA2903,DAD,21:30,23:14,23:15,지연
493,JJA4703,SGN,21:35,22:31,22:31,이륙
494,ASV541,KLO,21:40,21:40,22:17,이륙
495,CDG4708,YNT,21:45,21:45,22:48,지연
496,JNA023,CRK,21:45,21:45,22:52,지연
497,AHK129,HKG,21:50,21:50,22:10,이륙
498,CES2024,CSX,21:50,21:50,22:25,이륙
499,JJA2565,BKI,21:50,21:50,22:34,이륙
500,JJA3108,GUM,21:50,21:50,22:42,이륙
501,UPS195,ANC,21:50,21:50,22:14,이륙
502,CSN676,DLC,22:05,22:06,22:29,이륙
503,FDX5231,ANC,22:05,22:05,22:40,이륙
504,HKE627,HKG,22:05,22:05,22:44,이륙
505,KAL051,HNL,22:05,22:25,23:02,이륙
506,UZB514,TAS,22:05,22:05,22:35,이륙
507,JJA4903,CXR,22:10,23:10,23:18,지연
508,PAC238,LAX,22:10,22:30,22:58,이륙
509,AAR707,CRK,22:20,22:20,22:56,이륙
510,PAC214,CVG,22:25,22:25,22:50,이륙
511,TWB107,MFM,22:25,22:25,23:04,이륙
512,CEB129,CEB,22:30,22:30,23:00,이륙
513,KAL313,HKG,22:30,22:30,22:46,이륙
514,APG9047,CEB,22:35,22:35,23:10,이륙
