,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,KAL638D,HKT,00:05,00:03,00:03
1,KAL288,ORD,00:15,00:10,00:10
2,KAL854,PEK,01:00,00:35,00:35
3,AJX8475,NRT,01:16,00:55,00:55
4,PAC717,ICN,01:25,01:19,01:19
5,CKK257,PVG,01:50,02:51,02:51
6,CKS252,CVG,03:10,03:10,06:05
7,UPS37,ONT,03:25,03:31,03:31
8,PAC582,CVG,03:30,05:13,05:13
9,PAC997,LAX,03:35,03:03,03:03
10,KAL624,MNL,04:00,03:52,03:52
11,JNA062,BKI,04:15,03:50,03:50
12,PAC224,CVG,04:20,04:28,04:28
13,CRK646,HKG,04:25,03:40,03:40
14,HVN440,CXR,04:25,04:23,04:23
15,AAR704,MNL,04:30,03:47,03:47
16,AAV600,CEB,04:30,04:02,04:02
17,GTI511,LAX,04:30,10:43,10:43
18,HVN9408,DLI,04:30,04:08,04:08
19,PIC1194,DAD,04:30,04:58,04:58
20,VJC836,CXR,04:30,05:08,05:08
21,APJ809,HND,04:35,04:30,04:30
22,JJA2306,MNL,04:40,03:57,03:57
23,KAL720,HND,04:50,04:20,04:20
24,AAV700,KLO,04:55,04:33,04:33
25,KAL680,HAN,04:55,04:35,04:35
26,QTR8982,DOH,04:55,05:50,05:50
27,ESR592,DAD,05:00,04:37,04:37
28,KAL658,BKK,05:00,04:41,04:41
29,KAL860,PEK,05:00,04:13,04:13
30,TWB132,VTE,05:00,04:43,04:43
31,TWB302,GUM,05:05,04:39,04:39
32,VJC880,DAD,05:05,05:41,05:41
33,KAL012,LAX,05:10,04:46,04:46
34,KAL006,LAS,05:15,04:48,04:48
35,KAL086,JFK,05:15,05:18,05:18
36,AAR203,LAX,05:20,05:26,05:26
37,KAL608,HKG,05:20,05:03,05:03
38,CPA412,HKG,05:25,05:10,05:10
39,SWM211,REP,05:25,04:50,04:50
40,VJC864,SGN,05:25,05:46,05:46
41,VJC962,HAN,05:25,06:01,06:01
42,AAR211,SFO,05:30,04:26,04:26
43,AAR358,CAN,05:30,05:24,05:24
44,ASV532,HKG,05:30,05:32,05:32
45,HVN416,HAN,05:30,05:01,05:01
46,KAL026,SFO,05:30,04:56,04:56
47,KAL696,KTM,05:30,04:54,04:54
48,ASV542,KLO,05:35,05:29,05:29
49,KAL464,DAD,05:35,05:06,05:06
50,KAL632,CEB,05:35,05:20,05:20
51,AAR756,DAD,05:40,05:52,05:52
52,AMU826,MFM,05:40,05:54,05:54
53,JNA004,BKK,05:40,05:12,05:12
54,KAL250,JFK,05:40,07:21,07:22
55,AAR734,HAN,05:45,05:47,05:47
56,DAL27,ATL,05:45,05:44,05:44
57,JNA052,VTE,05:45,05:58,05:58
58,KAL644,SIN,05:45,05:30,05:30
59,PAL466,MNL,05:50,05:37,05:37
60,APG036,KLO,05:55,05:22,05:22
61,JJA2108,HKG,05:55,06:10,06:10
62,AMX090,MEX,06:00,05:55,05:55
63,KAL482,DEL,06:00,05:59,05:59
64,PAL484,CEB,06:00,05:16,05:16
65,VJC878,DAD,06:00,06:07,06:07
66,VJC926,HPH,06:00,06:14,06:14
67,JJA4206,CNX,06:05,05:57,05:57
68,TWB148,CRK,06:05,05:35,05:35
69,KAL474,MLE,06:10,05:43,05:43
70,KAL684,SGN,06:10,05:49,05:49
71,TWB108,MFM,06:10,05:48,05:48
72,KAL668,CNX,06:15,06:21,06:21
73,ASV101,GUM,06:20,06:17,06:17
74,ESR512,BKK,06:20,05:39,05:39
75,KAL112,GUM,06:20,05:53,05:53
76,KAL612,HKG,06:20,06:27,06:27
77,AAR746,HKG,06:25,06:05,06:05
