,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD
0,AAR284,ICN,00:05,,
1,AAR284,SFO,00:05,23:30,00:15
2,AAR951,HAN,00:05,23:55,00:27
3,AAR993,CAN,00:05,23:20,00:06
4,ABL319,SZX,00:05,23:30,00:14
5,APG889,MNL,00:05,23:40,00:08
6,CDG4708,YNT,00:05,23:10,00:09
7,CEB183,KLO,00:05,23:45,00:29
8,CSN316,PEK,00:05,23:15,00:04
9,KAL261,SEA,00:05,23:05,00:02
10,KAL277,GDL,00:05,23:40,00:22
11,KAL315,PVG,00:05,23:55,00:21
12,KAL361,HAN,00:05,23:30,00:11
13,PAC214,CVG,00:05,00:05,00:35
14,TWB157,CXR,00:05,23:35,00:31
15,UAE323,DXB,00:05,23:50,00:24
16,XAX509,KUL,00:05,23:50,00:39
17,AJX8480,OKA,00:10,00:10,00:56
18,BAV485,DAD,00:10,00:10,00:40
19,MAS039,KUL,00:10,00:10,00:37
20,TWB613,SHE,00:10,00:10,00:42
21,CSN8130,CGO,00:15,00:15,00:33
22,ETD873,AUH,00:15,00:15,00:59
23,ETH673,ADD,00:20,01:10,01:10
24,QTR8981,DOH,00:20,00:20,00:54
25,TAX703,DMK,00:20,00:20,01:02
26,CEB187,MNL,00:25,00:25,01:06
27,KAL323,XIY,00:25,00:55,01:32
28,THY91,IST,00:25,00:25,00:57
29,QTR859,DOH,00:35,00:35,01:17
30,KLM856,AMS,00:55,00:55,01:28
31,SBI6274,VVO,01:00,01:00,01:22
32,AAR987,PVG,01:05,01:05,01:39
33,CDG4722,TAO,01:05,23:50,01:04
34,GTI531,PVG,01:10,01:10,02:18
35,VJC975,PQC,01:45,01:45,02:33
36,KAL249,JFK,01:50,01:50,01:57
37,VJC839,CXR,01:50,01:50,02:13
38,UAL892,SFO,02:00,02:00,02:35
39,BOX587,LEJ,02:20,02:20,02:54
40,GEC8387,FRA,02:20,02:20,02:20
41,JST50,OOL,04:00,04:25,05:04
42,CKK258,PVG,04:20,03:50,03:56
43,HYT9074,YNZ,04:35,05:35,05:39
44,PIC1195,DAD,05:15,05:15,05:42
45,BAV493,CXR,05:20,05:20,06:16
46,KAL541,MXP,05:40,05:40,05:51
47,SOO7923,HKG,05:45,08:29,08:57
48,JJA1162,NRT,05:55,05:55,06:23
49,ETH3618,HKG,06:00,06:00,06:00
50,AAV701,KLO,06:10,09:30,09:32
51,HVN441,CXR,06:15,06:15,06:29
52,JJA2201,BKK,06:15,06:15,06:32
53,VJC881,DAD,06:15,06:15,06:47
54,VJC837,CXR,06:20,06:20,06:40
55,AAV601,CEB,06:25,06:25,06:45
56,JJA3100,GUM,06:25,06:25,06:42
57,VJC963,HAN,06:25,06:40,06:59
58,AAR8533,PUS,06:30,07:20,07:57
59,TWB9239,NGO,06:30,06:30,06:51
60,TWB161,CXR,06:45,06:45,07:04
61,VJC865,SGN,06:45,06:45,06:57
62,AAV771,CRK,06:50,06:50,07:07
63,CRK647,HKG,06:50,06:50,07:15
64,JNA221,FUK,06:50,06:50,07:10
65,APG037,KLO,06:55,06:56,07:47
66,ESR595,DAD,07:00,07:30,07:51
67,EVA149,TPE,07:00,07:00,07:20
68,JJA3172,GUM,07:00,07:00,07:17
69,KAL529,OSL,07:00,08:50,09:17
70,KAL855,PEK,07:00,07:00,07:22
71,VJC879,DAD,07:00,07:00,07:31
72,JNA125,MFM,07:05,07:05,07:42
73,JJA4407,TAG,07:10,07:10,07:26
74,TWB9289,KIX,07:10,07:10,07:28
75,ASV711,KIX,07:15,07:15,07:37
76,VJC925,HPH,07:15,07:15,08:06
77,ESR581,PQC,07:20,07:20,07:39
78,CES5050,YNT,07:25,07:25,08:18
79,TWB113,CNX,07:25,07:25,07:48
80,AAR6233,SPN,07:30,07:30,07:55
81,AAR731,SGN,07:30,07:30,08:12
82,APJ012,KIX,07:30,07:30,08:08
83,JJA1408,FUK,07:30,07:30,07:52
84,JNA201,NRT,07:30,07:30,07:59
85,PAL485,CEB,07:30,07:30,07:44
86,AAR701,MNL,07:35,07:35,08:14
87,JNA029,CEB,07:35,07:35,08:16
88,LOT2002,BUD,07:35,07:35,08:05
89,TWB669,RMQ,07:35,07:35,08:09
90,JNA077,DAD,07:40,07:40,08:03
91,ASV525,CXR,07:45,07:45,08:21
92,KAL621,MNL,07:45,07:45,08:24
93,TWB125,DAD,07:45,07:45,08:28
94,TWB211,NRT,07:45,07:45,08:06
95,JNA063,BKI,07:50,08:26,09:08
96,TWB145,KLO,07:50,08:20,08:49
97,CEB181,KLO,07:55,10:45,11:08
98,KAL635,CRK,07:55,07:55,08:32
99,TWB281,KIX,07:55,07:55,08:15
100,JNA211,KIX,08:00,08:00,08:30
101,JNA653,GUM,08:00,08:00,08:25
102,KAL787,FUK,08:00,08:00,08:18
103,PAL491,CRK,08:00,08:00,08:27
104,AAR112,KIX,08:05,08:30,09:00
105,KAL479,HAN,08:05,08:05,08:33
106,AAR122,NGO,08:10,08:10,08:41
107,ESR825,HUN,08:10,08:10,08:38
108,JJA1102,NRT,08:10,08:10,08:53
109,JNA097,JHB,08:10,08:10,08:41
110,PAL467,MNL,08:10,08:10,08:36
111,KAL827,SZX,08:15,08:15,08:54
112,AAR331,PEK,08:20,08:20,08:43
113,AAR727,HAN,08:20,08:20,08:48
114,JJA8401,TAO,08:20,08:20,08:51
115,KAL603,HKG,08:20,08:20,08:45
116,KAL1401,PUS,08:25,,08:39
117,KAL893,PVG,08:25,08:25,09:01
118,AAR353,CKG,08:30,08:30,09:11
119,AAR369,CAN,08:30,08:30,09:07
120,CES2044,TAO,08:30,08:30,08:55
121,JNA231,CTS,08:35,08:35,08:57
122,AAR132,FUK,08:40,08:40,09:36
123,ESR601,NRT,08:40,08:40,08:49
124,JNA039,KLO,08:40,08:40,09:03
125,ASV743,TAK,08:45,08:45,09:03
126,CDG4620,TAO,08:45,08:45,08:59
127,AAR7573,DAD,08:50,08:50,09:16
128,KAL831,SHE,08:50,08:50,09:13
129,AAR327,TSN,08:55,08:55,09:34
130,CES5052,PVG,08:55,08:55,09:42
131,KAL865,CAN,08:55,08:55,09:19
132,AAR102,NRT,09:00,09:20,09:52
133,AAR309,WEH,09:00,09:00,09:40
134,AAR317,TAO,09:00,09:00,09:28
135,AAR351,YNJ,09:00,09:00,09:21
136,AAR721,HKG,09:00,09:00,09:24
137,KAL691,TPE,09:00,09:00,09:49
138,KAL723,KIX,09:00,09:00,09:19
139,SIA607,SIN,09:00,09:00,09:30
140,AAR303,SHE,09:05,,
141,AAR303,CGQ,09:05,,
142,AAR303,CGQ,09:05,09:05,09:52
143,AAR361,PVG,09:05,09:05,09:35
144,ESR611,KIX,09:05,09:05,09:25
145,KAL845,TAO,09:05,09:05,09:26
146,KAL891,YNJ,09:05,09:05,09:44
147,AAR174,CTS,09:10,09:10,09:34
148,ASV103,GUM,09:10,09:10,09:26
149,ESR931,HKG,09:10,09:10,09:56
150,JJA1302,KIX,09:10,09:10,09:31
151,KAL681,SGN,09:10,09:10,09:38
152,KAL809,CGO,09:10,09:10,09:48
153,JNA021,CEB,09:15,09:15,10:04
154,KAL113,GUM,09:15,09:15,09:41
155,KAL657,BKK,09:15,09:15,09:53
156,CPA421,HKG,09:20,09:20,09:46
157,KAL807,XIY,09:20,09:20,10:02
158,AAR791,FRA,09:30,10:31,10:30
159,KAL091,BOS,09:30,09:30,09:45
160,AAR337,YNZ,09:35,09:35,09:58
161,AAR551,IST,09:35,09:35,10:05
162,ESR641,FUK,09:35,09:35,09:59
163,JNA641,GUM,09:35,09:35,09:55
164,KAL981,VVO,09:35,09:35,10:08
165,THA659,BKK,09:35,09:35,09:59
166,AAR172,OKA,09:40,09:50,10:18
167,AAR301,DLC,09:40,09:40,10:12
168,ESR661,KMI,09:40,09:40,10:04
169,JNA081,TPE,09:40,09:40,10:07
170,AAR711,TPE,09:45,09:45,10:14
171,KAL035,ATL,09:45,09:45,10:07
172,XAX507,KUL,09:50,09:50,10:11
173,AAR371,SZX,09:55,09:55,10:24
174,AFR267,CDG,09:55,09:55,10:27
175,ASV513,DAD,09:55,09:55,10:17
176,JJA2101,HKG,09:55,09:55,10:21
177,KAL703,NRT,09:55,09:55,10:10
178,ASV701,NRT,10:00,10:00,10:14
179,KAL081,JFK,10:00,10:00,10:17
180,JJA3102,GUM,10:05,10:05,10:28
181,KAL483,HAN,10:05,10:05,10:29
182,KAL763,KIJ,10:05,10:05,10:21
183,KAL765,CTS,10:05,10:05,10:26
184,KAL823,MDG,10:05,10:05,10:34
185,KAL887,XMN,10:05,10:35,10:51
186,AAR729,HAN,10:10,11:30,11:35
187,CPA417,HKG,10:10,10:10,10:26
188,JJA3402,SPN,10:10,10:10,10:31
189,JJA8701,YNT,10:10,10:10,10:45
190,TWB291,FUK,10:10,10:10,10:24
191,HVN409,SGN,10:15,10:15,10:40
192,KAL093,IAD,10:15,10:15,10:35
193,KAL805,TSN,10:15,10:15,10:54
194,JNA085,DAD,10:20,10:20,10:47
195,KAL031,DFW,10:20,10:20,10:45
196,KAL073,YYZ,10:20,10:20,10:42
197,TWB611,WNZ,10:20,10:20,10:43
198,APJ002,KIX,10:25,10:25,11:01
199,GIA879,CGK,10:35,10:35,10:50
200,HVN417,HAN,10:35,10:35,10:59
201,JJA1106,NRT,10:35,10:35,10:49
202,JJA1402,FUK,10:35,10:35,10:55
203,JJA8501,WEH,10:35,10:35,10:56
204,KAL741,NGO,10:35,10:35,10:52
205,JJA8305,NTG,10:40,10:40,11:10
206,KAL037,ORD,10:40,10:40,11:04
207,KAL613,HKG,10:40,10:40,11:19
208,BAW18,LHR,10:45,10:45,11:06
209,HVN431,DAD,10:45,10:45,11:04
210,AAR222,JFK,10:50,10:50,11:10
211,AAR363,PVG,10:50,11:00,11:42
212,DAL158,DTW,10:50,10:50,11:07
213,LOT98,WAW,10:50,10:50,11:12
214,THA657,BKK,10:50,10:50,11:14
215,VJC863,SGN,10:50,10:50,11:38
216,CSN340,HAK,10:55,10:55,11:16
217,AAR541,FRA,11:00,11:00,11:24
218,JJA2001,MFM,11:00,11:00,11:26
219,JJA2601,TPE,11:05,11:05,11:32
220,KAL727,KIX,11:05,11:05,11:18
221,KAL745,FUK,11:05,11:05,11:29
222,MAS067,KUL,11:05,11:05,11:22
223,VJC961,HAN,11:05,11:05,11:28
224,JJA1602,NGO,11:10,11:10,11:27
225,KAL485,DAD,11:10,11:10,11:44
226,KAL897,PVG,11:10,11:10,11:48
227,SBI5792,OVB,11:10,11:10,11:46
228,TWB309,SPN,11:10,11:10,11:23
229,FIN42,HEL,11:15,11:15,11:30
230,KAL915,BCN,11:15,11:15,11:40
231,CSN686,DLC,11:20,11:20,11:52
232,SWM214,REP,11:20,11:20,11:51
233,TAX701,DMK,11:20,11:20,12:08
234,THA689,BKK,11:20,11:20,11:59
235,ABL781,KHH,11:25,11:25,12:12
236,CLX6359,LUX,11:30,11:30,11:57
237,ESR631,OKA,11:30,11:30,12:06
238,ABL715,CEB,11:35,11:35,12:10
239,GIA871,DPS,11:35,11:35,12:01
240,KAL317,TSN,11:35,11:35,12:03
241,LAO922,VTE,11:35,11:35,11:54
242,EVA169,TPE,11:40,11:40,12:15
243,JJA2901,DAD,11:40,11:40,12:21
244,CAL165,KHH,11:45,11:45,12:19
245,CDG4096,TNA,11:45,11:45,12:14
246,AIC313,DEL,11:50,11:50,12:24
247,CES2040,TAO,11:55,11:55,12:20
248,ESR521,MFM,11:55,11:55,12:27
249,ESR563,CXR,11:55,11:55,12:31
250,AAR717,KHH,12:00,12:00,12:37
251,CES550,YNT,12:00,12:00,12:17
252,JNA223,FUK,12:00,12:00,12:32
253,KZR910,ALA,12:05,12:05,12:37
254,TWB237,NGO,12:05,12:05,12:29
255,GCR7994,TSN,12:10,12:10,12:40
256,CES580,NKG,12:15,12:15,12:23
257,CSN314,PVG,12:15,12:15,12:35
258,AAR339,HRB,12:20,13:22,13:22
259,CDG4618,TAO,12:20,12:20,12:27
260,AAR561,FCO,12:25,12:25,12:43
261,AMX091,MEX,12:25,12:25,12:41
262,CAL161,TPE,12:25,12:25,12:47
263,AAR349,NKG,12:30,12:30,12:47
264,AAR359,HGH,12:30,14:00,14:44
265,AAR501,CDG,12:30,12:30,12:53
266,DLH719,MUC,12:30,12:30,12:50
267,JJA5102,VVO,12:30,12:30,13:07
268,HKE619,HKG,12:35,12:35,12:50
269,KAL817,TXN,12:35,12:35,12:43
270,SIA611,SIN,12:35,12:35,12:53
271,AAR134,FUK,12:40,13:00,13:16
272,AAR511,BCN,12:45,14:07,14:07
273,CCA172,TSN,12:45,12:45,13:16
274,CSN682,SHE,12:45,12:45,12:56
275,KAL481,DEL,12:45,12:45,13:04
276,KAL847,TNA,12:45,12:45,13:11
277,KAL951,DXB,12:45,12:45,13:14
278,AAR333,PEK,12:50,12:50,13:34
279,AAR997,TSN,12:50,15:50,16:14
280,CCA140,HGH,12:50,12:50,13:10
281,CSN6088,MDG,12:50,12:50,13:05
282,KAL869,DLC,12:50,12:50,13:19
283,KAL935,PRG,12:50,12:50,13:25
284,APG885,MNL,12:55,12:55,13:01
285,CES5042,PVG,12:55,12:55,13:35
286,KAL795,CTS,12:55,12:55,13:18
287,KAL907,LHR,12:55,12:55,13:43
288,KAL867,ULN,13:00,13:00,13:37
289,SHU5497,UUS,13:00,13:00,13:21
290,CCA124,PEK,13:05,13:05,13:55
291,KAL861,TAO,13:05,13:05,13:28
292,KAL923,SVO,13:05,13:05,13:31
293,AFL251,SVO,13:10,13:10,13:46
294,ASV713,KIX,13:10,13:10,13:37
295,KAL789,FUK,13:10,13:10,13:30
296,CES2034,TAO,13:15,13:15,13:49
297,KAL937,VIE,13:15,13:15,13:58
298,CSN688,CGQ,13:20,13:20,13:40
299,EVA171,KHH,13:20,13:20,13:32
300,KAL905,FRA,13:20,13:20,14:01
301,MGL302,ULN,13:20,13:20,13:52
302,KAL695,KTM,13:25,13:25,13:41
303,CXA872,XMN,13:30,13:30,13:48
304,JJA8703,YNT,13:30,13:30,14:10
305,KAL551,NRT,13:30,13:30,13:44
306,CCA136,PEK,13:35,13:35,14:05
307,KAL839,WEH,13:35,13:35,14:14
308,SHU5437,VVO,13:35,13:35,14:03
309,TWB671,KHH,13:40,13:40,14:00
310,KAL601,HKG,13:45,13:45,14:06
311,CPA433,HKG,13:50,13:50,13:58
312,KAL9953,CAI,13:55,13:55,14:20
313,AAR713,TPE,14:00,14:00,14:26
314,ASV851,LYI,14:00,14:00,14:30
315,CDG4088,TAO,14:00,14:00,14:16
316,CES2018,WEH,14:00,14:00,14:23
317,KAL901,CDG,14:00,14:00,14:26
318,AMU821,MFM,14:05,14:05,14:20
319,KAL925,AMS,14:05,14:05,14:29
320,TWB271,OKA,14:05,14:05,14:39
321,AAR114,KIX,14:10,14:10,14:28
322,AAR365,PVG,14:10,14:10,14:32
323,KAL1403,PUS,14:10,,14:24
324,AAR319,TAO,14:15,14:15,14:38
325,AAR307,YNT,14:20,14:20,14:34
326,CES5022,XIY,14:20,14:20,14:42
327,AAR521,LHR,14:30,14:45,15:09
328,KAL017,LAX,14:30,14:30,15:07
329,KAL833,SHE,14:30,14:30,15:12
330,CSN6074,YNJ,14:35,14:35,14:46
331,ESR817,YNT,14:35,14:35,15:15
332,JJA4501,KHH,14:35,14:35,14:49
333,KAL643,SIN,14:35,14:35,14:53
334,KAL957,TLV,14:35,14:35,14:51
335,AAR202,LAX,14:40,14:40,14:59
336,TWB285,KIX,14:40,14:40,15:23
337,CSN338,CAN,14:50,14:50,15:05
338,JJA1104,NRT,14:50,14:50,15:26
339,KAL553,KIX,14:50,14:50,14:55
340,CSZ9034,SZX,14:55,14:55,14:57
341,KAL491,CNX,14:55,14:55,15:17
342,KAL503,LHR,14:55,14:55,15:18
343,AAR335,PEK,15:00,15:00,15:34
344,CPA411,HKG,15:00,15:00,15:21
345,JNA213,KIX,15:00,15:00,15:29
346,KAL627,CGK,15:05,15:05,15:35
347,AAR152,SDJ,15:10,15:10,15:32
348,CCA132,PEK,15:10,15:10,15:48
349,KAL725,KIX,15:10,15:10,15:37
350,KAL931,FCO,15:10,15:10,15:39
351,ESR613,KIX,15:20,15:20,15:49
352,JNA203,NRT,15:20,15:20,15:53
353,AAR985,YNT,15:25,15:25,15:54
354,CCA144,YNJ,15:25,15:25,15:45
355,CDG4082,TAO,15:25,15:25,15:51
356,JJA8503,WEH,15:25,15:25,15:42
357,JJA8903,YNJ,15:25,15:25,15:58
358,AAR284,SFO,15:30,15:30,15:56
359,KAL117,GUM,15:30,15:30,16:03
360,TWB213,NRT,15:30,15:30,16:04
361,AAR106,NRT,15:35,15:35,16:10
362,AAR124,NGO,15:35,15:35,16:13
363,CSN3066,CSX,15:35,15:35,16:01
364,AAR761,CGK,15:40,15:40,16:08
365,ESR603,NRT,15:40,15:40,16:16
366,APJ006,KIX,15:45,15:45,16:22
367,FDX5230,MEM,15:45,15:45,16:06
368,ESR643,FUK,15:50,15:50,16:20
369,CCA440,CKG,15:55,15:55,16:30
370,CRK629,HKG,15:55,15:55,16:24
371,XAX505,KUL,15:55,15:55,16:18
372,KAL019,SEA,16:00,16:00,16:26
373,KAL023,SFO,16:00,16:00,16:31
374,SBI6272,VVO,16:00,18:45,19:52
375,CES268,YNT,16:05,16:05,16:43
376,JNA095,JHB,16:05,16:05,16:28
377,SOO237,HKG,16:05,16:05,16:50
378,CSN3062,CAN,16:15,16:15,16:48
379,JJA1406,FUK,16:15,16:15,16:33
380,KAL693,TPE,16:15,16:15,16:45
381,AAR751,SIN,16:20,16:20,16:35
382,CES5034,PVG,16:20,16:20,16:37
383,JJA1108,NRT,16:20,16:20,16:53
384,KAL8633,DPS,16:20,16:20,16:39
385,KAL469,PQC,16:25,16:25,16:55
386,TAX709,DMK,16:25,16:25,16:41
387,APJ906,OKA,16:35,16:35,16:59
388,SIA609,SIN,16:35,16:35,17:07
389,ASV703,NRT,16:40,16:40,17:22
390,CES560,TAO,16:40,16:40,16:57
391,KAL671,KUL,16:40,16:40,17:02
392,KAL129,AKL,16:45,16:45,17:31
393,APG039,KLO,16:55,17:50,18:22
394,JJA1306,KIX,16:55,16:55,17:14
395,CCA802,TSN,17:05,17:05,17:25
396,ESR511,BKK,17:05,17:05,17:40
397,JNA003,BKK,17:10,17:10,17:27
398,KAL1405,PUS,17:15,,17:36
399,JNA225,FUK,17:20,17:20,17:34
400,KAL001,HNL,17:20,17:20,17:42
401,KAL651,BKK,17:20,17:40,18:26
402,AAR192,KIX,17:25,17:25,17:51
403,TWB293,FUK,17:25,17:25,17:38
404,CSN696,DLC,17:30,17:30,17:29
405,THA635,BKK,17:30,17:30,17:55
406,ESR503,BKI,17:35,18:50,19:19
407,TWB131,VTE,17:35,17:35,17:48
408,KAL629,DPS,17:40,17:40,18:47
409,JNA071,HKT,17:45,17:45,18:05
410,CAL149,TPE,17:50,17:50,18:32
411,ACA064,YVR,17:55,17:55,18:17
412,HVN405,SGN,17:55,17:55,18:15
413,JJA1608,NGO,18:00,18:00,18:11
414,JJA4205,CNX,18:00,18:00,18:20
415,JNA061,BKI,18:00,18:00,18:30
416,TWB301,GUM,18:00,18:00,18:23
417,UAL892,SFO,18:00,20:24,20:53
418,AAR272,SEA,18:05,18:15,18:43
419,AAR741,BKK,18:05,18:35,19:03
420,HVN415,HAN,18:05,18:05,18:28
421,JJA2305,MNL,18:05,18:05,18:40
