,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,KAL288,ORD,00:25,00:10,00:10
1,UPS37,ONT,00:25,00:44,00:44
2,KAL854,PEK,00:45,00:27,00:27
3,APJ701,CTS,01:10,00:41,00:41
4,CEB188,MNL,01:15,00:57,00:57
5,PAC963,CVG,01:15,01:35,01:35
6,ESR872,PVG,02:30,01:55,01:55
7,HYT9073,YNZ,02:35,02:09,02:09
8,CKK257,PVG,02:40,02:37,02:37
9,KAL868,ULN,03:25,03:33,03:33
10,ETH3640,BRU,03:30,03:13,03:13
11,PAC224,CVG,03:35,03:41,03:41
12,PAC997,LAX,03:35,03:35,03:35
13,ICV8732,MXP,03:45,03:44,03:44
14,DAL27,ATL,04:00,03:01,03:01
15,JNA080,DAD,04:05,03:17,03:17
16,KAL086,JFK,04:10,03:30,03:30
17,JJA2306,MNL,04:15,04:07,04:07
18,AAR203,LAX,04:20,04:12,04:12
19,APJ809,HND,04:25,04:09,04:09
20,CRK646,HKG,04:25,03:47,03:47
21,AAR211,SFO,04:30,04:15,04:15
22,HVN440,CXR,04:30,03:55,03:55
23,KAL026,SFO,04:30,04:04,04:04
24,VJC836,CXR,04:30,04:55,04:55
25,ESR992,VVO,04:35,03:57,03:57
26,KAL274,VCP,04:35,04:59,04:59
27,KAL624,MNL,04:35,03:38,03:38
28,KAL720,HND,04:35,04:20,04:20
29,TAX704,DMK,04:35,04:18,04:18
30,AAR704,MNL,04:40,03:50,03:50
31,TWB302,GUM,04:45,04:01,04:01
32,AAR324,CTU,04:50,04:42,04:42
33,KAL012,LAX,04:50,05:03,05:03
34,AAV700,KLO,04:55,04:22,04:22
35,KAL006,LAS,04:55,05:31,05:31
36,AAV600,CEB,05:00,04:39,04:39
37,ESR592,DAD,05:00,04:25,04:25
38,TWB132,VTE,05:00,04:48,04:48
39,VJC880,DAD,05:00,04:53,04:53
40,AAR326,KWL,05:05,04:43,04:43
41,AAR746,HKG,05:10,04:46,04:46
42,JNA064,BKI,05:10,04:31,04:31
43,CES2023,CSX,05:20,05:23,05:23
44,PAL466,MNL,05:20,04:50,04:50
45,TWB308,SPN,05:20,05:19,05:19
46,APG036,KLO,05:25,04:35,04:35
47,KAL464,DAD,05:25,05:08,05:08
48,KAL608,HKG,05:25,04:56,04:56
49,KAL680,HAN,05:25,05:15,05:15
50,KAL696,KTM,05:25,05:01,05:01
51,VJC864,SGN,05:25,07:19,07:19
52,AAR568,ULN,05:30,05:38,05:38
53,ASV502,HKG,05:30,05:29,05:29
54,VJC962,HAN,05:30,05:13,05:13
55,KAL860,PEK,05:35,05:47,05:47
56,AAR734,HAN,05:40,05:32,05:32
57,DLH718,MUC,05:40,05:30,05:30
58,AAR358,CAN,05:45,05:11,05:11
59,TWB108,MFM,05:45,06:44,06:44
60,HVN416,HAN,05:50,05:40,05:40
61,JJA4206,CNX,05:50,05:45,05:45
62,KAL250,JFK,05:50,04:37,04:37
63,UZB511,TAS,05:50,05:21,05:21
64,AAR756,DAD,05:55,05:17,05:17
65,CPA412,HKG,05:55,05:39,05:39
66,KAL112,GUM,05:55,05:36,05:36
67,AMX090,MEX,06:00,06:17,06:17
68,ESR512,BKK,06:00,05:35,05:35
69,KAL612,HKG,06:00,05:42,05:42
70,KAL644,SIN,06:00,05:41,05:41
71,VJC878,DAD,06:00,05:46,05:46
72,JNA122,MFM,06:05,05:48,05:48
73,LOT2001,BUD,06:05,06:19,06:19
74,TWB122,SGN,06:05,05:26,05:26
75,KAL658,BKK,06:10,05:43,05:43
76,VJC926,HPH,06:15,05:34,05:34
77,AAR752,SIN,06:20,06:02,06:02
78,JJA2004,MFM,06:25,05:58,05:58
79,JJA2508,BKI,06:25,06:11,06:11
80,KAL632,CEB,06:25,06:09,06:09
81,PAL484,CEB,06:25,06:13,06:13
82,AAR626,SPN,06:30,05:59,05:59
83,AAR970,HKG,06:30,06:04,06:04
84,GTI2818,LAX,06:30,05:41,06:22
85,JNA024,CRK,06:30,06:15,06:15
86,PAL488,KLO,06:30,05:06,05:06
87,THA658,BKK,06:35,06:05,06:05
88,TWB128,DAD,06:35,07:35,07:35
89,HVN408,SGN,06:40,06:10,06:10
