,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,PAC213,CVG,00:15,15:20,15:20
1,CPA416,HKG,00:46,00:42,00:42
2,KAL854,PEK,01:00,00:27,00:27
3,CKS2542,CVG,01:05,11:09,11:09
4,JJA8404,TAO,01:30,01:18,01:18
5,CKK257,PVG,01:50,02:01,02:01
6,KAL074,YYZ,02:25,02:39,02:39
7,PAC997,LAX,03:30,03:30,03:30
8,AAR2819,SEA,03:40,05:30,05:30
9,KAL624,MNL,04:00,03:50,03:50
10,JNA062,BKI,04:15,03:41,03:41
11,PAC224,CVG,04:20,03:48,03:48
12,CRK646,HKG,04:25,03:32,03:32
13,HVN440,CXR,04:25,03:44,03:44
14,AAR704,MNL,04:30,03:59,03:59
15,AAV600,CEB,04:30,03:54,03:54
16,PIC1194,DAD,04:30,04:42,04:42
17,VJC836,CXR,04:30,04:46,04:46
18,APJ809,HND,04:35,04:18,04:18
19,JJA2306,MNL,04:40,03:39,03:39
20,KAL152,KWE,04:40,04:28,04:28
21,CES2023,CSX,04:50,04:54,04:54
22,KAL720,HND,04:50,04:23,04:23
23,AAR324,CTU,04:55,04:58,04:58
24,AAV700,KLO,04:55,03:56,03:56
25,KAL680,HAN,04:55,04:33,04:33
26,AAR235,ORD,05:00,05:18,05:18
27,AAR322,CSX,05:00,04:44,04:44
28,AAR746,HKG,05:00,04:26,04:26
29,ESR592,DAD,05:00,04:21,04:21
30,KAL658,BKK,05:00,04:37,04:37
31,TWB132,VTE,05:00,04:39,04:39
32,KAL886,KMG,05:05,04:52,04:52
33,TWB302,GUM,05:05,04:35,04:35
34,VJC880,DAD,05:05,05:00,05:00
35,KAL012,LAX,05:10,05:38,05:38
36,KAL006,LAS,05:15,05:24,05:24
37,KAL086,JFK,05:15,05:02,05:02
38,AAR203,LAX,05:20,06:16,06:16
39,KAL608,HKG,05:20,04:50,04:50
40,CPA412D,HKG,05:25,12:53,12:53
41,SWM211,REP,05:25,04:30,04:30
42,VJC864,SGN,05:25,05:10,05:10
43,VJC962,HAN,05:25,04:56,04:56
44,AAR211,SFO,05:30,05:23,05:23
45,AAR356,CAN,05:30,05:08,05:08
46,HVN416,HAN,05:30,05:15,05:15
47,KAL026,SFO,05:30,05:47,05:47
48,KAL650,MNL,05:30,05:04,05:04
49,KAL696,KTM,05:30,04:48,04:48
50,KAL464,DAD,05:35,05:41,05:41
51,KAL632,CEB,05:35,05:27,05:27
52,AAR756,DAD,05:40,05:12,05:12
53,AMU826,MFM,05:40,05:19,05:19
54,JNA004,BKK,05:40,05:26,05:26
55,AAR734,HAN,05:45,05:42,05:42
56,DAL27,ATL,05:45,05:06,05:06
57,JNA052,VTE,05:45,05:43,05:43
58,KAL644,SIN,05:45,05:16,05:16
59,ASV532,HKG,05:50,05:34,05:34
60,PAL466,MNL,05:50,05:30,05:30
61,APG036,KLO,05:55,05:32,05:32
62,JJA2108,HKG,05:55,06:40,06:40
63,PAL484,CEB,06:00,05:22,05:22
64,VJC878,DAD,06:00,05:59,05:59
65,VJC926,HPH,06:00,05:20,05:20
66,JJA4206,CNX,06:05,05:45,05:45
67,THA688,BKK,06:05,06:48,06:48
68,TWB148,CRK,06:05,05:36,05:36
69,KAL684,SGN,06:10,05:52,05:52
70,TWB108,MFM,06:10,06:11,06:11
71,KAL668,CNX,06:15,05:39,05:39
72,ASV101,GUM,06:20,06:06,06:06
