,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,AAR952,HAN,00:05,00:39,00:39
1,AFL252A,SVO,00:12,00:02,00:02
2,PAC237,CVG,00:40,00:14,00:14
3,KAL854,PEK,00:45,00:25,00:25
4,AAL281,DFW,00:50,01:02,01:02
5,APJ701,CTS,01:10,00:47,00:47
6,CKS928,SEA,02:30,08:31,08:31
7,KAL868,ULN,03:25,02:59,02:59
8,DAL27,ATL,04:00,03:28,03:28
9,JNA080,DAD,04:05,03:14,03:14
10,KAL086,JFK,04:10,03:56,03:56
11,JJA2306,MNL,04:15,05:55,05:55
12,AAR203,LAX,04:20,03:50,03:50
13,KAL026,SFO,04:20,03:53,03:53
14,UPS37,ONT,04:20,15:07,15:07
15,APJ809,HND,04:25,04:13,04:13
16,CRK646,HKG,04:25,03:52,03:52
17,AAR211,SFO,04:30,03:27,04:07
18,HVN440,CXR,04:30,04:35,04:35
19,JJA4206,CNX,04:30,04:21,04:21
20,VJC836,CXR,04:30,04:49,04:49
21,KAL624,MNL,04:35,05:14,05:14
22,KAL720,HND,04:35,04:03,04:03
23,TAX704,DMK,04:35,04:32,04:32
24,AAR322,CSX,04:40,04:51,04:51
25,AAR704,MNL,04:40,05:41,05:41
26,GTI547,CVG,04:45,04:30,04:30
27,TWB302,GUM,04:45,04:23,04:23
28,AAR324,CTU,04:50,04:25,04:25
29,AAV704,KLO,04:50,04:27,04:27
30,KAL012,LAX,04:50,04:39,04:39
31,KAL886,KMG,04:50,04:15,04:15
32,AAV700,KLO,04:55,04:10,04:10
33,AAV600,CEB,05:00,04:37,04:37
34,ESR592,DAD,05:00,04:46,04:46
35,ESR992,VVO,05:00,03:59,03:59
36,TWB132,VTE,05:00,04:44,04:44
37,VJC880,DAD,05:00,04:58,04:58
38,AAR2811,LAX,05:05,05:00,05:00
39,AAR326,KWL,05:05,04:56,04:56
40,AAR746,HKG,05:10,05:05,05:05
41,JNA064,BKI,05:10,04:42,04:42
42,CES2023,CSX,05:20,05:43,05:43
43,PAL466,MNL,05:20,05:52,05:52
44,TWB308,SPN,05:20,05:09,05:09
45,APG036,KLO,05:25,04:53,04:53
46,KAL464,DAD,05:25,05:12,05:12
47,KAL608,HKG,05:25,05:20,05:20
48,KAL680,HAN,05:25,05:07,05:07
49,VJC864,SGN,05:25,05:23,05:23
50,ASV502,HKG,05:30,05:31,05:31
51,VJC962,HAN,05:30,05:39,05:39
52,AAR734,HAN,05:40,05:18,05:18
53,DLH718,MUC,05:40,06:12,06:12
54,AAR358,CAN,05:45,05:02,05:02
55,TWB108,MFM,05:45,05:37,05:37
56,HVN416,HAN,05:50,05:48,05:48
57,AAR756,DAD,05:55,05:59,05:59
58,CPA412,HKG,05:55,06:07,06:07
59,JNA040,KLO,05:55,05:33,05:33
60,KAL112,GUM,05:55,06:00,06:00
61,KAL316,PVG,05:55,06:39,06:39
62,AAR626,SPN,06:00,05:29,05:29
63,AMX090,MEX,06:00,05:16,05:16
64,ESR512,BKK,06:00,05:57,05:57
65,KAL612,HKG,06:00,06:04,06:04
66,KAL644,SIN,06:00,06:02,06:02
67,THA688,BKK,06:00,06:03,06:03
68,VJC878,DAD,06:00,06:37,06:37
69,JJA2108,HKG,06:05,06:14,06:14
70,KAL658,BKK,06:10,06:09,06:09
71,VJC926,HPH,06:15,05:35,05:35
72,AAR752,SIN,06:20,06:21,06:21
73,JNA122,MFM,06:20,06:29,06:29
74,JJA2004,MFM,06:25,06:10,06:10
75,KAL632,CEB,06:25,06:34,06:34
76,PAL484,CEB,06:25,05:50,05:50
77,JNA024,CRK,06:30,06:45,06:45
78,PAL488,KLO,06:30,05:45,05:45
79,THA658,BKK,06:35,06:16,06:16
80,TWB128,DAD,06:35,07:27,07:27
81,HVN408,SGN,06:40,06:38,06:38
82,HVN430,DAD,06:40,06:49,06:49
83,JNA062,BKI,06:40,06:13,06:13
84,KAL684,SGN,06:40,06:36,06:36
85,KAL690,PNH,06:40,06:30,06:30
86,TWB3001,GMP,06:40,06:33,06:33
87,ESR594,DAD,06:45,07:04,07:04
88,KAL668,CNX,06:45,06:06,06:06
89,ASV102,GUM,06:50,06:50,06:50
90,KAL672,KUL,06:50,06:42,06:42
91,KAL8258,JFK,06:50,06:48,06:48
92,ASV546,REP,06:55,06:24,06:24
93,JJA2406,CEB,06:55,07:06,07:06
94,JJA3105,GUM,06:55,06:19,06:19
95,KAL652,BKK,06:55,06:58,06:58
96,THA656,BKK,06:55,06:47,06:47
97,AAR988,PVG,07:00,12:21,07:40
98,KAL474,MLE,07:00,06:52,06:52
99,KAL482,DEL,07:00,06:28,06:28
100,KAL1495,GMP,07:01,06:55,06:55
101,AAR708,CRK,07:05,07:38,07:38
102,JNA026,CEB,07:05,06:53,06:53
103,JNA096,JHB,07:05,07:16,07:16
104,LAO921,VTE,07:05,07:09,07:09
105,AAR736,SGN,07:10,07:19,07:19
106,CEB180,KLO,07:10,06:27,06:27
107,ESR502,BKI,07:10,06:31,06:31
108,MAS066,KUL,07:10,08:13,08:13
109,AAR740,PNH,07:15,07:32,07:32
110,AFR264,CDG,07:15,07:20,07:20
111,KAL628,CGK,07:15,07:01,07:01
112,JJA4304,VTE,07:20,06:56,06:56
113,JNA058,HAN,07:20,07:42,07:42
114,JJA2804,HAN,07:25,07:36,07:36
115,ASV542,BKI,07:30,07:53,07:53
116,KAL634,DPS,07:30,07:29,07:29
117,BAW17,LHR,07:35,07:14,07:14
118,KAL472,RGN,07:35,07:12,07:12
119,TWB124,SGN,07:35,07:34,07:34
120,AAR710,CEB,07:45,08:04,08:04
121,KAL942,TAS,07:45,07:22,07:22
122,SIA608,SIN,07:45,07:46,07:46
123,AAR578,ALA,07:50,07:50,07:50
124,KAL314,HKG,07:50,07:55,07:55
125,KAL468,CXR,07:50,08:11,08:11
126,ESR562,CXR,07:55,08:34,08:34
127,JNA060,DAD,07:55,08:40,08:40
128,VJC960,HAN,07:55,08:02,08:02
129,AAR8532,PUS,08:00,07:44,07:44
130,JJA8602,SYX,08:00,07:48,07:48
131,JJA2904,DAD,08:05,09:10,09:10
132,JNA028,CEB,08:05,07:57,07:57
133,KAL1410,TAE,08:05,08:05,08:05
134,KAL1499,GMP,08:05,08:26,08:26
135,KAL214,LAX,08:05,07:25,07:25
136,KAL1402,PUS,08:10,07:59,07:59
137,KAL476,DLI,08:10,08:07,08:07
138,FIN41,HEL,08:20,08:38,08:38
139,JJA2508,BKI,08:25,08:51,08:51
140,JNA002,BKK,08:25,08:46,08:46
141,KAL646,SIN,08:25,08:42,08:42
142,UZB511,TAS,08:25,08:09,08:09
143,FDX5926,LAX,08:30,08:18,08:18
144,GIA878,CGK,08:30,08:49,08:49
145,AAR177,HND,08:35,08:15,08:15
146,XAX506,KUL,08:35,08:23,08:23
147,JJA2204,BKK,08:40,08:36,08:36
