,Arrival_FLT,Arrival_DEP,Arrival_SCH,Arrival_ETA,Arrival_ATA
0,ETH673,NRT,00:05,23:10,00:07
1,EVA150,TPE,00:05,00:17,00:17
2,TWB206,NRT,00:05,00:00,00:00
3,VJC838,CXR,00:10,00:03,00:03
4,CSN315,PEK,00:20,00:38,00:38
5,CSN6009,CGO,00:20,00:21,00:21
6,UPS37,ONT,00:25,00:28,00:28
7,CDG4619,TAO,00:30,23:54,00:11
8,KAL854,PEK,00:45,00:31,00:31
9,APJ701,CTS,01:10,00:48,00:48
10,PAC963,CVG,01:15,02:27,02:27
11,CSN671,SHE,01:50,01:39,01:39
12,ESR872,PVG,02:30,02:29,02:29
13,HYT9073,YNZ,02:35,02:08,02:08
14,CKK257,PVG,02:40,02:51,02:51
15,KAL868,ULN,03:25,03:32,03:32
16,ETH3640,BRU,03:30,03:05,03:05
17,PAC224,CVG,03:35,03:42,03:42
18,PAC997,LAX,03:35,03:25,03:25
19,ICV8732,MXP,03:45,07:01,07:01
20,AAR203,LAX,04:00,03:52,03:52
21,AAR211,SFO,04:00,04:05,04:05
22,DAL27,ATL,04:00,03:28,03:28
23,JNA080,DAD,04:05,03:15,03:15
24,KAL086,JFK,04:10,04:15,04:15
25,JJA2306,MNL,04:15,04:13,04:13
26,JNA126,MFM,04:15,03:39,03:39
27,APJ809,HND,04:25,03:56,03:56
28,CRK646,HKG,04:25,03:58,03:58
29,HVN440,CXR,04:30,04:18,04:18
30,KAL026,SFO,04:30,04:28,04:28
31,VJC836,CXR,04:30,05:39,05:39
32,ESR992,VVO,04:35,04:07,04:07
33,KAL624,MNL,04:35,03:54,03:54
34,KAL720,HND,04:35,04:03,04:03
35,TAX704,DMK,04:35,04:21,04:21
36,AAR704,MNL,04:40,03:46,03:46
37,TWB302,GUM,04:45,04:00,04:00
38,AAR324,CTU,04:50,04:24,04:24
39,AAV704,KLO,04:50,04:10,04:10
40,KAL012,LAX,04:50,04:35,04:35
41,AAV700,KLO,04:55,04:31,04:31
42,KAL006,LAS,04:55,04:53,04:53
43,AAV600,CEB,05:00,04:56,04:56
44,ESR592,DAD,05:00,04:38,04:38
45,TWB132,VTE,05:00,04:25,04:25
46,VJC880,DAD,05:00,05:07,05:07
47,AAR326,KWL,05:05,04:49,04:49
48,AAR746,HKG,05:10,05:02,05:02
49,CES2023,CSX,05:20,04:42,04:42
50,PAL466,MNL,05:20,04:58,04:58
51,TWB308,SPN,05:20,05:34,05:34
52,APG036,KLO,05:25,05:28,05:28
53,KAL464,DAD,05:25,05:09,05:09
54,KAL608,HKG,05:25,05:18,05:18
