지점,일시(UTC),기압(hPa),고도(gpm),기온(°C),이슬점온도(°C),풍향(deg),풍속(knot)
47102,2019-01-01 00:00,100,,,,,
47102,2019-01-01 00:00,700,3003,-19.1,-20.8,275,24
47102,2019-01-01 00:00,850,1569,,,,
47102,2019-01-01 00:00,925,889,-10.7,-11.3,320,21
47102,2019-01-01 00:00,1000,283,-4.9,-10.9,305,19
47102,2019-01-01 12:00,10,30560,-51.1,-83.1,40,15
47102,2019-01-01 12:00,20,26100,-55.5,-86.5,275,27
47102,2019-01-01 12:00,30,23550,-57.5,-87.5,275,21
47102,2019-01-01 12:00,50,20340,-60.7,-89.7,260,55
47102,2019-01-01 12:00,70,18250,-61.1,-90.1,265,75
47102,2019-01-01 12:00,100,16030,-60.5,-89.5,265,85
47102,2019-01-01 12:00,150,13490,-55.5,-86.5,270,115
47102,2019-01-01 12:00,200,11640,-50.7,-82.7,265,122
47102,2019-01-01 12:00,250,10180,-49.3,-82.3,275,120
47102,2019-01-01 12:00,300,8990,-49.7,-82.7,275,122
47102,2019-01-01 12:00,400,7070,-38.7,-47.7,280,100
47102,2019-01-01 12:00,500,5490,-25.7,-45.7,290,90
47102,2019-01-01 12:00,700,3008,-18.5,-27.5,310,26
47102,2019-01-01 12:00,850,1542,-12.1,-25.1,320,23
47102,2019-01-01 12:00,925,893,-8.9,-12.4,315,26
47102,2019-01-01 12:00,1000,282,-2.9,-11.9,320,20
47102,2019-01-02 00:00,10,30480,-51.7,-83.7,265,7
47102,2019-01-02 00:00,20,26050,-59.7,-89.7,155,11
47102,2019-01-02 00:00,30,23520,-59.5,-89.5,250,21
47102,2019-01-02 00:00,50,20320,-60.1,-89.1,275,47
47102,2019-01-02 00:00,70,18240,-64.3,-92.3,280,81
47102,2019-01-02 00:00,100,16050,-62.9,-91.9,270,83
47102,2019-01-02 00:00,150,13500,-54.7,-85.7,270,93
47102,2019-01-02 00:00,200,11640,-49.5,-82.5,275,108
47102,2019-01-02 00:00,250,10180,-50.1,-83.1,270,108
47102,2019-01-02 00:00,300,9000,-50.9,-69.9,275,98
47102,2019-01-02 00:00,400,7080,-39.7,-53.7,285,72
47102,2019-01-02 00:00,500,5520,-28.9,-39.9,285,61
47102,2019-01-02 00:00,700,3031,-15.3,-40.3,300,31
47102,2019-01-02 00:00,850,1549,-9.3,-29.3,315,23
47102,2019-01-02 00:00,925,899,-10.5,-13.6,330,18
47102,2019-01-02 00:00,1000,292,-4.3,-12.3,340,18
47102,2019-01-02 12:00,10,30570,-50.5,-82.5,325,10
47102,2019-01-02 12:00,20,26120,-57.1,-87.1,280,23
47102,2019-01-02 12:00,30,23560,-59.7,-89.7,265,36
47102,2019-01-02 12:00,50,20380,-61.9,-90.9,285,52
47102,2019-01-02 12:00,70,18310,-63.7,-91.7,280,60
47102,2019-01-02 12:00,100,16110,-62.7,-91.7,285,79
47102,2019-01-02 12:00,150,13570,-55.1,-86.1,270,103
47102,2019-01-02 12:00,200,11710,-48.1,-81.1,275,115
47102,2019-01-02 12:00,250,10240,-48.7,-81.7,280,101
47102,2019-01-02 12:00,300,9040,-50.3,-68.3,280,93
47102,2019-01-02 12:00,400,7110,-38.9,-45.9,285,81
47102,2019-01-02 12:00,500,5550,-27.1,-38.1,290,70
47102,2019-01-02 12:00,700,3049,-11.5,-22.5,310,35
47102,2019-01-02 12:00,850,1554,-7.7,-26.7,315,22
47102,2019-01-02 12:00,925,899,-8.3,-11.2,320,18
47102,2019-01-02 12:00,1000,287,-2.5,-10.5,330,13
47102,2019-01-03 00:00,10,30520,-51.3,-83.3,300,12
47102,2019-01-03 00:00,20,26080,-56.9,-86.9,305,25
47102,2019-01-03 00:00,30,23540,-58.7,-88.7,275,39
47102,2019-01-03 00:00,50,20380,-65.5,-93.5,275,49
47102,2019-01-03 00:00,70,18330,-64.7,-92.7,285,56
47102,2019-01-03 00:00,100,16140,-62.5,-91.5,280,73
47102,2019-01-03 00:00,150,13610,-53.1,-85.1,280,101
47102,2019-01-03 00:00,200,11730,-49.3,-82.3,285,128
47102,2019-01-03 00:00,250,10250,-43.5,-78.5,280,113
47102,2019-01-03 00:00,300,9040,-48.1,-81.1,285,84
47102,2019-01-03 00:00,400,7130,-39.3,-50.3,285,74
47102,2019-01-03 00:00,500,5570,-29.3,-34.2,290,52
47102,2019-01-03 00:00,700,3074,-10.5,-25.5,285,25
47102,2019-01-03 00:00,850,1567,-6.9,-25.9,325,21
47102,2019-01-03 00:00,925,908,-7.3,-12.3,300,17
47102,2019-01-03 00:00,1000,295,-2.5,-8.5,10,5
47102,2019-01-03 12:00,10,30490,-51.7,-83.7,250,16
47102,2019-01-03 12:00,20,26050,-58.5,-88.5,265,25
47102,2019-01-03 12:00,30,23490,-61.7,-90.7,295,40
47102,2019-01-03 12:00,50,20380,-67.5,-94.5,280,38
47102,2019-01-03 12:00,70,18340,-66.3,-94.3,285,75
47102,2019-01-03 12:00,100,16180,-65.3,-93.3,275,91
47102,2019-01-03 12:00,150,13680,-58.1,-88.1,285,123
47102,2019-01-03 12:00,200,11830,-50.1,-83.1,285,154
47102,2019-01-03 12:00,250,10370,-47.7,-80.7,280,142
47102,2019-01-03 12:00,300,9160,-46.9,-54.9,280,122
47102,2019-01-03 12:00,400,7200,-33.9,-41.9,290,91
47102,2019-01-03 12:00,500,5610,-23.1,-39.1,295,65
47102,2019-01-03 12:00,700,3069,-7.7,-20.7,280,34
47102,2019-01-03 12:00,850,1557,-6.5,-21.5,265,13
47102,2019-01-03 12:00,925,895,-5.3,-16.3,270,10
47102,2019-01-03 12:00,1000,279,-.9,-7.9,20,4
47102,2019-01-04 00:00,10,30510,-49.5,-82.5,270,19
47102,2019-01-04 00:00,20,26060,-57.3,-87.3,265,19
47102,2019-01-04 00:00,30,23540,-65.9,-93.9,280,36
47102,2019-01-04 00:00,50,20430,-66.3,-94.3,280,51
47102,2019-01-04 00:00,70,18400,-66.1,-94.1,280,74
47102,2019-01-04 00:00,100,16260,-67.3,-94.3,275,82
47102,2019-01-04 00:00,150,13770,-57.1,-87.1,280,121
47102,2019-01-04 00:00,200,11910,-48.5,-81.5,280,158
47102,2019-01-04 00:00,250,10430,-41.3,-76.3,275,200
47102,2019-01-04 00:00,300,9180,-37.5,-74.5,265,145
47102,2019-01-04 00:00,400,7190,-36.1,-38.3,265,66
47102,2019-01-04 00:00,500,5600,-24.1,-30.1,260,45
47102,2019-01-04 00:00,700,3047,-7.5,-21.5,240,26
47102,2019-01-04 00:00,850,1541,-6.3,-24.3,275,21
47102,2019-01-04 00:00,925,880,-4.5,-6.2,250,14
47102,2019-01-04 00:00,1000,259,1.4,-5.6,220,6
47102,2019-01-04 12:00,50,20430,-69.5,-96.5,290,60
47102,2019-01-04 12:00,70,18410,-67.7,-94.7,295,79
47102,2019-01-04 12:00,100,16270,-66.1,-94.1,260,96
47102,2019-01-04 12:00,150,13750,-57.5,-87.5,270,149
47102,2019-01-04 12:00,200,11890,-51.1,-83.1,270,177
47102,2019-01-04 12:00,250,10410,-40.5,-76.5,270,195
47102,2019-01-04 12:00,300,9160,-35.9,-64.9,265,162
47102,2019-01-04 12:00,400,7160,-33.9,-43.9,265,67
47102,2019-01-04 12:00,500,5550,-22.3,-28.3,270,59
47102,2019-01-04 12:00,700,3014,-10.3,-35.3,295,32
47102,2019-01-04 12:00,850,1507,-6.1,-21.1,295,28
47102,2019-01-04 12:00,925,846,-4.7,-6.6,325,17
47102,2019-01-04 12:00,1000,225,1.2,-6.8,310,18
47102,2019-01-05 00:00,10,30520,-50.3,-82.3,295,22
47102,2019-01-05 00:00,20,26060,-59.5,-89.5,255,10
47102,2019-01-05 00:00,30,23550,-66.5,-94.5,265,34
47102,2019-01-05 00:00,50,20440,-68.3,-95.3,265,34
47102,2019-01-05 00:00,70,18400,-62.7,-91.7,255,40
47102,2019-01-05 00:00,100,16180,-61.5,-90.5,255,92
47102,2019-01-05 00:00,150,13650,-54.1,-85.1,260,155
47102,2019-01-05 00:00,200,11800,-51.1,-83.1,265,187
47102,2019-01-05 00:00,250,10320,-42.1,-77.1,260,181
47102,2019-01-05 00:00,300,9080,-40.5,-76.5,255,147
47102,2019-01-05 00:00,400,7120,-35.3,-42.3,270,65
47102,2019-01-05 00:00,500,5530,-24.5,-29.1,285,54
47102,2019-01-05 00:00,700,2998,-10.5,-36.5,295,38
47102,2019-01-05 00:00,850,1489,-6.3,-28.3,310,34
47102,2019-01-05 00:00,925,837,-9.9,-15.9,350,23
47102,2019-01-05 00:00,1000,230,-4.1,-15.1,5,24
47102,2019-01-05 12:00,10,30500,-50.3,-82.3,290,20
47102,2019-01-05 12:00,20,26040,-60.3,-89.3,300,22
47102,2019-01-05 12:00,30,23530,-61.3,-90.3,305,28
47102,2019-01-05 12:00,50,20390,-62.9,-91.9,265,30
47102,2019-01-05 12:00,70,18320,-61.7,-90.7,270,50
47102,2019-01-05 12:00,100,16110,-61.3,-90.3,270,99
47102,2019-01-05 12:00,150,13570,-55.5,-86.5,265,126
47102,2019-01-05 12:00,200,11710,-52.9,-84.9,255,135
47102,2019-01-05 12:00,250,10260,-48.7,-81.7,255,124
47102,2019-01-05 12:00,300,9060,-48.1,-61.1,260,94
47102,2019-01-05 12:00,400,7130,-36.7,-42.7,270,60
47102,2019-01-05 12:00,500,5550,-24.5,-27.8,285,44
47102,2019-01-05 12:00,700,3024,-7.7,-33.7,310,22
47102,2019-01-05 12:00,850,1512,-7.5,-26.5,350,17
47102,2019-01-05 12:00,925,851,-5.3,-32.3,340,21
47102,2019-01-05 12:00,1000,241,-3.9,-10.9,345,21
47102,2019-01-06 00:00,10,30510,-48.7,-81.7,290,16
47102,2019-01-06 00:00,20,26040,-58.9,-88.9,275,24
47102,2019-01-06 00:00,30,23530,-62.1,-91.1,275,23
47102,2019-01-06 00:00,50,20380,-60.7,-89.7,300,49
47102,2019-01-06 00:00,70,18300,-60.7,-89.7,280,56
47102,2019-01-06 00:00,100,16080,-59.7,-89.7,275,71
47102,2019-01-06 00:00,150,13510,-53.1,-85.1,275,84
47102,2019-01-06 00:00,200,11640,-49.7,-82.7,280,96
47102,2019-01-06 00:00,250,10190,-50.1,-83.1,280,82
47102,2019-01-06 00:00,300,9000,-49.1,-82.1,285,74
47102,2019-01-06 00:00,400,7070,-39.9,-45.9,285,47
47102,2019-01-06 00:00,500,5510,-28.5,-33.5,285,31
47102,2019-01-06 00:00,700,3019,-13.9,-19.9,315,23
47102,2019-01-06 00:00,850,1519,-6.1,-30.1,315,16
47102,2019-01-06 00:00,925,855,-4.7,-27.7,335,16
47102,2019-01-06 00:00,1000,242,-3.1,-8.1,345,8
47102,2019-01-06 12:00,10,30490,-49.7,-82.7,275,11
47102,2019-01-06 12:00,20,26050,-60.3,-89.3,285,39
47102,2019-01-06 12:00,30,23540,-62.1,-91.1,295,41
47102,2019-01-06 12:00,50,20380,-62.3,-91.3,285,63
47102,2019-01-06 12:00,70,18290,-62.7,-91.7,285,73
47102,2019-01-06 12:00,100,16080,-59.1,-89.1,275,88
47102,2019-01-06 12:00,150,13520,-54.9,-85.9,285,103
47102,2019-01-06 12:00,200,11660,-52.7,-84.7,275,109
47102,2019-01-06 12:00,250,10220,-56.1,-73.1,270,117
47102,2019-01-06 12:00,300,9050,-48.9,-68.9,280,114
47102,2019-01-06 12:00,400,7110,-35.9,-41.9,285,101
47102,2019-01-06 12:00,500,5520,-24.7,-55.7,290,77
47102,2019-01-06 12:00,700,3028,-13.3,-22.3,295,30
47102,2019-01-06 12:00,850,1525,-4.9,-25.9,285,20
47102,2019-01-06 12:00,925,860,-3.5,-35.5,325,16
47102,2019-01-06 12:00,1000,244,-1.1,-7.1,335,11
47102,2019-01-07 00:00,10,30540,-51.5,-83.5,310,14
47102,2019-01-07 00:00,20,26080,-59.9,-88.9,255,19
47102,2019-01-07 00:00,30,23570,-63.3,-91.3,290,22
47102,2019-01-07 00:00,50,20410,-61.9,-90.9,265,40
47102,2019-01-07 00:00,70,18350,-66.7,-93.7,275,82
47102,2019-01-07 00:00,100,16150,-58.9,-88.9,280,80
47102,2019-01-07 00:00,150,13570,-52.3,-84.3,285,112
47102,2019-01-07 00:00,200,11700,-51.5,-83.5,280,123
47102,2019-01-07 00:00,250,10250,-51.3,-83.3,275,118
47102,2019-01-07 00:00,300,9060,-50.1,-64.1,280,104
47102,2019-01-07 00:00,400,7130,-35.3,-39.7,280,90
47102,2019-01-07 00:00,500,5530,-24.5,-47.5,290,72
47102,2019-01-07 00:00,700,3021,-11.3,-41.3,300,41
47102,2019-01-07 00:00,850,1516,-8.9,-17.9,330,22
47102,2019-01-07 00:00,925,860,-6.3,-8,305,15
47102,2019-01-07 00:00,1000,243,-.3,-7.3,340,14
47102,2019-01-07 12:00,10,30430,-52.3,-84.3,220,24
47102,2019-01-07 12:00,20,26030,-58.9,-88.9,290,18
47102,2019-01-07 12:00,30,23530,-64.7,-92.7,260,43
47102,2019-01-07 12:00,50,20390,-66.5,-94.5,270,49
47102,2019-01-07 12:00,70,18340,-61.5,-90.5,275,77
47102,2019-01-07 12:00,100,16150,-61.1,-90.1,275,91
47102,2019-01-07 12:00,150,13570,-51.9,-83.9,280,109
47102,2019-01-07 12:00,200,11690,-47.9,-80.9,280,127
47102,2019-01-07 12:00,250,10230,-49.7,-69.7,275,115
47102,2019-01-07 12:00,300,9040,-49.9,-58.9,270,125
47102,2019-01-07 12:00,400,7100,-36.1,-39.2,275,82
47102,2019-01-07 12:00,500,5510,-26.1,-27.2,275,69
47102,2019-01-07 12:00,700,3014,-12.5,-28.5,290,41
47102,2019-01-07 12:00,850,1510,-8.5,-22.5,295,27
47102,2019-01-07 12:00,925,854,-6.9,-11.7,320,13
47102,2019-01-07 12:00,1000,239,-1.1,-11.1,355,10
47102,2019-01-08 00:00,10,30450,-53.1,-85.1,195,21
47102,2019-01-08 00:00,20,26020,-57.7,-87.7,290,26
47102,2019-01-08 00:00,30,23510,-63.7,-91.7,255,30
47102,2019-01-08 00:00,50,20380,-63.9,-91.9,260,56
47102,2019-01-08 00:00,70,18330,-67.7,-94.7,280,70
47102,2019-01-08 00:00,100,16150,-62.1,-91.1,265,97
47102,2019-01-08 00:00,150,13570,-51.5,-83.5,270,131
47102,2019-01-08 00:00,200,11690,-47.5,-80.5,280,149
47102,2019-01-08 00:00,250,10220,-45.5,-79.5,275,151
47102,2019-01-08 00:00,300,9000,-46.1,-80.1,280,132
47102,2019-01-08 00:00,400,7060,-36.5,-52.5,280,112
47102,2019-01-08 00:00,500,5470,-26.1,-44.1,275,93
47102,2019-01-08 00:00,700,2988,-15.9,-22.9,285,45
47102,2019-01-08 00:00,850,1503,-11.9,-27.9,310,31
47102,2019-01-08 00:00,925,855,-8.9,-13.8,340,23
47102,2019-01-08 00:00,1000,244,-3.1,-13.1,350,20
47102,2019-01-08 12:00,10,30450,-48.9,-81.9,250,19
47102,2019-01-08 12:00,20,26020,-55.5,-86.5,270,33
47102,2019-01-08 12:00,30,23510,-61.1,-90.1,300,24
47102,2019-01-08 12:00,50,20370,-66.7,-93.7,270,52
47102,2019-01-08 12:00,70,18340,-68.9,-95.9,275,82
47102,2019-01-08 12:00,100,16190,-63.3,-91.3,260,105
47102,2019-01-08 12:00,150,13640,-52.1,-84.1,270,125
47102,2019-01-08 12:00,200,11790,-53.1,-85.1,285,174
47102,2019-01-08 12:00,250,10340,-47.3,-58.3,275,197
47102,2019-01-08 12:00,300,9110,-38.7,-45.7,275,180
47102,2019-01-08 12:00,400,7110,-32.3,-47.3,285,122
47102,2019-01-08 12:00,500,5490,-24.5,-60.5,295,88
47102,2019-01-08 12:00,700,2986,-14.3,-47.3,320,47
47102,2019-01-08 12:00,850,1516,-16.3,-18.7,340,31
47102,2019-01-08 12:00,925,873,-10.9,-17.9,345,25
47102,2019-01-08 12:00,1000,268,-4.9,-16.9,350,27
47102,2019-01-09 00:00,10,30470,-54.7,-85.7,215,36
47102,2019-01-09 00:00,20,26030,-58.5,-88.5,270,24
47102,2019-01-09 00:00,30,23510,-63.9,-91.9,280,11
47102,2019-01-09 00:00,50,20390,-65.3,-93.3,280,65
47102,2019-01-09 00:00,70,18340,-65.3,-93.3,275,86
47102,2019-01-09 00:00,100,16180,-60.9,-89.9,270,91
47102,2019-01-09 00:00,150,13650,-56.1,-87.1,270,133
47102,2019-01-09 00:00,200,11850,-59.3,-69.3,275,177
47102,2019-01-09 00:00,250,10420,-49.3,-59.3,270,164
47102,2019-01-09 00:00,300,9200,-40.1,-47.1,265,146
47102,2019-01-09 00:00,400,7200,-32.5,-37.4,280,82
47102,2019-01-09 00:00,500,5590,-22.1,-31.1,295,61
47102,2019-01-09 00:00,700,3055,-10.1,-36.1,325,16
47102,2019-01-09 00:00,850,1555,-7.7,-34.7,15,9
47102,2019-01-09 00:00,925,896,-7.7,-26.7,360,13
47102,2019-01-09 00:00,1000,291,-7.7,-13.7,10,9
47102,2019-01-09 12:00,100,16180,-56.1,-87.1,270,145
47102,2019-01-09 12:00,150,13660,-55.5,-86.5,265,150
47102,2019-01-09 12:00,200,11840,-55.5,-86.5,265,165
47102,2019-01-09 12:00,250,10400,-50.1,-63.1,260,146
47102,2019-01-09 12:00,300,9200,-43.9,-50.9,260,128
47102,2019-01-09 12:00,400,7210,-30.5,-34.4,265,71
47102,2019-01-09 12:00,500,5600,-19.9,-28.9,265,40
47102,2019-01-09 12:00,700,3046,-8.7,-36.7,255,22
47102,2019-01-09 12:00,850,1532,-5.7,-40.7,245,8
47102,2019-01-09 12:00,925,869,-6.1,-43.1,245,7
47102,2019-01-09 12:00,1000,258,-3.9,-8.9,290,6
47102,2019-01-10 00:00,10,30500,-45.3,-79.3,250,18
47102,2019-01-10 00:00,20,26090,-54.7,-85.7,285,25
47102,2019-01-10 00:00,30,23580,-62.3,-91.3,285,28
47102,2019-01-10 00:00,50,20420,-63.3,-92.3,280,57
47102,2019-01-10 00:00,70,18370,-66.3,-94.3,275,72
47102,2019-01-10 00:00,100,16170,-58.9,-88.9,260,108
47102,2019-01-10 00:00,150,13630,-58.9,-88.9,260,141
47102,2019-01-10 00:00,200,11800,-52.3,-84.3,260,151
47102,2019-01-10 00:00,250,10340,-47.5,-80.5,265,138
47102,2019-01-10 00:00,300,9120,-41.7,-76.7,265,116
47102,2019-01-10 00:00,400,7140,-35.1,-52.1,270,61
47102,2019-01-10 00:00,500,5540,-22.3,-38.3,280,50
47102,2019-01-10 00:00,700,2999,-12.1,-16.9,300,23
47102,2019-01-10 00:00,850,1496,-8.5,-23.5,270,21
47102,2019-01-10 00:00,925,839,-5.3,-9.7,280,12
47102,2019-01-10 00:00,1000,220,.6,-8.4,280,11
47102,2019-01-10 12:00,10,30420,-52.5,-84.5,295,26
47102,2019-01-10 12:00,20,26090,-65.7,-93.7,10,27
47102,2019-01-10 12:00,30,23560,-61.1,-90.1,295,41
47102,2019-01-10 12:00,50,20400,-62.9,-91.9,295,55
47102,2019-01-10 12:00,70,18330,-65.1,-93.1,280,74
47102,2019-01-10 12:00,100,16140,-60.3,-89.3,265,89
47102,2019-01-10 12:00,150,13570,-56.5,-87.5,265,119
47102,2019-01-10 12:00,200,11740,-52.9,-84.9,270,138
47102,2019-01-10 12:00,250,10300,-52.3,-84.3,265,143
47102,2019-01-10 12:00,300,9100,-47.9,-66.9,270,113
47102,2019-01-10 12:00,400,7160,-34.5,-57.5,275,88
47102,2019-01-10 12:00,500,5560,-21.7,-54.7,290,80
47102,2019-01-10 12:00,700,3021,-8.5,-27.5,300,30
47102,2019-01-10 12:00,850,1508,-4.7,-14.7,300,22
47102,2019-01-10 12:00,925,844,-3.3,-9.3,290,16
47102,2019-01-10 12:00,1000,221,2.6,-5.4,305,16
47102,2019-01-11 00:00,20,26170,-63.9,-91.9,305,27
47102,2019-01-11 00:00,30,23670,-63.7,-91.7,325,42
47102,2019-01-11 00:00,50,20540,-62.7,-91.7,305,48
47102,2019-01-11 00:00,70,18440,-58.9,-88.9,295,63
47102,2019-01-11 00:00,100,16200,-54.1,-85.1,275,84
47102,2019-01-11 00:00,150,13600,-55.5,-86.5,270,112
47102,2019-01-11 00:00,200,11760,-51.7,-83.7,265,132
47102,2019-01-11 00:00,250,10310,-51.3,-83.3,265,109
47102,2019-01-11 00:00,300,9110,-46.3,-80.3,260,91
47102,2019-01-11 00:00,400,7170,-34.5,-40.5,270,53
47102,2019-01-11 00:00,500,5570,-23.5,-28,255,41
47102,2019-01-11 00:00,700,3040,-8.5,-31.5,280,17
47102,2019-01-11 00:00,850,1515,-2.1,-28.1,330,10
47102,2019-01-11 00:00,925,847,-3.5,-8,275,7
47102,2019-01-11 00:00,1000,226,.8,-5.2,70,7
47102,2019-01-11 12:00,10,30460,-54.5,-85.5,260,13
47102,2019-01-11 12:00,20,26170,-64.3,-92.3,320,22
47102,2019-01-11 12:00,30,23680,-66.9,-93.9,305,43
47102,2019-01-11 12:00,50,20570,-63.9,-91.9,295,13
47102,2019-01-11 12:00,70,18480,-60.9,-89.9,250,31
47102,2019-01-11 12:00,100,16210,-50.7,-82.7,255,61
47102,2019-01-11 12:00,150,13590,-52.7,-84.7,255,94
47102,2019-01-11 12:00,200,11720,-51.5,-83.5,260,101
47102,2019-01-11 12:00,250,10270,-52.7,-84.7,255,92
47102,2019-01-11 12:00,300,9090,-48.3,-60.3,255,78
47102,2019-01-11 12:00,400,7150,-34.1,-41.1,255,66
47102,2019-01-11 12:00,500,5550,-22.5,-27.3,260,55
47102,2019-01-11 12:00,700,3015,-10.7,-16.7,180,9
47102,2019-01-11 12:00,850,1496,-3.5,-23.5,225,9
47102,2019-01-11 12:00,925,829,-2.9,-6,295,2
47102,2019-01-11 12:00,1000,205,2.2,-4.8,60,7
47102,2019-01-12 00:00,50,20520,-58.5,-88.5,235,38
47102,2019-01-12 00:00,70,18400,-58.3,-88.3,250,46
47102,2019-01-12 00:00,100,16140,-52.9,-84.9,270,77
47102,2019-01-12 00:00,150,13530,-51.3,-83.3,260,82
47102,2019-01-12 00:00,200,11660,-50.1,-83.1,265,80
47102,2019-01-12 00:00,250,10190,-49.1,-82.1,260,84
47102,2019-01-12 00:00,300,9000,-50.5,-82.5,265,67
47102,2019-01-12 00:00,400,7070,-36.5,-56.5,265,56
47102,2019-01-12 00:00,500,5500,-26.7,-40.7,270,54
47102,2019-01-12 00:00,700,2992,-13.5,-16,270,18
47102,2019-01-12 00:00,850,1491,-5.7,-5.8,260,12
47102,2019-01-12 00:00,925,824,-2.5,-5.4,325,8
47102,2019-01-12 00:00,1000,201,1.4,-6.6,60,4
47102,2019-01-12 12:00,10,30430,-58.3,-88.3,315,26
47102,2019-01-12 12:00,20,26130,-63.1,-92.1,150,9
47102,2019-01-12 12:00,30,23640,-63.5,-91.5,185,18
47102,2019-01-12 12:00,50,20460,-57.3,-87.3,240,42
47102,2019-01-12 12:00,70,18360,-61.7,-90.7,260,58
47102,2019-01-12 12:00,100,16110,-55.7,-86.7,260,80
47102,2019-01-12 12:00,150,13520,-53.3,-85.3,270,78
47102,2019-01-12 12:00,200,11650,-50.7,-82.7,270,94
47102,2019-01-12 12:00,250,10200,-50.7,-82.7,270,90
47102,2019-01-12 12:00,300,9010,-49.1,-82.1,280,98
47102,2019-01-12 12:00,400,7070,-37.3,-70.3,280,91
47102,2019-01-12 12:00,500,5520,-29.9,-37.9,280,43
47102,2019-01-12 12:00,700,3019,-10.7,-30.7,305,21
47102,2019-01-12 12:00,850,1506,-3.5,-15.5,25,18
47102,2019-01-12 12:00,925,835,-2.1,-16.1,10,12
47102,2019-01-12 12:00,1000,211,1.6,-4.4,290,2
47102,2019-01-13 00:00,10,30540,-56.5,-87.5,265,22
47102,2019-01-13 00:00,20,26190,-61.3,-90.3,285,22
47102,2019-01-13 00:00,30,23660,-59.5,-89.5,205,21
47102,2019-01-13 00:00,50,20480,-56.9,-86.9,275,26
47102,2019-01-13 00:00,70,18350,-57.7,-87.7,280,45
47102,2019-01-13 00:00,100,16100,-54.7,-85.7,265,70
47102,2019-01-13 00:00,150,13510,-54.5,-85.5,270,68
47102,2019-01-13 00:00,200,11660,-51.3,-83.3,280,89
47102,2019-01-13 00:00,250,10200,-52.3,-84.3,280,81
47102,2019-01-13 00:00,300,9030,-50.7,-82.7,275,67
47102,2019-01-13 00:00,400,7100,-37.5,-66.5,280,52
47102,2019-01-13 00:00,500,5520,-25.5,-55.5,295,47
47102,2019-01-13 00:00,700,3019,-12.1,-29.1,295,25
47102,2019-01-13 00:00,850,1515,-4.1,-15.1,270,12
47102,2019-01-13 00:00,925,845,-3.3,-5.3,335,9
47102,2019-01-13 00:00,1000,221,2.6,-4.4,310,9
47102,2019-01-13 12:00,10,30460,-57.1,-87.1,275,15
47102,2019-01-13 12:00,20,26110,-60.5,-89.5,215,15
47102,2019-01-13 12:00,30,23570,-59.5,-89.5,250,27
47102,2019-01-13 12:00,50,20390,-56.7,-87.7,275,34
47102,2019-01-13 12:00,70,18280,-55.7,-86.7,280,39
47102,2019-01-13 12:00,100,16040,-58.3,-88.3,275,62
47102,2019-01-13 12:00,150,13460,-56.1,-87.1,275,79
47102,2019-01-13 12:00,200,11620,-54.1,-85.1,285,89
47102,2019-01-13 12:00,250,10190,-50.9,-82.9,280,98
47102,2019-01-13 12:00,300,9000,-48.7,-81.7,285,89
47102,2019-01-13 12:00,400,7080,-40.7,-76.7,290,59
47102,2019-01-13 12:00,500,5520,-27.9,-67.9,285,49
47102,2019-01-13 12:00,700,3012,-10.5,-56.5,300,28
47102,2019-01-13 12:00,850,1515,-4.5,-6.7,305,11
47102,2019-01-13 12:00,925,849,-2.1,-8.1,310,12
47102,2019-01-13 12:00,1000,224,2.8,-6.2,265,12
47102,2019-01-14 00:00,10,30430,-53.5,-84.5,275,18
47102,2019-01-14 00:00,20,26070,-58.9,-88.9,325,12
47102,2019-01-14 00:00,30,23540,-59.1,-89.1,280,20
47102,2019-01-14 00:00,50,20360,-61.1,-90.1,280,46
47102,2019-01-14 00:00,70,18250,-58.1,-88.1,285,58
47102,2019-01-14 00:00,100,16010,-56.9,-86.9,275,62
47102,2019-01-14 00:00,150,13440,-56.9,-86.9,280,93
47102,2019-01-14 00:00,200,11620,-55.9,-86.9,280,104
47102,2019-01-14 00:00,250,10210,-58.5,-70.5,280,104
47102,2019-01-14 00:00,300,9050,-52.7,-62.7,290,88
47102,2019-01-14 00:00,400,7140,-37.9,-56.9,285,49
47102,2019-01-14 00:00,500,5560,-26.1,-67.1,275,27
47102,2019-01-14 00:00,700,3035,-6.9,-37.9,295,10
47102,2019-01-14 00:00,850,1510,-6.5,-20.5,315,6
47102,2019-01-14 00:00,925,849,-4.3,-5.5,245,6
47102,2019-01-14 00:00,1000,228,1.4,-3.6,290,4
47102,2019-01-14 12:00,20,26080,-58.3,-88.3,260,25
47102,2019-01-14 12:00,30,23540,-60.3,-89.3,240,12
47102,2019-01-14 12:00,50,20340,-58.1,-88.1,285,43
47102,2019-01-14 12:00,70,18210,-55.3,-86.3,280,69
47102,2019-01-14 12:00,100,15980,-57.5,-87.5,275,77
47102,2019-01-14 12:00,150,13420,-57.9,-87.9,275,105
47102,2019-01-14 12:00,200,11610,-58.5,-74.5,275,120
47102,2019-01-14 12:00,250,10220,-59.5,-67.5,270,116
47102,2019-01-14 12:00,300,9050,-48.9,-57.9,270,119
47102,2019-01-14 12:00,400,7110,-37.1,-74.1,270,63
47102,2019-01-14 12:00,500,5530,-26.1,-33.1,260,41
47102,2019-01-14 12:00,700,3014,-8.3,-41.3,255,29
47102,2019-01-14 12:00,850,1498,-4.1,-21.1,270,16
47102,2019-01-14 12:00,925,833,-4.3,-6.3,285,12
47102,2019-01-14 12:00,1000,212,1.4,-5.6,300,7
