지점,일시(UTC),기압(hPa),고도(gpm),기온(°C),이슬점온도(°C),풍향(deg),풍속(knot)
47102,2019-07-08 00:00,20,26970,-46.9,-71.9,100,33
47102,2019-07-08 00:00,30,24290,-49.7,-72.7,85,34
47102,2019-07-08 00:00,50,21010,-58.1,-78.1,55,16
47102,2019-07-08 00:00,70,18890,-60.1,-79.1,55,7
47102,2019-07-08 00:00,100,16660,-58.5,-78.5,310,6
47102,2019-07-08 00:00,150,14080,-52.7,-72.7,300,16
47102,2019-07-08 00:00,200,12200,-50.1,-64.1,345,38
47102,2019-07-08 00:00,250,10740,-46.9,-52.9,40,23
47102,2019-07-08 00:00,300,9500,-36.5,-45.5,25,18
47102,2019-07-08 00:00,400,7440,-20.5,-26.5,10,16
47102,2019-07-08 00:00,500,5750,-11.5,-14.6,40,17
47102,2019-07-08 00:00,700,3086,5.6,-13.4,40,13
47102,2019-07-08 00:00,850,1469,14,7,10,13
47102,2019-07-08 00:00,925,750,17.4,11.4,140,11
47102,2019-07-08 00:00,1000,80,19.8,11.8,100,9
47102,2019-07-08 12:00,10,31530,-40.7,-76.7,80,37
47102,2019-07-08 12:00,20,26910,-46.5,-80.5,70,22
47102,2019-07-08 12:00,30,24240,-51.1,-84.1,75,27
47102,2019-07-08 12:00,50,20970,-58.5,-88.5,85,12
47102,2019-07-08 12:00,70,18860,-60.5,-85.5,10,12
47102,2019-07-08 12:00,100,16650,-61.3,-81.3,330,24
47102,2019-07-08 12:00,150,14130,-57.3,-73.3,325,55
47102,2019-07-08 12:00,200,12270,-50.3,-66.3,330,54
47102,2019-07-08 12:00,250,10790,-41.9,-61.9,335,44
47102,2019-07-08 12:00,300,9550,-33.7,-56.7,345,28
47102,2019-07-08 12:00,400,7470,-17.3,-39.3,25,15
47102,2019-07-08 12:00,500,5770,-7.3,-18.3,55,13
47102,2019-07-08 12:00,700,3078,5,-10,30,11
47102,2019-07-08 12:00,850,1468,14.4,9.4,120,13
47102,2019-07-08 12:00,925,745,19.8,10.8,130,3
47102,2019-07-08 12:00,1000,70,20.2,11.2,330,8
47102,2019-07-09 00:00,20,26940,-46.5,-80.5,90,27
47102,2019-07-09 00:00,30,24260,-51.5,-82.5,90,31
47102,2019-07-09 00:00,50,20990,-58.9,-81.9,90,11
47102,2019-07-09 00:00,70,18880,-60.9,-77.9,70,7
47102,2019-07-09 00:00,100,16670,-63.9,-74.9,315,18
47102,2019-07-09 00:00,150,14180,-62.1,-70.1,300,53
47102,2019-07-09 00:00,200,12370,-52.3,-57,290,57
47102,2019-07-09 00:00,250,10880,-40.1,-48.1,285,47
47102,2019-07-09 00:00,300,9610,-30.3,-40.3,315,23
47102,2019-07-09 00:00,400,7490,-16.3,-41.3,360,10
47102,2019-07-09 00:00,500,5780,-5.5,-31.5,45,6
47102,2019-07-09 00:00,700,3073,8,-17,75,5
47102,2019-07-09 00:00,850,1460,13.6,7.6,35,13
47102,2019-07-09 00:00,925,739,17.8,12.9,65,8
47102,2019-07-09 00:00,1000,68,20.6,12.6,95,10
47102,2019-07-09 02:00,10,31520,-41.1,-77.1,95,30
47102,2019-07-09 02:00,20,26880,-48.3,-80.3,90,26
47102,2019-07-09 02:00,30,24230,-51.9,-81.9,90,24
47102,2019-07-09 02:00,50,20960,-57.7,-85.7,80,21
47102,2019-07-09 02:00,70,18860,-61.5,-86.5,360,5
47102,2019-07-09 02:00,100,16660,-63.9,-86.9,320,15
47102,2019-07-09 02:00,150,14190,-61.7,-80.7,280,48
47102,2019-07-09 02:00,200,12370,-51.9,-55.3,265,52
47102,2019-07-09 02:00,250,10880,-38.5,-43.5,275,46
47102,2019-07-09 02:00,300,9600,-29.7,-35.7,275,19
47102,2019-07-09 02:00,400,7490,-16.5,-41.5,55,9
47102,2019-07-09 02:00,500,5780,-6.3,-21.3,110,8
47102,2019-07-09 02:00,700,3080,7.2,-19.8,70,8
47102,2019-07-09 02:00,850,1466,12.6,6.6,30,14
47102,2019-07-09 02:00,925,750,17,12,100,7
47102,2019-07-09 02:00,1000,78,22.2,14.2,100,8
47102,2019-07-09 12:00,10,31490,-44.1,-76.1,80,29
47102,2019-07-09 12:00,20,26870,-49.7,-76.7,90,29
47102,2019-07-09 12:00,30,24230,-52.1,-77.1,70,22
47102,2019-07-09 12:00,50,20970,-57.3,-79.3,100,16
47102,2019-07-09 12:00,70,18860,-60.9,-79.9,90,10
47102,2019-07-09 12:00,100,16680,-65.3,-83.3,295,14
47102,2019-07-09 12:00,150,14190,-59.7,-78.7,270,37
47102,2019-07-09 12:00,200,12360,-49.3,-72.3,250,44
47102,2019-07-09 12:00,250,10870,-39.1,-67.1,240,28
47102,2019-07-09 12:00,300,9590,-29.5,-55.5,240,25
47102,2019-07-09 12:00,400,7480,-15.3,-41.3,165,17
47102,2019-07-09 12:00,500,5760,-6.7,-19.7,120,25
47102,2019-07-09 12:00,700,3069,7.6,-5.4,110,8
47102,2019-07-09 12:00,850,1453,14.2,12.1,105,20
47102,2019-07-09 12:00,925,730,19.8,13.8,130,12
47102,2019-07-09 12:00,1000,53,20,15,290,2
47102,2019-07-10 00:00,20,26970,-49.1,-83.1,90,33
47102,2019-07-10 00:00,30,24310,-51.7,-84.7,90,30
47102,2019-07-10 00:00,50,21020,-56.9,-87.9,65,21
47102,2019-07-10 00:00,70,18910,-60.3,-90.3,60,8
47102,2019-07-10 00:00,100,16720,-65.3,-94.3,245,14
47102,2019-07-10 00:00,150,14220,-59.3,-85.3,235,34
47102,2019-07-10 00:00,200,12370,-49.1,-76.1,235,71
47102,2019-07-10 00:00,250,10870,-37.7,-71.7,230,72
47102,2019-07-10 00:00,300,9590,-28.1,-41.1,215,74
47102,2019-07-10 00:00,400,7470,-17.9,-17.9,210,46
47102,2019-07-10 00:00,500,5760,-7.9,-9.9,165,13
47102,2019-07-10 00:00,700,3071,4.8,3.3,155,18
47102,2019-07-10 00:00,850,1458,14,11.2,80,12
47102,2019-07-10 00:00,925,739,17.4,13.1,115,18
47102,2019-07-10 00:00,1000,68,20.6,12.6,105,11
47102,2019-07-10 12:00,30,24250,-52.3,-59.3,75,27
47102,2019-07-10 12:00,50,20990,-58.5,-68.5,95,16
47102,2019-07-10 12:00,70,18890,-60.7,-70.7,50,4
47102,2019-07-10 12:00,100,16700,-64.9,-72.9,205,14
47102,2019-07-10 12:00,150,14210,-57.1,-67.1,230,53
47102,2019-07-10 12:00,200,12340,-45.7,-55.7,220,59
47102,2019-07-10 12:00,250,10830,-36.5,-43.5,220,75
47102,2019-07-10 12:00,300,9550,-30.9,-36.9,195,53
47102,2019-07-10 12:00,400,7460,-18.7,-20.3,200,14
47102,2019-07-10 12:00,500,5760,-7.5,-8,190,19
47102,2019-07-10 12:00,700,3072,5.6,5.1,120,12
47102,2019-07-10 12:00,850,1455,13.6,12.4,95,16
47102,2019-07-10 12:00,925,738,16,13.5,100,19
47102,2019-07-10 12:00,1000,70,19.2,14.2,80,7
47102,2019-07-11 00:00,10,31580,-39.5,-72.5,90,30
47102,2019-07-11 00:00,20,26930,-49.5,-71.5,90,25
47102,2019-07-11 00:00,30,24280,-53.9,-76.9,100,20
47102,2019-07-11 00:00,50,21020,-58.3,-82.3,60,17
47102,2019-07-11 00:00,70,18920,-61.5,-86.5,130,11
47102,2019-07-11 00:00,100,16720,-65.9,-93.9,230,21
47102,2019-07-11 00:00,150,14200,-56.3,-78.3,220,51
47102,2019-07-11 00:00,200,12330,-46.1,-70.1,215,68
47102,2019-07-11 00:00,250,10820,-37.3,-62.3,215,78
47102,2019-07-11 00:00,300,9550,-34.1,-47.1,210,28
47102,2019-07-11 00:00,400,7470,-18.7,-31.7,230,15
47102,2019-07-11 00:00,500,5770,-7.7,-16.7,240,11
47102,2019-07-11 00:00,700,3074,5.8,5.2,55,5
47102,2019-07-11 00:00,850,1460,13,12.3,60,12
47102,2019-07-11 00:00,925,740,16.6,15.6,45,9
47102,2019-07-11 00:00,1000,72,17.8,15.3,10,6
47102,2019-07-11 12:00,10,31470,-41.7,-77.7,90,34
47102,2019-07-11 12:00,20,26870,-50.1,-83.1,85,27
47102,2019-07-11 12:00,30,24250,-54.3,-86.3,75,27
47102,2019-07-11 12:00,50,21000,-58.9,-88.9,80,13
47102,2019-07-11 12:00,70,18900,-61.7,-90.7,120,2
47102,2019-07-11 12:00,100,16690,-61.9,-90.9,245,20
47102,2019-07-11 12:00,150,14150,-53.1,-80.1,250,33
47102,2019-07-11 12:00,200,12260,-44.9,-72.9,240,40
47102,2019-07-11 12:00,250,10760,-46.1,-50.3,270,37
47102,2019-07-11 12:00,300,9530,-36.1,-46.1,265,21
47102,2019-07-11 12:00,400,7460,-19.3,-28.3,270,15
47102,2019-07-11 12:00,500,5760,-7.5,-16.5,275,16
47102,2019-07-11 12:00,700,3071,6.2,1.9,295,10
47102,2019-07-11 12:00,850,1452,14.4,8.4,310,11
47102,2019-07-11 12:00,925,731,18.8,11.8,330,12
47102,2019-07-11 12:00,1000,59,18,13.8,295,6
47102,2019-07-12 00:00,20,27230,-43.5,-78.5,90,20
47102,2019-07-12 00:00,30,24540,-48.3,-82.3,105,23
47102,2019-07-12 00:00,50,21210,-53.3,-85.3,90,14
47102,2019-07-12 00:00,70,19050,-57.1,-88.1,65,5
47102,2019-07-12 00:00,100,16800,-57.5,-88.5,250,23
47102,2019-07-12 00:00,150,14210,-50.9,-79.9,265,39
47102,2019-07-12 00:00,200,12300,-43.7,-72.7,265,45
47102,2019-07-12 00:00,250,10780,-40.1,-57.1,265,58
47102,2019-07-12 00:00,300,9540,-36.3,-44.3,270,37
47102,2019-07-12 00:00,400,7460,-19.7,-34.7,270,28
47102,2019-07-12 00:00,500,5770,-8.5,-15.5,265,27
47102,2019-07-12 00:00,700,3079,6,2.6,275,19
47102,2019-07-12 00:00,850,1460,14,10.7,285,12
47102,2019-07-12 00:00,925,740,18,15.6,250,10
47102,2019-07-12 00:00,1000,66,20.4,17.6,160,6
47102,2019-07-12 12:00,20,26830,-48.5,-80.5,80,27
47102,2019-07-12 12:00,30,24200,-54.5,-81.5,65,21
47102,2019-07-12 12:00,50,20960,-58.1,-79.1,95,13
47102,2019-07-12 12:00,70,18860,-62.5,-81.5,40,5
47102,2019-07-12 12:00,100,16660,-63.7,-79.7,265,22
47102,2019-07-12 12:00,150,14140,-55.7,-69.7,265,55
47102,2019-07-12 12:00,200,12290,-50.7,-59.7,260,81
47102,2019-07-12 12:00,250,10810,-41.3,-47.3,260,78
47102,2019-07-12 12:00,300,9540,-31.5,-38.5,270,52
47102,2019-07-12 12:00,400,7450,-18.3,-35.3,270,25
47102,2019-07-12 12:00,500,5750,-7.3,-17.3,285,16
47102,2019-07-12 12:00,700,3059,6.2,-.8,275,15
47102,2019-07-12 12:00,850,1440,14.2,12.5,235,9
47102,2019-07-12 12:00,925,717,18.8,17.7,235,11
47102,2019-07-12 12:00,1000,40,,,,
47102,2019-07-13 00:00,20,27230,-42.9,-77.9,100,29
47102,2019-07-13 00:00,30,24510,-47.5,-81.5,90,22
47102,2019-07-13 00:00,50,21170,-52.5,-84.5,75,14
47102,2019-07-13 00:00,70,19020,-57.1,-88.1,25,3
47102,2019-07-13 00:00,100,16770,-58.1,-89.1,265,20
47102,2019-07-13 00:00,150,14190,-54.3,-79.3,255,54
47102,2019-07-13 00:00,200,12320,-46.5,-71.5,245,102
47102,2019-07-13 00:00,250,10810,-40.1,-47.1,245,100
47102,2019-07-13 00:00,300,9540,-31.7,-43.7,245,43
47102,2019-07-13 00:00,400,7450,-18.3,-21.7,250,26
47102,2019-07-13 00:00,500,5740,-7.3,-19.3,260,11
47102,2019-07-13 00:00,700,3044,5.8,-2.2,315,6
47102,2019-07-13 00:00,850,1423,15.2,10.2,260,5
47102,2019-07-13 00:00,925,700,18.8,16.4,195,3
47102,2019-07-13 00:00,1000,24,,,,
47102,2019-07-13 12:00,20,26820,-48.5,-82.5,100,21
47102,2019-07-13 12:00,30,24190,-53.5,-85.5,65,21
47102,2019-07-13 12:00,50,20940,-58.9,-88.9,100,11
47102,2019-07-13 12:00,70,18840,-60.1,-90.1,45,3
47102,2019-07-13 12:00,100,16640,-62.5,-91.5,260,23
47102,2019-07-13 12:00,150,14090,-55.3,-79.3,255,55
47102,2019-07-13 12:00,200,12230,-46.9,-68.9,250,68
47102,2019-07-13 12:00,250,10730,-42.7,-59.7,260,42
47102,2019-07-13 12:00,300,9490,-35.1,-46.1,265,21
47102,2019-07-13 12:00,400,7410,-19.5,-39.5,260,17
47102,2019-07-13 12:00,500,5720,-7.7,-29.7,240,8
47102,2019-07-13 12:00,700,3035,6.2,1.2,335,5
47102,2019-07-13 12:00,850,1409,16.8,7.8,280,3
47102,2019-07-13 12:00,925,684,19.8,17.4,225,6
47102,2019-07-13 12:00,1000,6,,,,
47102,2019-07-14 00:00,20,27280,-42.5,-78.5,105,30
47102,2019-07-14 00:00,30,24570,-48.7,-82.7,70,19
47102,2019-07-14 00:00,50,21220,-52.7,-84.7,105,16
47102,2019-07-14 00:00,70,19060,-55.7,-86.7,30,7
47102,2019-07-14 00:00,100,16800,-58.3,-89.3,275,21
47102,2019-07-14 00:00,150,14200,-50.7,-83.7,245,48
47102,2019-07-14 00:00,200,12300,-46.3,-66.3,245,61
47102,2019-07-14 00:00,250,10810,-42.3,-62.3,275,44
47102,2019-07-14 00:00,300,9550,-32.5,-64.5,285,39
47102,2019-07-14 00:00,400,7450,-16.3,-60.3,280,34
47102,2019-07-14 00:00,500,5740,-6.7,-31.7,295,24
47102,2019-07-14 00:00,700,3045,6.6,-1.4,300,6
47102,2019-07-14 00:00,850,1421,16.4,2.4,50,3
47102,2019-07-14 00:00,925,698,19.6,15.4,155,4
47102,2019-07-14 00:00,1000,21,,,,
47102,2019-07-14 12:00,10,31340,-41.3,-77.3,90,29
47102,2019-07-14 12:00,20,26720,-49.7,-82.7,65,28
47102,2019-07-14 12:00,30,24100,-56.7,-87.7,85,25
47102,2019-07-14 12:00,50,20890,-58.3,-89.3,80,17
47102,2019-07-14 12:00,70,18800,-63.1,-92.1,300,7
47102,2019-07-14 12:00,100,16600,-62.9,-91.9,265,11
47102,2019-07-14 12:00,150,14060,-55.1,-75.1,260,34
47102,2019-07-14 12:00,200,12210,-51.5,-60.5,240,23
47102,2019-07-14 12:00,250,10750,-46.3,-52.3,195,7
47102,2019-07-14 12:00,300,9510,-35.5,-47.5,225,14
47102,2019-07-14 12:00,400,7440,-19.3,-42.3,240,24
47102,2019-07-14 12:00,500,5740,-7.9,-18.9,245,15
47102,2019-07-14 12:00,700,3057,6,2,210,9
47102,2019-07-14 12:00,850,1432,16.8,4.8,120,2
47102,2019-07-14 12:00,925,707,20,18.1,225,6
47102,2019-07-14 12:00,1000,33,,,,
47102,2019-07-15 00:00,20,27250,-43.1,-71.1,110,28
47102,2019-07-15 00:00,30,24530,-48.3,-72.3,95,35
47102,2019-07-15 00:00,50,21180,-53.3,-75.3,95,16
47102,2019-07-15 00:00,70,19030,-55.9,-76.9,135,17
47102,2019-07-15 00:00,100,16760,-58.1,-78.1,290,15
47102,2019-07-15 00:00,150,14160,-49.1,-70.1,255,15
47102,2019-07-15 00:00,200,12260,-46.5,-58.5,255,13
47102,2019-07-15 00:00,250,10780,-44.1,-48.4,200,36
47102,2019-07-15 00:00,300,9530,-34.1,-37.1,220,28
47102,2019-07-15 00:00,400,7460,-20.3,-21.1,240,15
47102,2019-07-15 00:00,500,5770,-9.9,-15.9,240,17
47102,2019-07-15 00:00,700,3086,5.8,4.8,100,1
47102,2019-07-15 00:00,850,1461,15.6,15.6,105,4
47102,2019-07-15 00:00,925,736,19.8,19.8,130,12
47102,2019-07-15 00:00,1000,58,21.6,20.8,110,6
47102,2019-07-15 12:00,10,31150,-42.5,-78.5,95,43
47102,2019-07-15 12:00,20,26530,-48.3,-82.3,80,17
47102,2019-07-15 12:00,30,23900,-54.1,-86.1,105,22
47102,2019-07-15 12:00,50,20660,-58.5,-89.5,85,11
47102,2019-07-15 12:00,70,18560,-62.3,-91.3,20,3
47102,2019-07-15 12:00,100,16350,-59.5,-89.5,290,17
47102,2019-07-15 12:00,150,13770,-52.1,-72.1,310,23
47102,2019-07-15 12:00,200,11910,-52.5,-60.5,325,20
47102,2019-07-15 12:00,250,10440,-46.7,-58.7,55,17
47102,2019-07-15 12:00,300,9240,-44.3,-50.3,30,17
47102,2019-07-15 12:00,400,7240,-30.1,-34.6,360,16
47102,2019-07-15 12:00,500,5640,-26.9,-29.3,350,13
47102,2019-07-15 12:00,700,3088,6.4,2.2,330,4
47102,2019-07-15 12:00,850,1465,15.4,12.1,125,10
47102,2019-07-15 12:00,925,741,19.4,15.3,100,9
47102,2019-07-15 12:00,1000,66,21,16.9,140,5
47102,2019-07-16 00:00,20,26940,-46.9,-79.9,105,30
47102,2019-07-16 00:00,30,24270,-53.5,-81.5,105,28
47102,2019-07-16 00:00,50,21000,-57.3,-82.3,95,15
47102,2019-07-16 00:00,70,18890,-61.9,-84.9,50,9
47102,2019-07-16 00:00,100,16680,-63.1,-82.1,335,19
47102,2019-07-16 00:00,150,14140,-57.9,-71.9,330,53
47102,2019-07-16 00:00,200,12330,-56.3,-69.3,345,66
47102,2019-07-16 00:00,250,10870,-43.9,-63.9,5,54
47102,2019-07-16 00:00,300,9610,-33.5,-58.5,5,44
47102,2019-07-16 00:00,400,7530,-18.3,-31.3,345,22
47102,2019-07-16 00:00,500,5820,-6.1,-17.1,10,15
47102,2019-07-16 00:00,700,3115,7.2,.2,335,3
47102,2019-07-16 00:00,850,1491,14.8,11.6,125,10
47102,2019-07-16 00:00,925,767,18.8,16.1,125,5
47102,2019-07-16 00:00,1000,93,20.6,17.9,110,5
47102,2019-07-16 12:00,20,26880,-49.5,-71.5,90,28
47102,2019-07-16 12:00,30,24250,-52.7,-70.7,80,21
47102,2019-07-16 12:00,50,20990,-57.5,-69.5,55,16
47102,2019-07-16 12:00,70,18880,-60.3,-69.3,40,11
47102,2019-07-16 12:00,100,16700,-65.5,-71.5,315,22
47102,2019-07-16 12:00,150,14210,-63.5,-66.9,310,47
47102,2019-07-16 12:00,200,12420,-53.5,-56.6,300,45
47102,2019-07-16 12:00,250,10940,-40.7,-44.5,310,31
47102,2019-07-16 12:00,300,9670,-30.7,-40.7,305,16
47102,2019-07-16 12:00,400,7570,-15.9,-42.9,285,14
47102,2019-07-16 12:00,500,5850,-2.9,-31.9,300,9
47102,2019-07-16 12:00,700,3124,8.2,1.2,30,3
47102,2019-07-16 12:00,850,1493,16.6,9.6,190,8
47102,2019-07-16 12:00,925,766,20.6,15.8,185,10
47102,2019-07-16 12:00,1000,88,21,20,175,6
47102,2019-07-17 00:00,10,31710,-37.5,-74.5,95,55
47102,2019-07-17 00:00,20,27010,-45.9,-79.9,95,24
47102,2019-07-17 00:00,30,24330,-50.9,-73.9,95,28
47102,2019-07-17 00:00,50,21040,-56.9,-71.9,55,13
47102,2019-07-17 00:00,70,18920,-61.3,-72.3,45,12
47102,2019-07-17 00:00,100,16730,-65.5,-73.5,310,16
47102,2019-07-17 00:00,150,14230,-60.9,-65.9,305,50
47102,2019-07-17 00:00,200,12430,-53.3,-59.3,290,56
47102,2019-07-17 00:00,250,10950,-40.1,-45.1,275,42
47102,2019-07-17 00:00,300,9670,-29.7,-33.3,275,39
47102,2019-07-17 00:00,400,7560,-18.5,-25.5,230,27
47102,2019-07-17 00:00,500,5850,-3.9,-31.9,225,13
47102,2019-07-17 00:00,700,3130,8.2,1.2,260,6
47102,2019-07-17 00:00,850,1503,15,14.6,230,9
47102,2019-07-17 00:00,925,779,18.4,18,180,12
47102,2019-07-17 00:00,1000,103,19.8,19.8,150,11
47102,2019-07-17 12:00,10,31540,-40.3,-76.3,95,39
47102,2019-07-17 12:00,20,26910,-49.5,-82.5,100,30
47102,2019-07-17 12:00,30,24270,-51.5,-84.5,80,16
47102,2019-07-17 12:00,50,21000,-57.9,-88.9,75,12
47102,2019-07-17 12:00,70,18900,-61.3,-91.3,350,7
47102,2019-07-17 12:00,100,16720,-64.1,-89.1,295,23
47102,2019-07-17 12:00,150,14210,-60.5,-68.5,270,61
47102,2019-07-17 12:00,200,12390,-52.1,-58.1,245,78
47102,2019-07-17 12:00,250,10910,-40.9,-54.9,255,63
47102,2019-07-17 12:00,300,9640,-29.5,-48.5,260,61
47102,2019-07-17 12:00,400,7540,-16.1,-47.1,280,22
47102,2019-07-17 12:00,500,5830,-7.9,-11.8,280,23
47102,2019-07-17 12:00,700,3126,8.4,.4,220,5
47102,2019-07-17 12:00,850,1498,16,13,155,8
47102,2019-07-17 12:00,925,771,19.8,15.4,200,8
47102,2019-07-17 12:00,1000,94,22.2,19.4,185,3
47102,2019-07-18 00:00,10,31590,-40.5,-76.5,75,47
47102,2019-07-18 00:00,20,26930,-47.1,-81.1,90,34
47102,2019-07-18 00:00,30,24260,-51.3,-84.3,90,26
47102,2019-07-18 00:00,50,21000,-59.3,-89.3,65,14
47102,2019-07-18 00:00,70,18890,-60.3,-90.3,5,13
47102,2019-07-18 00:00,100,16700,-63.3,-92.3,295,29
47102,2019-07-18 00:00,150,14170,-57.3,-79.3,285,34
47102,2019-07-18 00:00,200,12340,-55.9,-64.9,270,33
47102,2019-07-18 00:00,250,10880,-44.9,-54.9,295,27
47102,2019-07-18 00:00,300,9630,-33.5,-45.5,295,30
47102,2019-07-18 00:00,400,7540,-18.3,-23.1,295,33
47102,2019-07-18 00:00,500,5830,-7.7,-10.2,285,20
47102,2019-07-18 00:00,700,3122,8.6,-4.4,290,6
47102,2019-07-18 00:00,850,1492,16.2,10.2,155,6
47102,2019-07-18 00:00,925,767,20,15,145,7
47102,2019-07-18 00:00,1000,89,21.6,18.8,90,6
47102,2019-07-18 12:00,10,31520,-40.5,-76.5,105,43
47102,2019-07-18 12:00,20,26880,-47.7,-81.7,90,35
47102,2019-07-18 12:00,30,24240,-53.3,-85.3,95,25
47102,2019-07-18 12:00,50,20980,-57.7,-88.7,60,16
47102,2019-07-18 12:00,70,18880,-65.3,-94.3,340,18
47102,2019-07-18 12:00,100,16700,-64.1,-82.1,315,23
47102,2019-07-18 12:00,150,14200,-60.3,-72.3,280,38
47102,2019-07-18 12:00,200,12390,-54.9,-62.9,270,36
47102,2019-07-18 12:00,250,10930,-42.7,-52.7,295,41
47102,2019-07-18 12:00,300,9670,-30.9,-54.9,300,38
47102,2019-07-18 12:00,400,7560,-13.9,-43.9,305,32
47102,2019-07-18 12:00,500,5830,-5.5,-22.5,320,16
47102,2019-07-18 12:00,700,3115,10,-1,285,4
47102,2019-07-18 12:00,850,1481,16.8,10.8,145,10
47102,2019-07-18 12:00,925,751,22,14,135,6
47102,2019-07-18 12:00,1000,71,21.6,15.6,315,5
47102,2019-07-19 00:00,20,27000,-46.9,-80.9,100,30
47102,2019-07-19 00:00,30,24320,-52.9,-81.9,90,23
47102,2019-07-19 00:00,50,21040,-57.9,-80.9,70,15
47102,2019-07-19 00:00,70,18940,-62.1,-83.1,90,9
47102,2019-07-19 00:00,100,16760,-67.9,-87.9,300,29
47102,2019-07-19 00:00,150,14280,-59.1,-77.1,280,26
47102,2019-07-19 00:00,200,12440,-52.7,-70.7,325,27
47102,2019-07-19 00:00,250,10960,-40.9,-61.9,350,18
47102,2019-07-19 00:00,300,9700,-31.3,-48.3,290,12
47102,2019-07-19 00:00,400,7590,-14.3,-39.3,295,13
47102,2019-07-19 00:00,500,5850,-2.7,-25.7,355,17
47102,2019-07-19 00:00,700,3119,11.2,1.2,110,2
47102,2019-07-19 00:00,850,1475,17.4,11.4,120,16
47102,2019-07-19 00:00,925,746,21,15,100,15
47102,2019-07-19 00:00,1000,67,22.6,17.6,95,4
47102,2019-07-19 12:00,100,,,,,
47102,2019-07-19 12:00,150,,,,,
47102,2019-07-19 12:00,200,12470,-54.1,,255,23
47102,2019-07-19 12:00,250,11020,-39.7,-43.9,295,16
47102,2019-07-19 12:00,300,9750,-28.7,-28.7,300,9
47102,2019-07-19 12:00,400,7620,-13.3,-13.3,110,4
47102,2019-07-19 12:00,500,5880,-.7,-.7,75,12
47102,2019-07-19 12:00,700,3118,12.6,11.8,125,10
47102,2019-07-19 12:00,850,1465,19,16.7,120,23
47102,2019-07-19 12:00,925,730,23,19.3,135,17
47102,2019-07-19 12:00,1000,43,,,,
47102,2019-07-20 00:00,10,31600,-40.9,-76.9,100,52
47102,2019-07-20 00:00,20,26960,-47.3,-81.3,75,31
47102,2019-07-20 00:00,30,24300,-53.5,-85.5,90,32
47102,2019-07-20 00:00,50,21050,-59.7,-89.7,70,15
47102,2019-07-20 00:00,70,18970,-66.1,-94.1,115,7
47102,2019-07-20 00:00,100,16820,-69.5,-96.5,325,17
47102,2019-07-20 00:00,150,14360,-60.7,-85.7,250,14
47102,2019-07-20 00:00,200,12520,-48.3,-71.3,225,16
47102,2019-07-20 00:00,250,11020,-37.7,-57.7,280,8
47102,2019-07-20 00:00,300,9730,-27.7,-49.7,5,11
47102,2019-07-20 00:00,400,7590,-11.9,-57.9,45,16
47102,2019-07-20 00:00,500,5850,-.9,-31.9,90,22
47102,2019-07-20 00:00,700,3093,11.4,6.4,95,26
47102,2019-07-20 00:00,850,1448,19.2,14.9,105,23
47102,2019-07-20 00:00,925,713,23.8,16.8,105,26
47102,2019-07-20 00:00,1000,24,,,,
47102,2019-07-20 12:00,10,31520,-42.1,-78.1,70,42
47102,2019-07-20 12:00,20,26900,-50.5,-83.5,70,31
47102,2019-07-20 12:00,30,24280,-54.1,-86.1,90,24
47102,2019-07-20 12:00,50,21030,-60.9,-90.9,95,22
47102,2019-07-20 12:00,70,18960,-66.5,-94.5,35,18
47102,2019-07-20 12:00,100,16820,-67.9,-95.9,355,14
47102,2019-07-20 12:00,150,14370,-60.3,-89.3,345,1
47102,2019-07-20 12:00,200,12530,-46.9,-74.9,255,9
47102,2019-07-20 12:00,250,11020,-37.1,-55.1,340,16
47102,2019-07-20 12:00,300,9730,-25.9,-46.9,325,18
47102,2019-07-20 12:00,400,7580,-9.9,-38.9,30,13
47102,2019-07-20 12:00,500,5820,0,-5,50,16
47102,2019-07-20 12:00,700,3066,10.6,10.6,65,15
47102,2019-07-20 12:00,850,1417,18.6,17.5,105,9
47102,2019-07-20 12:00,925,682,24.2,19.2,75,12
47102,2019-07-20 12:00,1000,490,,,,
47102,2019-07-21 00:00,20,26930,-49.3,-76.3,80,33
47102,2019-07-21 00:00,30,24290,-54.3,-78.3,80,30
47102,2019-07-21 00:00,50,21040,-59.3,-80.3,95,22
47102,2019-07-21 00:00,70,18970,-68.1,-88.1,140,10
47102,2019-07-21 00:00,100,16820,-69.9,-89.9,185,5
47102,2019-07-21 00:00,150,14350,-59.5,-79.5,260,26
47102,2019-07-21 00:00,200,12500,-46.9,-65.9,205,27
47102,2019-07-21 00:00,250,10990,-38.7,-57.7,240,35
47102,2019-07-21 00:00,300,9710,-27.3,-54.3,260,38
47102,2019-07-21 00:00,400,7570,-11.5,-21.5,235,22
47102,2019-07-21 00:00,500,5820,-.7,-33.7,285,19
47102,2019-07-21 00:00,700,3074,10.4,8.4,315,16
47102,2019-07-21 00:00,850,1428,18.6,16.5,340,10
47102,2019-07-21 00:00,925,694,23.4,18.4,335,16
47102,2019-07-21 00:00,1000,7,,,,
47102,2019-07-21 12:00,20,26860,-49.9,-82.9,75,40
47102,2019-07-21 12:00,30,24240,-53.9,-85.9,85,29
47102,2019-07-21 12:00,50,21010,-60.7,-90.7,75,25
47102,2019-07-21 12:00,70,18960,-67.5,-95.5,70,12
47102,2019-07-21 12:00,100,16810,-68.9,-96.9,325,9
47102,2019-07-21 12:00,150,14320,-57.7,-83.7,250,32
47102,2019-07-21 12:00,200,12470,-48.3,-74.3,270,43
