Station,Time,Pressure,Altitude,Temperature,Dewpoint,WD,WS
47122,3/31/2020 0:00,30,23890,-54.1,-83.1,170,6
47122,3/31/2020 0:00,50,20640,-58.1,-87.1,230,20
47122,3/31/2020 0:00,70,18550,-64.7,-93.7,285,39
47122,3/31/2020 0:00,100,16330,-60.3,-89.3,265,80
47122,3/31/2020 0:00,150,13760,-55.1,-77.1,275,100
47122,3/31/2020 0:00,200,11920,-54.7,-66.7,265,78
47122,3/31/2020 0:00,250,10500,-54.9,-61.9,280,73
47122,3/31/2020 0:00,300,9300,-44.7,-50.7,280,71
47122,3/31/2020 0:00,400,7300,-27.7,-42.7,270,44
47122,3/31/2020 0:00,500,5650,-14.7,-33.7,260,32
47122,3/31/2020 0:00,700,3046,-7.3,-22.3,215,9
47122,3/31/2020 0:00,850,1497,2.4,-28.6,220,9
47122,3/31/2020 0:00,925,809,6.2,-7.8,160,6
47122,3/31/2020 0:00,1000,168,4.6,-0.4,50,2
47122,3/31/2020 12:00,10,30970,-44.5,-79.5,120,13
47122,3/31/2020 12:00,20,26450,-54.1,-86.1,105,16
47122,3/31/2020 12:00,30,23850,-54.5,-86.5,280,9
47122,3/31/2020 12:00,50,20620,-58.7,-89.7,295,24
47122,3/31/2020 12:00,70,18530,-62.1,-92.1,270,42
47122,3/31/2020 12:00,100,16310,-60.7,-90.7,265,70
47122,3/31/2020 12:00,150,13760,-55.5,-75.5,265,84
47122,3/31/2020 12:00,200,11910,-52.1,-61.1,265,92
47122,3/31/2020 12:00,250,10480,-52.5,-56.9,255,69
47122,3/31/2020 12:00,300,9280,-41.9,-46.9,245,57
47122,3/31/2020 12:00,400,7270,-28.1,-42.1,220,45
47122,3/31/2020 12:00,500,5620,-16.3,-23.3,250,18
47122,3/31/2020 12:00,700,3019,-3.9,-52.9,320,7
47122,3/31/2020 12:00,850,1471,5,-20,350,3
47122,3/31/2020 12:00,925,777,8.8,-11.2,310,5
47122,3/31/2020 12:00,1000,129,11.2,-7.8,290,5
47122,4/1/2020 0:00,10,31110,-45.3,-80.3,115,3
47122,4/1/2020 0:00,20,26530,-52.1,-85.1,80,12
47122,4/1/2020 0:00,30,23910,-55.1,-87.1,210,8
47122,4/1/2020 0:00,50,20660,-56.3,-87.3,280,29
47122,4/1/2020 0:00,70,18560,-62.7,-91.7,250,29
47122,4/1/2020 0:00,100,16330,-57.9,-88.9,255,61
47122,4/1/2020 0:00,150,13740,-51.3,-84.3,255,100
47122,4/1/2020 0:00,200,11830,-46.1,-76.1,255,84
47122,4/1/2020 0:00,250,10360,-53.9,-57.2,240,66
47122,4/1/2020 0:00,300,9170,-44.1,-48.1,220,53
47122,4/1/2020 0:00,400,7170,-30.7,-34.3,265,25
47122,4/1/2020 0:00,500,5560,-21.9,-23.7,300,7
47122,4/1/2020 0:00,700,3006,-6.5,-13.5,355,19
47122,4/1/2020 0:00,850,1456,3.6,-5.4,345,22
47122,4/1/2020 0:00,925,764,7.6,-3.4,350,28
47122,4/1/2020 0:00,1000,121,9,-3,300,7
47122,4/1/2020 12:00,70,18510,-54.7,-84.7,250,16
47122,4/1/2020 12:00,100,16250,-60.1,-90.1,250,76
47122,4/1/2020 12:00,150,13660,-49.7,-78.7,270,80
47122,4/1/2020 12:00,200,11760,-46.5,-74.5,260,70
47122,4/1/2020 12:00,250,10280,-46.7,-71.7,280,96
47122,4/1/2020 12:00,300,9070,-44.5,-68.5,285,94
47122,4/1/2020 12:00,400,7100,-33.7,-63.7,295,91
47122,4/1/2020 12:00,500,5500,-25.1,-63.1,295,76
47122,4/1/2020 12:00,700,2970,-11.9,-29.9,315,21
47122,4/1/2020 12:00,850,1458,-0.5,-13.5,340,31
47122,4/1/2020 12:00,925,775,5.4,-11.6,320,27
47122,4/1/2020 12:00,1000,134,8,-1,270,14
47122,4/2/2020 0:00,70,18520,-61.3,-91.3,245,40
47122,4/2/2020 0:00,100,16260,-56.3,-87.3,265,57
47122,4/2/2020 0:00,150,13660,-51.3,-80.3,270,75
47122,4/2/2020 0:00,200,11790,-50.9,-76.9,270,82
47122,4/2/2020 0:00,250,10330,-51.3,-71.3,280,87
47122,4/2/2020 0:00,300,9130,-46.5,-65.5,275,99
47122,4/2/2020 0:00,400,7180,-34.7,-41.7,280,65
47122,4/2/2020 0:00,500,5580,-23.5,-45.5,305,55
47122,4/2/2020 0:00,700,3048,-8.1,-37.1,320,18
47122,4/2/2020 0:00,850,1510,2,-34,350,14
47122,4/2/2020 0:00,925,827,2.8,-9.2,350,11
47122,4/2/2020 0:00,1000,194,4.2,-1.8,165,3
47122,4/2/2020 12:00,20,26510,-50.5,-76.5,135,1
47122,4/2/2020 12:00,30,23890,-51.7,-77.7,310,11
47122,4/2/2020 12:00,50,20620,-54.7,-78.7,250,32
47122,4/2/2020 12:00,70,18480,-55.7,-79.7,295,26
47122,4/2/2020 12:00,100,16210,-55.7,-78.7,275,50
47122,4/2/2020 12:00,150,13630,-53.9,-75.9,275,72
47122,4/2/2020 12:00,200,11780,-52.9,-71.9,275,86
47122,4/2/2020 12:00,250,10340,-51.1,-68.1,275,120
47122,4/2/2020 12:00,300,9130,-43.5,-66.5,275,119
47122,4/2/2020 12:00,400,7160,-34.3,-57.3,280,59
47122,4/2/2020 12:00,500,5580,-25.7,-27.1,265,28
47122,4/2/2020 12:00,700,3050,-8.1,-11.7,300,18
47122,4/2/2020 12:00,850,1516,2.2,-27.8,295,16
47122,4/2/2020 12:00,925,829,5.8,-21.2,280,13
47122,4/2/2020 12:00,1000,189,8.6,-4.4,275,13
47122,4/3/2020 0:00,20,26560,-49.5,-82.5,85,8
47122,4/3/2020 0:00,30,23920,-55.7,-86.7,210,7
47122,4/3/2020 0:00,50,20640,-56.3,-87.3,280,17
47122,4/3/2020 0:00,70,18500,-58.1,-89.1,280,29
47122,4/3/2020 0:00,100,16240,-56.5,-87.5,275,51
47122,4/3/2020 0:00,150,13650,-52.9,-84.9,280,60
47122,4/3/2020 0:00,200,11790,-51.9,-77.9,280,73
47122,4/3/2020 0:00,250,10340,-51.3,-74.3,275,78
47122,4/3/2020 0:00,300,9150,-46.9,-69.9,275,62
47122,4/3/2020 0:00,400,7190,-34.7,-57.7,285,44
47122,4/3/2020 0:00,500,5590,-23.1,-53.1,290,24
47122,4/3/2020 0:00,700,3048,-7.9,-52.9,315,12
47122,4/3/2020 0:00,850,1515,0.8,-20.2,310,13
47122,4/3/2020 0:00,925,831,4.4,-18.6,305,13
47122,4/3/2020 0:00,1000,198,4.2,2.5,255,4
47122,4/3/2020 12:00,10,31060,-42.3,-78.3,260,15
47122,4/3/2020 12:00,20,26470,-51.7,-84.7,5,21
47122,4/3/2020 12:00,30,23860,-53.5,-85.5,200,8
47122,4/3/2020 12:00,50,20590,-55.9,-86.9,320,11
47122,4/3/2020 12:00,70,18460,-59.5,-89.5,290,30
47122,4/3/2020 12:00,100,16200,-57.5,-88.5,285,47
47122,4/3/2020 12:00,150,13630,-54.1,-86.1,275,66
47122,4/3/2020 12:00,200,11780,-53.1,-79.1,280,72
47122,4/3/2020 12:00,250,10330,-49.5,-73.5,280,67
47122,4/3/2020 12:00,300,9130,-44.7,-67.7,280,67
47122,4/3/2020 12:00,400,7180,-35.5,-47.5,290,45
47122,4/3/2020 12:00,500,5580,-22.7,-42.7,295,35
47122,4/3/2020 12:00,700,3036,-8.9,-19.9,310,24
47122,4/3/2020 12:00,850,1500,1.8,-28.2,275,14
47122,4/3/2020 12:00,925,814,6,-22,280,19
47122,4/3/2020 12:00,1000,173,8.4,1.4,265,12
47122,4/4/2020 0:00,10,31150,-41.5,-77.5,310,1
47122,4/4/2020 0:00,20,26540,-52.1,-85.1,355,2
47122,4/4/2020 0:00,30,23910,-53.1,-85.1,255,10
47122,4/4/2020 0:00,50,20630,-56.3,-87.3,250,9
47122,4/4/2020 0:00,70,18500,-58.7,-89.7,275,25
47122,4/4/2020 0:00,100,16240,-57.7,-88.7,290,55
47122,4/4/2020 0:00,150,13650,-52.9,-80.9,285,66
47122,4/4/2020 0:00,200,11780,-49.9,-71.9,280,78
47122,4/4/2020 0:00,250,10350,-53.9,-73.9,275,68
47122,4/4/2020 0:00,300,9160,-48.3,-69.3,285,60
47122,4/4/2020 0:00,400,7190,-32.1,-60.1,285,64
47122,4/4/2020 0:00,500,5580,-20.5,-43.5,295,58
47122,4/4/2020 0:00,700,3023,-5.1,-54.1,305,45
47122,4/4/2020 0:00,850,1477,2.4,-15.6,290,33
47122,4/4/2020 0:00,925,792,4.6,-3.4,315,20
47122,4/4/2020 0:00,1000,155,6.4,4.1,250,8
47122,4/4/2020 12:00,70,18480,-60.3,-90.3,270,41
47122,4/4/2020 12:00,100,16230,-57.3,-88.3,295,54
47122,4/4/2020 12:00,150,13640,-50.9,-83.9,275,61
47122,4/4/2020 12:00,200,11750,-49.9,-75.9,285,72
47122,4/4/2020 12:00,250,10300,-52.9,-72.9,285,78
47122,4/4/2020 12:00,300,9110,-47.5,-66.5,290,76
47122,4/4/2020 12:00,400,7150,-33.5,-58.5,300,62
47122,4/4/2020 12:00,500,5550,-22.7,-51.7,320,60
47122,4/4/2020 12:00,700,3002,-5.1,-54.1,325,46
47122,4/4/2020 12:00,850,1479,-4.3,-23.3,340,23
47122,4/4/2020 12:00,925,806,1.8,-20.2,325,25
47122,4/4/2020 12:00,1000,172,7.2,-11.8,295,17
47122,4/5/2020 0:00,10,31150,-43.3,-78.3,155,4
47122,4/5/2020 0:00,20,26540,-52.3,-85.3,85,10
47122,4/5/2020 0:00,30,23910,-51.7,-83.7,115,2
47122,4/5/2020 0:00,50,20640,-57.1,-88.1,280,15
47122,4/5/2020 0:00,70,18510,-59.7,-89.7,270,22
47122,4/5/2020 0:00,100,16250,-58.1,-89.1,275,47
47122,4/5/2020 0:00,150,13650,-52.9,-80.9,290,53
47122,4/5/2020 0:00,200,11770,-47.5,-70.5,285,65
47122,4/5/2020 0:00,250,10320,-52.9,-70.9,305,79
47122,4/5/2020 0:00,300,9130,-47.7,-65.7,300,77
47122,4/5/2020 0:00,400,7170,-34.7,-53.7,310,68
47122,4/5/2020 0:00,500,5570,-22.5,-41.5,320,53
47122,4/5/2020 0:00,700,3014,-7.5,-55.5,345,46
47122,4/5/2020 0:00,850,1497,-1.3,-27.3,340,23
47122,4/5/2020 0:00,925,821,-0.7,-22.7,330,8
47122,4/5/2020 0:00,1000,195,3,-17,345,9
47122,4/5/2020 12:00,20,26510,-50.9,-83.9,105,8
47122,4/5/2020 12:00,30,23880,-54.1,-86.1,270,11
47122,4/5/2020 12:00,50,20610,-55.5,-86.5,295,18
47122,4/5/2020 12:00,70,18480,-58.5,-89.5,275,29
47122,4/5/2020 12:00,100,16230,-59.7,-89.7,285,38
47122,4/5/2020 12:00,150,13640,-52.1,-77.1,280,52
47122,4/5/2020 12:00,200,11780,-52.7,-67.7,290,62
47122,4/5/2020 12:00,250,10360,-55.5,-67.5,290,74
47122,4/5/2020 12:00,300,9170,-46.7,-63.7,290,78
47122,4/5/2020 12:00,400,7210,-33.1,-57.1,310,56
47122,4/5/2020 12:00,500,5600,-21.1,-49.1,330,48
47122,4/5/2020 12:00,700,3040,-6.5,-32.5,345,28
47122,4/5/2020 12:00,850,1502,0,-25,360,12
47122,4/5/2020 12:00,925,819,4.2,-13.8,315,15
47122,4/5/2020 12:00,1000,185,5.4,-0.6,260,10
47122,4/6/2020 0:00,20,26560,-52.3,-79.3,65,19
47122,4/6/2020 0:00,30,23920,-53.9,-80.9,250,1
47122,4/6/2020 0:00,50,20630,-57.3,-84.3,250,13
47122,4/6/2020 0:00,70,18500,-59.7,-84.7,310,17
47122,4/6/2020 0:00,100,16240,-56.9,-80.9,275,41
47122,4/6/2020 0:00,150,13640,-52.1,-71.1,280,43
47122,4/6/2020 0:00,200,11780,-54.3,-63.3,280,56
47122,4/6/2020 0:00,250,10370,-56.3,-63.3,290,83
47122,4/6/2020 0:00,300,9190,-47.3,-57.3,295,66
47122,4/6/2020 0:00,400,7220,-33.3,-56.3,290,48
47122,4/6/2020 0:00,500,5610,-21.9,-43.9,305,36
47122,4/6/2020 0:00,700,3049,-5.1,-36.1,310,14
47122,4/6/2020 0:00,850,1505,0.2,-29.8,340,16
47122,4/6/2020 0:00,925,822,4,-19,330,12
47122,4/6/2020 0:00,1000,190,3.4,-0.8,180,3
47122,4/6/2020 12:00,20,26470,-53.5,-85.5,30,15
47122,4/6/2020 12:00,30,23860,-54.5,-86.5,360,11
47122,4/6/2020 12:00,50,20590,-54.1,-82.1,295,6
47122,4/6/2020 12:00,70,18460,-58.1,-83.1,300,22
47122,4/6/2020 12:00,100,16220,-57.5,-78.5,295,40
47122,4/6/2020 12:00,150,13610,-50.9,-65.9,280,38
47122,4/6/2020 12:00,200,11740,-51.7,-56.7,270,44
47122,4/6/2020 12:00,250,10320,-57.5,-60.7,245,57
47122,4/6/2020 12:00,300,9150,-47.9,-50.9,255,62
47122,4/6/2020 12:00,400,7180,-31.9,-34.6,250,32
47122,4/6/2020 12:00,500,5580,-23.5,-38.5,280,19
47122,4/6/2020 12:00,700,3035,-5.5,-24.5,5,28
47122,4/6/2020 12:00,850,1489,1.6,-14.4,335,13
47122,4/6/2020 12:00,925,803,5,-11,295,14
47122,4/6/2020 12:00,1000,165,7.4,-3.6,280,9
47122,4/7/2020 0:00,10,31020,-48.7,-82.7,35,12
47122,4/7/2020 0:00,20,26480,-52.9,-84.9,125,13
47122,4/7/2020 0:00,30,23870,-55.3,-87.3,75,2
47122,4/7/2020 0:00,50,20590,-56.7,-87.7,250,7
47122,4/7/2020 0:00,70,18470,-57.9,-88.9,280,21
47122,4/7/2020 0:00,100,16220,-55.5,-87.5,275,42
47122,4/7/2020 0:00,150,13600,-49.3,-80.3,280,52
47122,4/7/2020 0:00,200,11710,-49.5,-72.5,265,55
47122,4/7/2020 0:00,250,10260,-54.7,-68.7,285,58
47122,4/7/2020 0:00,300,9080,-49.1,-66.1,295,71
47122,4/7/2020 0:00,400,7130,-36.1,-45.1,290,53
47122,4/7/2020 0:00,500,5550,-25.7,-41.7,300,41
47122,4/7/2020 0:00,700,3020,-6.1,-21.1,285,42
47122,4/7/2020 0:00,850,1474,2.4,-2.6,310,21
47122,4/7/2020 0:00,925,784,6.8,-6.2,300,15
47122,4/7/2020 0:00,1000,146,5.8,-0.2,215,5
47122,4/7/2020 12:00,10,30960,-50.5,-83.5,60,16
47122,4/7/2020 12:00,20,26450,-53.1,-85.1,45,14
47122,4/7/2020 12:00,30,23840,-54.3,-86.3,70,12
47122,4/7/2020 12:00,50,20590,-55.7,-86.7,345,11
47122,4/7/2020 12:00,70,18470,-58.9,-88.9,295,21
47122,4/7/2020 12:00,100,16200,-53.7,-85.7,260,32
47122,4/7/2020 12:00,150,13590,-50.3,-83.3,270,54
47122,4/7/2020 12:00,200,11700,-46.7,-68.7,275,46
47122,4/7/2020 12:00,250,10230,-51.5,-63.5,265,66
47122,4/7/2020 12:00,300,9060,-50.1,-62.1,275,57
47122,4/7/2020 12:00,400,7120,-35.3,-63.3,290,58
47122,4/7/2020 12:00,500,5530,-25.5,-50.5,300,46
47122,4/7/2020 12:00,700,3000,-7.3,-43.3,290,36
47122,4/7/2020 12:00,850,1462,2.8,-14.2,295,25
47122,4/7/2020 12:00,925,772,7.4,-6.6,280,25
47122,4/7/2020 12:00,1000,128,9,5.3,275,8
47122,4/8/2020 0:00,20,26490,-53.3,-83.3,70,11
47122,4/8/2020 0:00,30,23880,-54.3,-83.3,40,10
47122,4/8/2020 0:00,50,20610,-56.5,-85.5,240,4
47122,4/8/2020 0:00,70,18490,-57.3,-88.3,255,28
47122,4/8/2020 0:00,100,16210,-51.5,-80.5,290,26
47122,4/8/2020 0:00,150,13570,-49.9,-78.9,270,57
47122,4/8/2020 0:00,200,11670,-48.1,-74.1,275,59
47122,4/8/2020 0:00,250,10210,-51.9,-69.9,275,69
47122,4/8/2020 0:00,300,9020,-50.3,-67.3,280,68
47122,4/8/2020 0:00,400,7090,-37.7,-57.7,285,61
47122,4/8/2020 0:00,500,5510,-25.7,-48.7,295,59
47122,4/8/2020 0:00,700,2987,-10.5,-22.5,310,51
47122,4/8/2020 0:00,850,1465,-1.5,-27.5,340,31
47122,4/8/2020 0:00,925,785,4.2,-29.8,330,22
47122,4/8/2020 0:00,1000,150,6.2,-3.8,295,12
47122,4/8/2020 12:00,20,26450,-51.9,-84.9,35,5
47122,4/8/2020 12:00,30,23850,-54.3,-86.3,240,8
47122,4/8/2020 12:00,50,20590,-56.1,-87.1,220,1
47122,4/8/2020 12:00,70,18450,-56.3,-87.3,260,26
47122,4/8/2020 12:00,100,16180,-53.9,-85.9,235,21
47122,4/8/2020 12:00,150,13550,-48.9,-82.9,270,44
47122,4/8/2020 12:00,200,11660,-48.7,-81.7,280,57
47122,4/8/2020 12:00,250,10200,-52.7,-67.7,275,67
47122,4/8/2020 12:00,300,9020,-51.9,-62.9,275,72
47122,4/8/2020 12:00,400,7100,-37.3,-55.3,285,72
47122,4/8/2020 12:00,500,5530,-26.3,-44.3,295,59
47122,4/8/2020 12:00,700,3000,-8.7,-29.7,305,43
47122,4/8/2020 12:00,850,1484,-2.1,-15.1,295,9
47122,4/8/2020 12:00,925,805,3.6,-12.4,295,17
47122,4/8/2020 12:00,1000,169,6.8,-0.2,260,16
47122,4/9/2020 0:00,10,31100,-45.1,-80.1,30,5
47122,4/9/2020 0:00,20,26530,-52.7,-84.7,180,10
47122,4/9/2020 0:00,30,23920,-55.3,-87.3,100,9
47122,4/9/2020 0:00,50,20640,-54.3,-86.3,295,9
47122,4/9/2020 0:00,70,18490,-58.3,-89.3,250,26
47122,4/9/2020 0:00,100,16210,-52.7,-83.7,265,34
47122,4/9/2020 0:00,150,13580,-50.9,-79.9,260,41
47122,4/9/2020 0:00,200,11690,-48.1,-71.1,270,52
47122,4/9/2020 0:00,250,10230,-51.1,-67.1,290,50
47122,4/9/2020 0:00,300,9050,-51.7,-64.7,270,64
47122,4/9/2020 0:00,400,7130,-38.9,-43.9,295,71
47122,4/9/2020 0:00,500,5550,-25.5,-28.2,290,65
47122,4/9/2020 0:00,700,3016,-8.3,-40.3,295,38
47122,4/9/2020 0:00,850,1497,-2.3,-15.3,320,16
47122,4/9/2020 0:00,925,821,1.4,-8.6,295,14
47122,4/9/2020 0:00,1000,189,4.8,-1.2,305,9
47122,4/9/2020 12:00,100,16200,-54.5,-84.5,270,38
47122,4/9/2020 12:00,150,13580,-50.9,-74.9,280,49
47122,4/9/2020 12:00,200,11710,-49.1,-65.1,290,59
47122,4/9/2020 12:00,250,10260,-55.5,-61.5,300,51
47122,4/9/2020 12:00,300,9090,-52.5,-55.2,290,84
47122,4/9/2020 12:00,400,7170,-36.7,-40.7,275,60
47122,4/9/2020 12:00,500,5580,-22.9,-44.9,295,51
47122,4/9/2020 12:00,700,3036,-7.5,-47.5,295,25
47122,4/9/2020 12:00,850,1511,-0.7,-7.7,70,7
47122,4/9/2020 12:00,925,829,4,-6,305,7
47122,4/9/2020 12:00,1000,192,6.8,-1.2,275,11
47122,4/10/2020 0:00,100,,,,,
47122,4/10/2020 0:00,150,,,,,
47122,4/10/2020 0:00,200,,,,,
47122,4/10/2020 0:00,250,,,,,
47122,4/10/2020 0:00,300,,,,,
47122,4/10/2020 0:00,400,,,,,
47122,4/10/2020 0:00,500,,,,,
47122,4/10/2020 0:00,700,,,,,
47122,4/10/2020 0:00,850,,,,,
47122,4/10/2020 0:00,925,,,,,
47122,4/10/2020 0:00,1000,,,,,
47122,4/10/2020 12:00,70,18490,-54.3,-74.3,295,23
47122,4/10/2020 12:00,100,16210,-56.1,-74.1,290,44
47122,4/10/2020 12:00,150,13620,-51.9,-67.9,290,51
47122,4/10/2020 12:00,200,11750,-49.5,-59.5,290,61
47122,4/10/2020 12:00,250,10300,-53.9,-58.6,285,87
47122,4/10/2020 12:00,300,9130,-50.5,-52.8,295,115
47122,4/10/2020 12:00,400,7180,-34.1,-36.6,280,92
47122,4/10/2020 12:00,500,5580,-22.9,-43.9,295,65
47122,4/10/2020 12:00,700,3050,-10.1,-23.1,270,9
47122,4/10/2020 12:00,850,1528,0.2,-4.3,150,7
47122,4/10/2020 12:00,925,844,4.6,-2.4,225,6
47122,4/10/2020 12:00,1000,203,8,4,290,9
47122,4/11/2020 0:00,20,26580,-49.9,-79.9,190,20
47122,4/11/2020 0:00,30,23950,-54.3,-83.3,230,13
47122,4/11/2020 0:00,50,20660,-55.1,-84.1,5,13
47122,4/11/2020 0:00,70,18510,-57.3,-86.3,325,13
47122,4/11/2020 0:00,100,16230,-56.9,-85.9,290,41
47122,4/11/2020 0:00,150,13630,-51.9,-78.9,285,57
47122,4/11/2020 0:00,200,11750,-52.3,-72.3,280,78
47122,4/11/2020 0:00,250,10320,-52.5,-70.5,275,102
47122,4/11/2020 0:00,300,9120,-44.9,-65.9,275,112
47122,4/11/2020 0:00,400,7160,-35.7,-37.6,275,67
47122,4/11/2020 0:00,500,5560,-23.3,-24.9,270,53
47122,4/11/2020 0:00,700,3026,-9.7,-25.7,330,14
47122,4/11/2020 0:00,850,1503,-1.1,-3.9,80,12
47122,4/11/2020 0:00,925,823,2,-3,95,3
47122,4/11/2020 0:00,1000,191,4.2,1.7,230,4
47122,4/11/2020 12:00,10,31010,-43.7,-74.7,310,16
47122,4/11/2020 12:00,20,26440,-52.9,-78.9,55,3
47122,4/11/2020 12:00,30,23840,-54.9,-79.9,10,10
47122,4/11/2020 12:00,50,20580,-55.7,-79.7,280,16
47122,4/11/2020 12:00,70,18440,-57.5,-81.5,310,14
47122,4/11/2020 12:00,100,16180,-54.9,-77.9,290,34
47122,4/11/2020 12:00,150,13570,-52.1,-75.1,275,50
47122,4/11/2020 12:00,200,11700,-49.5,-69.5,275,60
47122,4/11/2020 12:00,250,10250,-50.5,-69.5,260,99
47122,4/11/2020 12:00,300,9050,-44.7,-68.7,255,108
47122,4/11/2020 12:00,400,7080,-35.7,-61.7,250,61
47122,4/11/2020 12:00,500,5500,-26.5,-33.5,270,34
47122,4/11/2020 12:00,700,2991,-10.9,-16.9,30,9
47122,4/11/2020 12:00,850,1471,0.2,-5.8,20,9
47122,4/11/2020 12:00,925,787,4.2,-2.8,300,11
47122,4/11/2020 12:00,1000,152,6.4,1.6,290,8
47122,4/12/2020 0:00,20,26540,-51.5,-84.5,310,3
47122,4/12/2020 0:00,30,23920,-53.7,-85.7,350,5
47122,4/12/2020 0:00,50,20640,-55.7,-86.7,310,8
47122,4/12/2020 0:00,70,18500,-56.9,-87.9,315,14
47122,4/12/2020 0:00,100,16220,-52.9,-84.9,275,34
47122,4/12/2020 0:00,150,13590,-50.7,-83.7,280,27
47122,4/12/2020 0:00,200,11690,-47.5,-81.5,265,32
47122,4/12/2020 0:00,250,10210,-45.5,-80.5,245,34
47122,4/12/2020 0:00,300,8990,-43.5,-72.5,230,49
47122,4/12/2020 0:00,400,7020,-37.3,-57.3,240,27
47122,4/12/2020 0:00,500,5460,-29.7,-43.7,220,6
47122,4/12/2020 0:00,700,2969,-11.5,-22.5,55,17
47122,4/12/2020 0:00,850,1446,0,-7,80,20
47122,4/12/2020 0:00,925,762,4.6,-1.4,55,27
47122,4/12/2020 0:00,1000,125,4,0.6,55,3
47122,4/12/2020 12:00,70,18470,-57.7,-88.7,290,14
47122,4/12/2020 12:00,100,16200,-52.9,-84.9,265,19
47122,4/12/2020 12:00,150,13560,-49.3,-82.3,270,15
47122,4/12/2020 12:00,200,11650,-46.3,-80.3,305,8
47122,4/12/2020 12:00,250,10170,-45.5,-78.5,65,7
47122,4/12/2020 12:00,300,8950,-46.7,-69.7,55,25
47122,4/12/2020 12:00,400,7020,-38.5,-55.5,45,20
47122,4/12/2020 12:00,500,5460,-30.5,-38.5,25,25
47122,4/12/2020 12:00,700,2968,-10.7,-24.7,15,19
47122,4/12/2020 12:00,850,1447,-1.1,-7.1,55,27
47122,4/12/2020 12:00,925,765,4.6,-2.4,50,20
47122,4/12/2020 12:00,1000,124,10.6,-0.4,45,16
47122,4/13/2020 0:00,10,31080,-42.7,-78.7,95,21
47122,4/13/2020 0:00,20,26500,-53.3,-85.3,45,7
47122,4/13/2020 0:00,30,23880,-53.5,-85.5,265,1
47122,4/13/2020 0:00,50,20610,-59.7,-89.7,250,5
47122,4/13/2020 0:00,70,18490,-57.5,-88.5,260,5
47122,4/13/2020 0:00,100,16210,-54.3,-86.3,300,37
47122,4/13/2020 0:00,150,13570,-48.7,-71.7,300,8
47122,4/13/2020 0:00,200,11680,-48.5,-63.5,335,14
47122,4/13/2020 0:00,250,10210,-50.1,-57.1,50,25
47122,4/13/2020 0:00,300,9030,-49.7,-54.7,125,27
47122,4/13/2020 0:00,400,7090,-36.7,-44.7,80,38
47122,4/13/2020 0:00,500,5490,-22.3,-32.3,65,51
47122,4/13/2020 0:00,700,2952,-10.1,-57.1,55,35
47122,4/13/2020 0:00,850,1430,-1.5,-25.5,50,29
47122,4/13/2020 0:00,925,755,0.6,-7.4,25,21
47122,4/13/2020 0:00,1000,123,5.8,-3.2,350,6
47122,4/13/2020 12:00,20,26490,-51.5,-84.5,320,12
47122,4/13/2020 12:00,30,23870,-54.5,-86.5,160,6
47122,4/13/2020 12:00,50,20620,-55.9,-86.9,275,4
47122,4/13/2020 12:00,70,18480,-58.1,-89.1,285,23
47122,4/13/2020 12:00,100,16220,-54.9,-86.9,270,28
47122,4/13/2020 12:00,150,13610,-51.3,-83.3,300,33
47122,4/13/2020 12:00,200,11760,-53.7,-74.7,335,33
47122,4/13/2020 12:00,250,10340,-55.7,-75.7,325,34
47122,4/13/2020 12:00,300,9160,-48.5,-71.5,340,38
47122,4/13/2020 12:00,400,7210,-34.1,-48.1,340,33
47122,4/13/2020 12:00,500,5600,-21.1,-41.1,360,26
47122,4/13/2020 12:00,700,3023,-3.5,-52.5,15,26
47122,4/13/2020 12:00,850,1472,4.8,-16.2,25,12
47122,4/13/2020 12:00,925,776,10.2,-7.8,360,10
47122,4/13/2020 12:00,1000,125,11.4,2.4,250,5
47122,4/14/2020 0:00,150,13630,-53.3,-71.3,280,51
47122,4/14/2020 0:00,200,11780,-53.9,-66.9,290,45
47122,4/14/2020 0:00,250,10360,-55.9,-63.9,285,53
47122,4/14/2020 0:00,300,9180,-49.1,-58.1,300,49
47122,4/14/2020 0:00,400,7220,-34.5,-48.5,290,36
47122,4/14/2020 0:00,500,5620,-21.3,-41.3,310,28
47122,4/14/2020 0:00,700,3049,-3.5,-33.5,330,18
47122,4/14/2020 0:00,850,1492,5.6,-20.4,290,14
47122,4/14/2020 0:00,925,797,8.8,-12.2,285,12
47122,4/14/2020 0:00,1000,154,7.4,-1.6,210,7
47122,4/14/2020 12:00,20,26490,-51.1,-78.1,360,10
47122,4/14/2020 12:00,30,23890,-54.7,-79.7,350,13
47122,4/14/2020 12:00,50,20620,-54.9,-76.9,215,18
47122,4/14/2020 12:00,70,18480,-58.3,-77.3,265,28
47122,4/14/2020 12:00,100,16220,-54.7,-71.7,275,38
47122,4/14/2020 12:00,150,13640,-54.9,-66.9,275,59
47122,4/14/2020 12:00,200,11800,-57.5,-63.5,265,67
47122,4/14/2020 12:00,250,10390,-55.9,-60.4,270,74
47122,4/14/2020 12:00,300,9210,-45.5,-50.5,275,59
47122,4/14/2020 12:00,400,7230,-31.7,-43.7,295,26
47122,4/14/2020 12:00,500,5620,-21.3,-41.3,285,20
47122,4/14/2020 12:00,700,3054,-3.1,-36.1,10,5
47122,4/14/2020 12:00,850,1490,6.8,-17.2,15,7
47122,4/14/2020 12:00,925,792,9.6,-15.4,295,11
47122,4/14/2020 12:00,1000,143,12.4,-7.6,305,10
47122,4/15/2020 0:00,20,26570,-49.7,-82.7,35,6
