,AAR,EAD,ADR,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WD,WSPD,WS_GST,VIS,WC,RN,CA_TOT,CLA_1LYR,BASE_1LYR,CLA_2LYR,BASE_2LYR,CLA_3LYR,BASE_3LYR,CLA_4LYR,BASE_4LYR,RVR,WDIR_t18,WSPD_t18,WG_t18,VIS_t18,WC_t18,CLA_1LYR_t18,BASE_1LYR_t18,CLA_2LYR_t18,BASE_2LYR_t18,CLA_3LYR_t18,BASE_3LYR_t18
15,30.0,28.0,30.0,27.0,2019,1,1,15,2,1.0,1.0,23.0,41.0,3.0,0.0,310.0,295.0,315.0,24.0,18.0,11.0,31,10,0.0,1000,1,0.0,3,2.0,25.0,3.0,200.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
16,39.0,38.0,18.0,20.0,2019,1,1,16,2,1.0,1.0,30.0,30.0,0.0,0.0,310.0,295.0,315.0,24.0,18.0,11.0,31,10,0.0,1000,1,0.0,2,2.0,25.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
17,44.0,43.0,21.0,18.0,2019,1,1,17,2,1.0,1.0,39.0,18.0,0.0,2.0,310.0,295.0,315.0,24.0,18.0,11.0,31,12,0.0,1000,1,0.0,1,1.0,30.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
18,18.0,24.0,25.0,38.0,2019,1,1,18,2,1.0,1.0,44.0,21.0,0.0,0.0,315.0,300.0,335.0,27.0,28.0,10.0,32,13,0.0,1000,1,0.0,1,1.0,30.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
19,30.0,29.0,33.0,29.0,2019,1,1,19,2,1.0,1.0,18.0,25.0,6.0,13.0,315.0,300.0,335.0,27.0,28.0,10.0,32,15,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
20,27.0,25.0,31.0,38.0,2019,1,1,20,2,1.0,1.0,30.0,33.0,0.0,0.0,315.0,300.0,335.0,27.0,28.0,10.0,32,13,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
21,23.0,28.0,26.0,19.0,2019,1,1,21,2,1.0,1.0,27.0,31.0,0.0,7.0,315.0,300.0,335.0,27.0,28.0,10.0,33,12,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
22,16.0,19.0,27.0,21.0,2019,1,1,22,2,1.0,1.0,23.0,26.0,5.0,0.0,315.0,300.0,335.0,27.0,28.0,10.0,35,10,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,250.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
23,9.0,5.0,19.0,10.0,2019,1,1,23,2,1.0,1.0,16.0,27.0,3.0,0.0,315.0,300.0,335.0,27.0,28.0,10.0,35,5,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,250.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
24,2.0,1.0,6.0,7.0,2019,1,2,0,3,1.0,1.0,9.0,19.0,0.0,0.0,310.0,295.0,340.0,23.0,22.0,5.0,36,4,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,250.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
25,1.0,2.0,2.0,4.0,2019,1,2,1,3,1.0,1.0,2.0,6.0,0.0,1.0,310.0,295.0,340.0,23.0,22.0,5.0,1,5,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,250.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
26,0.0,1.0,4.0,2.0,2019,1,2,2,3,1.0,1.0,1.0,2.0,1.0,2.0,310.0,295.0,340.0,23.0,22.0,5.0,2,5,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,190.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
27,5.0,1.0,1.0,0.0,2019,1,2,3,3,1.0,1.0,0.0,4.0,1.0,0.0,310.0,295.0,340.0,23.0,22.0,5.0,2,3,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,190.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
28,20.0,15.0,0.0,0.0,2019,1,2,4,3,1.0,1.0,5.0,1.0,0.0,0.0,310.0,295.0,340.0,23.0,22.0,5.0,6,3,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,320.0,12.0,0.0,9999.0,0,4,30.0,0,400.0,0,400.0
29,34.0,35.0,2.0,2.0,2019,1,2,5,3,1.0,1.0,20.0,0.0,0.0,0.0,310.0,295.0,340.0,23.0,22.0,5.0,14,1,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,320.0,12.0,0.0,9999.0,0,4,30.0,0,400.0,0,400.0
30,26.0,37.0,13.0,19.0,2019,1,2,6,3,1.0,1.0,34.0,2.0,1.0,0.0,305.0,320.0,260.0,26.0,12.0,9.0,16,1,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,320.0,12.0,0.0,9999.0,0,4,30.0,0,400.0,0,400.0
31,30.0,27.0,24.0,29.0,2019,1,2,7,3,1.0,1.0,26.0,13.0,11.0,6.0,305.0,320.0,260.0,26.0,12.0,9.0,31,7,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,320.0,12.0,0.0,9999.0,0,4,30.0,0,400.0,0,400.0
32,24.0,23.0,31.0,34.0,2019,1,2,8,3,1.0,1.0,30.0,24.0,0.0,5.0,305.0,320.0,260.0,26.0,12.0,9.0,32,6,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,320.0,12.0,0.0,9999.0,0,4,30.0,0,400.0,0,400.0
33,18.0,16.0,41.0,42.0,2019,1,2,9,3,1.0,1.0,24.0,31.0,0.0,3.0,305.0,320.0,260.0,26.0,12.0,9.0,5,3,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,320.0,12.0,0.0,9999.0,0,4,30.0,0,400.0,0,400.0
34,15.0,12.0,42.0,41.0,2019,1,2,10,3,1.0,1.0,18.0,41.0,0.0,1.0,305.0,320.0,260.0,26.0,12.0,9.0,2,3,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,13.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
35,34.0,28.0,27.0,25.0,2019,1,2,11,3,1.0,1.0,15.0,42.0,0.0,0.0,305.0,320.0,260.0,26.0,12.0,9.0,34,4,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,13.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
36,26.0,29.0,29.0,29.0,2019,1,2,12,3,1.0,1.0,34.0,27.0,0.0,0.0,295.0,335.0,320.0,23.0,13.0,10.0,33,5,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,13.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
37,21.0,26.0,35.0,33.0,2019,1,2,13,3,1.0,1.0,26.0,29.0,3.0,0.0,295.0,335.0,320.0,23.0,13.0,10.0,31,6,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,13.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
38,31.0,30.0,31.0,33.0,2019,1,2,14,3,1.0,1.0,21.0,35.0,5.0,0.0,295.0,335.0,320.0,23.0,13.0,10.0,29,9,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,13.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
39,30.0,30.0,26.0,23.0,2019,1,2,15,3,1.0,1.0,31.0,31.0,0.0,2.0,295.0,335.0,320.0,23.0,13.0,10.0,31,9,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,13.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
40,39.0,37.0,21.0,19.0,2019,1,2,16,3,1.0,1.0,30.0,26.0,0.0,0.0,295.0,335.0,320.0,23.0,13.0,10.0,32,8,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
41,42.0,41.0,21.0,20.0,2019,1,2,17,3,1.0,1.0,39.0,21.0,0.0,0.0,295.0,335.0,320.0,23.0,13.0,10.0,32,7,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
42,19.0,21.0,25.0,38.0,2019,1,2,18,3,1.0,1.0,42.0,21.0,0.0,0.0,315.0,310.0,335.0,21.0,16.0,11.0,26,4,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
43,23.0,26.0,35.0,30.0,2019,1,2,19,3,1.0,1.0,19.0,25.0,2.0,13.0,315.0,310.0,335.0,21.0,16.0,11.0,28,2,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
44,32.0,25.0,35.0,36.0,2019,1,2,20,3,1.0,1.0,23.0,35.0,3.0,0.0,315.0,310.0,335.0,21.0,16.0,11.0,30,7,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
45,25.0,30.0,24.0,27.0,2019,1,2,21,3,1.0,1.0,32.0,35.0,0.0,1.0,315.0,310.0,335.0,21.0,16.0,11.0,35,8,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
46,22.0,27.0,28.0,29.0,2019,1,2,22,3,1.0,1.0,25.0,24.0,5.0,3.0,315.0,310.0,335.0,21.0,16.0,11.0,33,7,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
47,5.0,4.0,34.0,16.0,2019,1,2,23,3,1.0,1.0,22.0,28.0,5.0,0.0,315.0,310.0,335.0,21.0,16.0,11.0,1,5,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
48,1.0,0.0,13.0,15.0,2019,1,3,0,4,1.0,1.0,5.0,34.0,0.0,0.0,330.0,320.0,340.0,23.0,19.0,10.0,36,3,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,30.0,6.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
49,0.0,2.0,3.0,3.0,2019,1,3,1,4,1.0,1.0,1.0,13.0,0.0,2.0,330.0,320.0,340.0,23.0,19.0,10.0,6,1,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,30.0,6.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
50,2.0,2.0,2.0,3.0,2019,1,3,2,4,1.0,1.0,0.0,3.0,2.0,0.0,330.0,320.0,340.0,23.0,19.0,10.0,0,0,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,30.0,6.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
51,6.0,4.0,0.0,1.0,2019,1,3,3,4,1.0,1.0,2.0,2.0,0.0,1.0,330.0,320.0,340.0,23.0,19.0,10.0,15,1,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,30.0,6.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
52,18.0,15.0,1.0,2.0,2019,1,3,4,4,1.0,1.0,6.0,0.0,0.0,1.0,330.0,320.0,340.0,23.0,19.0,10.0,33,5,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
53,32.0,34.0,3.0,1.0,2019,1,3,5,4,1.0,1.0,18.0,1.0,0.0,1.0,330.0,320.0,340.0,23.0,19.0,10.0,1,5,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
54,34.0,36.0,11.0,18.0,2019,1,3,6,4,1.0,1.0,32.0,3.0,2.0,0.0,310.0,330.0,65.0,20.0,20.0,1.0,1,2,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
55,26.0,32.0,25.0,28.0,2019,1,3,7,4,1.0,1.0,34.0,11.0,1.0,7.0,310.0,330.0,65.0,20.0,20.0,1.0,2,3,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
56,26.0,22.0,33.0,35.0,2019,1,3,8,4,1.0,1.0,26.0,25.0,6.0,3.0,310.0,330.0,65.0,20.0,20.0,1.0,10,2,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
57,24.0,22.0,37.0,41.0,2019,1,3,9,4,1.0,1.0,26.0,33.0,0.0,2.0,310.0,330.0,65.0,20.0,20.0,1.0,14,1,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
58,20.0,17.0,46.0,41.0,2019,1,3,10,4,1.0,1.0,24.0,37.0,0.0,4.0,310.0,330.0,65.0,20.0,20.0,1.0,2,1,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
59,28.0,32.0,29.0,29.0,2019,1,3,11,4,1.0,1.0,20.0,46.0,0.0,0.0,310.0,330.0,65.0,20.0,20.0,1.0,3,3,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
60,25.0,25.0,29.0,36.0,2019,1,3,12,4,1.0,1.0,28.0,29.0,4.0,0.0,310.0,330.0,295.0,11.0,9.0,15.0,35,4,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
61,27.0,27.0,31.0,23.0,2019,1,3,13,4,1.0,1.0,25.0,29.0,0.0,7.0,310.0,330.0,295.0,11.0,9.0,15.0,34,3,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
62,29.0,27.0,34.0,31.0,2019,1,3,14,4,1.0,1.0,27.0,31.0,0.0,0.0,310.0,330.0,295.0,11.0,9.0,15.0,30,6,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,240.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
63,30.0,32.0,25.0,25.0,2019,1,3,15,4,1.0,1.0,29.0,34.0,0.0,0.0,310.0,330.0,295.0,11.0,9.0,15.0,2,2,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,240.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
64,37.0,35.0,22.0,22.0,2019,1,3,16,4,1.0,1.0,30.0,25.0,1.0,0.0,310.0,330.0,295.0,11.0,9.0,15.0,29,5,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,7.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
65,41.0,40.0,22.0,16.0,2019,1,3,17,4,1.0,1.0,37.0,22.0,0.0,0.0,310.0,330.0,295.0,11.0,9.0,15.0,30,4,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,7.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
66,26.0,27.0,21.0,36.0,2019,1,3,18,4,1.0,1.0,41.0,22.0,0.0,0.0,265.0,315.0,5.0,16.0,9.0,6.0,25,4,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,7.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
67,28.0,29.0,37.0,32.0,2019,1,3,19,4,1.0,1.0,26.0,21.0,1.0,15.0,265.0,315.0,5.0,16.0,9.0,6.0,28,5,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,7.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
68,31.0,26.0,32.0,39.0,2019,1,3,20,4,1.0,1.0,28.0,37.0,1.0,0.0,265.0,315.0,5.0,16.0,9.0,6.0,5,3,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,7.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
69,24.0,29.0,27.0,25.0,2019,1,3,21,4,1.0,1.0,31.0,32.0,0.0,7.0,265.0,315.0,5.0,16.0,9.0,6.0,35,2,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,7.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
70,14.0,19.0,29.0,26.0,2019,1,3,22,4,1.0,1.0,24.0,27.0,5.0,0.0,265.0,315.0,5.0,16.0,9.0,6.0,5,3,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,310.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
71,7.0,3.0,29.0,14.0,2019,1,3,23,4,1.0,1.0,14.0,29.0,5.0,0.0,265.0,315.0,5.0,16.0,9.0,6.0,6,4,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,310.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
72,3.0,1.0,15.0,15.0,2019,1,4,0,5,1.0,1.0,7.0,29.0,0.0,0.0,285.0,325.0,130.0,16.0,13.0,6.0,10,3,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,80.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
73,1.0,3.0,2.0,4.0,2019,1,4,1,5,1.0,1.0,3.0,15.0,0.0,0.0,285.0,325.0,130.0,16.0,13.0,6.0,14,1,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,80.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
74,1.0,1.0,3.0,2.0,2019,1,4,2,5,1.0,1.0,1.0,2.0,2.0,2.0,285.0,325.0,130.0,16.0,13.0,6.0,10,2,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,80.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
75,8.0,4.0,3.0,2.0,2019,1,4,3,5,1.0,1.0,1.0,3.0,0.0,0.0,285.0,325.0,130.0,16.0,13.0,6.0,6,4,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,80.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
76,20.0,15.0,1.0,1.0,2019,1,4,4,5,1.0,1.0,8.0,3.0,0.0,0.0,285.0,325.0,130.0,16.0,13.0,6.0,6,4,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,80.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
77,32.0,35.0,3.0,3.0,2019,1,4,5,5,1.0,1.0,20.0,1.0,0.0,0.0,285.0,325.0,130.0,16.0,13.0,6.0,9,2,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,80.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
