,AAR,EAD,ADR,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WD,WSPD,WS_GST,VIS,WC,RN,CA_TOT,CLA_1LYR,BASE_1LYR,CLA_2LYR,BASE_2LYR,CLA_3LYR,BASE_3LYR,CLA_4LYR,BASE_4LYR,RVR,WDIR_t12,WSPD_t12,WG_t12,VIS_t12,WC_t12,CLA_1LYR_t12,BASE_1LYR_t12,CLA_2LYR_t12,BASE_2LYR_t12,CLA_3LYR_t12,BASE_3LYR_t12
10,14.0,13.0,36.0,37.0,2018,1,1,10,1,1.0,1.0,19.0,38.0,0.0,4.0,300.0,280.0,235.0,30.0,9.0,4.0,4,1,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
11,30.0,28.0,30.0,25.0,2018,1,1,11,1,1.0,1.0,14.0,36.0,0.0,1.0,300.0,280.0,235.0,30.0,9.0,4.0,34,4,0.0,1000,1,0.0,4,2.0,40.0,4.0,200.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
12,22.0,27.0,29.0,30.0,2018,1,1,12,1,1.0,1.0,30.0,30.0,0.0,0.0,315.0,300.0,260.0,25.0,16.0,2.0,35,3,0.0,1000,1,0.0,3,1.0,40.0,3.0,200.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
13,26.0,25.0,30.0,26.0,2018,1,1,13,1,1.0,1.0,22.0,29.0,5.0,1.0,315.0,300.0,260.0,25.0,16.0,2.0,30,3,0.0,1000,1,0.0,4,3.0,40.0,4.0,200.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
14,29.0,26.0,30.0,29.0,2018,1,1,14,1,1.0,1.0,26.0,30.0,0.0,0.0,315.0,300.0,260.0,25.0,16.0,2.0,26,4,0.0,1000,1,0.0,5,3.0,40.0,5.0,150.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
15,32.0,33.0,28.0,24.0,2018,1,1,15,1,1.0,1.0,29.0,30.0,0.0,0.0,315.0,300.0,260.0,25.0,16.0,2.0,29,3,0.0,1000,1,0.0,5,3.0,40.0,5.0,150.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
16,35.0,37.0,17.0,19.0,2018,1,1,16,1,1.0,1.0,32.0,28.0,1.0,0.0,315.0,300.0,260.0,25.0,16.0,2.0,29,5,0.0,1000,1,0.0,3,3.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
17,41.0,41.0,22.0,19.0,2018,1,1,17,1,1.0,1.0,35.0,17.0,2.0,2.0,315.0,300.0,260.0,25.0,16.0,2.0,29,2,0.0,1000,1,0.0,2,2.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,340.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
18,33.0,26.0,22.0,37.0,2018,1,1,18,1,1.0,1.0,41.0,22.0,0.0,0.0,305.0,290.0,230.0,26.0,17.0,4.0,23,3,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,340.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
19,23.0,27.0,39.0,32.0,2018,1,1,19,1,1.0,1.0,33.0,22.0,0.0,15.0,305.0,290.0,230.0,26.0,17.0,4.0,14,1,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,340.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
20,27.0,25.0,33.0,35.0,2018,1,1,20,1,1.0,1.0,23.0,39.0,4.0,0.0,305.0,290.0,230.0,26.0,17.0,4.0,12,1,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,340.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
21,22.0,23.0,29.0,26.0,2018,1,1,21,1,1.0,1.0,27.0,33.0,0.0,2.0,305.0,290.0,230.0,26.0,17.0,4.0,5,2,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,340.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
22,18.0,24.0,27.0,19.0,2018,1,1,22,1,1.0,1.0,22.0,29.0,0.0,0.0,305.0,290.0,230.0,26.0,17.0,4.0,12,1,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,0,0.0,0,0.0,0,0.0
23,4.0,3.0,12.0,9.0,2018,1,1,23,1,1.0,1.0,18.0,27.0,6.0,0.0,305.0,290.0,230.0,26.0,17.0,4.0,10,1,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,30.0,7.0,0.0,9999.0,0,0,0.0,0,0.0,0,0.0
24,3.0,2.0,7.0,8.0,2018,1,2,0,2,1.0,1.0,4.0,12.0,0.0,0.0,290.0,280.0,325.0,31.0,13.0,3.0,6,1,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,30.0,7.0,0.0,9999.0,0,0,0.0,0,0.0,0,0.0
25,0.0,3.0,2.0,1.0,2018,1,2,1,2,1.0,1.0,3.0,7.0,0.0,1.0,290.0,280.0,325.0,31.0,13.0,3.0,6,3,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,30.0,7.0,0.0,9999.0,0,0,0.0,0,0.0,0,0.0
26,2.0,0.0,4.0,4.0,2018,1,2,2,2,1.0,1.0,0.0,2.0,3.0,0.0,290.0,280.0,325.0,31.0,13.0,3.0,9,1,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,30.0,7.0,0.0,9999.0,0,0,0.0,0,0.0,0,0.0
27,1.0,2.0,0.0,0.0,2018,1,2,3,2,1.0,1.0,2.0,4.0,0.0,0.0,290.0,280.0,325.0,31.0,13.0,3.0,7,1,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,30.0,7.0,0.0,9999.0,0,0,0.0,0,0.0,0,0.0
28,21.0,21.0,0.0,1.0,2018,1,2,4,2,1.0,1.0,1.0,0.0,1.0,0.0,290.0,280.0,325.0,31.0,13.0,3.0,6,2,0.0,900,3,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
29,36.0,30.0,3.0,3.0,2018,1,2,5,2,1.0,1.0,21.0,0.0,0.0,1.0,290.0,280.0,325.0,31.0,13.0,3.0,5,6,0.0,800,3,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
30,32.0,36.0,7.0,18.0,2018,1,2,6,2,1.0,1.0,36.0,3.0,0.0,0.0,290.0,315.0,325.0,31.0,18.0,8.0,11,2,0.0,800,3,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,340.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
31,24.0,25.0,27.0,33.0,2018,1,2,7,2,1.0,1.0,32.0,7.0,4.0,11.0,290.0,315.0,325.0,31.0,18.0,8.0,5,5,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,340.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
32,25.0,26.0,39.0,30.0,2018,1,2,8,2,1.0,1.0,24.0,27.0,1.0,6.0,290.0,315.0,325.0,31.0,18.0,8.0,5,4,0.0,1000,1,0.0,2,2.0,80.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,340.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
33,18.0,15.0,28.0,43.0,2018,1,2,9,2,1.0,1.0,25.0,39.0,1.0,0.0,290.0,315.0,325.0,31.0,18.0,8.0,6,3,0.0,1000,1,0.0,2,2.0,80.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,340.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
34,15.0,15.0,36.0,40.0,2018,1,2,10,2,1.0,1.0,18.0,28.0,0.0,15.0,290.0,315.0,325.0,31.0,18.0,8.0,4,4,0.0,1000,1,0.0,2,2.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,340.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
35,30.0,32.0,30.0,26.0,2018,1,2,11,2,1.0,1.0,15.0,36.0,0.0,4.0,290.0,315.0,325.0,31.0,18.0,8.0,35,6,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
36,21.0,22.0,43.0,37.0,2018,1,2,12,2,1.0,1.0,30.0,30.0,2.0,0.0,315.0,315.0,300.0,39.0,18.0,6.0,33,9,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
37,20.0,22.0,30.0,22.0,2018,1,2,13,2,1.0,1.0,21.0,43.0,1.0,0.0,315.0,315.0,300.0,39.0,18.0,6.0,33,10,0.0,1000,1,0.0,5,2.0,40.0,5.0,150.0,0.0,400.0,0.0,400.0,1000.0,330.0,15.0,25.0,9999.0,0,0,400.0,0,400.0,0,400.0
38,28.0,26.0,28.0,32.0,2018,1,2,14,2,1.0,1.0,20.0,30.0,2.0,0.0,315.0,315.0,300.0,39.0,18.0,6.0,34,11,0.0,1000,1,0.0,4,4.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,15.0,25.0,9999.0,0,0,400.0,0,400.0,0,400.0
39,23.0,26.0,27.0,25.0,2018,1,2,15,2,1.0,1.0,28.0,28.0,0.0,4.0,315.0,315.0,300.0,39.0,18.0,6.0,32,12,0.0,1000,1,0.0,3,3.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,15.0,25.0,9999.0,0,0,400.0,0,400.0,0,400.0
40,37.0,37.0,23.0,17.0,2018,1,2,16,2,1.0,1.0,23.0,27.0,3.0,0.0,315.0,315.0,300.0,39.0,18.0,6.0,33,12,0.0,1000,1,0.0,2,2.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
41,44.0,40.0,17.0,20.0,2018,1,2,17,2,1.0,1.0,37.0,23.0,0.0,0.0,315.0,315.0,300.0,39.0,18.0,6.0,31,10,0.0,1000,1,0.0,2,2.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
42,34.0,27.0,23.0,35.0,2018,1,2,18,2,1.0,1.0,44.0,17.0,0.0,3.0,325.0,335.0,315.0,24.0,18.0,15.0,31,7,0.0,1000,1,0.0,2,2.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
43,24.0,30.0,35.0,32.0,2018,1,2,19,2,1.0,1.0,34.0,23.0,0.0,12.0,325.0,335.0,315.0,24.0,18.0,15.0,33,13,0.0,1000,1,0.0,3,3.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
44,23.0,22.0,37.0,36.0,2018,1,2,20,2,1.0,1.0,24.0,35.0,6.0,0.0,325.0,335.0,315.0,24.0,18.0,15.0,34,10,0.0,1000,1,0.0,4,4.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
45,17.0,22.0,30.0,22.0,2018,1,2,21,2,1.0,1.0,23.0,37.0,0.0,0.0,325.0,335.0,315.0,24.0,18.0,15.0,36,9,0.0,1000,1,0.0,5,5.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
46,17.0,17.0,22.0,17.0,2018,1,2,22,2,1.0,1.0,17.0,30.0,4.0,0.0,325.0,335.0,315.0,24.0,18.0,15.0,33,13,0.0,1000,1,0.0,5,5.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
47,5.0,4.0,13.0,11.0,2018,1,2,23,2,1.0,1.0,17.0,22.0,0.0,0.0,325.0,335.0,315.0,24.0,18.0,15.0,34,10,0.0,1000,1,0.0,5,5.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
48,4.0,3.0,7.0,9.0,2018,1,3,0,3,1.0,1.0,5.0,13.0,0.0,0.0,315.0,305.0,325.0,23.0,17.0,11.0,34,11,0.0,1000,1,0.0,5,5.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
49,0.0,2.0,5.0,3.0,2018,1,3,1,3,1.0,1.0,4.0,7.0,0.0,2.0,315.0,305.0,325.0,23.0,17.0,11.0,35,10,0.0,1000,1,0.0,5,2.0,30.0,5.0,180.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
50,2.0,2.0,3.0,4.0,2018,1,3,2,3,1.0,1.0,0.0,5.0,2.0,0.0,315.0,305.0,325.0,23.0,17.0,11.0,35,10,0.0,1000,1,0.0,4,2.0,30.0,4.0,180.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
51,1.0,1.0,1.0,2.0,2018,1,3,3,3,1.0,1.0,2.0,3.0,0.0,1.0,315.0,305.0,325.0,23.0,17.0,11.0,35,9,0.0,1000,1,0.0,4,2.0,30.0,4.0,180.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
52,20.0,15.0,2.0,1.0,2018,1,3,4,3,1.0,1.0,1.0,1.0,0.0,1.0,315.0,305.0,325.0,23.0,17.0,11.0,35,9,0.0,1000,1,0.0,3,3.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
53,33.0,34.0,3.0,2.0,2018,1,3,5,3,1.0,1.0,20.0,2.0,0.0,0.0,315.0,305.0,325.0,23.0,17.0,11.0,35,7,0.0,1000,1,0.0,3,3.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
54,34.0,39.0,9.0,15.0,2018,1,3,6,3,1.0,1.0,33.0,3.0,1.0,0.0,330.0,320.0,265.0,25.0,10.0,8.0,1,4,0.0,1000,1,0.0,3,3.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
55,27.0,27.0,24.0,33.0,2018,1,3,7,3,1.0,1.0,34.0,9.0,5.0,6.0,330.0,320.0,265.0,25.0,10.0,8.0,36,5,0.0,1000,1,0.0,2,2.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
56,27.0,26.0,35.0,32.0,2018,1,3,8,3,1.0,1.0,27.0,24.0,0.0,9.0,330.0,320.0,265.0,25.0,10.0,8.0,33,4,0.0,1000,1,0.0,3,1.0,30.0,3.0,180.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
57,16.0,12.0,33.0,42.0,2018,1,3,9,3,1.0,1.0,27.0,35.0,0.0,0.0,330.0,320.0,265.0,25.0,10.0,8.0,36,6,0.0,1000,1,0.0,3,1.0,30.0,3.0,180.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
58,11.0,14.0,37.0,39.0,2018,1,3,10,3,1.0,1.0,16.0,33.0,0.0,9.0,330.0,320.0,265.0,25.0,10.0,8.0,34,13,0.0,1000,1,0.0,3,1.0,30.0,3.0,180.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
59,36.0,29.0,29.0,29.0,2018,1,3,11,3,1.0,1.0,11.0,37.0,3.0,2.0,330.0,320.0,265.0,25.0,10.0,8.0,34,12,0.0,1000,1,0.0,3,1.0,30.0,3.0,180.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
60,21.0,30.0,29.0,32.0,2018,1,3,12,3,1.0,1.0,36.0,29.0,0.0,0.0,345.0,325.0,310.0,14.0,13.0,13.0,33,10,0.0,1000,1,0.0,1,1.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
61,15.0,20.0,40.0,32.0,2018,1,3,13,3,1.0,1.0,21.0,29.0,9.0,3.0,345.0,325.0,310.0,14.0,13.0,13.0,33,14,0.0,1000,1,0.0,1,1.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,15.0,25.0,9999.0,0,2,30.0,7,180.0,0,400.0
62,28.0,27.0,31.0,30.0,2018,1,3,14,3,1.0,1.0,15.0,40.0,5.0,0.0,345.0,325.0,310.0,14.0,13.0,13.0,34,10,0.0,1000,1,0.0,2,2.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,15.0,25.0,9999.0,0,2,30.0,7,180.0,0,400.0
63,39.0,38.0,27.0,24.0,2018,1,3,15,3,1.0,1.0,28.0,31.0,0.0,0.0,345.0,325.0,310.0,14.0,13.0,13.0,33,10,0.0,1000,1,0.0,2,2.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,15.0,25.0,9999.0,0,2,30.0,7,180.0,0,400.0
64,35.0,36.0,25.0,20.0,2018,1,3,16,3,1.0,1.0,39.0,27.0,0.0,0.0,345.0,325.0,310.0,14.0,13.0,13.0,32,9,0.0,1000,1,0.0,2,2.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,15.0,25.0,9999.0,0,2,30.0,7,180.0,0,400.0
65,44.0,42.0,23.0,21.0,2018,1,3,17,3,1.0,1.0,35.0,25.0,1.0,0.0,345.0,325.0,310.0,14.0,13.0,13.0,33,12,0.0,1000,1,0.0,2,2.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,8.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
66,32.0,25.0,22.0,37.0,2018,1,3,18,3,1.0,1.0,44.0,23.0,0.0,0.0,320.0,345.0,310.0,16.0,10.0,9.0,31,6,0.0,1000,1,0.0,1,1.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,8.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
67,25.0,27.0,32.0,35.0,2018,1,3,19,3,1.0,1.0,32.0,22.0,0.0,15.0,320.0,345.0,310.0,16.0,10.0,9.0,31,8,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,8.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
68,26.0,27.0,36.0,36.0,2018,1,3,20,3,1.0,1.0,25.0,32.0,2.0,3.0,320.0,345.0,310.0,16.0,10.0,9.0,32,12,0.0,1000,1,0.0,2,2.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,8.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
69,20.0,26.0,27.0,24.0,2018,1,3,21,3,1.0,1.0,26.0,36.0,1.0,0.0,320.0,345.0,310.0,16.0,10.0,9.0,34,12,0.0,1000,1,0.0,3,3.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,8.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
70,25.0,24.0,29.0,22.0,2018,1,3,22,3,1.0,1.0,20.0,27.0,5.0,0.0,320.0,345.0,310.0,16.0,10.0,9.0,36,8,0.0,1000,1,0.0,5,5.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,4,180.0,0,400.0
71,6.0,2.0,25.0,11.0,2018,1,3,23,3,1.0,1.0,25.0,29.0,0.0,0.0,320.0,345.0,310.0,16.0,10.0,9.0,35,11,0.0,1000,1,0.0,6,6.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,4,180.0,0,400.0
72,1.0,1.0,14.0,16.0,2018,1,4,0,4,1.0,1.0,6.0,25.0,0.0,0.0,335.0,360.0,330.0,18.0,4.0,8.0,35,9,0.0,1000,1,0.0,6,6.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,4,180.0,0,400.0
73,2.0,3.0,4.0,2.0,2018,1,4,1,4,1.0,1.0,1.0,14.0,0.0,2.0,335.0,360.0,330.0,18.0,4.0,8.0,36,6,0.0,1000,1,0.0,6,6.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,4,180.0,0,400.0
74,0.0,0.0,4.0,4.0,2018,1,4,2,4,1.0,1.0,2.0,4.0,1.0,0.0,335.0,360.0,330.0,18.0,4.0,8.0,36,7,0.0,1000,1,0.0,6,6.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,4,180.0,0,400.0
75,2.0,2.0,0.0,0.0,2018,1,4,3,4,1.0,1.0,0.0,4.0,0.0,0.0,335.0,360.0,330.0,18.0,4.0,8.0,35,9,0.0,1000,1,0.0,3,3.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,10.0,0.0,9999.0,0,2,30.0,4,180.0,0,400.0
76,18.0,16.0,0.0,2.0,2018,1,4,4,4,1.0,1.0,2.0,0.0,0.0,0.0,335.0,360.0,330.0,18.0,4.0,8.0,34,10,0.0,1000,1,0.0,3,3.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
77,32.0,32.0,2.0,1.0,2018,1,4,5,4,1.0,1.0,18.0,0.0,0.0,2.0,335.0,360.0,330.0,18.0,4.0,8.0,34,11,0.0,1000,1,0.0,3,3.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,330.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
