,label,EAD,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WD,WSPD,WS_GST,VIS,WC,RN,CA_TOT,CLA_1LYR,BASE_1LYR,CLA_2LYR,BASE_2LYR,CLA_3LYR,BASE_3LYR,CLA_4LYR,BASE_4LYR,RVR,WDIR_t,WSPD_t,WG_t,VIS_t,WC_t,CLA_1LYR_t,BASE_1LYR_t,CLA_2LYR_t,BASE_2LYR_t,CLA_3LYR_t,BASE_3LYR_t
2761,2.0,4.0,9.0,2019,4,26,1,5,2.0,2.0,4.89036279396573,21.0,2.0,2.0,55.0,235.0,155.0,4.0,1.0,2.0,24,11,0.0,220,3,0.0,8,2.0,3.0,5.0,20.0,8.0,80.0,0.0,400.0,1000.0,220.0,8.0,0.0,2500.0,0,2,10.0,7,25.0,8,80.0
2762,2.0,2.0,5.0,2019,4,26,2,5,2.0,2.0,2.621366903229888,8.0,3.0,4.0,55.0,235.0,155.0,4.0,1.0,2.0,22,10,26.0,300,3,0.0,8,2.0,3.0,5.0,20.0,8.0,80.0,0.0,400.0,1000.0,220.0,8.0,0.0,2500.0,0,2,10.0,7,25.0,8,80.0
2763,5.0,1.0,1.0,2019,4,26,3,5,2.0,2.0,2.0000192714194145,5.0,0.0,0.0,55.0,235.0,155.0,4.0,1.0,2.0,22,12,0.0,300,3,0.0,8,2.0,3.0,5.0,20.0,8.0,80.0,0.0,400.0,1000.0,150.0,10.0,0.0,3500.0,0,2,10.0,7,25.0,8,80.0
2764,20.0,24.0,1.0,2019,4,26,4,5,2.0,2.0,7.527972352088461,3.0,0.0,0.0,55.0,235.0,155.0,4.0,1.0,2.0,21,10,0.0,420,3,5.0,8,2.0,3.0,5.0,20.0,8.0,80.0,0.0,400.0,1000.0,150.0,10.0,0.0,3500.0,0,2,10.0,7,25.0,8,80.0
2765,23.0,30.0,3.0,2019,4,26,5,5,2.0,2.0,22.057602763511397,1.0,0.0,1.0,55.0,235.0,155.0,4.0,1.0,2.0,18,9,0.0,700,3,0.0,8,2.0,3.0,5.0,20.0,8.0,80.0,0.0,400.0,1000.0,150.0,10.0,0.0,3500.0,0,2,10.0,7,25.0,8,80.0
2766,36.0,37.0,19.0,2019,4,26,6,5,2.0,2.0,26.00264249594698,2.0,5.0,1.0,105.0,80.0,335.0,8.0,8.0,4.0,15,10,0.0,700,3,0.0,8,4.0,5.0,5.0,25.0,8.0,80.0,0.0,400.0,1000.0,150.0,10.0,0.0,3500.0,0,2,10.0,7,25.0,8,80.0
2767,24.0,30.0,26.0,2019,4,26,7,5,2.0,2.0,34.07639357563951,10.0,8.0,7.0,105.0,80.0,335.0,8.0,8.0,4.0,15,7,0.0,420,3,0.0,8,4.0,5.0,5.0,25.0,8.0,80.0,0.0,400.0,1000.0,50.0,8.0,0.0,7000.0,0,2,10.0,7,25.0,8,80.0
2768,26.0,20.0,37.0,2019,4,26,8,5,2.0,2.0,26.38568395407267,23.0,0.0,3.0,105.0,80.0,335.0,8.0,8.0,4.0,15,6,0.0,500,3,5.0,8,4.0,3.0,5.0,20.0,8.0,80.0,0.0,400.0,1000.0,50.0,8.0,0.0,7000.0,0,2,10.0,7,25.0,8,80.0
2769,20.0,19.0,41.0,2019,4,26,9,5,2.0,2.0,22.681065817722104,38.0,0.0,0.0,105.0,80.0,335.0,8.0,8.0,4.0,15,5,0.0,1000,1,0.0,8,3.0,5.0,5.0,30.0,8.0,100.0,0.0,400.0,1000.0,50.0,8.0,0.0,7000.0,0,2,10.0,7,25.0,8,80.0
2770,21.0,16.0,42.0,2019,4,26,10,5,2.0,2.0,19.40438276981252,44.0,2.0,0.0,105.0,80.0,335.0,8.0,8.0,4.0,5,8,0.0,420,5,0.0,8,3.0,5.0,5.0,30.0,8.0,100.0,0.0,400.0,1000.0,50.0,8.0,0.0,7000.0,0,2,10.0,7,25.0,8,80.0
2771,34.0,33.0,27.0,2019,4,26,11,5,2.0,2.0,19.361256896522647,39.0,0.0,4.0,105.0,80.0,335.0,8.0,8.0,4.0,5,8,0.0,420,5,5.0,8,3.0,5.0,5.0,30.0,8.0,100.0,0.0,400.0,1000.0,50.0,8.0,0.0,7000.0,0,2,10.0,7,25.0,8,80.0
2772,28.0,29.0,30.0,2019,4,26,12,5,2.0,2.0,32.785594812249755,29.0,2.0,0.0,45.0,60.0,45.0,11.0,25.0,10.0,5,10,0.0,1000,1,0.0,8,2.0,15.0,5.0,30.0,8.0,100.0,0.0,400.0,1000.0,50.0,8.0,0.0,7000.0,0,2,10.0,7,25.0,8,80.0
2773,32.0,28.0,35.0,2019,4,26,13,5,2.0,2.0,27.150324844322498,28.0,3.0,4.0,45.0,60.0,45.0,11.0,25.0,10.0,5,9,0.0,1000,1,0.0,8,5.0,25.0,8.0,100.0,0.0,400.0,0.0,400.0,1000.0,50.0,8.0,0.0,7000.0,0,2,10.0,7,25.0,8,80.0
2774,30.0,32.0,32.0,2019,4,26,14,5,2.0,2.0,29.86490749741242,36.0,4.0,0.0,45.0,60.0,45.0,11.0,25.0,10.0,4,10,0.0,1000,1,0.0,8,5.0,25.0,8.0,100.0,0.0,400.0,0.0,400.0,1000.0,50.0,8.0,0.0,7000.0,0,4,30.0,7,120.0,0,400.0
2775,36.0,34.0,22.0,2019,4,26,15,5,2.0,2.0,29.982321407326086,28.0,0.0,6.0,45.0,60.0,45.0,11.0,25.0,10.0,4,10,0.0,1000,5,0.0,8,5.0,25.0,8.0,100.0,0.0,400.0,0.0,400.0,1000.0,50.0,8.0,0.0,7000.0,0,4,30.0,7,120.0,0,400.0
2776,34.0,35.0,25.0,2019,4,26,16,5,2.0,2.0,34.25048274564301,27.0,4.0,0.0,45.0,60.0,45.0,11.0,25.0,10.0,5,7,0.0,1000,5,0.0,8,5.0,25.0,8.0,100.0,0.0,400.0,0.0,400.0,1000.0,50.0,10.0,0.0,6000.0,0,4,30.0,7,120.0,0,400.0
2777,34.0,38.0,19.0,2019,4,26,17,5,2.0,2.0,35.993246675445654,27.0,0.0,0.0,45.0,60.0,45.0,11.0,25.0,10.0,5,11,0.0,1000,5,0.0,8,5.0,25.0,8.0,100.0,0.0,400.0,0.0,400.0,1000.0,50.0,10.0,0.0,6000.0,0,4,30.0,7,120.0,0,400.0
2778,24.0,29.0,30.0,2019,4,26,18,5,2.0,2.0,36.241111095124594,22.0,0.0,0.0,25.0,60.0,15.0,22.0,16.0,9.0,4,11,0.0,1000,1,0.0,8,5.0,30.0,8.0,100.0,0.0,400.0,0.0,400.0,1000.0,50.0,10.0,0.0,6000.0,0,4,30.0,7,120.0,0,400.0
2779,29.0,24.0,35.0,2019,4,26,19,5,2.0,2.0,26.962737232391774,23.0,0.0,10.0,25.0,60.0,15.0,22.0,16.0,9.0,3,11,0.0,1000,1,0.0,7,5.0,30.0,7.0,120.0,0.0,400.0,0.0,400.0,1000.0,50.0,10.0,0.0,6000.0,0,4,30.0,7,120.0,0,400.0
2780,35.0,31.0,33.0,2019,4,26,20,5,1.0,2.0,27.56583916213805,39.0,0.0,0.0,25.0,60.0,15.0,22.0,16.0,9.0,3,8,0.0,1000,1,0.0,5,5.0,40.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,50.0,10.0,0.0,6000.0,0,4,30.0,7,120.0,0,400.0
2781,22.0,24.0,29.0,2019,4,26,21,5,1.0,1.0,31.97227791374876,32.0,2.0,1.0,25.0,60.0,15.0,22.0,16.0,9.0,2,8,0.0,1000,1,0.0,3,1.0,40.0,3.0,90.0,0.0,400.0,0.0,400.0,1000.0,50.0,10.0,0.0,6000.0,0,4,30.0,7,120.0,0,400.0
2782,27.0,27.0,16.0,2019,4,26,22,5,1.0,1.0,23.76060904272386,26.0,0.0,4.0,25.0,60.0,15.0,22.0,16.0,9.0,2,10,0.0,1000,1,0.0,2,2.0,90.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,50.0,10.0,0.0,6000.0,0,4,30.0,7,120.0,0,400.0
2783,10.0,9.0,15.0,2019,4,26,23,5,1.0,1.0,23.50906697642341,29.0,0.0,0.0,25.0,60.0,15.0,22.0,16.0,9.0,5,4,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,50.0,10.0,0.0,6000.0,0,4,30.0,7,120.0,0,400.0
2784,4.0,4.0,27.0,2019,4,27,0,6,1.0,1.0,9.590817510340766,28.0,0.0,0.0,30.0,5.0,60.0,19.0,16.0,6.0,9,4,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,50.0,10.0,0.0,6000.0,0,4,30.0,7,120.0,0,400.0
2785,1.0,2.0,11.0,2019,4,27,1,6,1.0,1.0,5.102437339479365,16.0,0.0,2.0,30.0,5.0,60.0,19.0,16.0,6.0,14,1,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,50.0,10.0,0.0,6000.0,0,4,30.0,7,120.0,0,400.0
2786,3.0,1.0,2.0,2019,4,27,2,6,1.0,1.0,1.7295602429316776,11.0,2.0,0.0,30.0,5.0,60.0,19.0,16.0,6.0,10,2,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,50.0,10.0,0.0,6000.0,0,4,30.0,7,120.0,0,400.0
2787,6.0,4.0,0.0,2019,4,27,3,6,1.0,1.0,2.017282556456931,4.0,0.0,1.0,30.0,5.0,60.0,19.0,16.0,6.0,21,2,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,50.0,10.0,0.0,6000.0,0,4,30.0,7,120.0,0,400.0
2788,19.0,21.0,2.0,2019,4,27,4,6,1.0,1.0,9.842809885808652,1.0,0.0,0.0,30.0,5.0,60.0,19.0,16.0,6.0,13,4,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,50.0,10.0,0.0,4200.0,3,4,30.0,7,120.0,0,400.0
2789,36.0,31.0,3.0,2019,4,27,5,6,1.0,1.0,21.306185434734886,1.0,4.0,0.0,30.0,5.0,60.0,19.0,16.0,6.0,8,1,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,50.0,10.0,0.0,4200.0,3,4,30.0,7,120.0,0,400.0
2790,38.0,40.0,16.0,2019,4,27,6,6,1.0,1.0,31.852165244353355,2.0,7.0,1.0,10.0,200.0,285.0,7.0,4.0,3.0,34,2,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,50.0,10.0,0.0,4200.0,3,4,30.0,7,120.0,0,400.0
2791,23.0,28.0,31.0,2019,4,27,7,6,1.0,1.0,35.993151570339066,11.0,1.0,8.0,10.0,200.0,285.0,7.0,4.0,3.0,5,3,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,80.0,6.0,0.0,8000.0,0,4,30.0,7,120.0,0,400.0
2792,20.0,20.0,39.0,2019,4,27,8,6,1.0,1.0,25.050192813811837,24.0,6.0,2.0,10.0,200.0,285.0,7.0,4.0,3.0,1,4,0.0,1000,1,0.0,2,2.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,80.0,6.0,0.0,8000.0,0,4,30.0,7,120.0,0,400.0
2793,19.0,22.0,39.0,2019,4,27,9,6,1.0,1.0,20.779496012966263,37.0,0.0,0.0,10.0,200.0,285.0,7.0,4.0,3.0,3,3,0.0,1000,1,0.0,2,2.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,80.0,6.0,0.0,8000.0,0,4,30.0,7,120.0,0,400.0
2794,21.0,16.0,43.0,2019,4,27,10,6,1.0,1.0,20.64986404492067,35.0,0.0,6.0,10.0,200.0,285.0,7.0,4.0,3.0,29,3,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,50.0,10.0,0.0,7000.0,0,2,30.0,4,180.0,0,400.0
2795,34.0,34.0,23.0,2019,4,27,11,6,1.0,1.0,19.00939018281969,45.0,0.0,0.0,10.0,200.0,285.0,7.0,4.0,3.0,33,5,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,300.0,7.0,0.0,7000.0,0,2,30.0,4,180.0,0,400.0
2796,29.0,28.0,34.0,2019,4,27,12,6,1.0,1.0,33.328358345375875,33.0,0.0,0.0,100.0,250.0,305.0,6.0,3.0,10.0,33,7,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,300.0,7.0,0.0,7000.0,0,2,30.0,4,180.0,0,400.0
2797,28.0,29.0,32.0,2019,4,27,13,6,1.0,1.0,26.2553566521903,28.0,1.0,2.0,100.0,250.0,305.0,6.0,3.0,10.0,30,10,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,300.0,7.0,0.0,7000.0,0,2,30.0,4,180.0,0,400.0
2798,24.0,25.0,34.0,2019,4,27,14,6,1.0,1.0,29.16338270551207,23.0,0.0,12.0,100.0,250.0,305.0,6.0,3.0,10.0,29,11,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,300.0,7.0,0.0,7000.0,0,2,30.0,4,180.0,0,400.0
2799,40.0,37.0,24.0,2019,4,27,15,6,1.0,1.0,26.85457999105623,37.0,2.0,0.0,100.0,250.0,305.0,6.0,3.0,10.0,28,9,0.0,1000,1,0.0,0,0.0,400.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,300.0,7.0,0.0,7000.0,0,2,30.0,4,180.0,0,400.0
2800,36.0,39.0,27.0,2019,4,27,16,6,1.0,1.0,36.15579559014528,30.0,0.0,0.0,100.0,250.0,305.0,6.0,3.0,10.0,29,9,0.0,1000,1,0.0,4,4.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,300.0,7.0,0.0,7000.0,0,2,30.0,4,180.0,0,400.0
2801,41.0,42.0,22.0,2019,4,27,17,6,1.0,1.0,37.42791141090048,24.0,1.0,1.0,100.0,250.0,305.0,6.0,3.0,10.0,28,10,0.0,1000,1,0.0,7,7.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,300.0,10.0,0.0,7000.0,0,2,30.0,4,120.0,0,400.0
2802,25.0,23.0,35.0,2019,4,27,18,6,1.0,1.0,39.924364208030624,20.0,4.0,0.0,225.0,315.0,190.0,13.0,6.0,5.0,30,8,0.0,1000,1,0.0,7,7.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,300.0,10.0,0.0,7000.0,0,2,30.0,4,120.0,0,400.0
2803,26.0,25.0,37.0,2019,4,27,19,6,1.0,1.0,26.2428391982969,27.0,5.0,3.0,225.0,315.0,190.0,13.0,6.0,5.0,30,10,0.0,1000,1,0.0,7,7.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,300.0,10.0,0.0,7000.0,0,2,30.0,4,120.0,0,400.0
2804,36.0,34.0,32.0,2019,4,27,20,6,1.0,1.0,27.526185854979094,32.0,0.0,3.0,225.0,315.0,190.0,13.0,6.0,5.0,27,9,0.0,1000,1,0.0,7,7.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,300.0,10.0,0.0,7000.0,0,2,30.0,4,120.0,0,400.0
2805,35.0,33.0,29.0,2019,4,27,21,6,1.0,1.0,33.68161366264867,30.0,0.0,3.0,225.0,315.0,190.0,13.0,6.0,5.0,31,7,0.0,1000,1,0.0,7,4.0,140.0,7.0,160.0,0.0,400.0,0.0,400.0,1000.0,300.0,10.0,0.0,7000.0,0,2,30.0,4,120.0,0,400.0
2806,23.0,26.0,20.0,2019,4,27,22,6,1.0,1.0,31.019359015778452,27.0,2.0,2.0,225.0,315.0,190.0,13.0,6.0,5.0,30,7,0.0,1000,1,0.0,7,7.0,130.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,300.0,10.0,0.0,7000.0,0,0,400.0,0,400.0,0,400.0
2807,7.0,10.0,17.0,2019,4,27,23,6,1.0,1.0,23.35491722229913,24.0,0.0,0.0,225.0,315.0,190.0,13.0,6.0,5.0,33,9,0.0,1000,1,0.0,7,3.0,120.0,7.0,180.0,0.0,400.0,0.0,400.0,1000.0,300.0,10.0,0.0,7000.0,0,0,400.0,0,400.0,0,400.0
2808,2.0,3.0,17.0,2019,4,28,0,7,1.0,1.0,9.940904061219856,28.0,0.0,0.0,205.0,0.0,230.0,7.0,0.0,8.0,33,8,0.0,1000,1,0.0,7,3.0,120.0,7.0,180.0,0.0,400.0,0.0,400.0,1000.0,300.0,10.0,0.0,7000.0,0,0,400.0,0,400.0,0,400.0
2809,2.0,1.0,10.0,2019,4,28,1,7,1.0,1.0,4.404865928085737,25.0,0.0,2.0,205.0,0.0,230.0,7.0,0.0,8.0,29,3,0.0,1000,1,0.0,7,3.0,120.0,7.0,180.0,0.0,400.0,0.0,400.0,1000.0,300.0,10.0,0.0,7000.0,0,0,400.0,0,400.0,0,400.0
2810,1.0,1.0,4.0,2019,4,28,2,7,1.0,1.0,1.588130129035894,10.0,1.0,1.0,205.0,0.0,230.0,7.0,0.0,8.0,21,1,0.0,1000,1,0.0,7,3.0,120.0,7.0,180.0,0.0,400.0,0.0,400.0,1000.0,50.0,6.0,0.0,7000.0,0,7,25.0,8,100.0,0,400.0
2811,10.0,1.0,0.0,2019,4,28,3,7,1.0,1.0,1.7949933557791762,4.0,0.0,0.0,205.0,0.0,230.0,7.0,0.0,8.0,25,3,0.0,1000,1,0.0,7,2.0,40.0,5.0,110.0,7.0,180.0,0.0,400.0,1000.0,50.0,6.0,0.0,7000.0,0,7,25.0,8,100.0,0,400.0
2812,20.0,22.0,0.0,2019,4,28,4,7,1.0,1.0,8.488603659330362,1.0,0.0,0.0,205.0,0.0,230.0,7.0,0.0,8.0,36,4,0.0,1000,1,0.0,7,2.0,40.0,7.0,100.0,0.0,400.0,0.0,400.0,1000.0,50.0,6.0,0.0,6000.0,0,7,25.0,8,100.0,0,400.0
2813,26.0,29.0,2.0,2019,4,28,5,7,1.0,1.0,20.999436376486177,0.0,2.0,2.0,205.0,0.0,230.0,7.0,0.0,8.0,33,2,0.0,1000,1,0.0,8,2.0,40.0,8.0,90.0,0.0,400.0,0.0,400.0,1000.0,50.0,6.0,0.0,6000.0,0,7,25.0,8,100.0,0,400.0
2814,36.0,36.0,19.0,2019,4,28,6,7,1.0,1.0,27.885810784380855,4.0,0.0,0.0,245.0,250.0,235.0,14.0,4.0,4.0,4,2,0.0,1000,5,0.0,8,3.0,40.0,8.0,80.0,0.0,400.0,0.0,400.0,1000.0,50.0,6.0,0.0,6000.0,0,7,25.0,8,100.0,0,400.0
2815,32.0,33.0,23.0,2019,4,28,7,7,1.0,1.0,34.16641300825907,10.0,2.0,6.0,245.0,250.0,235.0,14.0,4.0,4.0,5,5,0.0,1000,1,0.0,5,2.0,40.0,5.0,120.0,0.0,400.0,0.0,400.0,1000.0,150.0,6.0,0.0,6000.0,0,2,30.0,7,120.0,0,400.0
2816,16.0,18.0,34.0,2019,4,28,8,7,1.0,1.0,31.51721467437056,25.0,5.0,6.0,245.0,250.0,235.0,14.0,4.0,4.0,10,3,0.0,1000,1,0.0,7,7.0,70.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,150.0,6.0,0.0,6000.0,0,2,30.0,7,120.0,0,400.0
2817,20.0,21.0,40.0,2019,4,28,9,7,1.0,1.0,19.795918958346263,37.0,0.0,2.0,245.0,250.0,235.0,14.0,4.0,4.0,20,6,0.0,1000,1,0.0,8,8.0,70.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,150.0,6.0,0.0,6000.0,0,2,30.0,7,120.0,0,400.0
2818,22.0,16.0,42.0,2019,4,28,10,7,1.0,1.0,20.02568086290389,42.0,3.0,0.0,245.0,250.0,235.0,14.0,4.0,4.0,23,5,0.0,1000,1,0.0,7,7.0,70.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,190.0,7.0,0.0,7000.0,0,4,30.0,7,120.0,0,400.0
2819,32.0,34.0,25.0,2019,4,28,11,7,1.0,1.0,19.324074636496988,42.0,0.0,1.0,245.0,250.0,235.0,14.0,4.0,4.0,20,5,0.0,1000,1,0.0,2,2.0,150.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,190.0,7.0,0.0,7000.0,0,4,30.0,7,120.0,0,400.0
2820,23.0,27.0,32.0,2019,4,28,12,7,1.0,1.0,32.939211543878166,27.0,0.0,0.0,220.0,350.0,325.0,5.0,3.0,9.0,23,6,0.0,1000,1,0.0,2,2.0,150.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,190.0,7.0,0.0,7000.0,0,4,30.0,7,120.0,0,400.0
2821,30.0,30.0,27.0,2019,4,28,13,7,1.0,1.0,25.9682007377126,27.0,0.0,7.0,220.0,350.0,325.0,5.0,3.0,9.0,29,9,0.0,1000,1,0.0,4,2.0,40.0,4.0,80.0,0.0,400.0,0.0,400.0,1000.0,190.0,7.0,0.0,7000.0,0,4,30.0,7,120.0,0,400.0
2822,32.0,29.0,32.0,2019,4,28,14,7,1.0,1.0,30.170869455273603,29.0,1.0,3.0,220.0,350.0,325.0,5.0,3.0,9.0,23,6,0.0,1000,1,0.0,2,2.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,300.0,7.0,0.0,7000.0,0,4,30.0,7,120.0,0,400.0
2823,32.0,36.0,24.0,2019,4,28,15,7,1.0,1.0,29.317731698486682,35.0,1.0,0.0,220.0,350.0,325.0,5.0,3.0,9.0,22,9,0.0,1000,1,0.0,3,1.0,50.0,3.0,200.0,0.0,400.0,0.0,400.0,1000.0,300.0,7.0,0.0,7000.0,0,4,30.0,7,120.0,0,400.0
2824,46.0,38.0,26.0,2019,4,28,16,7,1.0,1.0,34.34669500324385,29.0,0.0,0.0,220.0,350.0,325.0,5.0,3.0,9.0,30,9,0.0,1000,1,0.0,2,2.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,290.0,7.0,0.0,7000.0,0,4,30.0,8,120.0,0,400.0
2825,31.0,41.0,21.0,2019,4,28,17,7,1.0,1.0,40.2962529347819,28.0,3.0,0.0,220.0,350.0,325.0,5.0,3.0,9.0,31,8,0.0,1000,1,0.0,2,2.0,180.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,290.0,7.0,0.0,7000.0,0,4,30.0,8,120.0,0,400.0
2826,26.0,24.0,33.0,2019,4,28,18,7,1.0,1.0,34.000708322479355,24.0,1.0,0.0,255.0,180.0,15.0,14.0,1.0,5.0,30,6,0.0,1000,1,0.0,2,2.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,290.0,7.0,0.0,7000.0,0,4,30.0,8,120.0,0,400.0
2827,30.0,24.0,34.0,2019,4,28,19,7,1.0,1.0,26.63213579462193,26.0,0.0,9.0,255.0,180.0,15.0,14.0,1.0,5.0,32,4,0.0,1000,1,0.0,4,4.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,290.0,7.0,0.0,7000.0,0,4,30.0,8,120.0,0,400.0
2828,33.0,31.0,34.0,2019,4,28,20,7,1.0,1.0,27.54920835967484,40.0,0.0,0.0,255.0,180.0,15.0,14.0,1.0,5.0,32,4,0.0,1000,1,0.0,2,2.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,290.0,7.0,0.0,7000.0,0,4,30.0,8,120.0,0,400.0
2829,20.0,22.0,35.0,2019,4,28,21,7,1.0,1.0,30.951381502353442,34.0,0.0,0.0,255.0,180.0,15.0,14.0,1.0,5.0,32,4,0.0,1000,1,0.0,5,5.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,290.0,7.0,0.0,7000.0,0,4,30.0,8,120.0,0,400.0
2830,16.0,20.0,16.0,2019,4,28,22,7,1.0,1.0,22.439985303102333,26.0,0.0,3.0,255.0,180.0,15.0,14.0,1.0,5.0,31,2,0.0,1000,1,0.0,7,7.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,290.0,7.0,0.0,7000.0,0,4,30.0,7,120.0,0,400.0
2831,6.0,7.0,16.0,2019,4,28,23,7,1.0,1.0,17.858806303045718,27.0,3.0,0.0,255.0,180.0,15.0,14.0,1.0,5.0,30,5,0.0,1000,1,0.0,7,7.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,290.0,7.0,0.0,7000.0,0,4,30.0,7,120.0,0,400.0
2832,6.0,4.0,11.0,2019,4,29,0,1,1.0,1.0,8.052340494562612,27.0,3.0,0.0,105.0,110.0,70.0,4.0,7.0,10.0,32,4,0.0,1000,1,0.0,7,7.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,290.0,7.0,0.0,7000.0,0,4,30.0,7,120.0,0,400.0
2833,1.0,3.0,8.0,2019,4,29,1,1,1.0,1.0,4.607472779208568,15.0,1.0,2.0,105.0,110.0,70.0,4.0,7.0,10.0,1,2,0.0,1000,1,0.0,6,6.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,70.0,6.0,0.0,7000.0,0,2,30.0,7,150.0,0,400.0
2834,2.0,2.0,1.0,2019,4,29,2,1,1.0,1.0,2.4439608120917344,10.0,0.0,0.0,105.0,110.0,70.0,4.0,7.0,10.0,6,2,0.0,1000,1,0.0,7,7.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,70.0,6.0,0.0,7000.0,0,2,30.0,7,150.0,0,400.0
2835,13.0,3.0,2.0,2019,4,29,3,1,1.0,1.0,3.123016731754013,2.0,0.0,2.0,105.0,110.0,70.0,4.0,7.0,10.0,8,1,0.0,1000,1,0.0,7,7.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,70.0,6.0,0.0,7000.0,0,2,30.0,7,150.0,0,400.0
2836,22.0,24.0,2.0,2019,4,29,4,1,1.0,1.0,9.729518963735375,1.0,0.0,0.0,105.0,110.0,70.0,4.0,7.0,10.0,6,4,0.0,1000,1,0.0,7,7.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,70.0,6.0,0.0,7000.0,0,2,30.0,7,120.0,0,400.0
2837,32.0,31.0,2.0,2019,4,29,5,1,1.0,1.0,22.751393276987432,1.0,2.0,0.0,105.0,110.0,70.0,4.0,7.0,10.0,6,3,0.0,1000,1,0.0,7,7.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,70.0,6.0,0.0,7000.0,0,2,30.0,7,120.0,0,400.0
2838,35.0,36.0,16.0,2019,4,29,6,1,1.0,1.0,29.820506390540984,0.0,3.0,2.0,210.0,130.0,50.0,3.0,8.0,5.0,6,3,0.0,1000,1,0.0,7,7.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,70.0,6.0,0.0,7000.0,0,2,30.0,7,120.0,0,400.0
2839,23.0,28.0,25.0,2019,4,29,7,1,1.0,1.0,33.429111348228545,12.0,0.0,7.0,210.0,130.0,50.0,3.0,8.0,5.0,5,6,0.0,1000,1,0.0,7,7.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,70.0,6.0,0.0,7000.0,0,2,30.0,7,120.0,0,400.0
2840,22.0,23.0,36.0,2019,4,29,8,1,1.0,1.0,25.91428838890931,23.0,1.0,0.0,210.0,130.0,50.0,3.0,8.0,5.0,5,9,0.0,1000,1,0.0,7,7.0,200.0,0.0,400.0,0.0,400.0,0.0,400.0,1000.0,70.0,6.0,0.0,7000.0,0,2,30.0,7,120.0,0,400.0
