,label,1hour_prediction,label,2hour_prediction
66,26.0,26.358424328024533,28.0,28.563799963821772
67,28.0,28.983374338619623,31.0,27.792695460856773
68,31.0,29.37206201777286,24.0,25.553465379462654
69,24.0,25.260190480352957,14.0,17.3096250277292
70,14.0,17.62197755399315,7.0,5.970440148865232
71,7.0,6.192321866033484,3.0,2.9480337794376426
72,3.0,2.938208388775844,1.0,2.0775365052926684
73,1.0,2.2985116054302135,1.0,2.499319332531509
74,1.0,2.5347030298546964,8.0,7.720798963951612
75,8.0,7.80097970160739,20.0,21.27218094361999
76,20.0,20.241699958020014,32.0,32.85628045626144
77,32.0,33.06723348086519,36.0,35.517813220175775
78,36.0,35.65467471207885,26.0,29.44464046328228
79,26.0,28.060059867767794,28.0,25.362131269717217
80,28.0,26.19570591932659,23.0,20.784183815197604
81,23.0,20.25856760291318,17.0,18.310581777512446
82,17.0,18.473168350731534,33.0,31.20419988087735
83,33.0,30.658407656316047,25.0,27.137941481797405
84,25.0,25.43936186711554,25.0,27.909471321667354
85,25.0,29.40572602024238,32.0,29.061768845339422
86,32.0,31.612702924855174,31.0,31.86200748706871
87,31.0,31.55660263193709,39.0,37.6153388989488
88,39.0,38.24209357214144,41.0,40.1047233306618
89,41.0,39.220624005892006,23.0,25.797967694273385
90,23.0,24.97286810452406,29.0,28.7957044613742
91,29.0,29.120352127296986,30.0,28.985822776322486
92,30.0,29.055893307148015,27.0,26.678259530795515
93,27.0,26.70761053155898,22.0,20.602287060609164
94,22.0,20.185936182203275,4.0,6.618807830773022
95,4.0,6.530831396954055,1.0,3.485308309627726
96,1.0,3.4999274417447284,4.0,1.6528963494215614
97,4.0,1.8414070760264913,0.0,1.5043329299960828
98,0.0,1.7386504985286122,3.0,5.744924739286701
99,3.0,5.837977270667615,24.0,21.027416990849336
100,24.0,20.781868728280088,34.0,33.615345140642646
101,34.0,33.66989247016837,35.0,34.296506087892084
102,35.0,34.123607371912236,26.0,27.256170754613397
103,26.0,27.497549293885765,24.0,23.15108300881998
104,24.0,23.60856193774871,20.0,19.224433353114772
105,20.0,18.17005112329982,17.0,20.503328425846885
106,17.0,19.55835977642282,31.0,31.27745092937289
107,31.0,31.57529004720343,25.0,23.85902867550489
108,25.0,24.452907907888257,33.0,30.95230873438464
109,33.0,28.941721345358708,25.0,29.210930782310037
110,25.0,26.82136911826951,33.0,32.391524324127225
111,33.0,32.4161192578613,47.0,41.99312012785013
112,47.0,41.37592719788079,32.0,33.98499211281229
113,32.0,33.27230095271148,30.0,28.824804695818308
114,30.0,28.369221547067003,26.0,28.664032575849163
115,26.0,26.93026219843846,30.0,28.69272086203093
116,30.0,28.7047208220486,24.0,26.175264008201477
117,24.0,26.240231116888033,20.0,20.56847622367604
118,20.0,21.11432204575936,10.0,6.940883907420138
119,10.0,7.386719918392489,1.0,2.4807899848840496
120,1.0,2.5780788747565198,1.0,1.6430834398429843
121,1.0,1.5913494837100888,1.0,1.1393967144698864
122,1.0,1.2649338123928333,7.0,6.289094594051853
123,7.0,6.564846310371327,19.0,20.355505958445786
124,19.0,20.137076517434167,35.0,33.55651951947511
125,35.0,33.87133020618364,32.0,33.462240173292045
126,32.0,33.24988203270405,29.0,29.00995219038329
127,29.0,29.14324968024983,22.0,22.084608073418856
128,22.0,21.908518545912692,24.0,21.444314232948436
129,24.0,20.99964175219107,17.0,18.427267651064298
130,17.0,18.3234499604084,34.0,34.22719536692249
131,34.0,33.70151029634193,28.0,25.806670572773847
132,28.0,25.882914182298244,27.0,27.677452223239815
133,27.0,26.950131744253074,24.0,28.25262678055988
134,24.0,28.412035609324324,38.0,34.599267825435575
135,38.0,35.298438681571895,41.0,39.497801604988446
136,41.0,39.65083021517804,42.0,41.11070207417859
137,42.0,39.96518496665546,22.0,24.00804345041772
138,22.0,24.05851626289077,28.0,26.889848757030318
139,28.0,27.1825097460379,32.0,30.213401596642235
140,32.0,29.980541993557637,29.0,30.3181837761483
141,29.0,30.062427862349946,22.0,22.560643055876618
142,22.0,22.072357933217443,6.0,7.041665739330204
143,6.0,6.783814882243364,3.0,2.8704622485290967
144,3.0,2.8854505320028188,0.0,1.5977479115866047
145,0.0,1.6003612044242335,0.0,1.3031927713957923
146,0.0,1.3047494503235255,4.0,4.608649193448673
147,4.0,4.796684933928644,22.0,20.453684626977914
148,22.0,21.337983752755726,32.0,33.27849823505885
149,32.0,32.838527211517636,33.0,33.99847854211067
150,33.0,33.13881656063555,28.0,29.38533315137894
151,28.0,29.02644601253906,29.0,27.464143082807364
152,29.0,27.39171871878279,20.0,18.875982983499696
153,20.0,18.347780685113758,18.0,18.000980138232947
154,18.0,17.70867108374129,29.0,30.135356617297077
155,29.0,29.167826697496526,26.0,25.7995770321125
156,26.0,26.397049491010968,27.0,27.942693303916517
157,27.0,28.5653270852595,32.0,29.497376713333814
158,32.0,31.4003513956636,31.0,32.709802653148586
159,31.0,32.329534930271834,41.0,38.69682059205009
160,41.0,38.7306423921674,33.0,36.77018057073008
161,33.0,35.818273683108444,27.0,27.267829579060972
162,27.0,27.662012640235172,29.0,28.17692899802335
163,29.0,28.184951536725798,29.0,29.356651320440346
164,29.0,28.942491194285736,22.0,22.256974562077193
165,22.0,22.199907457204457,18.0,18.052041014058478
166,18.0,18.111121492304996,5.0,6.950784317639022
167,5.0,6.559232950528363,3.0,2.819267815521817
168,3.0,2.8048251041974868,1.0,2.1845578581217975
169,1.0,2.25707319008712,0.0,1.0702129275237562
170,0.0,1.2750936035806846,5.0,5.960287290634382
171,5.0,5.7640573392640935,19.0,20.41651558576729
172,19.0,19.418655296103303,35.0,34.43333916402218
173,35.0,33.88381564717437,31.0,33.37163131621912
174,31.0,32.21882141203672,33.0,30.18494465324577
175,33.0,28.9145231972419,22.0,22.829817705361492
176,22.0,21.69778854740493,25.0,20.916275845187457
177,25.0,22.041552498282616,15.0,17.431791201337056
178,15.0,17.326768236450597,34.0,33.14791433847874
179,34.0,33.263568053758355,22.0,21.547710231235794
180,22.0,21.07018589134101,26.0,26.652818340673704
181,26.0,25.96936793821238,25.0,26.167078541701994
182,25.0,26.16588803421403,30.0,30.50020733360846
183,30.0,30.728602097298943,41.0,38.78883892731179
184,41.0,38.86207711292189,36.0,37.87571963272314
185,36.0,37.6393537935894,24.0,25.60719736986502
186,24.0,25.439220757336468,26.0,28.367284416874238
187,26.0,28.175750558206314,35.0,31.632830488658993
188,35.0,31.36778390143355,26.0,25.266238378225403
189,26.0,24.772123701779968,23.0,21.06795301444503
190,23.0,21.052492123118174,4.0,6.451368313983771
191,4.0,6.4826333265789176,4.0,3.9119598585834727
192,4.0,3.9758244164643095,2.0,2.0452451561922476
193,2.0,2.076496538445883,0.0,1.0518292114736603
194,0.0,1.191818845533079,6.0,6.548898849544299
195,6.0,6.230216403936758,19.0,20.491764578532695
196,19.0,20.080391400702776,37.0,34.026356465073825
197,37.0,33.915908032754906,32.0,33.31774925842538
198,32.0,32.075818198888015,29.0,28.895381867534905
199,29.0,29.170490045556395,25.0,24.57656703009496
200,25.0,24.023737651048993,16.0,17.839487166610027
201,16.0,17.165676846034923,16.0,17.935552641763117
202,16.0,17.408775519718176,36.0,32.131697936370706
203,36.0,32.40959671285054,23.0,24.925111438920727
204,23.0,25.084123424591493,27.0,28.24462879694343
205,27.0,27.871626019962584,25.0,28.018290669583667
206,25.0,27.808985575298898,36.0,34.84590261748364
207,36.0,35.09080263291588,39.0,38.53636284498716
208,39.0,38.48714981854968,43.0,40.42043224262605
209,43.0,40.29754515070305,27.0,26.634301309973853
210,27.0,25.803756269719027,31.0,30.211585052859697
211,31.0,29.719706159857356,30.0,28.897648597600234
212,30.0,28.362911191668548,25.0,25.544346195508673
213,25.0,26.10327398010393,17.0,22.335581736879288
214,17.0,22.903954518583298,9.0,6.692779960458047
215,9.0,7.390158826373915,2.0,3.124534637356765
216,2.0,3.1102831723549755,1.0,2.069730111502334
217,1.0,2.1186177305302905,1.0,1.7715146035747875
218,1.0,1.7125654809366802,8.0,6.77157170925518
219,8.0,6.588332397279888,20.0,20.535551638700937
220,20.0,20.342523161933872,31.0,32.49237659792083
221,31.0,32.233617770918904,35.0,33.67370720070054
222,35.0,33.622061866381095,26.0,27.550271369869986
223,26.0,27.682557718794367,25.0,24.066855930860893
224,25.0,24.491915235024717,21.0,21.24211109566498
225,21.0,20.815976405693057,24.0,20.92609894310467
226,24.0,20.40978836144322,30.0,32.48096777480148
227,30.0,32.19487310976905,22.0,23.82035861887631
