,EAD,label,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WDIR_t,WSPD_t,WG_t,VIS_t,WC_t,CLA_1LYR_t,BASE_1LYR_t,CLA_2LYR_t,BASE_2LYR_t,CLA_3LYR_t,BASE_3LYR_t
0,26.0,30.0,29.0,2018,1,1,0,1,1.0,1.0,24.371033494662846,30.401034991944325,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
1,33.0,28.0,24.0,2018,1,1,1,1,1.0,1.0,26.875780306180282,29.46330672151155,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
2,37.0,17.0,19.0,2018,1,1,2,1,1.0,1.0,32.72849721606677,26.52770729783997,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
3,41.0,22.0,19.0,2018,1,1,3,1,1.0,1.0,36.92479287285322,22.693851609098807,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
4,26.0,22.0,37.0,2018,1,1,4,1,1.0,1.0,39.467154761909505,20.802230060526668,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
5,27.0,39.0,32.0,2018,1,1,5,1,1.0,1.0,31.28117253207366,22.085903916207837,1.7188274679263387,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
6,25.0,33.0,35.0,2018,1,1,6,1,1.0,1.0,25.792183092046944,36.60423229777639,9.207816907953056,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
7,23.0,29.0,26.0,2018,1,1,7,1,1.0,1.0,26.46904788875764,34.825631648775655,1.5309521112423603,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
8,24.0,27.0,19.0,2018,1,1,8,1,1.0,1.0,21.770461931359836,28.67938644258427,6.229538068640164,0.3206135574157294,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
9,3.0,12.0,9.0,2018,1,1,9,1,1.0,1.0,19.616678879205907,26.98747406598613,0.0,15.012525934013869,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
10,2.0,7.0,8.0,2018,1,1,10,1,1.0,1.0,4.7656943315287785,15.257804226180404,8.234305668471222,21.742195773819596,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
11,3.0,2.0,1.0,2018,1,1,11,1,1.0,1.0,3.0553196482112774,7.85099043742492,24.944680351788723,17.14900956257508,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
12,0.0,4.0,4.0,2018,1,1,12,1,1.0,1.0,2.2391902921735176,3.1082780111037507,24.760809707826482,26.89172198889625,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
13,2.0,0.0,0.0,2018,1,1,13,1,1.0,1.0,1.4264643583470982,4.3191393447598205,23.573535641652903,21.68086065524018,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
14,21.0,0.0,1.0,2018,1,1,14,1,1.0,1.0,3.625614554761242,1.2337566394551993,22.374385445238758,27.766243360544802,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
15,30.0,3.0,3.0,2018,1,1,15,1,1.0,1.0,21.524312629112234,1.080911588400589,11.475687370887766,22.91908841159941,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
16,36.0,7.0,18.0,2018,1,1,16,1,1.0,1.0,32.571495801857075,2.4799354842406487,4.4285041981429245,16.52006451575935,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
17,25.0,27.0,33.0,2018,1,1,17,1,1.0,1.0,31.187488808601966,9.4436484037518,9.812511191398034,9.5563515962482,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
18,26.0,39.0,30.0,2018,1,1,18,1,1.0,1.0,26.264576974767586,24.179034006914712,0.0,12.820965993085288,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
19,15.0,28.0,43.0,2018,1,1,19,1,1.0,1.0,24.894474494191925,36.1145065727171,2.1055255058080746,0.0,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
20,15.0,36.0,40.0,2018,1,1,20,1,1.0,1.0,18.763568833381242,32.36788977015785,6.2364311666187575,2.632110229842148,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
21,32.0,30.0,26.0,2018,1,1,21,1,1.0,1.0,17.32563763460404,36.34788262179939,5.674362365395961,0.0,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
22,22.0,43.0,37.0,2018,1,1,22,1,1.0,1.0,31.898068218746623,29.2433335831767,0.0,0.0,305.0,290.0,230.0,26.0,17.0,4.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
23,22.0,30.0,22.0,2018,1,1,23,1,1.0,1.0,21.871973735930627,37.40691409571119,0.0,0.0,305.0,290.0,230.0,26.0,17.0,4.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
24,26.0,28.0,32.0,2018,1,2,0,2,1.0,1.0,20.893180672236173,31.785522618672296,0.0,0.0,290.0,280.0,325.0,31.0,13.0,3.0,340.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
25,26.0,27.0,25.0,2018,1,2,1,2,1.0,1.0,26.135498244209437,29.814625314284616,0.0,0.0,290.0,280.0,325.0,31.0,13.0,3.0,340.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
26,37.0,23.0,17.0,2018,1,2,2,2,1.0,1.0,27.100697103654234,27.767549040566106,0.0,0.0,290.0,280.0,325.0,31.0,13.0,3.0,340.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
27,40.0,17.0,20.0,2018,1,2,3,2,1.0,1.0,35.334373581266085,23.524081498322793,0.0,0.0,290.0,280.0,325.0,31.0,13.0,3.0,40.0,7.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
28,27.0,23.0,35.0,2018,1,2,4,2,1.0,1.0,40.07931650898971,20.000855160446736,0.0,0.0,290.0,280.0,325.0,31.0,13.0,3.0,30.0,7.0,0.0,9999.0,0,0,0.0,0,0.0,0,0.0
29,30.0,35.0,32.0,2018,1,2,5,2,1.0,1.0,32.05222482080338,21.52062597121556,0.0,0.0,290.0,280.0,325.0,31.0,13.0,3.0,30.0,7.0,0.0,9999.0,0,0,0.0,0,0.0,0,0.0
30,22.0,37.0,36.0,2018,1,2,6,2,1.0,1.0,26.401824564295904,35.31550874337105,9.598175435704096,0.0,290.0,315.0,325.0,31.0,18.0,8.0,30.0,7.0,0.0,9999.0,0,0,0.0,0,0.0,0,0.0
31,22.0,30.0,22.0,2018,1,2,7,2,1.0,1.0,23.93761271933813,32.47748026699992,1.06238728066187,0.522519733000081,290.0,315.0,325.0,31.0,18.0,8.0,30.0,7.0,0.0,9999.0,0,0,0.0,0,0.0,0,0.0
32,17.0,22.0,17.0,2018,1,2,8,2,1.0,1.0,19.933117177978644,28.883424558221243,6.0668828220213555,1.1165754417787568,290.0,315.0,325.0,31.0,18.0,8.0,30.0,7.0,0.0,9999.0,0,0,0.0,0,0.0,0,0.0
33,4.0,13.0,11.0,2018,1,2,9,2,1.0,1.0,16.712257612364137,24.99823709583974,0.0,18.00176290416026,290.0,315.0,325.0,31.0,18.0,8.0,30.0,7.0,0.0,9999.0,0,0,0.0,0,0.0,0,0.0
34,3.0,7.0,9.0,2018,1,2,10,2,1.0,1.0,5.189491244518237,16.226398291430357,9.810508755481763,23.773601708569643,290.0,315.0,325.0,31.0,18.0,8.0,340.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
35,2.0,5.0,3.0,2018,1,2,11,2,1.0,1.0,3.6744186881007868,7.729342249877947,28.325581311899214,18.270657750122055,290.0,315.0,325.0,31.0,18.0,8.0,340.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
36,2.0,3.0,4.0,2018,1,2,12,2,1.0,1.0,1.8671052223845992,4.4269765101088865,20.1328947776154,32.57302348989111,315.0,315.0,300.0,39.0,18.0,6.0,330.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
37,1.0,1.0,2.0,2018,1,2,13,2,1.0,1.0,2.053651581071326,4.3660993678621,19.946348418928675,17.6339006321379,315.0,315.0,300.0,39.0,18.0,6.0,330.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
38,15.0,2.0,1.0,2018,1,2,14,2,1.0,1.0,2.9616476205872364,2.0753353456469696,23.038352379412764,29.92466465435303,315.0,315.0,300.0,39.0,18.0,6.0,330.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
39,34.0,3.0,2.0,2018,1,2,15,2,1.0,1.0,19.93900349360389,1.563183739999986,6.060996506396108,23.436816260000015,315.0,315.0,300.0,39.0,18.0,6.0,330.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
40,39.0,9.0,15.0,2018,1,2,16,2,1.0,1.0,32.15506642186295,2.1445580211086503,4.844933578137052,14.85544197889135,315.0,315.0,300.0,39.0,18.0,6.0,330.0,15.0,25.0,9999.0,0,0,400.0,0,400.0,0,400.0
41,27.0,24.0,33.0,2018,1,2,17,2,1.0,1.0,32.572542487437794,8.887307495744826,7.427457512562206,11.112692504255174,315.0,315.0,300.0,39.0,18.0,6.0,330.0,15.0,25.0,9999.0,0,0,400.0,0,400.0,0,400.0
42,26.0,35.0,32.0,2018,1,2,18,2,1.0,1.0,27.81892740390143,22.55605290317532,0.0,12.44394709682468,325.0,335.0,315.0,24.0,18.0,15.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
43,12.0,33.0,42.0,2018,1,2,19,2,1.0,1.0,25.36173213973377,35.903109348553706,4.638267860266229,0.0,325.0,335.0,315.0,24.0,18.0,15.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
44,14.0,37.0,39.0,2018,1,2,20,2,1.0,1.0,16.48589178304058,36.178186226849625,5.514108216959421,0.0,325.0,335.0,315.0,24.0,18.0,15.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
45,29.0,29.0,29.0,2018,1,2,21,2,1.0,1.0,15.968923195500368,37.01364897295017,6.031076804499632,0.0,325.0,335.0,315.0,24.0,18.0,15.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
46,30.0,29.0,32.0,2018,1,2,22,2,1.0,1.0,31.76278800752702,29.663625778439588,0.0,0.0,325.0,335.0,315.0,24.0,18.0,15.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
47,20.0,40.0,32.0,2018,1,2,23,2,1.0,1.0,25.988018804021117,28.52577881602798,0.0,0.0,325.0,335.0,315.0,24.0,18.0,15.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
48,27.0,31.0,30.0,2018,1,3,0,3,1.0,1.0,20.120652680653393,37.277851849096486,0.0,0.0,315.0,305.0,325.0,23.0,17.0,11.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
49,38.0,27.0,24.0,2018,1,3,1,3,1.0,1.0,26.627034257931758,31.17976602621309,0.0,0.0,315.0,305.0,325.0,23.0,17.0,11.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
50,36.0,25.0,20.0,2018,1,3,2,3,1.0,1.0,36.053972281763805,27.415049133861512,0.0,0.0,315.0,305.0,325.0,23.0,17.0,11.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
51,42.0,23.0,21.0,2018,1,3,3,3,1.0,1.0,36.51078512470758,24.968904714460972,0.0,0.0,315.0,305.0,325.0,23.0,17.0,11.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
52,25.0,22.0,37.0,2018,1,3,4,3,1.0,1.0,41.540054608999085,21.32148719478667,0.0,0.0,315.0,305.0,325.0,23.0,17.0,11.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
53,27.0,32.0,35.0,2018,1,3,5,3,1.0,1.0,30.71363793586933,22.063870523929968,3.286362064130671,0.0,315.0,305.0,325.0,23.0,17.0,11.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
54,27.0,36.0,36.0,2018,1,3,6,3,1.0,1.0,25.928700271611394,34.583897527314214,13.071299728388606,0.0,330.0,320.0,265.0,25.0,10.0,8.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
