,label,EAD,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WDIR_t,WSPD_t,WG_t,VIS_t,WC_t,CLA_1LYR_t,BASE_1LYR_t,CLA_2LYR_t,BASE_2LYR_t,CLA_3LYR_t,BASE_3LYR_t
0,30.0,28.0,25.0,2018,1,1,0,1,1.0,1.0,16.27569882790296,36.6715357446042,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
1,22.0,27.0,30.0,2018,1,1,1,1,1.0,1.0,29.4640615205169,29.407509610640005,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
2,26.0,25.0,26.0,2018,1,1,2,1,1.0,1.0,24.80570672292723,28.637927691768567,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
3,29.0,26.0,29.0,2018,1,1,3,1,1.0,1.0,24.293834709749774,30.237639852812656,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
4,32.0,33.0,24.0,2018,1,1,4,1,1.0,1.0,27.02095825100882,29.697407338545663,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
5,35.0,37.0,19.0,2018,1,1,5,1,1.0,1.0,32.61555158163213,26.118481137436955,0.38444841836786736,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
6,41.0,41.0,19.0,2018,1,1,6,1,1.0,1.0,36.22459388661727,21.555363774182283,0.0,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
7,33.0,26.0,37.0,2018,1,1,7,1,1.0,1.0,38.92539665344857,20.531247031008046,0.0,12.468752968991954,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
8,23.0,27.0,32.0,2018,1,1,8,1,1.0,1.0,31.2627754485933,21.99475158419144,0.0,7.005248415808559,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
9,27.0,25.0,35.0,2018,1,1,9,1,1.0,1.0,26.553056806322314,36.51098380801226,0.0,5.489016191987737,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
10,22.0,23.0,26.0,2018,1,1,10,1,1.0,1.0,26.325179368908138,33.99230227320512,0.0,3.0076977267948806,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
11,18.0,24.0,19.0,2018,1,1,11,1,1.0,1.0,21.755247981879343,27.985838436539478,6.244752018120657,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
12,4.0,3.0,9.0,2018,1,1,12,1,1.0,1.0,18.768361895914563,27.668712613245116,8.231638104085437,2.331287386754884,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
13,3.0,2.0,8.0,2018,1,1,13,1,1.0,1.0,4.855509748543405,16.170022976409328,20.144490251456595,9.829977023590672,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
14,0.0,3.0,1.0,2018,1,1,14,1,1.0,1.0,3.052176030845408,6.7924192519034605,22.94782396915459,22.20758074809654,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
15,2.0,0.0,4.0,2018,1,1,15,1,1.0,1.0,2.1093260918201557,2.8385226325007493,30.890673908179846,21.161477367499252,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
16,1.0,2.0,0.0,2018,1,1,16,1,1.0,1.0,1.3438860362744591,4.281105537359291,35.65611396372554,14.718894462640709,315.0,300.0,260.0,25.0,16.0,2.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
17,21.0,21.0,1.0,2018,1,1,17,1,1.0,1.0,3.3998294259130706,1.3475419929971855,37.60017057408693,17.652458007002814,315.0,300.0,260.0,25.0,16.0,2.0,340.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
18,36.0,30.0,3.0,2018,1,1,18,1,1.0,1.0,21.606583022462054,1.0025421900705564,4.393416977537946,35.99745780992944,305.0,290.0,230.0,26.0,17.0,4.0,340.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
19,32.0,36.0,18.0,2018,1,1,19,1,1.0,1.0,32.13055685723374,2.4992491901479594,0.0,29.50075080985204,305.0,290.0,230.0,26.0,17.0,4.0,340.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
20,24.0,25.0,33.0,2018,1,1,20,1,1.0,1.0,31.629692996555452,9.611616733484738,0.0,25.388383266515262,305.0,290.0,230.0,26.0,17.0,4.0,340.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
21,25.0,26.0,30.0,2018,1,1,21,1,1.0,1.0,25.907378618823223,24.71787242491416,0.0,1.2821275750858412,305.0,290.0,230.0,26.0,17.0,4.0,340.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
22,18.0,15.0,43.0,2018,1,1,22,1,1.0,1.0,24.56194559995545,36.024721163413304,0.0,0.0,305.0,290.0,230.0,26.0,17.0,4.0,330.0,10.0,0.0,9999.0,0,0,0.0,0,0.0,0,0.0
