,label,EAD,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WDIR_t,WSPD_t,WG_t,VIS_t,WC_t,CLA_1LYR_t,BASE_1LYR_t,CLA_2LYR_t,BASE_2LYR_t,CLA_3LYR_t,BASE_3LYR_t
0,0.0,1.0,5.0,2018,1,1,0,1,1.0,1.0,3.491287860049833,8.550897993560772,0.0,2.4491020064392277,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
1,0.0,1.0,4.0,2018,1,1,1,1,1.0,1.0,1.2190030045722424,4.675928739249222,0.0,0.3240712607507783,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
2,2.0,0.0,1.0,2018,1,1,2,1,1.0,1.0,1.3778269993925858,4.518979201864686,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
3,18.0,16.0,1.0,2018,1,1,3,1,1.0,1.0,2.7085129578857874,1.2400170688294312,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
4,37.0,33.0,0.0,2018,1,1,4,1,1.0,1.0,20.355040260841623,0.9692574086526796,0.0,0.03074259134732038,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
5,28.0,35.0,13.0,2018,1,1,5,1,1.0,1.0,33.633453063023005,1.2251792881461587,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
6,27.0,28.0,33.0,2018,1,1,6,1,1.0,1.0,30.68383738738063,7.826495562182233,4.316162612619369,5.173504437817767,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
7,25.0,28.0,29.0,2018,1,1,7,1,1.0,1.0,28.975511961919604,24.08859663508835,0.0,8.91140336491165,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
8,19.0,14.0,42.0,2018,1,1,8,1,1.0,1.0,26.594035007350417,32.2654303088524,1.405964992649583,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
9,14.0,13.0,37.0,2018,1,1,9,1,1.0,1.0,18.14538326324439,37.84113202001578,0.0,4.1588679799842225,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
10,30.0,28.0,25.0,2018,1,1,10,1,1.0,1.0,16.608085408693963,36.55861093550988,0.0,0.4413890644901173,300.0,280.0,235.0,30.0,9.0,4.0,40.0,7.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
11,22.0,27.0,30.0,2018,1,1,11,1,1.0,1.0,29.438643668520825,29.22447437740188,0.0,0.0,300.0,280.0,235.0,30.0,9.0,4.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
12,26.0,25.0,26.0,2018,1,1,12,1,1.0,1.0,24.790034363856925,28.471898083898132,2.2099656361430746,1.5281019161018676,315.0,300.0,260.0,25.0,16.0,2.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
13,29.0,26.0,29.0,2018,1,1,13,1,1.0,1.0,24.669839060001696,30.677871519109697,0.3301609399983043,0.0,315.0,300.0,260.0,25.0,16.0,2.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
14,32.0,33.0,24.0,2018,1,1,14,1,1.0,1.0,26.493003952553266,29.55494650407383,0.0,0.0,315.0,300.0,260.0,25.0,16.0,2.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
15,35.0,37.0,19.0,2018,1,1,15,1,1.0,1.0,32.42486949722934,25.946039705384443,0.5751305027706621,0.0,315.0,300.0,260.0,25.0,16.0,2.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
